disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa,vector_species_rule_cleaned,taxonomy_cleanup_method,vector_species_original,vector_species_taxonomy_cleaned,vector_taxon_rank,review_needed,review_note,vector_join_key
West Nile fever,west nile fever,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,culex pipiens biotype pipiens x biotype molestus,no_change,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,hybrid,FALSE,,culex pipiens biotype pipiens x biotype molestus
West Nile fever,west nile fever,Culex pipiens biotype pipiens x Culex quinquefasciatus,culex pipiens biotype pipiens x culex quinquefasciatus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,culex pipiens biotype pipiens x culex quinquefasciatus,no_change,Culex pipiens biotype pipiens x Culex quinquefasciatus,culex pipiens biotype pipiens x culex quinquefasciatus,hybrid,FALSE,,culex pipiens biotype pipiens x culex quinquefasciatus
West Nile fever,west nile fever,Culex pipiens pipiens,culex pipiens pipiens,mosquito,mosquito,probable,lab,lit_review,1,1,California USA,Goddard et al. 2002,enzootic vector candidate,TRUE,FALSE,culex pipiens pipiens,no_change,Culex pipiens pipiens,culex pipiens pipiens,infraspecific,FALSE,,culex pipiens pipiens
West Nile fever,west nile fever,Culex pipiens quinquefasciatus,culex pipiens quinquefasciatus,mosquito,mosquito,candidate,lab,lit_review,1,1,California USA,Goddard et al. 2002,variable populations,TRUE,FALSE,culex pipiens quinquefasciatus,no_change,Culex pipiens quinquefasciatus,culex pipiens quinquefasciatus,infraspecific,FALSE,,culex pipiens quinquefasciatus
West Nile fever,west nile fever,Culex pipiens/restuans,culex pipiens restuans,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,culex pipiens restuans,no_change,Culex pipiens/restuans,culex pipiens restuans,infraspecific,FALSE,,culex pipiens restuans
West Nile fever,west nile fever,Culex pipiens s.l.,culex pipiens s l,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,2,Europe; not specified,Bellini et al. 2014; EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; major vector role,TRUE,TRUE,culex pipiens s l,no_change,Culex pipiens s.l.,culex pipiens s l,sensu_lato,FALSE,,culex pipiens s l
West Nile fever,west nile fever,Culex spp.,culex spp,mosquito,mosquito,confirmed,review,lit_review,1,1,global,Gray and Webb 2014,primary vectors,TRUE,FALSE,culex spp,no_change,Culex spp.,culex spp,genus_only,FALSE,,culex spp
West Nile fever,west nile fever,Culex squamosus,culex squamosus,mosquito,mosquito,candidate,field,lit_review,1,1,northern Queensland,Jansen et al. 2013,regional candidate,TRUE,FALSE,culex squamosus,no_change,Culex squamosus,culex squamosus,species,FALSE,,culex squamosus
West Nile fever,west nile fever,Culex torrentium,culex torrentium,mosquito,mosquito,probable,review,EFSA; lit_review,2,3,France; The Netherlands; Switzerland; Germany; Germany; not specified,EFSA Appendix G; Martinet et al. 2019; Vogels et al. 2017,competent for lineages 1 and 2; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; infection and dissemination only,TRUE,TRUE,culex torrentium,no_change,Culex torrentium,culex torrentium,species,FALSE,,culex torrentium
West Nile fever,west nile fever,Ochlerotatus caspius,ochlerotatus caspius,mosquito,mosquito,weak,field,lit_review,1,1,Italy,Engler et al. 2013,WNV-positive pools,TRUE,FALSE,ochlerotatus caspius,no_change,Ochlerotatus caspius,ochlerotatus caspius,species,FALSE,,ochlerotatus caspius
West Nile fever,west nile fever,Ochlerotatus dorsalis,ochlerotatus dorsalis,mosquito,mosquito,candidate,lab,lit_review,1,1,California USA,Goddard et al. 2002,secondary role questioned,TRUE,FALSE,ochlerotatus dorsalis,no_change,Ochlerotatus dorsalis,ochlerotatus dorsalis,species,FALSE,,ochlerotatus dorsalis
West Nile fever,west nile fever,Ochlerotatus melanimon,ochlerotatus melanimon,mosquito,mosquito,candidate,lab,lit_review,1,1,California USA,Goddard et al. 2002,secondary role questioned,TRUE,FALSE,ochlerotatus melanimon,no_change,Ochlerotatus melanimon,ochlerotatus melanimon,species,FALSE,,ochlerotatus melanimon
West Nile fever,west nile fever,Ochlerotatus sierrensis,ochlerotatus sierrensis,mosquito,mosquito,weak,lab,lit_review,1,1,California USA,Goddard et al. 2002,probably not vector,TRUE,FALSE,ochlerotatus sierrensis,no_change,Ochlerotatus sierrensis,ochlerotatus sierrensis,species,FALSE,,ochlerotatus sierrensis
West Nile fever,west nile fever,Verrallina lineato,verrallina lineato,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,verrallina lineato,no_change,Verrallina lineato,verrallina lineato,species,TRUE,Likely spelling or taxonomy issue; manual decision needed.,verrallina lineato
Yellow fever,yellow fever,Aedes bromeliae,aedes bromeliae,mosquito,mosquito,confirmed,review,lit_review,1,2,Africa,"(Gabiane, Yen and Failloux, 2022); (Shinde et al., 2022)",bridge vector; semi-domestic vector,TRUE,FALSE,aedes bromeliae,no_change,Aedes bromeliae,aedes bromeliae,species,FALSE,,aedes bromeliae
Yellow fever,yellow fever,Aedes centropunctatus,aedes centropunctatus,mosquito,mosquito,candidate,review,lit_review,1,1,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,TRUE,FALSE,aedes centropunctatus,no_change,Aedes centropunctatus,aedes centropunctatus,species,FALSE,,aedes centropunctatus
Yellow fever,yellow fever,Aedes dalzieli,aedes dalzieli,mosquito,mosquito,candidate,review,lit_review,1,1,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,TRUE,FALSE,aedes dalzieli,no_change,Aedes dalzieli,aedes dalzieli,species,FALSE,,aedes dalzieli
Yellow fever,yellow fever,Aedes furcifer,aedes furcifer,mosquito,mosquito,confirmed,review,lit_review,1,3,Africa; sub-Saharan Africa,"(Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022); (Shinde et al., 2022)",major sylvatic/bridge vector; positive only; semi-domestic vector,TRUE,FALSE,aedes furcifer,no_change,Aedes furcifer,aedes furcifer,species,FALSE,,aedes furcifer
Yellow fever,yellow fever,Aedes furcifer-taylori,aedes furcifer taylori,mosquito,mosquito,confirmed,review,lit_review,1,2,Africa; tropical Africa,"(Braack et al., 2018); (Shinde et al., 2022)",implicated; primary sylvatic vector,TRUE,FALSE,aedes furcifer taylori,no_change,Aedes furcifer-taylori,aedes furcifer taylori,infraspecific,FALSE,,aedes furcifer taylori
Yellow fever,yellow fever,Aedes keniensis,aedes keniensis,mosquito,mosquito,confirmed,review,lit_review,1,1,Africa,"(Gabiane, Yen and Failloux, 2022)",bridge vector,TRUE,FALSE,aedes keniensis,no_change,Aedes keniensis,aedes keniensis,species,FALSE,,aedes keniensis
Yellow fever,yellow fever,Aedes luteocephalis,aedes luteocephalis,mosquito,mosquito,confirmed,review,lit_review,1,1,Africa,"(Shinde et al., 2022)",semi-domestic vector,TRUE,FALSE,aedes luteocephalis,manual_map,Aedes luteocephalis,aedes luteocephalus,species,FALSE,Likely spelling variant aligned to the canonical species spelling already present in the table.,aedes luteocephalus
Yellow fever,yellow fever,Aedes luteocephalus,aedes luteocephalus,mosquito,mosquito,confirmed,review,lit_review,1,3,Africa; sub-Saharan Africa,"(Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022)",major sylvatic vector; primary sylvatic vector; sylvatic cycle,TRUE,FALSE,aedes luteocephalus,no_change,Aedes luteocephalus,aedes luteocephalus,species,FALSE,,aedes luteocephalus
Yellow fever,yellow fever,Aedes opok,aedes opok,mosquito,mosquito,confirmed,review,lit_review,1,3,Africa; sub-Saharan Africa,"(Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022)",major sylvatic vector; primary sylvatic vector; sylvatic cycle,TRUE,FALSE,aedes opok,no_change,Aedes opok,aedes opok,species,FALSE,,aedes opok
Yellow fever,yellow fever,Aedes simpsoni,aedes simpsoni,mosquito,mosquito,confirmed,review,lit_review,1,2,sub-Saharan Africa; tropical Africa,"(Oyono et al., 2022); (Shinde et al., 2022)",implicated; sylvatic cycle,TRUE,FALSE,aedes simpsoni,no_change,Aedes simpsoni,aedes simpsoni,species,FALSE,,aedes simpsoni
Yellow fever,yellow fever,Aedes simpsoni complex,aedes simpsoni complex,mosquito,mosquito,candidate,review,lit_review,1,1,Africa,"(Braack et al., 2018)",table-listed,TRUE,FALSE,aedes simpsoni complex,no_change,Aedes simpsoni complex,aedes simpsoni complex,complex,FALSE,,aedes simpsoni complex
Yellow fever,yellow fever,Haemagogus capricorni,haemagogus capricorni,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE,haemagogus capricorni,no_change,Haemagogus capricorni,haemagogus capricorni,species,FALSE,,haemagogus capricorni
Yellow fever,yellow fever,Haemagogus equines,haemagogus equines,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE,haemagogus equines,no_change,Haemagogus equines,haemagogus equines,species,FALSE,,haemagogus equines
Yellow fever,yellow fever,Haemagogus mesodentatus,haemagogus mesodentatus,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE,haemagogus mesodentatus,no_change,Haemagogus mesodentatus,haemagogus mesodentatus,species,FALSE,,haemagogus mesodentatus
Yellow fever,yellow fever,Haemagogus spegazzinii,haemagogus spegazzinii,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE,haemagogus spegazzinii,no_change,Haemagogus spegazzinii,haemagogus spegazzinii,species,FALSE,,haemagogus spegazzinii
Yellow fever,yellow fever,Haemagogus spegazzinni,haemagogus spegazzinni,mosquito,mosquito,probable,review,lit_review,1,1,South America,"(Shinde et al., 2022)",sylvatic vector,TRUE,FALSE,haemagogus spegazzinni,manual_map,Haemagogus spegazzinni,haemagogus spegazzinii,species,FALSE,Likely spelling variant aligned to the canonical species spelling already present in the table.,haemagogus spegazzinii
Yellow fever,yellow fever,Sabethes albipivus,sabethes albipivus,mosquito,mosquito,confirmed,review,lit_review,1,1,South America,"(Shinde et al., 2022)",experimental competence,TRUE,FALSE,sabethes albipivus,no_change,Sabethes albipivus,sabethes albipivus,species,FALSE,,sabethes albipivus
Yellow fever,yellow fever,Sabethes cyaneus,sabethes cyaneus,mosquito,mosquito,probable,review,lit_review,1,1,South America,"(Shinde et al., 2022)",sylvatic vector,TRUE,FALSE,sabethes cyaneus,no_change,Sabethes cyaneus,sabethes cyaneus,species,FALSE,,sabethes cyaneus
Yellow fever,yellow fever,Sabethes soperi,sabethes soperi,mosquito,mosquito,probable,review,lit_review,1,1,South America,"(Shinde et al., 2022)",sylvatic vector,TRUE,FALSE,sabethes soperi,no_change,Sabethes soperi,sabethes soperi,species,FALSE,,sabethes soperi
Zika virus disease,zika virus disease,Aedes bromeliae,aedes bromeliae,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE,aedes bromeliae,no_change,Aedes bromeliae,aedes bromeliae,species,FALSE,,aedes bromeliae
Zika virus disease,zika virus disease,Aedes dalzieli,aedes dalzieli,mosquito,mosquito,probable,review,lit_review,1,3,Africa; Senegal,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,field infection; sylvatic cycle,TRUE,FALSE,aedes dalzieli,no_change,Aedes dalzieli,aedes dalzieli,species,FALSE,,aedes dalzieli
Zika virus disease,zika virus disease,Aedes flavicolis,aedes flavicolis,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE,aedes flavicolis,manual_map,Aedes flavicolis,aedes flavicollis,species,FALSE,Likely spelling variant aligned to the canonical species spelling already present in the table.,aedes flavicollis
Zika virus disease,zika virus disease,Aedes flavicollis,aedes flavicollis,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE,aedes flavicollis,no_change,Aedes flavicollis,aedes flavicollis,species,FALSE,,aedes flavicollis
Zika virus disease,zika virus disease,Aedes fowleri,aedes fowleri,mosquito,mosquito,candidate,review,lit_review,1,1,Senegal,Epelboin et al. 2017,field infection,TRUE,FALSE,aedes fowleri,no_change,Aedes fowleri,aedes fowleri,species,FALSE,,aedes fowleri
Zika virus disease,zika virus disease,Aedes furcifer,aedes furcifer,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,field infection; known vector; sylvatic cycle,TRUE,FALSE,aedes furcifer,no_change,Aedes furcifer,aedes furcifer,species,FALSE,,aedes furcifer
Zika virus disease,zika virus disease,Aedes grahamii,aedes grahamii,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE,aedes grahamii,no_change,Aedes grahamii,aedes grahamii,species,FALSE,,aedes grahamii
Zika virus disease,zika virus disease,Aedes hensilli,aedes hensilli,mosquito,mosquito,confirmed,review,lit_review,1,6,"Yap; Yap Island; Yap Island, Federated States of Micronesia","(Ledermann et al., 2014); Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019; Ledermann et al. 2014",known vector; outbreak-associated; no confirmed transmission; probable outbreak vector; probable vector; probable vector; no field isolate,TRUE,FALSE,aedes hensilli,no_change,Aedes hensilli,aedes hensilli,species,FALSE,,aedes hensilli
Zika virus disease,zika virus disease,Aedes jamoti,aedes jamoti,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE,aedes jamoti,no_change,Aedes jamoti,aedes jamoti,species,FALSE,,aedes jamoti
Zika virus disease,zika virus disease,Aedes luteocephalus,aedes luteocephalus,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,known vector; saliva positive; sylvatic cycle,TRUE,FALSE,aedes luteocephalus,no_change,Aedes luteocephalus,aedes luteocephalus,species,FALSE,,aedes luteocephalus
Zika virus disease,zika virus disease,Aedes minutus,aedes minutus,mosquito,mosquito,candidate,review,lit_review,1,2,Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1,field infection; model predicted,TRUE,FALSE,aedes minutus,no_change,Aedes minutus,aedes minutus,species,FALSE,,aedes minutus
Zika virus disease,zika virus disease,Aedes neoafricanus,aedes neoafricanus,mosquito,mosquito,candidate,review,lit_review,1,2,Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1,field infection; model predicted,TRUE,FALSE,aedes neoafricanus,no_change,Aedes neoafricanus,aedes neoafricanus,species,FALSE,,aedes neoafricanus
Zika virus disease,zika virus disease,Aedes occidentalis,aedes occidentalis,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE,aedes occidentalis,no_change,Aedes occidentalis,aedes occidentalis,species,FALSE,,aedes occidentalis
Zika virus disease,zika virus disease,Aedes opok,aedes opok,mosquito,mosquito,candidate,review,lit_review,1,2,Central African Republic,Epelboin et al. 2017; Evans et al. 2017 Table 1,field infection; model predicted,TRUE,FALSE,aedes opok,no_change,Aedes opok,aedes opok,species,FALSE,,aedes opok
Zika virus disease,zika virus disease,Aedes polynesiensis,aedes polynesiensis,mosquito,mosquito,candidate,review,lit_review,1,4,French Polynesia,Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019; Richard et al. 2016,model predicted; no infectious saliva; outbreak-associated; no confirmed transmission,TRUE,FALSE,aedes polynesiensis,no_change,Aedes polynesiensis,aedes polynesiensis,species,FALSE,,aedes polynesiensis
Zika virus disease,zika virus disease,Aedes scutellaris,aedes scutellaris,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE,aedes scutellaris,no_change,Aedes scutellaris,aedes scutellaris,species,FALSE,,aedes scutellaris
Zika virus disease,zika virus disease,Aedes taeniarostris,aedes taeniarostris,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE,aedes taeniarostris,no_change,Aedes taeniarostris,aedes taeniarostris,species,FALSE,,aedes taeniarostris
Zika virus disease,zika virus disease,Aedes unilineatus,aedes unilineatus,mosquito,mosquito,weak,review,lit_review,1,3,Senegal,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,infected only once; low infection; no transmission,TRUE,FALSE,aedes unilineatus,no_change,Aedes unilineatus,aedes unilineatus,species,FALSE,,aedes unilineatus
Zika virus disease,zika virus disease,Anopheles gambiae s.l.,anopheles gambiae s l,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE,anopheles gambiae s l,no_change,Anopheles gambiae s.l.,anopheles gambiae s l,sensu_lato,FALSE,,anopheles gambiae s l
Zika virus disease,zika virus disease,Culex perfuscus,culex perfuscus,mosquito,mosquito,candidate,review,lit_review,1,3,Senegal,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,field isolate; infected only once,TRUE,FALSE,culex perfuscus,no_change,Culex perfuscus,culex perfuscus,species,FALSE,,culex perfuscus
Zika virus disease,zika virus disease,Culex pipiens biotype molestus,culex pipiens biotype molestus,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Schulz and Becker 2018,not competent,TRUE,FALSE,culex pipiens biotype molestus,no_change,Culex pipiens biotype molestus,culex pipiens biotype molestus,infraspecific,FALSE,,culex pipiens biotype molestus
Zika virus disease,zika virus disease,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Schulz and Becker 2018,not competent,TRUE,FALSE,culex pipiens biotype pipiens,no_change,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,infraspecific,FALSE,,culex pipiens biotype pipiens
Zika virus disease,zika virus disease,Culex rubinotus,culex rubinotus,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE,culex rubinotus,no_change,Culex rubinotus,culex rubinotus,species,FALSE,,culex rubinotus
Zika virus disease,zika virus disease,Culex torrentium,culex torrentium,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Schulz and Becker 2018,not competent,TRUE,FALSE,culex torrentium,no_change,Culex torrentium,culex torrentium,species,FALSE,,culex torrentium
Zika virus disease,zika virus disease,Eretmapodites inornatus,eretmapodites inornatus,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE,eretmapodites inornatus,no_change,Eretmapodites inornatus,eretmapodites inornatus,species,FALSE,,eretmapodites inornatus
Zika virus disease,zika virus disease,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE,eretmapodites quinquevittatus,no_change,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,species,FALSE,,eretmapodites quinquevittatus
Zika virus disease,zika virus disease,Runchomyia frontosa,runchomyia frontosa,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE,runchomyia frontosa,no_change,Runchomyia frontosa,runchomyia frontosa,species,FALSE,,runchomyia frontosa
