disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa,vector_species_rule_cleaned,taxonomy_cleanup_method,vector_species_original,vector_species_taxonomy_cleaned,vector_taxon_rank,review_needed,review_note,vector_join_key
Plague,plague,Xenopsylla brasiliensis,xenopsylla brasiliensis,flea,flea,candidate,review,lit_review,1,1,,Gage and Kosoy 2005,possible exception among common rat fleas,TRUE,FALSE,xenopsylla brasiliensis,no_change,Xenopsylla brasiliensis,xenopsylla brasiliensis,species,FALSE,,xenopsylla brasiliensis
Rift Valley fever,rift valley fever,Aedes (Aedimorphus) dentatus,aedes aedimorphus dentatus,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,epidemiological importance,TRUE,FALSE,aedes aedimorphus dentatus,no_change,Aedes (Aedimorphus) dentatus,aedes aedimorphus dentatus,infraspecific,FALSE,,aedes aedimorphus dentatus
Rift Valley fever,rift valley fever,Aedes (Aedimorphus) vexans arabiensis,aedes aedimorphus vexans arabiensis,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,likely maintenance vector,TRUE,FALSE,aedes aedimorphus vexans arabiensis,no_change,Aedes (Aedimorphus) vexans arabiensis,aedes aedimorphus vexans arabiensis,infraspecific,FALSE,,aedes aedimorphus vexans arabiensis
Rift Valley fever,rift valley fever,Aedes calceatus,aedes calceatus,mosquito,mosquito,weak,lab,lit_review,1,1,Kenya,Turell et al. 2008,no bite transmission in this study,TRUE,FALSE,aedes calceatus,no_change,Aedes calceatus,aedes calceatus,species,FALSE,,aedes calceatus
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) circumluteolus,aedes neomelaniconion circumluteolus,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,maintenance vector,TRUE,FALSE,aedes circumluteolus,rule_drop_subgenus_token,Aedes (Neomelaniconion) circumluteolus,aedes circumluteolus,species,FALSE,,aedes circumluteolus
Rift Valley fever,rift valley fever,Aedes circumluteolus,aedes circumluteolus,mosquito,mosquito,probable,review,lit_review,1,2,Africa; Kenya,Mgongoma et al. 2026; Turell et al. 2008,review cites isolation; transmitted by bite,TRUE,FALSE,aedes circumluteolus,no_change,Aedes circumluteolus,aedes circumluteolus,species,FALSE,,aedes circumluteolus
Rift Valley fever,rift valley fever,Aedes durbanensis,aedes durbanensis,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,not specified; Southern Africa,EFSA Appendix G; Mgongoma et al. 2026,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection,TRUE,TRUE,aedes durbanensis,no_change,Aedes durbanensis,aedes durbanensis,species,FALSE,,aedes durbanensis
Rift Valley fever,rift valley fever,Aedes japonicus japonicus,aedes japonicus japonicus,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,highest measured vector competence,TRUE,FALSE,aedes japonicus japonicus,no_change,Aedes japonicus japonicus,aedes japonicus japonicus,infraspecific,FALSE,,aedes japonicus japonicus
Rift Valley fever,rift valley fever,Aedes palpalis,aedes palpalis,mosquito,mosquito,probable,lab,lit_review,1,1,Central African Republic,Turell et al. 2008,transmitted by bite,TRUE,FALSE,aedes palpalis,no_change,Aedes palpalis,aedes palpalis,species,FALSE,,aedes palpalis
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) palpalis group,aedes neomelaniconion palpalis group,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,debated,TRUE,FALSE,aedes palpalis group,rule_drop_subgenus_token,Aedes (Neomelaniconion) palpalis group,aedes palpalis group,group,FALSE,,aedes palpalis group
Rift Valley fever,rift valley fever,Aedes pembaensis,aedes pembaensis,mosquito,mosquito,probable,review,lit_review,1,1,Africa,Mgongoma et al. 2026,review cites isolation,TRUE,FALSE,aedes pembaensis,no_change,Aedes pembaensis,aedes pembaensis,species,FALSE,,aedes pembaensis
Rift Valley fever,rift valley fever,Aedes spp.,aedes spp,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern and Southern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE,aedes spp,no_change,Aedes spp.,aedes spp,genus_only,FALSE,,aedes spp
Rift Valley fever,rift valley fever,Aedes vexans (Meigen),aedes vexans meigen,mosquito,mosquito,probable,field+lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,natural infection plus lab competence,TRUE,FALSE,aedes vexans meigen,no_change,Aedes vexans (Meigen),aedes vexans meigen,infraspecific,FALSE,,aedes vexans meigen
Rift Valley fever,rift valley fever,Anopheles bradleyi-crucians,anopheles bradleyi crucians,mosquito,mosquito,weak,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,near-zero measured vector competence,TRUE,FALSE,anopheles bradleyi crucians,no_change,Anopheles bradleyi-crucians,anopheles bradleyi crucians,infraspecific,FALSE,,anopheles bradleyi crucians
Rift Valley fever,rift valley fever,Anopheles gambiae arabiensis,anopheles gambiae arabiensis,mosquito,mosquito,candidate,review,lit_review,1,2,Northern Africa; White Nile state; Khartoum state,Mgongoma et al. 2026; Seufi and Galal 2010,field detection; PCR only,TRUE,FALSE,anopheles gambiae arabiensis,no_change,Anopheles gambiae arabiensis,anopheles gambiae arabiensis,infraspecific,FALSE,,anopheles gambiae arabiensis
Rift Valley fever,rift valley fever,Anopheles gambiae sensu lato,anopheles gambiae sensu lato,mosquito,mosquito,candidate,field,lit_review,1,1,Rwanda (Kirehe district),Nsengimana et al. 2025,RT-PCR positive only,TRUE,FALSE,anopheles gambiae sensu lato,no_change,Anopheles gambiae sensu lato,anopheles gambiae sensu lato,sensu_lato,FALSE,,anopheles gambiae sensu lato
Rift Valley fever,rift valley fever,Anopheles spp.,anopheles spp,mosquito,mosquito,candidate,review,lit_review,1,1,Southern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE,anopheles spp,no_change,Anopheles spp.,anopheles spp,genus_only,FALSE,,anopheles spp
Rift Valley fever,rift valley fever,Anopheles ziemanni,anopheles ziemanni,mosquito,mosquito,candidate,field,lit_review,1,1,Rwanda (Ngoma district),Nsengimana et al. 2025,RT-PCR positive only,TRUE,FALSE,anopheles ziemanni,no_change,Anopheles ziemanni,anopheles ziemanni,species,FALSE,,anopheles ziemanni
Rift Valley fever,rift valley fever,Culex pipiens biotype molestus,culex pipiens biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens biotype molestus,no_change,Culex pipiens biotype molestus,culex pipiens biotype molestus,infraspecific,FALSE,,culex pipiens biotype molestus
Rift Valley fever,rift valley fever,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens biotype pipiens,no_change,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,infraspecific,FALSE,,culex pipiens biotype pipiens
Rift Valley fever,rift valley fever,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens biotype pipiens x biotype molestus,no_change,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,hybrid,FALSE,,culex pipiens biotype pipiens x biotype molestus
Rift Valley fever,rift valley fever,Culex pipiens complex,culex pipiens complex,mosquito,mosquito,candidate,field,lit_review,1,1,White Nile state; Khartoum state,Seufi and Galal 2010,PCR only,TRUE,FALSE,culex pipiens complex,no_change,Culex pipiens complex,culex pipiens complex,complex,FALSE,,culex pipiens complex
Rift Valley fever,rift valley fever,Culex pipiens form molestus,culex pipiens form molestus,mosquito,mosquito,weak,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infection only; no dissemination,TRUE,FALSE,culex pipiens form molestus,no_change,Culex pipiens form molestus,culex pipiens form molestus,infraspecific,FALSE,,culex pipiens form molestus
Rift Valley fever,rift valley fever,Culex pipiens hybrid form,culex pipiens hybrid form,mosquito,mosquito,probable,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infectious saliva,TRUE,FALSE,culex pipiens hybrid form,no_change,Culex pipiens hybrid form,culex pipiens hybrid form,infraspecific,FALSE,,culex pipiens hybrid form
Rift Valley fever,rift valley fever,Culex pipiens s.l.,culex pipiens s l,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens s l,no_change,Culex pipiens s.l.,culex pipiens s l,sensu_lato,FALSE,,culex pipiens s l
Rift Valley fever,rift valley fever,Culex poicilipes (Theobald),culex poicilipes theobald,mosquito,mosquito,confirmed,field+lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,main vector in West Africa,TRUE,FALSE,culex poicilipes theobald,no_change,Culex poicilipes (Theobald),culex poicilipes theobald,infraspecific,FALSE,,culex poicilipes theobald
Rift Valley fever,rift valley fever,Culex quinquefasciatus Say,culex quinquefasciatus say,mosquito,mosquito,candidate,lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,lab competence only,TRUE,FALSE,culex quinquefasciatus say,no_change,Culex quinquefasciatus Say,culex quinquefasciatus say,infraspecific,FALSE,,culex quinquefasciatus say
Rift Valley fever,rift valley fever,Culex spp.,culex spp,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE,culex spp,no_change,Culex spp.,culex spp,genus_only,FALSE,,culex spp
Rift Valley fever,rift valley fever,Culex (Culex) zombaensis,culex culex zombaensis,mosquito,mosquito,candidate,review,lit_review,1,1,,Pepin et al. 2010,limited support,TRUE,FALSE,culex zombaensis,rule_repeated_genus,Culex (Culex) zombaensis,culex zombaensis,species,FALSE,,culex zombaensis
Rift Valley fever,rift valley fever,Culex zombaensis,culex zombaensis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex zombaensis,no_change,Culex zombaensis,culex zombaensis,species,FALSE,,culex zombaensis
Rift Valley fever,rift valley fever,Eretmapodites chrysogaster sensu lato,eretmapodites chrysogaster sensu lato,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,limited sample,TRUE,FALSE,eretmapodites chrysogaster sensu lato,no_change,Eretmapodites chrysogaster sensu lato,eretmapodites chrysogaster sensu lato,sensu_lato,FALSE,,eretmapodites chrysogaster sensu lato
Rift Valley fever,rift valley fever,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,mosquito,mosquito,candidate,review,lit_review,1,2,Madagascar,Pepin et al. 2010; Tantely et al. 2015,candidate vector; debated,TRUE,FALSE,eretmapodites quinquevittatus,no_change,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,species,FALSE,,eretmapodites quinquevittatus
Rift Valley fever,rift valley fever,Mansonia dyari,mansonia dyari,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,low measured vector competence,TRUE,FALSE,mansonia dyari,no_change,Mansonia dyari,mansonia dyari,species,FALSE,,mansonia dyari
Rift Valley fever,rift valley fever,Ochlerotatus caballus,ochlerotatus caballus,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,lab only,TRUE,FALSE,ochlerotatus caballus,no_change,Ochlerotatus caballus,ochlerotatus caballus,species,FALSE,,ochlerotatus caballus
Rift Valley fever,rift valley fever,Ochlerotatus juppi,ochlerotatus juppi,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,no clear role,TRUE,FALSE,ochlerotatus juppi,no_change,Ochlerotatus juppi,ochlerotatus juppi,species,FALSE,,ochlerotatus juppi
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Dermacentor silvarum,dermacentor silvarum,tick,tick,weak,lab,lit_review,1,2,China,Hu et al. 2020; Xu et al. 2024,PCR only; PCR only; animal negative,TRUE,FALSE,dermacentor silvarum,no_change,Dermacentor silvarum,dermacentor silvarum,species,FALSE,,dermacentor silvarum
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis formosensis,haemaphysalis formosensis,tick,tick,candidate,field,lit_review,1,3,"Japan; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1; Xu et al. 2024,PCR only; virus isolated; maintenance role,TRUE,FALSE,haemaphysalis formosensis,no_change,Haemaphysalis formosensis,haemaphysalis formosensis,infraspecific,FALSE,,haemaphysalis formosensis
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis hystricis,haemaphysalis hystricis,tick,tick,probable,field,lit_review,1,3,"Japan; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1; Xu et al. 2024,PCR only; virus isolated; potential vector,TRUE,FALSE,haemaphysalis hystricis,no_change,Haemaphysalis hystricis,haemaphysalis hystricis,species,FALSE,,haemaphysalis hystricis
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis japonica,haemaphysalis japonica,tick,tick,weak,review,lit_review,1,1,,Xu et al. 2024,PCR only,TRUE,FALSE,haemaphysalis japonica,no_change,Haemaphysalis japonica,haemaphysalis japonica,species,FALSE,,haemaphysalis japonica
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis megaspinosa,haemaphysalis megaspinosa,tick,tick,candidate,field,lit_review,1,2,"Japan; ROK; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1,PCR only; virus isolated; maintenance role,TRUE,FALSE,haemaphysalis megaspinosa,no_change,Haemaphysalis megaspinosa,haemaphysalis megaspinosa,species,FALSE,,haemaphysalis megaspinosa
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Hyalomma asiaticum,hyalomma asiaticum,tick,tick,weak,review,lit_review,1,1,SFTS endemic areas,Casel et al. 2021,PCR only,TRUE,FALSE,hyalomma asiaticum,no_change,Hyalomma asiaticum,hyalomma asiaticum,species,FALSE,,hyalomma asiaticum
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes persulcatus,ixodes persulcatus,tick,tick,weak,lab,lit_review,1,2,China,Hu et al. 2020; Xu et al. 2024,PCR only; PCR only; no transmission,TRUE,FALSE,ixodes persulcatus,no_change,Ixodes persulcatus,ixodes persulcatus,species,FALSE,,ixodes persulcatus
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes sinensis,ixodes sinensis,tick,tick,confirmed,review,lit_review,1,4,central and southern China; China,Cui et al. 2024; Hu et al. 2020; Sun et al. 2024; Wang et al. 2021,also vector; human-feeding note; background-cited transmitter; efficient vector; transovarial; transovarial/horizontal transmission,TRUE,FALSE,ixodes sinensis,no_change,Ixodes sinensis,ixodes sinensis,species,FALSE,,ixodes sinensis
Tick-borne encephalitis,tick borne encephalitis,Haemaphysalis inermis,haemaphysalis inermis,tick,tick,probable,review,lit_review,1,1,,Kwasnik et al. 2023,experimental competence,TRUE,FALSE,haemaphysalis inermis,no_change,Haemaphysalis inermis,haemaphysalis inermis,species,FALSE,,haemaphysalis inermis
Tick-borne encephalitis,tick borne encephalitis,Ixodes arboricola,ixodes arboricola,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE,ixodes arboricola,no_change,Ixodes arboricola,ixodes arboricola,species,FALSE,,ixodes arboricola
Tick-borne encephalitis,tick borne encephalitis,Ixodes gibbosus,ixodes gibbosus,tick,tick,weak,review,lit_review,1,1,Mediterranean region,Kwasnik et al. 2023,marginal vector,TRUE,FALSE,ixodes gibbosus,no_change,Ixodes gibbosus,ixodes gibbosus,species,FALSE,,ixodes gibbosus
Tick-borne encephalitis,tick borne encephalitis,Ixodes persulcatus,ixodes persulcatus,tick,tick,confirmed,review,lit_review,1,8,"nontropical Eurasia; parts of the Baltic States, Finland, Russia, and Siberia; Russia and Asia; Simo, Finnish Lapland, Finland; widespread, including central Europe, Scandinavia and the UK",Belova et al. 2023; Jääskeläinen et al. 2011; Kazimírová et al. 2017; Korenberg 2000; Kwasnik et al. 2023; Mittova et al. 2024; Petit et al. 2024; Pustijanac et al. 2023,field infection and virus isolation; main vector in Russia and Asia; main vector; lab competence; principal vector; table-listed,TRUE,FALSE,ixodes persulcatus,no_change,Ixodes persulcatus,ixodes persulcatus,species,FALSE,,ixodes persulcatus
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) angustivittatus,aedes ochlerotatus angustivittatus,mosquito,mosquito,candidate,review,lit_review,1,1,Colombia,Torres et al. 2017,found infected with VEEV,TRUE,FALSE,aedes angustivittatus,rule_drop_subgenus_token,Aedes (Ochlerotatus) angustivittatus,aedes angustivittatus,species,FALSE,,aedes angustivittatus
Venezuelan equine encephalitis,venezuelan equine encephalitis,Anopheles pseudopunctipennis,anopheles pseudopunctipennis,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,subtypes IC/IAB isolated,TRUE,FALSE,anopheles pseudopunctipennis,no_change,Anopheles pseudopunctipennis,anopheles pseudopunctipennis,species,FALSE,,anopheles pseudopunctipennis
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) adamesi,culex melanoconion adamesi,mosquito,mosquito,confirmed,field,lit_review,1,2,Colombia; Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003; Torres et al. 2017,found infected with subtype ID; secondary vector,TRUE,FALSE,culex adamesi,rule_drop_subgenus_token,Culex (Melanoconion) adamesi,culex adamesi,species,FALSE,,culex adamesi
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex adamesi,culex adamesi,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE,culex adamesi,no_change,Culex adamesi,culex adamesi,species,FALSE,,culex adamesi
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) aikenii sensu lato,culex melanoconion aikenii sensu lato,mosquito,mosquito,confirmed,review,lit_review,1,1,Panama,Ferro et al. 2003,ocossa and panocossa,TRUE,FALSE,culex aikenii sensu lato,rule_drop_subgenus_token,Culex (Melanoconion) aikenii sensu lato,culex aikenii sensu lato,sensu_lato,FALSE,,culex aikenii sensu lato
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) cedeci,culex melanoconion cedeci,mosquito,mosquito,confirmed,review,lit_review,1,1,Southern Florida; USA,Torres et al. 2017,transmits subtype II,TRUE,FALSE,culex cedeci,rule_drop_subgenus_token,Culex (Melanoconion) cedeci,culex cedeci,species,FALSE,,culex cedeci
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) crybda,culex melanoconion crybda,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE,culex crybda,rule_drop_subgenus_token,Culex (Melanoconion) crybda,culex crybda,species,FALSE,,culex crybda
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex delpontei,culex delpontei,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE,culex delpontei,no_change,Culex delpontei,culex delpontei,species,FALSE,,culex delpontei
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex gnomatos,culex gnomatos,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,not specified,EFSA Appendix G; Sloyer et al. 2022,confirmed or suspected vector list; efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,TRUE,TRUE,culex gnomatos,no_change,Culex gnomatos,culex gnomatos,species,FALSE,,culex gnomatos
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex gnomatos/vomerifer,culex gnomatos vomerifer,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,FALSE,TRUE,culex gnomatos vomerifer,no_change,Culex gnomatos/vomerifer,culex gnomatos vomerifer,infraspecific,FALSE,,culex gnomatos vomerifer
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex panocossa,culex panocossa,mosquito,mosquito,probable,review,lit_review,1,1,peninsular Florida; USA,Sloyer et al. 2022,vector of VEEV-ID,TRUE,FALSE,culex panocossa,no_change,Culex panocossa,culex panocossa,species,FALSE,,culex panocossa
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) portesi,culex melanoconion portesi,mosquito,mosquito,confirmed,review,lit_review,1,1,Trinidad,Torres et al. 2017,transmits subtype IIIA,TRUE,FALSE,culex portesi,rule_drop_subgenus_token,Culex (Melanoconion) portesi,culex portesi,species,FALSE,,culex portesi
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex portesi,culex portesi,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE,culex portesi,no_change,Culex portesi,culex portesi,species,FALSE,,culex portesi
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) vomerifer,culex melanoconion vomerifer,mosquito,mosquito,confirmed,field,lit_review,1,2,Monte San Miguel Forest; middle Magdalena Valley; Colombia; Panama; Peru; Colombia,Ferro et al. 2003; Torres et al. 2017,infected or susceptible in prior studies; principal vector,TRUE,FALSE,culex vomerifer,rule_drop_subgenus_token,Culex (Melanoconion) vomerifer,culex vomerifer,species,FALSE,,culex vomerifer
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex vomerifer,culex vomerifer,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE,culex vomerifer,no_change,Culex vomerifer,culex vomerifer,species,FALSE,,culex vomerifer
Venezuelan equine encephalitis,venezuelan equine encephalitis,Mansonia dyari,mansonia dyari,mosquito,mosquito,probable,review,lit_review,1,1,Lake Bayano; Panama,Torres et al. 2017,subtypes IC/IAB isolated,TRUE,FALSE,mansonia dyari,no_change,Mansonia dyari,mansonia dyari,species,FALSE,,mansonia dyari
West Nile fever,west nile fever,Aedes alternans,aedes alternans,mosquito,mosquito,candidate,field,lit_review,1,1,Australia,Jansen et al. 2013,field isolate; secondary vector,TRUE,FALSE,aedes alternans,no_change,Aedes alternans,aedes alternans,species,FALSE,,aedes alternans
West Nile fever,west nile fever,Aedes australis,aedes australis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,aedes australis,no_change,Aedes australis,aedes australis,species,FALSE,,aedes australis
West Nile fever,west nile fever,Aedes japonicus japonicus,aedes japonicus japonicus,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Vogels et al. 2017,not competent,TRUE,FALSE,aedes japonicus japonicus,no_change,Aedes japonicus japonicus,aedes japonicus japonicus,infraspecific,FALSE,,aedes japonicus japonicus
West Nile fever,west nile fever,Aedes kochi,aedes kochi,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,aedes kochi,no_change,Aedes kochi,aedes kochi,species,FALSE,,aedes kochi
West Nile fever,west nile fever,Aedes rusticus,aedes rusticus,mosquito,mosquito,probable,lab,lit_review,1,1,northeastern France (Berru),Martinet et al. 2023,new putative vector,TRUE,FALSE,aedes rusticus,no_change,Aedes rusticus,aedes rusticus,species,FALSE,,aedes rusticus
West Nile fever,west nile fever,Aedes spp.,aedes spp,mosquito,mosquito,candidate,review,lit_review,1,1,,Gray and Webb 2014,lab only,TRUE,FALSE,aedes spp,no_change,Aedes spp.,aedes spp,genus_only,FALSE,,aedes spp
West Nile fever,west nile fever,Aedes tremulus,aedes tremulus,mosquito,mosquito,candidate,field,lit_review,1,1,Australia,Jansen et al. 2013,field isolate; secondary vector,TRUE,FALSE,aedes tremulus,no_change,Aedes tremulus,aedes tremulus,species,FALSE,,aedes tremulus
West Nile fever,west nile fever,Anopheles maculipennis s.s.,anopheles maculipennis s s,mosquito,mosquito,candidate,review,lit_review,1,1,Europe,Bellini et al. 2014,field-collected example,TRUE,FALSE,anopheles maculipennis s s,no_change,Anopheles maculipennis s.s.,anopheles maculipennis s s,infraspecific,FALSE,,anopheles maculipennis s s
West Nile fever,west nile fever,Culex incidens,culex incidens,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,culex incidens,no_change,Culex incidens,culex incidens,species,FALSE,,culex incidens
West Nile fever,west nile fever,Culex neavei group,culex neavei group,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,culex neavei group,no_change,Culex neavei group,culex neavei group,group,FALSE,,culex neavei group
West Nile fever,west nile fever,Culex pervigilans,culex pervigilans,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,culex pervigilans,no_change,Culex pervigilans,culex pervigilans,species,FALSE,,culex pervigilans
West Nile fever,west nile fever,Culex pipiens biotype molestus,culex pipiens biotype molestus,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,France; The Netherlands; Switzerland; Germany; not specified,EFSA Appendix G; Martinet et al. 2019,competent for lineages 1 and 2; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE,culex pipiens biotype molestus,no_change,Culex pipiens biotype molestus,culex pipiens biotype molestus,infraspecific,FALSE,,culex pipiens biotype molestus
West Nile fever,west nile fever,Culex pipiens biotype molestus x Culex quinquefasciatus,culex pipiens biotype molestus x culex quinquefasciatus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE,culex pipiens biotype molestus x culex quinquefasciatus,no_change,Culex pipiens biotype molestus x Culex quinquefasciatus,culex pipiens biotype molestus x culex quinquefasciatus,hybrid,FALSE,,culex pipiens biotype molestus x culex quinquefasciatus
West Nile fever,west nile fever,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,France; The Netherlands; Switzerland; Germany; not specified,EFSA Appendix G; Martinet et al. 2019,competent for lineages 1 and 2; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE,culex pipiens biotype pipiens,no_change,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,infraspecific,FALSE,,culex pipiens biotype pipiens
