Disease_name,country,records_with_country,pathogens,target_ids,in_gibb_etal,in_empres_i
Brazilian spotted fever,Mexico,391,Rickettsia rickettsii,Rickettsia_rickettsii,FALSE,FALSE
Brazilian spotted fever,Pakistan,22,Rickettsia rickettsii,Rickettsia_rickettsii,FALSE,FALSE
Brazilian spotted fever,Panama,23,Rickettsia rickettsii,Rickettsia_rickettsii,FALSE,FALSE
Brazilian spotted fever,Thailand,1,Rickettsia rickettsii,Rickettsia_rickettsii,FALSE,FALSE
Brazilian spotted fever,United States,66,Rickettsia rickettsii,Rickettsia_rickettsii,FALSE,FALSE
Chikungunya fever,Angola,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Anguilla,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Antigua and Barbuda,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Argentina,59,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Aruba,16,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Australia,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Bahamas,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Bangladesh,102,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Barbados,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Bhutan,6,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Bolivia,9,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Borneo,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Brazil,1553,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,British Virgin Islands,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Cambodia,28,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Cameroon,9,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Cayman Islands,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Central African Republic,35,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Chad,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,China,240,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Colombia,84,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Comoros,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Cook Islands,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Cote d'Ivoire,9,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Cuba,10,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Curacao,14,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Democratic Republic of the Congo,27,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Djibouti,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Dominica,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Dominican Republic,20,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,East Timor,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Ecuador,39,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,El Salvador,5,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Equatorial Guinea,11,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Fiji,13,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Finland,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,France,27,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,French Guiana,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,French Polynesia,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Gabon,9,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Germany,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Grenada,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Guadeloupe,13,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Guatemala,8,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Guyana,5,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Haiti,19,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Honduras,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Hong Kong,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,India,1594,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Indonesia,218,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Iran,5,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Ireland,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Israel,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Italy,70,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Jamaica,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Japan,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Kenya,66,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Kiribati,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Laos,62,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Madagascar,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Malaysia,180,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Maldives,51,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Mali,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Martinique,12,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Mauritius,14,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Mayotte,14,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Mexico,133,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Micronesia,7,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Montserrat,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Myanmar,67,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Nauru,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,New Caledonia,12,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Nicaragua,154,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Nigeria,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Niue,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Pakistan,178,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Panama,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Papua New Guinea,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Paraguay,247,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Philippines,74,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Puerto Rico,7,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Republic of the Congo,20,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Reunion,3145,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Russia,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Saint Kitts and Nevis,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Saint Lucia,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Saint Martin,6,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Saint Vincent and the Grenadines,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Samoa,5,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Saudi Arabia,10,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Senegal,90,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Seychelles,5,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Singapore,429,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,South Africa,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,South Korea,13,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Spain,5,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Sri Lanka,106,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Sudan,108,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Suriname,3,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Taiwan,8,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Tanzania,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Thailand,891,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Timor-Leste,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Tokelau,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Tonga,5,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Trinidad and Tobago,13,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Turks and Caicos Islands,2,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Tuvalu,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Uganda,1,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,United States,139,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Uruguay,31,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Venezuela,13,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Vietnam,14,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Virgin Islands,4,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Chikungunya fever,Yemen,9,Alphavirus chikungunya,Alphavirus_chikungunya,FALSE,FALSE
Colorado tick fever,China,13,Coltivirus dermacentoris,Coltivirus_dermacentoris,FALSE,FALSE
Colorado tick fever,United States,358,Coltivirus dermacentoris,Coltivirus_dermacentoris,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Afghanistan,16,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Albania,11,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Algeria,3,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Armenia,45,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Bulgaria,54,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Cameroon,4,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Central African Republic,1,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,China,216,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Cote d'Ivoire,6,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Democratic Republic of the Congo,8,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Egypt,9,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,France,66,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Georgia,3,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Ghana,6,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Greece,29,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Guinea,40,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,India,237,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Indonesia,10,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Iran,177,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Iraq,6,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Italy,2,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Kazakhstan,57,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Kenya,13,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Kosovo,217,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Mali,3,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Mauritania,3,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Mongolia,4,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Morocco,1,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Namibia,16,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Nigeria,25,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,North Macedonia,15,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Oman,19,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Pakistan,278,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Portugal,1,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Republic of the Congo,3,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Russia,2234,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Saudi Arabia,3,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Senegal,48,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,South Africa,136,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Spain,57,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Sudan,18,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Syria,2,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Tajikistan,80,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Tunisia,5,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Turkey,996,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Turkmenistan,8,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Uganda,69,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,United Arab Emirates,34,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,United Kingdom,3,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,United States,14,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Uzbekistan,7,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Yugoslavia,4,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Crimean-Congo hemorrhagic fever,Zambia,13,Orthonairovirus haemorrhagiae,Orthonairovirus_haemorrhagiae,FALSE,FALSE
Dengue,American Samoa,14,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Angola,47,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Anguilla,1,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Antigua and Barbuda,3,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Argentina,123,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Aruba,4,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Atlantic Ocean,2,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Australia,195,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Bahamas,7,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Bangladesh,637,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Barbados,27,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Belize,8,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Benin,8,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Bhutan,132,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Bolivia,40,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Borneo,4,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Brazil,5348,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,British Virgin Islands,7,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Brunei,20,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Burkina Faso,55,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Cambodia,600,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Cameroon,44,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Cape Verde,7,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Chile,13,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,China,6513,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Colombia,1138,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Comoros,2,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Cook Islands,8,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Costa Rica,218,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Cote d'Ivoire,78,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Croatia,2,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Cuba,425,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Democratic Republic of the Congo,16,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Djibouti,11,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Dominica,13,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Dominican Republic,145,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,East Timor,122,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Ecuador,121,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Egypt,1,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,El Salvador,18,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Equatorial Guinea,1,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Eritrea,8,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Ethiopia,49,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Fiji,56,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,France,126,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,French Guiana,141,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,French Polynesia,324,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Gabon,29,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Gambia,1,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Germany,2,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Ghana,16,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Grenada,23,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Guadeloupe,34,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Guam,2,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Guatemala,11,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Guinea,3,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Guyana,7,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Haiti,39,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Honduras,66,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Hungary,1,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,India,5720,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Indonesia,1861,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Iran,5,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Ireland,5,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Israel,7,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Italy,60,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Jamaica,37,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Japan,142,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Kenya,189,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Kiribati,5,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Laos,551,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Madagascar,4,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Malaysia,1599,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Maldives,28,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Mali,114,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Marshall Islands,2,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
Dengue,Martinique,46,Orthoflavivirus denguei,Orthoflavivirus_denguei,FALSE,FALSE
