Pathogen,Host_clean,Disease_name,HostTaxID,PathogenTaxID,PathogenGenus,PathogenFamily,PathogenOrder,PathogenClass,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,in_gibb_etal,in_empres_i,PHEIC risk,MainSource
Orthoflavivirus nilense,Euphagus cyanocephalus,West Nile fever,84817,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ICTERIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Molothrus ater,West Nile fever,84834,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ICTERIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Corvus brachyrhynchos,West Nile fever,85066,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Baeolophus bicolor,West Nile fever,88114,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PARIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Cardinalis cardinalis,West Nile fever,98964,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CARDINALIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Falco tinnunculus,West Nile fever,100819,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,FALCONIDAE,FALCONIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Bubulcus ibis,West Nile fever,110668,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ARDEIDAE,PELECANIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Butorides virescens,West Nile fever,110671,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Asio otus,West Nile fever,111810,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Strix aluco,West Nile fever,111821,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Pica nuttalli,West Nile fever,114087,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Oena capensis,West Nile fever,115679,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,COLUMBIDAE,COLUMBIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Phoenicopterus chilensis,West Nile fever,117000,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PHOENICOPTERIDAE,PHOENICOPTERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Larus michahellis,West Nile fever,119627,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Bombycilla garrulus,West Nile fever,125297,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,BOMBYCILLIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Larus delawarensis,West Nile fever,126683,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Athene noctua,West Nile fever,126797,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Strix nebulosa,West Nile fever,126836,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Turdus philomelos,West Nile fever,127946,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,TURDIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Streptopelia capicola,West Nile fever,135634,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,COLUMBIDAE,COLUMBIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Aphelocoma californica,West Nile fever,142466,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Baeolophus inornatus,West Nile fever,142467,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PARIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Falco punctatus,West Nile fever,148596,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,FALCONIDAE,FALCONIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Cyanistes caeruleus,West Nile fever,156563,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PARIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Buteo swainsoni,West Nile fever,156757,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Pica hudsonia,West Nile fever,158052,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Hylocichla mustelina,West Nile fever,172420,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,TURDIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Coracopsis vasa,West Nile fever,176022,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PSITTACIDAE,PSITTACIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Trichoglossus haematodus,West Nile fever,176049,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PSITTACIDAE,PSITTACIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Nestor notabilis,West Nile fever,176057,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,STRIGOPIDAE,PSITTACIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Streptopelia decaocto,West Nile fever,177147,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,COLUMBIDAE,COLUMBIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Larus crassirostris,West Nile fever,179808,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Corvus cornix,West Nile fever,181096,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Prunella modularis,West Nile fever,181117,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PRUNELLIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Crocodylus moreletii,West Nile fever,184237,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,REPTILIA,CROCODYLIDAE,CROCODYLIA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Quelea quelea,West Nile fever,187445,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PLOCEIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Egretta garzetta,West Nile fever,188379,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ARDEIDAE,PELECANIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Actitis macularius,West Nile fever,190659,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,SCOLOPACIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Accipiter nisus,West Nile fever,211598,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Curruca conspicillata,West Nile fever,216227,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,SYLVIIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Buteo regalis,West Nile fever,223441,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Buteo lineatus,West Nile fever,223475,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Larus smithsonianus,West Nile fever,243888,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Aquila fasciata,West Nile fever,252784,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Locustella naevia,West Nile fever,260105,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,LOCUSTELLIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Accipiter cooperii,West Nile fever,261198,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Calidris alba,West Nile fever,279936,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,SCOLOPACIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Charadrius melodus,West Nile fever,279942,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CHARADRIIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Ichthyaetus leucophthalmus,West Nile fever,328043,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Podiceps cristatus,West Nile fever,345573,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PODICIPEDIDAE,PODICIPEDIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Corvus ossifragus,West Nile fever,349685,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Bubo scandiacus,West Nile fever,371907,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Calypte costae,West Nile fever,371909,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,TROCHILIDAE,CAPRIMULGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Ictinia mississippiensis,West Nile fever,371914,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Pheucticus melanocephalus,West Nile fever,371919,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CARDINALIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Phoenicopterus roseus,West Nile fever,435638,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PHOENICOPTERIDAE,PHOENICOPTERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Giraffa giraffa,West Nile fever,439325,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Oriolus flavocinctus,West Nile fever,449354,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ORIOLIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Sternula antillarum,West Nile fever,471862,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Strix nebulosa,West Nile fever,507975,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Mergus squamatus,West Nile fever,670348,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Pluvialis apricaria,West Nile fever,670352,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,CHARADRIIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Lathamus discolor,West Nile fever,678569,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PSITTACIDAE,PSITTACIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Phoenicoparrus andinus,West Nile fever,704177,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PHOENICOPTERIDAE,PHOENICOPTERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Equus ferus,West Nile fever,1114792,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,EQUIDAE,PERISSODACTYLA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Chroicocephalus ridibundus,West Nile fever,1192867,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,corvus tristis,West Nile fever,1196314,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Trichoglossus moluccanus,West Nile fever,1549204,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,PSITTACIDAE,PSITTACIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Clanga pomarina,West Nile fever,2675520,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Passer,West Nile fever,2705460,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus nilense,Phoenicopterus,West Nile fever,2729511,3048448,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Orthoflavivirus flavi,Bradypus tridactylus,Yellow fever,9354,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,BRADYPODIDAE,PILOSA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Artibeus jamaicensis,Yellow fever,9417,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,PHYLLOSTOMIDAE,CHIROPTERA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,phyllostomus hastatus,Yellow fever,9423,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,otolemur crassicaudatus,Yellow fever,9463,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,galago senegalensis,Yellow fever,9465,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,mico argentatus,Yellow fever,9482,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Callithrix jacchus,Yellow fever,9483,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CALLITRICHIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Alouatta caraya,Yellow fever,9502,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Alouatta caraya,Yellow fever,9502,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,Isolation/Observation,TRUE,TRUE,NA,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Alouatta caraya,Yellow fever,9502,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,Not specified,FALSE,FALSE,detection_method=Not specified,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Alouatta caraya,Yellow fever,9502,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Alouatta seniculus,Yellow fever,9503,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Alouatta seniculus,Yellow fever,9503,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,Isolation/Observation,TRUE,TRUE,NA,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Alouatta seniculus,Yellow fever,9503,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,aotus trivirgatus,Yellow fever,9505,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Ateles geoffroyi,Yellow fever,9509,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,ateles paniscus,Yellow fever,9510,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Sapajus apella,Yellow fever,9515,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CEBIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Saimiri sciureus,Yellow fever,9521,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CEBIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Saimiri sciureus,Yellow fever,9521,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CEBIDAE,PRIMATES,Not specified,FALSE,FALSE,detection_method=Not specified,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Chlorocebus aethiops,Yellow fever,9534,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Chlorocebus aethiops,Yellow fever,9534,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Isolation/Observation,TRUE,TRUE,NA,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Chlorocebus aethiops,Yellow fever,9534,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Not specified,FALSE,FALSE,detection_method=Not specified,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Erythrocebus patas,Yellow fever,9538,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Isolation/Observation,TRUE,TRUE,NA,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Erythrocebus patas,Yellow fever,9538,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Not specified,FALSE,FALSE,detection_method=Not specified,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Erythrocebus patas,Yellow fever,9538,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Macaca mulatta,Yellow fever,9544,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,Macaca sylvanus,Yellow fever,9546,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Not specified,FALSE,FALSE,detection_method=Not specified,TRUE,FALSE,High,VIRION
Orthoflavivirus flavi,papio anubis,Yellow fever,9555,11089,orthoflavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,TRUE,FALSE,High,VIRION
