Pathogen,Host_clean,Disease_name,HostTaxID,PathogenTaxID,PathogenGenus,PathogenFamily,PathogenOrder,PathogenClass,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,in_gibb_etal,in_empres_i,PHEIC risk,MainSource
Alphainfluenzavirus influenzae (H5N1),Ardenna pacifica,Influenza (H5N1 avian influenza),48683,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PROCELLARIIDAE,PROCELLARIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Passer domesticus,Influenza (H5N1 avian influenza),48849,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PASSERIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anser albifrons,Influenza (H5N1 avian influenza),50365,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Somateria fischeri,Influenza (H5N1 avian influenza),50367,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),anarhynchus collaris,Influenza (H5N1 avian influenza),50395,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Vanellus chilensis,Influenza (H5N1 avian influenza),50404,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CHARADRIIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Haliaeetus leucocephalus,Influenza (H5N1 avian influenza),52644,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Haliaeetus pelagicus,Influenza (H5N1 avian influenza),52647,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Plegadis falcinellus,Influenza (H5N1 avian influenza),52788,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,THRESKIORNITHIDAE,PELECANIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Milvus migrans,Influenza (H5N1 avian influenza),52810,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Procellaria aequinoctialis,Influenza (H5N1 avian influenza),53665,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PROCELLARIIDAE,PROCELLARIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),stercorarius chilensis,Influenza (H5N1 avian influenza),54052,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Stercorarius antarcticus,Influenza (H5N1 avian influenza),54054,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Arenaria interpres,Influenza (H5N1 avian influenza),54971,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SCOLOPACIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Nannopterum auritum,Influenza (H5N1 avian influenza),56069,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Ardea herodias,Influenza (H5N1 avian influenza),56072,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ARDEIDAE,PELECANIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Pandion haliaetus,Influenza (H5N1 avian influenza),56262,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PANDIONIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Buteo jamaicensis,Influenza (H5N1 avian influenza),56263,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Asio flammeus,Influenza (H5N1 avian influenza),56267,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Bubo virginianus,Influenza (H5N1 avian influenza),56268,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,STRIGIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Sibirionetta formosa,Influenza (H5N1 avian influenza),56278,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anser rossii,Influenza (H5N1 avian influenza),56281,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Scolopax minor,Influenza (H5N1 avian influenza),56299,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SCOLOPACIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Tyto alba,Influenza (H5N1 avian influenza),56313,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,TYTONIDAE,STRIGIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Accipiter striatus,Influenza (H5N1 avian influenza),56330,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Falco sparverius,Influenza (H5N1 avian influenza),56350,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,FALCONIDAE,FALCONIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Corvus corax,Influenza (H5N1 avian influenza),56781,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Urocissa erythroryncha,Influenza (H5N1 avian influenza),56796,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Aechmophorus occidentalis,Influenza (H5N1 avian influenza),57236,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PODICIPEDIDAE,PODICIPEDIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Sula leucogaster,Influenza (H5N1 avian influenza),57661,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SULIDAE,SULIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Sula variegata,Influenza (H5N1 avian influenza),57663,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SULIDAE,SULIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Dendrocygna javanica,Influenza (H5N1 avian influenza),60182,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Lynx rufus,Influenza (H5N1 avian influenza),61384,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Leptailurus serval,Influenza (H5N1 avian influenza),61405,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Neofelis nebulosa,Influenza (H5N1 avian influenza),61452,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Piranga ludoviciana,Influenza (H5N1 avian influenza),63520,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CARDINALIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Quiscalus mexicanus,Influenza (H5N1 avian influenza),64278,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ICTERIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Histrionicus histrionicus,Influenza (H5N1 avian influenza),68165,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anser caerulescens,Influenza (H5N1 avian influenza),70340,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Myrmecophaga tridactyla,Influenza (H5N1 avian influenza),71006,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,MYRMECOPHAGIDAE,PILOSA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Otis tarda,Influenza (H5N1 avian influenza),73107,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,OTIDIDAE,OTIDIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Panthera tigris,Influenza (H5N1 avian influenza),74535,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Corvus frugilegus,Influenza (H5N1 avian influenza),75140,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Rissa tridactyla,Influenza (H5N1 avian influenza),75485,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Mareca americana,Influenza (H5N1 avian influenza),75832,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas carolinensis,Influenza (H5N1 avian influenza),75836,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Spatula clypeata,Influenza (H5N1 avian influenza),75838,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas crecca,Influenza (H5N1 avian influenza),75839,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Spatula cyanoptera,Influenza (H5N1 avian influenza),75840,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas diazi,Influenza (H5N1 avian influenza),75841,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Spatula discors,Influenza (H5N1 avian influenza),75842,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas erythrorhyncha,Influenza (H5N1 avian influenza),75843,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Mareca falcata,Influenza (H5N1 avian influenza),75844,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas flavirostris,Influenza (H5N1 avian influenza),75845,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas fulvigula,Influenza (H5N1 avian influenza),75846,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas georgica,Influenza (H5N1 avian influenza),75847,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Spatula platalea,Influenza (H5N1 avian influenza),75853,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas poecilorhyncha,Influenza (H5N1 avian influenza),75854,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Spatula querquedula,Influenza (H5N1 avian influenza),75856,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas rubripes,Influenza (H5N1 avian influenza),75857,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Mareca sibilatrix,Influenza (H5N1 avian influenza),75858,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Mareca strepera,Influenza (H5N1 avian influenza),75861,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas undulata,Influenza (H5N1 avian influenza),75862,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Spatula versicolor,Influenza (H5N1 avian influenza),75863,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Anas zonorhyncha,Influenza (H5N1 avian influenza),75864,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Tadorna tadorna,Influenza (H5N1 avian influenza),75865,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Amazonetta brasiliensis,Influenza (H5N1 avian influenza),75867,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Callonetta leucophrys,Influenza (H5N1 avian influenza),75871,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Marmaronetta angustirostris,Influenza (H5N1 avian influenza),75875,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Somateria mollissima,Influenza (H5N1 avian influenza),76058,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Lontra felina,Influenza (H5N1 avian influenza),76718,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,MUSTELIDAE,CARNIVORA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Pekania pennanti,Influenza (H5N1 avian influenza),76720,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Mustela nigripes,Influenza (H5N1 avian influenza),77151,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,MUSTELIDAE,CARNIVORA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Pygoscelis antarcticus,Influenza (H5N1 avian influenza),79643,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SPHENISCIDAE,SPHENISCIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Podiceps grisegena,Influenza (H5N1 avian influenza),80367,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PODICIPEDIDAE,PODICIPEDIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),furnarius rufus,Influenza (H5N1 avian influenza),81886,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Fulica americana,Influenza (H5N1 avian influenza),81903,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,RALLIDAE,GRUIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Quiscalus quiscula,Influenza (H5N1 avian influenza),84782,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ICTERIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Corvus brachyrhynchos,Influenza (H5N1 avian influenza),85066,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Eupodotis senegalensis,Influenza (H5N1 avian influenza),89385,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,OTIDIDAE,OTIDIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Linaria flavirostris,Influenza (H5N1 avian influenza),90717,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,FRINGILLIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Catharus ustulatus,Influenza (H5N1 avian influenza),91951,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,TURDIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Spheniscus demersus,Influenza (H5N1 avian influenza),92683,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SPHENISCIDAE,SPHENISCIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Zenaida asiatica,Influenza (H5N1 avian influenza),93382,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,COLUMBIDAE,COLUMBIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Coturnix japonica,Influenza (H5N1 avian influenza),93934,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PHASIANIDAE,GALLIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Falco tinnunculus,Influenza (H5N1 avian influenza),100819,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,FALCONIDAE,FALCONIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
Alphainfluenzavirus influenzae (H5N1),Scolopax rusticola,Influenza (H5N1 avian influenza),100826,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SCOLOPACIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,TRUE,TRUE,High,VIRION
