Host,HostTaxID,correct_name,type,taxon_level,Genus,Family,Order,Class,Phylum,host_species,Spp_syn,IUCN_spp,Or_name,IUCN_Present,IUCN_id,IUCN_name,IUCN_latest,IUCN_date,IUCN_Category,IUCN_N_syn,IUCN_syn,IUCN_status,IUCN_Phylum,IUCN_Class,IUCN_Order,IUCN_Family,ITIS_Present,ITIS_is_valid,ITIS_id,ITIS_name,ITIS_Phylum,ITIS_N_syn,ITIS_syn,ITIS_Class,ITIS_Order,ITIS_Family,ITIS_species_in_genus,GBIF_Present,GBIF_id,GBIF_name,GBIF_N_syn,GBIF_syn,GBIF_Phylum,GBIF_Status,GBIF_Class,GBIF_Order,GBIF_Family
Pongo pygmaeus,9600,Pongo pygmaeus,host,species,Pongo,HOMINIDAE,PRIMATES,MAMMALIA,CHORDATA,Pongo pygmaeus,,Pongo pygmaeus,Pongo pygmaeus,Yes,17975,Pongo pygmaeus,TRUE,2024,CR,1,Simia pygmaeus,ACCEPTED,CHORDATA,MAMMALIA,PRIMATES,HOMINIDAE,Yes,valid,573083,Pongo pygmaeus,CHORDATA,4,Pithecus tuakensis;Pithecus brookei;Pithecus curtus;Pithecus owenii,MAMMALIA,PRIMATES,HOMINIDAE,,Yes,5219532,Pongo pygmaeus,,,CHORDATA,ACCEPTED,MAMMALIA,PRIMATES,HOMINIDAE
Prionailurus bengalensis,300877;37029,Prionailurus bengalensis,host,species,Prionailurus,FELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Prionailurus bengalensis,,Prionailurus bengalensis,Prionailurus bengalensis,Yes,223138747,Prionailurus bengalensis,TRUE,2023,LC,1,Felis bengalensis,ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Yes,valid,552763,Prionailurus bengalensis,CHORDATA,3,Felis bengalensis;Felis minuta;Prionailurus iriomotensis,MAMMALIA,CARNIVORA,FELIDAE,,Yes,2434903,Prionailurus bengalensis,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,FELIDAE
Prionailurus viverrinus,61388,Prionailurus viverrinus,host,species,Prionailurus,FELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Prionailurus viverrinus,,Prionailurus viverrinus,Prionailurus viverrinus,Yes,18150,Prionailurus viverrinus,TRUE,2025,VU,1,Felis viverrina,ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Yes,valid,552770,Prionailurus viverrinus,CHORDATA,2,Felis viverrina;Felis viverrinus,MAMMALIA,CARNIVORA,FELIDAE,,Yes,2434899,Prionailurus viverrinus,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,FELIDAE
Prionodon linsang,94194,Prionodon linsang,host,species,Prionodon,PRIONODONTIDAE,CARNIVORA,MAMMALIA,CHORDATA,Prionodon linsang,,Prionodon linsang,Prionodon linsang,Yes,41705,Prionodon linsang,TRUE,2016,LC,1,Viverra linsang,ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,PRIONODONTIDAE,Yes,valid,622000,Prionodon linsang,CHORDATA,2,Viverra linsang;Felis gracilis,MAMMALIA,CARNIVORA,PRIONODONTIDAE,,Yes,5963050,Prionodon linsang,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,VIVERRIDAE
Procellaria aequinoctialis,53665,Procellaria aequinoctialis,host,species,Procellaria,PROCELLARIIDAE,PROCELLARIIFORMES,AVES,CHORDATA,Procellaria aequinoctialis,Procellaria aequinoctialis,Procellaria aequinoctialis,Procellaria aequinoctialis,Yes,22698140,Procellaria aequinoctialis,TRUE,2018,VU,,,,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Yes,valid,174610,Procellaria aequinoctialis,CHORDATA,,,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,,Yes,2481495,Procellaria aequinoctialis,1,Procellaria aequinoctialis,CHORDATA,ACCEPTED-SYNONYM,AVES,PROCELLARIIFORMES,PROCELLARIIDAE
Procyon lotor,9654,Procyon lotor,host,species,Procyon,PROCYONIDAE,CARNIVORA,MAMMALIA,CHORDATA,Procyon lotor,,Procyon lotor,Procyon lotor,Yes,41686,Procyon lotor,TRUE,2025; 2016,NA; LC,5,Procyon gloveralleni;Procyon insularis;Procyon maynardi;Procyon minor;Ursus lotor,MERGE;MERGE;MERGE;MERGE;ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Yes,valid,180575,Procyon lotor,CHORDATA,9,Procyon gloveralleni;Procyon maynardi;Procyon minor;Lotor vulgaris;Procyon annulatus;Procyon obscurus;Procyon gularis;Procyon insularis;Procyon proteus,MAMMALIA,CARNIVORA,PROCYONIDAE,,Yes,5218786,Procyon lotor,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,PROCYONIDAE
Proechimys cuvieri,128106,Proechimys cuvieri,host,species,Proechimys,ECHIMYIDAE,RODENTIA,MAMMALIA,CHORDATA,Proechimys cuvieri,Proechimys cuvieri,Proechimys cuvieri,Proechimys cuvieri,Yes,18279,Proechimys cuvieri,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Yes,valid,584834,Proechimys cuvieri,CHORDATA,,,MAMMALIA,RODENTIA,ECHIMYIDAE,,Yes,2439790,Proechimys cuvieri,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,ECHIMYIDAE
Proechimys guyannensis,128105,Proechimys guyannensis,host,species,Proechimys,ECHIMYIDAE,RODENTIA,MAMMALIA,CHORDATA,Proechimys guyannensis,,Proechimys guyannensis,Proechimys guyannensis,Yes,18277,Proechimys guyannensis,TRUE,2016,LC,2,Proechimys cayennensis;Proechimys warreni,ADDED;MERGE,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Yes,valid,825368,Proechimys guyannensis,CHORDATA,3,Proechimys cayennensis;Proechimys warreni;Mus guyannensis,MAMMALIA,RODENTIA,ECHIMYIDAE,,Yes,4262966,Proechimys guyannensis,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,ECHIMYIDAE
Proechimys semispinosus,1246547,Proechimys semispinosus,host,species,Proechimys,ECHIMYIDAE,RODENTIA,MAMMALIA,CHORDATA,Proechimys semispinosus,,Proechimys semispinosus,Proechimys semispinosus,Yes,18297,Proechimys semispinosus,TRUE,2016,LC,1,Proechimys gorgonae,MERGE,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Yes,valid,584853,Proechimys semispinosus,CHORDATA,3,Echimys semispinosus;Echinomys centralis;Proechimys gorgonae,MAMMALIA,RODENTIA,ECHIMYIDAE,,Yes,2439789,Proechimys semispinosus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,ECHIMYIDAE
Prunella modularis,181117,Prunella modularis,host,species,Prunella,PRUNELLIDAE,PASSERIFORMES,AVES,CHORDATA,Prunella modularis,Prunella modularis,Prunella modularis,Prunella modularis,Yes,22718651,Prunella modularis,TRUE,2021; 2018,LC,,,,CHORDATA,AVES,PASSERIFORMES,PRUNELLIDAE,Yes,valid,562489,Prunella modularis,CHORDATA,,,AVES,PASSERIFORMES,PRUNELLIDAE,,Yes,5231763,Prunella modularis,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PRUNELLIDAE
Pteropus alecto,9402,Pteropus alecto,host,species,Pteropus,PTEROPODIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pteropus alecto,,Pteropus alecto,Pteropus alecto,Yes,18715,Pteropus alecto,TRUE,2017,LC,1,Pteropus banakrisi,ADD,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Yes,valid,631619,Pteropus alecto,CHORDATA,2,Pteropus banakrisi;Pteropus gouldii,MAMMALIA,CHIROPTERA,PTEROPODIDAE,,Yes,5218686,Pteropus alecto,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,PTEROPODIDAE
Pteropus hypomelanus,9405,Pteropus hypomelanus,host,species,Pteropus,PTEROPODIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pteropus hypomelanus,,Pteropus hypomelanus,Pteropus hypomelanus,Yes,18729,Pteropus hypomelanus,TRUE,2020,NT,17,Pteropus maris;Pteropus geminorum;Pteropus tricolor;Pteropus canus;Pteropus vulcanius;Pteropus satyrus;Pteropus luteus;Pteropus cagayanus;Pteropus robinsoni;Pteropus tomesi;Pteropus lepidus;Pteropus annectens;Pteropus fretensis;Pteropus condorensis;Pteropus simalurus;Pteropus macassaricus;Pteropus enganus,New;New;New;New;New;New;New;New;New;New;New;New;New;New;New;New;New,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Yes,valid,631633,Pteropus hypomelanus,CHORDATA,7,Pteropus cagayanus;Pteropus condorensis;Pteropus enganus;Pteronotus geminorum;Pteropus lepidus;Pteropus macassaricus;Pteropus satyrus,MAMMALIA,CHIROPTERA,PTEROPODIDAE,,Yes,5218662,Pteropus hypomelanus,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,PTEROPODIDAE
Pteropus lylei,166054,Pteropus lylei,host,species,Pteropus,PTEROPODIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pteropus lylei,Pteropus lylei; Pteropus griseus,Pteropus lylei,Pteropus lylei,Yes,18734,Pteropus lylei,TRUE,2021,VU,,,,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Yes,valid,631637,Pteropus lylei,CHORDATA,,,MAMMALIA,CHIROPTERA,PTEROPODIDAE,,Yes,5218678,Pteropus lylei,1,Pteropus griseus,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,PTEROPODIDAE
Pteropus medius,143291,Pteropus medius,host,species,Pteropus,PTEROPODIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pteropus medius,,Pteropus medius,Pteropus medius,Yes,18725,Pteropus medius,TRUE,2025,NT,8,Pteropus assamensis;Pteropus giganteus;Pteropus ariel;Pteropus kelaarti;Pteropus edwardsi;Pteropus leucocephalus;Pteropus ruvicollis;Vespertilio gigantea ,undefined;ACCEPTED;undefined;undefined;New;New;New;ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Yes,valid,1145692,Pteropus medius,CHORDATA,2,Pteropus ariel;Pteropus leucocephalus,MAMMALIA,CHIROPTERA,PTEROPODIDAE,,Yes,5787518,Pteropus medius,1,Pteropus tonganus,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,PTEROPODIDAE
Pteropus vampyrus,132908,Pteropus vampyrus,host,species,Pteropus,PTEROPODIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pteropus vampyrus,,Pteropus vampyrus,Pteropus vampyrus,Yes,18766,Pteropus vampyrus,TRUE,2022,EN,18,Vespertilio gigantea;Pteropus giganteus;Pteropus kalou;Pteropus javanicus;Pteropus kopangi;Pteropus celaeno;Pteropus malaccensis;Pteropus pteronotus;Pteropus phaiops;Pteropus natunae;Pteropus funereus;Pteropus pluton;Pteropus lanensis;Pteropus kelaarti;Pteropus nudus;Pteropus edulis;Pteropus caninus;Pteropus sumatrensis,ACCEPTED;ACCEPTED;New;New;New;New;New;New;New;New;New;New;New;New;New;New;New;New,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Yes,valid,631662,Pteropus vampyrus,CHORDATA,8,Pteropus giganteus;Pteropus intermedius;Vespertilio gigantea;Vespertilio vampyrus;Pteropus edulis;Pteropus lanensis;Pteropus pluton;Pteropus sumatrensis,MAMMALIA,CHIROPTERA,PTEROPODIDAE,,Yes,5218644,Pteropus vampyrus,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,PTEROPODIDAE
Puma concolor,9696,Puma concolor,host,species,Puma,FELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Puma concolor,,Puma concolor,Puma concolor,Yes,18868,Puma concolor,TRUE,2015,LC,1,Felis concolor,ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Yes,valid,552479,Puma concolor,CHORDATA,6,Felis concolor;Felis couguar;Felis californica;Felis hippolestes;Felis improcera;Felis oregonensis,MAMMALIA,CARNIVORA,FELIDAE,,Yes,2435099,Puma concolor,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,FELIDAE
Pusa caspica,693431,Pusa caspica,host,species,Pusa,PHOCIDAE,CARNIVORA,MAMMALIA,CHORDATA,Pusa caspica,,Pusa caspica,Pusa caspica,Yes,41669,Pusa caspica,TRUE,2016,EN,1,Phoca caspica,S,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Yes,valid,622019,Pusa caspica,CHORDATA,1,Phoca caspica,MAMMALIA,CARNIVORA,PHOCIDAE,,Yes,9816634,Pusa caspica,2,Chondrina calpica;Lauria sempronii,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,PHOCIDAE
Pygoscelis adeliae,9238,Pygoscelis adeliae,host,species,Pygoscelis,SPHENISCIDAE,SPHENISCIFORMES,AVES,CHORDATA,Pygoscelis adeliae,Pygoscelis adeliae; Catarrhactes adeliae,Pygoscelis adeliae,Pygoscelis adeliae,Yes,22697758,Pygoscelis adeliae,TRUE,2020,LC,,,,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Yes,valid,174445,Pygoscelis adeliae,CHORDATA,1,Catarrhactes adeliae,AVES,SPHENISCIFORMES,SPHENISCIDAE,,Yes,2481663,Pygoscelis adeliae,,,CHORDATA,ACCEPTED,AVES,SPHENISCIFORMES,SPHENISCIDAE
Pygoscelis antarcticus,79643,Pygoscelis antarcticus,host,species,Pygoscelis,SPHENISCIDAE,SPHENISCIFORMES,AVES,CHORDATA,Pygoscelis antarcticus,,Pygoscelis antarcticus,Pygoscelis antarcticus,Yes,22697761,Pygoscelis antarcticus,TRUE,2020,LC,5,Pygoscelis antarctica;Pygoscelis antarctica;Pygoscelis antarctica;Pygoscelis antarctica;Aptenodytes antarctica,ACCEPTED;ACCEPTED;ACCEPTED;ACCEPTED;ACCEPTED,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Yes,valid,723249,Pygoscelis antarcticus,CHORDATA,2,Pygoscelis antarctica;Aptenodytes antarctica,AVES,SPHENISCIFORMES,SPHENISCIDAE,,Yes,2481664,Pygoscelis antarcticus,,,CHORDATA,ACCEPTED,AVES,SPHENISCIFORMES,SPHENISCIDAE
Pygoscelis papua,30457,Pygoscelis papua,host,species,Pygoscelis,SPHENISCIDAE,SPHENISCIFORMES,AVES,CHORDATA,Pygoscelis papua,Pygoscelis papua; Aptenodytes papua; Aptenodytes taeniata,Pygoscelis papua,Pygoscelis papua,Yes,22697755,Pygoscelis papua,TRUE,2020,LC,,,,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Yes,valid,174447,Pygoscelis papua,CHORDATA,2,Aptenodytes papua;Aptenodytes taeniata,AVES,SPHENISCIFORMES,SPHENISCIDAE,,Yes,2481666,Pygoscelis papua,,,CHORDATA,ACCEPTED,AVES,SPHENISCIFORMES,SPHENISCIDAE
Pyrrhocorax graculus,56789,Pyrrhocorax graculus,host,species,Pyrrhocorax,CORVIDAE,PASSERIFORMES,AVES,CHORDATA,Pyrrhocorax graculus,Pyrrhocorax graculus,Pyrrhocorax graculus,Pyrrhocorax graculus,Yes,22705921,Pyrrhocorax graculus,TRUE,2024; 2021,LC,,,,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Yes,valid,562652,Pyrrhocorax graculus,CHORDATA,,,AVES,PASSERIFORMES,CORVIDAE,,Yes,2482553,Pyrrhocorax graculus,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,CORVIDAE
Pyrrhula pyrrhula,37607,Pyrrhula pyrrhula,host,species,Pyrrhula,FRINGILLIDAE,PASSERIFORMES,AVES,CHORDATA,Pyrrhula pyrrhula,Pyrrhula pyrrhula,Pyrrhula pyrrhula,Pyrrhula pyrrhula,Yes,22720671,Pyrrhula pyrrhula,TRUE,2021; 2018,LC,,,,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Yes,valid,179180,Pyrrhula pyrrhula,CHORDATA,0,,AVES,PASSERIFORMES,FRINGILLIDAE,,Yes,2494543,Pyrrhula pyrrhula,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,FRINGILLIDAE
Quelea quelea,187445,Quelea quelea,host,species,Quelea,PLOCEIDAE,PASSERIFORMES,AVES,CHORDATA,Quelea quelea,Quelea quelea,Quelea quelea,Quelea quelea,Yes,22719128,Quelea quelea,TRUE,2018,LC,,,,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Yes,valid,562669,Quelea quelea,CHORDATA,,,AVES,PASSERIFORMES,PLOCEIDAE,,Yes,2493987,Quelea quelea,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PLOCEIDAE
Quiscalus major,84780,Quiscalus major,host,species,Quiscalus,ICTERIDAE,PASSERIFORMES,AVES,CHORDATA,Quiscalus major,Quiscalus major; Cassidix major,Quiscalus major,Quiscalus major,Yes,22724311,Quiscalus major,TRUE,2016,LC,,,,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Yes,valid,179108,Quiscalus major,CHORDATA,1,Cassidix major,AVES,PASSERIFORMES,ICTERIDAE,,Yes,2484133,Quiscalus major,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,ICTERIDAE
Quiscalus mexicanus,64278,Quiscalus mexicanus,host,species,Quiscalus,ICTERIDAE,PASSERIFORMES,AVES,CHORDATA,Quiscalus mexicanus,Quiscalus mexicanus; Cassidix mexicanus; Corvus mexicanus; Quiscalus graysoni; Quiscalus peruvianus,Quiscalus mexicanus,Quiscalus mexicanus,Yes,22724308,Quiscalus mexicanus,TRUE,2018,LC,,,,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Yes,valid,179109,Quiscalus mexicanus,CHORDATA,4,Cassidix mexicanus;Corvus mexicanus;Quiscalus graysoni;Quiscalus peruvianus,AVES,PASSERIFORMES,ICTERIDAE,,Yes,9476062,Quiscalus mexicanus,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,ICTERIDAE
Quiscalus quiscula,84782,Quiscalus quiscula,host,species,Quiscalus,ICTERIDAE,PASSERIFORMES,AVES,CHORDATA,Quiscalus quiscula,Quiscalus quiscula,Quiscalus quiscula,Quiscalus quiscula,Yes,22724320,Quiscalus quiscula,TRUE,2018,NT,,,,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Yes,valid,179104,Quiscalus quiscula,CHORDATA,,,AVES,PASSERIFORMES,ICTERIDAE,,Yes,2484155,Quiscalus quiscula,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,ICTERIDAE
Rallus aquaticus,54496,Rallus aquaticus,host,species,Rallus,RALLIDAE,GRUIFORMES,AVES,CHORDATA,Rallus aquaticus,Rallus aquaticus,Rallus aquaticus,Rallus aquaticus,Yes,22725141,Rallus aquaticus,TRUE,2021; 2019,LC,,,,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Yes,valid,176223,Rallus aquaticus,CHORDATA,,,AVES,GRUIFORMES,RALLIDAE,,Yes,2474831,Rallus aquaticus,,,CHORDATA,ACCEPTED,AVES,GRUIFORMES,RALLIDAE
Ramphocelus passerinii,36725,Ramphocelus passerinii,host,species,Ramphocelus,THRAUPIDAE,PASSERIFORMES,AVES,CHORDATA,Ramphocelus passerinii,Ramphocelus passerinii; Ramphocelus costaricensis,Ramphocelus passerinii,Ramphocelus passerinii,Yes,22731264,Ramphocelus passerinii,TRUE,2023,LC,,,,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Yes,valid,562686,Ramphocelus passerinii,CHORDATA,1,Ramphocelus costaricensis,AVES,PASSERIFORMES,THRAUPIDAE,,Yes,2488433,Ramphocelus passerinii,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,THRAUPIDAE
Rattus losea,69075,Rattus losea,host,species,Rattus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Rattus losea,Rattus losea; Rattus sakeratensis; Maxomys whiteheadi,Rattus losea,Rattus losea,Yes,19341,Rattus losea,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,585531,Rattus losea,CHORDATA,1,Rattus sakeratensis,MAMMALIA,RODENTIA,MURIDAE,,Yes,2439258,Rattus losea,1,Maxomys whiteheadi,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
Rattus nitidus,508668,Rattus nitidus,host,species,Rattus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Rattus nitidus,Rattus nitidus; Rattus aequicaudalis; Mus guhai; Mus horeites; Rattus manuselae; Mus rubricosa,Rattus nitidus,Rattus nitidus,Yes,19352,Rattus nitidus,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,552493,Rattus nitidus,CHORDATA,5,Rattus aequicaudalis;Mus guhai;Mus horeites;Rattus manuselae;Mus rubricosa,MAMMALIA,RODENTIA,MURIDAE,,Yes,2439234,Rattus nitidus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
Rattus norvegicus,10116,Rattus norvegicus,host,species,Rattus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Rattus norvegicus,,Rattus norvegicus,Rattus norvegicus,Yes,19353,Rattus norvegicus,TRUE,2024; 2016,NA; LC,4,Rattus caspius;Rattus decimallus;Rattus caraco;Mus norvegicus,New;New;New;ACCEPTED,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,180363,Rattus norvegicus,CHORDATA,14,Mus caraco;Mus caspius;Mus decumanoides;Mus decumanus;Mus griseipectus;Mus hibernicus;Mus humiliatus;Mus javanus;Mus magnirostris;Mus maniculatus;Mus maurus;Mus ouangthomae;Mus plumbeus;Mus surmolottus,MAMMALIA,RODENTIA,MURIDAE,,Yes,2439261,Rattus norvegicus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
Rattus rattus,10117;796024,Rattus rattus,host,species,Rattus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Rattus rattus,,Rattus rattus,Rattus rattus,Yes,19360,Rattus rattus,TRUE,2024; 2021,LC,1,Mus rattus,ACCEPTED,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,180362,Rattus rattus,CHORDATA,40,Mus alexandrinorattus;Mus alexandrinus;Mus alexandrinus;Mus arboreus;Hapalotis arboricola;Mus asiaticus;Mus atratus;Mus atridorsum;Mus ceylonus;Epimys chionogaster;Mus crassipes;Rattus domesticus;Mus erythronotus;Mus flavescens;Mus flaviventris;Musculus frugivorus;Mus galapagoensis;Mus griseocaeruleus;Mus infralineatus;Mus insularis;Mus jujensis;Mus kandianus;Mus kandiyanus;Epimys kelaarti;Mus kijabius;Mus latipes;Mus leucogaster;Mus muansae;Mus nemoralis;Mus novaezelandiae;Mus picteti;Mus rufescens;Mus samharensis;Myoxus siculae;Mus subcaeruleus;Mus sylvestris;Mus tectorum;Mus tetragonurus;Mus tompsoni;Mus variabilis,MAMMALIA,RODENTIA,MURIDAE,,Yes,2439270,Rattus rattus,2,Bunomys chrysocomus;Rattus hoffmanni,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
Rattus tanezumi,35732,Rattus tanezumi,host,species,Rattus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Rattus tanezumi,Rattus tanezumi; Epimys benguetensis; Mus brunneus; Mus brunneusculus; Mus canna; Epimys coloratus; Rattus dammermani; Mus diardii; Mus flavipectus; Rattus germaini; Mus kelleri; Rattus lalolis; Rattus macmillani; Rattus masaretes; Mus mindanensis; Rattus molliculus; Mus neglectus; Mus nemoralis; Mus ouangthomae; Rattus palelae; Mus pannosus; Mus pulliventer; Epimys robiginosus; Mus robustulus; Rattus sapoensis; Mus sladeni; Rattus toxi; Mus yunnanensis; Mus zamboangae; Mus tanezumi,Rattus tanezumi,Rattus tanezumi,Yes,19366,Rattus tanezumi,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,585554,Rattus tanezumi,CHORDATA,29,Epimys benguetensis;Mus brunneus;Mus brunneusculus;Mus canna;Epimys coloratus;Rattus dammermani;Mus diardii;Mus flavipectus;Rattus germaini;Mus kelleri;Rattus lalolis;Rattus macmillani;Rattus masaretes;Mus mindanensis;Rattus molliculus;Mus neglectus;Mus nemoralis;Mus ouangthomae;Rattus palelae;Mus pannosus;Mus pulliventer;Epimys robiginosus;Mus robustulus;Rattus sapoensis;Mus sladeni;Rattus toxi;Mus yunnanensis;Mus zamboangae;Mus tanezumi,MAMMALIA,RODENTIA,MURIDAE,,Yes,2439262,Rattus tanezumi,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
Rattus tiomanicus,83755,Rattus tiomanicus,host,species,Rattus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Rattus tiomanicus,Rattus tiomanicus; Mus jalorensis; Mus jarak; Mus julianus; Epimys maerens; Epimys mara; Epimys roa; Mus siantanicus; Mus tambelanicus; Epimys tingius; Epimys tua,Rattus tiomanicus,Rattus tiomanicus,Yes,19368,Rattus tiomanicus,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,585557,Rattus tiomanicus,CHORDATA,10,Mus jalorensis;Mus jarak;Mus julianus;Epimys maerens;Epimys mara;Epimys roa;Mus siantanicus;Mus tambelanicus;Epimys tingius;Epimys tua,MAMMALIA,RODENTIA,MURIDAE,,Yes,2439235,Rattus tiomanicus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
Regulus satrapa,13245,Regulus satrapa,host,species,Regulus,REGULIDAE,PASSERIFORMES,AVES,CHORDATA,Regulus satrapa,Regulus satrapa,Regulus satrapa,Regulus satrapa,Yes,22712594,Regulus satrapa,TRUE,2022,LC,,,,CHORDATA,AVES,PASSERIFORMES,REGULIDAE,Yes,valid,179865,Regulus satrapa,CHORDATA,0,,AVES,PASSERIFORMES,REGULIDAE,,Yes,2484591,Regulus satrapa,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,REGULIDAE
Reithrodontomys fulvescens,56213,Reithrodontomys fulvescens,host,species,Reithrodontomys,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,Reithrodontomys fulvescens,Reithrodontomys fulvescens; Rhithrodontomys amoenus; Reithrodontomys chrysotis; Reithrodontomys difficilis; Reithrodontomys griseoflavus; Reithrodontomys inexspectatus; Reithrodontomys laceyi; Reithrodontomys tenuis,Reithrodontomys fulvescens,Reithrodontomys fulvescens,Yes,19407,Reithrodontomys fulvescens,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Yes,valid,180341,Reithrodontomys fulvescens,CHORDATA,7,Rhithrodontomys amoenus;Reithrodontomys chrysotis;Reithrodontomys difficilis;Reithrodontomys griseoflavus;Reithrodontomys inexspectatus;Reithrodontomys laceyi;Reithrodontomys tenuis,MAMMALIA,RODENTIA,CRICETIDAE,,Yes,2437864,Reithrodontomys fulvescens,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,CRICETIDAE
