disease_name,disease_name_clean,pathogen,pathogen_tax_id,pathogen_type,pathogen_family,pathogen_genus,pheic_risk,host,host_tax_id,host_class,host_order,host_family,detection_method,main_source,vector_species,vector_group,evidence_strength,vector_evidence_basis,vector_record_sources,vector_supporting_row_count,assignment_basis,host_vector_species,vector_taxon_rank,vector_species_needs_review,vector_host_record_count,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,vector_join_key,link_type,vector_join_match_type,taxonomy_caution
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Culex salinarius,mosquito,candidate,review,lit_review,1,disease_level_inherited,Culex salinarius,species,FALSE,1,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Culex tarsalis,mosquito,probable,review,EFSA; lit_review,2,disease_level_inherited,Culex tarsalis,species,FALSE,2,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Culex theileri,mosquito,candidate,review,lit_review,1,disease_level_inherited,Culex theileri,species,FALSE,2,Culex theileri,VectorMap,BloodMealMap,blood_meal,ESP; Iran,,culex theileri,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Culex tritaeniorhynchus,mosquito,candidate,review,EFSA; lit_review,3,disease_level_inherited,Culex tritaeniorhynchus,species,FALSE,1,Culex tritaeniorhynchus,VectorMap,BloodMealMap,blood_meal,Senegal,,culex tritaeniorhynchus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Culex univittatus,mosquito,probable,review,lit_review,2,disease_level_inherited,Culex univittatus,species,FALSE,1,Culex univittatus,VectorMap,BloodMealMap,blood_meal,Kenya,,culex univittatus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Culiseta inornata,mosquito,candidate,efsa_appendix_g,EFSA,1,disease_level_inherited,Culiseta inornata,species,FALSE,1,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta inornata,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Mansonia africana,mosquito,probable,review,lit_review,2,disease_level_inherited,Mansonia africana,species,FALSE,7,Mansonia africana,VectorMap,BloodMealMap,blood_meal,Kenya,,mansonia africana,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Mansonia uniformis,mosquito,probable,review,lit_review,3,disease_level_inherited,Mansonia uniformis,species,FALSE,7,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Kenya,,mansonia uniformis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,Rhipicephalus appendiculatus,tick,weak,review,lit_review,1,disease_level_inherited,Rhipicephalus appendiculatus,species,FALSE,16,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Burundi; Congo, The Democratic Republic of The; Kenya; Malawi; Rwanda; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zambia",,rhipicephalus appendiculatus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Panthera leo,9689,mammalia,carnivora,felidae,Antibodies,VIRION,Aedes vexans,mosquito,probable,field+lab,EFSA; lit_review,4,disease_level_inherited,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Panthera leo,9689,mammalia,carnivora,felidae,Antibodies,VIRION,Amblyomma variegatum,tick,weak,review,lit_review,1,disease_level_inherited,Amblyomma variegatum,species,FALSE,1,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,Zambia,,amblyomma variegatum,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Panthera leo,9689,mammalia,carnivora,felidae,Antibodies,VIRION,Rhipicephalus appendiculatus,tick,weak,review,lit_review,1,disease_level_inherited,Rhipicephalus appendiculatus,species,FALSE,4,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Kenya; Zambia",,rhipicephalus appendiculatus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies; Isolation/Observation; Not specified,VIRION,Aedes aegypti,mosquito,probable,review,EFSA; lit_review,7,disease_level_inherited,Aedes aegypti,species,FALSE,33,Aedes aegypti,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Grenada; Unites States,,aedes aegypti,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies; Isolation/Observation; Not specified,VIRION,Aedes taeniorhynchus,mosquito,candidate,review,lit_review,2,disease_level_inherited,Aedes taeniorhynchus,species,FALSE,1,Aedes taeniorhynchus,VectorMap,BloodMealMap,blood_meal,Puerto Rico,,aedes taeniorhynchus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies; Isolation/Observation; Not specified,VIRION,Amblyomma variegatum,tick,weak,review,lit_review,1,disease_level_inherited,Amblyomma variegatum,species,FALSE,1,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,amblyomma variegatum,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies; Isolation/Observation; Not specified,VIRION,Culex pipiens,mosquito,probable,review,EFSA; lit_review,7,disease_level_inherited,Culex pipiens,species,FALSE,1,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,culex pipiens,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies; Isolation/Observation; Not specified,VIRION,Culex quinquefasciatus,mosquito,probable,review,EFSA; lit_review,5,disease_level_inherited,Culex quinquefasciatus,species,FALSE,38,Culex quinquefasciatus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Grenada; Unites States,,culex quinquefasciatus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies; Isolation/Observation; Not specified,VIRION,Culex tarsalis,mosquito,probable,review,EFSA; lit_review,2,disease_level_inherited,Culex tarsalis,species,FALSE,2,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Syncerus caffer,9970,mammalia,artiodactyla,bovidae,Antibodies; Isolation/Observation; PCR/Sequencing,VIRION,Amblyomma variegatum,tick,weak,review,lit_review,1,disease_level_inherited,Amblyomma variegatum,species,FALSE,16,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,"Benin; Burkina Faso; Cameroon; Congo, The Democratic Republic of The; Sudan; Uganda; Zambia",,amblyomma variegatum,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Syncerus caffer,9970,mammalia,artiodactyla,bovidae,Antibodies; Isolation/Observation; PCR/Sequencing,VIRION,Anopheles gambiae,mosquito,candidate,review,lit_review,1,disease_level_inherited,Anopheles gambiae,species,FALSE,1,Anopheles gambiae,VectorMap,BloodMealMap,blood_meal,Kenya,,anopheles gambiae,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,Rift Valley fever,Phlebovirus riftense,3052676,virus,phenuiviridae,phlebovirus,High,Syncerus caffer,9970,mammalia,artiodactyla,bovidae,Antibodies; Isolation/Observation; PCR/Sequencing,VIRION,Rhipicephalus appendiculatus,tick,weak,review,lit_review,1,disease_level_inherited,Rhipicephalus appendiculatus,species,FALSE,11,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Malawi; Rwanda; South Africa; Tanzania, United Republic of",,rhipicephalus appendiculatus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,Antibodies,VIRION,Amblyomma testudinarium,tick,confirmed,field,lit_review,5,disease_level_inherited,Amblyomma testudinarium,species,FALSE,5,Amblyomma testudinarium,VectorMap,TickMap,on_host_occurrence,LAO PEOPLE'S DEMOCRATIC REPUBLIC,,amblyomma testudinarium,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Amblyomma testudinarium,tick,confirmed,field,lit_review,5,disease_level_inherited,Amblyomma testudinarium,species,FALSE,5,Amblyomma testudinarium,VectorMap,TickMap,on_host_occurrence,LAO PEOPLE'S DEMOCRATIC REPUBLIC,,amblyomma testudinarium,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,Antibodies,VIRION,Dermacentor nuttalli,tick,weak,review,lit_review,1,disease_level_inherited,Dermacentor nuttalli,species,FALSE,20,Dermacentor nuttalli,VectorMap,TickMap,on_host_occurrence,Mongolia,,dermacentor nuttalli,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Dermacentor nuttalli,tick,weak,review,lit_review,1,disease_level_inherited,Dermacentor nuttalli,species,FALSE,20,Dermacentor nuttalli,VectorMap,TickMap,on_host_occurrence,Mongolia,,dermacentor nuttalli,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,Antibodies,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,8,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,8,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,Antibodies,VIRION,Rhipicephalus microplus,tick,weak,review,lit_review,2,disease_level_inherited,Rhipicephalus microplus,species,FALSE,273,Rhipicephalus microplus,VectorMap,TickMap,on_host_occurrence,"LAO PEOPLE'S DEMOCRATIC REPUBLIC; Malawi; Mozambique; Peru; Tanzania, United Republic of; United States of America; Zambia",,rhipicephalus microplus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Rhipicephalus microplus,tick,weak,review,lit_review,2,disease_level_inherited,Rhipicephalus microplus,species,FALSE,273,Rhipicephalus microplus,VectorMap,TickMap,on_host_occurrence,"LAO PEOPLE'S DEMOCRATIC REPUBLIC; Malawi; Mozambique; Peru; Tanzania, United Republic of; United States of America; Zambia",,rhipicephalus microplus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Capra hircus,9925,mammalia,artiodactyla,bovidae,Antibodies,VIRION,Dermacentor nuttalli,tick,weak,review,lit_review,1,disease_level_inherited,Dermacentor nuttalli,species,FALSE,32,Dermacentor nuttalli,VectorMap,TickMap,on_host_occurrence,Mongolia,,dermacentor nuttalli,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Capra hircus,9925,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Dermacentor nuttalli,tick,weak,review,lit_review,1,disease_level_inherited,Dermacentor nuttalli,species,FALSE,32,Dermacentor nuttalli,VectorMap,TickMap,on_host_occurrence,Mongolia,,dermacentor nuttalli,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Capra hircus,9925,mammalia,artiodactyla,bovidae,Antibodies,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,16,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Capra hircus,9925,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,16,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Capra hircus,9925,mammalia,artiodactyla,bovidae,Antibodies,VIRION,Rhipicephalus microplus,tick,weak,review,lit_review,2,disease_level_inherited,Rhipicephalus microplus,species,FALSE,2,Rhipicephalus microplus,VectorMap,TickMap,on_host_occurrence,Mozambique,,rhipicephalus microplus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Capra hircus,9925,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Rhipicephalus microplus,tick,weak,review,lit_review,2,disease_level_inherited,Rhipicephalus microplus,species,FALSE,2,Rhipicephalus microplus,VectorMap,TickMap,on_host_occurrence,Mozambique,,rhipicephalus microplus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Equus caballus,9796,mammalia,perissodactyla,equidae,PCR/Sequencing,VIRION,Dermacentor nuttalli,tick,weak,review,lit_review,1,disease_level_inherited,Dermacentor nuttalli,species,FALSE,8,Dermacentor nuttalli,VectorMap,TickMap,on_host_occurrence,Mongolia,,dermacentor nuttalli,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Equus caballus,9796,mammalia,perissodactyla,equidae,PCR/Sequencing,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,8,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,Australia,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Equus caballus,9796,mammalia,perissodactyla,equidae,PCR/Sequencing,VIRION,Rhipicephalus microplus,tick,weak,review,lit_review,2,disease_level_inherited,Rhipicephalus microplus,species,FALSE,3,Rhipicephalus microplus,VectorMap,TickMap,on_host_occurrence,Australia; Mozambique,,rhipicephalus microplus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Homo sapiens,9606,,,,Isolation/Observation,VIRION,Haemaphysalis concinna,tick,weak,review,lit_review,2,disease_level_inherited,Haemaphysalis concinna,species,FALSE,17,Haemaphysalis concinna,VectorMap,TickMap,on_host_occurrence,Turkey,,haemaphysalis concinna,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Homo sapiens,9606,,,,PCR/Sequencing,VIRION,Haemaphysalis concinna,tick,weak,review,lit_review,2,disease_level_inherited,Haemaphysalis concinna,species,FALSE,17,Haemaphysalis concinna,VectorMap,TickMap,on_host_occurrence,Turkey,,haemaphysalis concinna,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Homo sapiens,9606,,,,Isolation/Observation,VIRION,Haemaphysalis flava,tick,confirmed,review,lit_review,6,disease_level_inherited,Haemaphysalis flava,species,FALSE,4,Haemaphysalis flava,VectorMap,TickMap,on_host_occurrence,South Korea,,haemaphysalis flava,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Homo sapiens,9606,,,,PCR/Sequencing,VIRION,Haemaphysalis flava,tick,confirmed,review,lit_review,6,disease_level_inherited,Haemaphysalis flava,species,FALSE,4,Haemaphysalis flava,VectorMap,TickMap,on_host_occurrence,South Korea,,haemaphysalis flava,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,1933190,virus,phenuiviridae,bandavirus,High,Homo sapiens,9606,,,,Isolation/Observation,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,8,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Homo sapiens,9606,,,,PCR/Sequencing,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,8,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Hydropotes inermis,9883,mammalia,artiodactyla,cervidae,PCR/Sequencing,VIRION,Haemaphysalis flava,tick,confirmed,review,lit_review,6,disease_level_inherited,Haemaphysalis flava,species,FALSE,52,Haemaphysalis flava,VectorMap,TickMap,on_host_occurrence,South Korea,,haemaphysalis flava,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Hydropotes inermis,9883,mammalia,artiodactyla,cervidae,PCR/Sequencing,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,796,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,South Korea,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Hydropotes inermis,9883,mammalia,artiodactyla,cervidae,PCR/Sequencing,VIRION,Ixodes nipponensis,tick,confirmed,review,lit_review,4,disease_level_inherited,Ixodes nipponensis,species,FALSE,1120,Ixodes nipponensis,VectorMap,TickMap,on_host_occurrence,South Korea,,ixodes nipponensis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Dermacentor nuttalli,tick,weak,review,lit_review,1,disease_level_inherited,Dermacentor nuttalli,species,FALSE,28,Dermacentor nuttalli,VectorMap,TickMap,on_host_occurrence,Mongolia,,dermacentor nuttalli,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Haemaphysalis longicornis,tick,confirmed,review,lit_review,8,disease_level_inherited,Haemaphysalis longicornis,species,FALSE,24,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,haemaphysalis longicornis,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,2748958,virus,phenuiviridae,bandavirus,High,Ovis aries,9940,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Rhipicephalus microplus,tick,weak,review,lit_review,2,disease_level_inherited,Rhipicephalus microplus,species,FALSE,2,Rhipicephalus microplus,VectorMap,TickMap,on_host_occurrence,Mozambique; Zambia,,rhipicephalus microplus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Tick-borne encephalitis,Tick-borne encephalitis,Orthoflavivirus encephalitidis,11084,virus,flaviviridae,orthoflavivirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Dermacentor marginatus,tick,confirmed,review,lit_review,1,disease_level_inherited,Dermacentor marginatus,species,FALSE,27,Dermacentor marginatus,VectorMap,TickMap,on_host_occurrence,Algeria; Georgia,,dermacentor marginatus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Tick-borne encephalitis,Tick-borne encephalitis,Orthoflavivirus encephalitidis,3052465,virus,flaviviridae,orthoflavivirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Dermacentor marginatus,tick,confirmed,review,lit_review,1,disease_level_inherited,Dermacentor marginatus,species,FALSE,27,Dermacentor marginatus,VectorMap,TickMap,on_host_occurrence,Algeria; Georgia,,dermacentor marginatus,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
Tick-borne encephalitis,Tick-borne encephalitis,Orthoflavivirus encephalitidis,11084,virus,flaviviridae,orthoflavivirus,High,Bos taurus,9913,mammalia,artiodactyla,bovidae,PCR/Sequencing,VIRION,Haemaphysalis punctata,tick,confirmed,review,lit_review,1,disease_level_inherited,Haemaphysalis punctata,species,FALSE,2,Haemaphysalis punctata,VectorMap,TickMap,on_host_occurrence,Algeria; Morocco,,haemaphysalis punctata,pathogen_host_vector_derived,exact_normalized_vector_name,FALSE
