disease_name,disease_name_clean,host,host_tax_id,host_class,host_order,host_family,pathogen_count_in_disease_host_network,pathogen_examples,detection_method_examples,main_source_examples,vector_species,vector_group,best_evidence_level,best_evidence_basis,record_sources,supporting_row_count,disease_vector_taxon_rank,disease_vector_review_needed,host_vector_species,vector_taxon_rank,vector_species_needs_review,vector_host_record_count,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,vector_join_key,link_type,vector_join_match_type,taxonomy_caution
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles gambiae,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles gambiae,species,FALSE,26,Anopheles gambiae,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ghana; Kenya; Madagascar; Senegal; Tanzania,,anopheles gambiae,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles pharoensis,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles pharoensis,species,FALSE,4,Anopheles pharoensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ethiopia; Senegal; Tanzania,,anopheles pharoensis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles rufipes,mosquito,weak,review,lit_review,1,species,FALSE,Anopheles rufipes,species,FALSE,141,Anopheles rufipes,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar; Senegal,,anopheles rufipes,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles squamosus,mosquito,probable,review,lit_review,3,species,FALSE,Anopheles squamosus,species,FALSE,219,Anopheles squamosus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar; Tanzania,,anopheles squamosus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,coquillettidia perturbans,mosquito,probable,review,lit_review,1,species,FALSE,Coquillettidia perturbans,species,FALSE,3,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,coquillettidia perturbans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex annulioris,mosquito,weak,review,lit_review,1,species,FALSE,Culex annulioris,species,FALSE,1,Culex annulioris,VectorMap,BloodMealMap,blood_meal,Uganda,,culex annulioris,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex antennatus,mosquito,candidate,review,EFSA; lit_review; lit_review,5,species,FALSE,Culex antennatus,species,FALSE,3,Culex antennatus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal; Tanzania,,culex antennatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex bitaeniorhynchus,mosquito,probable,review,lit_review,1,species,FALSE,Culex bitaeniorhynchus,species,FALSE,3,Culex bitaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Japan,,culex bitaeniorhynchus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex erraticus,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,species,FALSE,Culex erraticus,species,FALSE,1,Culex erraticus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex erraticus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex neavei,mosquito,candidate,review,lit_review,2,species,FALSE,Culex neavei,species,FALSE,1,Culex neavei,VectorMap,BloodMealMap,blood_meal,Kenya,,culex neavei,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex nigripalpus,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,species,FALSE,Culex nigripalpus,species,FALSE,2,Culex nigripalpus,VectorMap,BloodMealMap,blood_meal,Guatemala; Trinidad & Tobago,,culex nigripalpus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review; lit_review,8,species,FALSE,Culex pipiens,species,FALSE,20,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Iran; Japan; Kenya; Serbia; South Africa; Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex poicilipes,mosquito,confirmed,review,EFSA; lit_review; lit_review,6,species,FALSE,Culex poicilipes,species,FALSE,1,Culex poicilipes,VectorMap,BloodMealMap,blood_meal,Senegal,,culex poicilipes,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,review,EFSA; lit_review,5,species,FALSE,Culex quinquefasciatus,species,FALSE,17,Culex quinquefasciatus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Brazil; Guatemala; India; Iran; Kenya; Tanzania; Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex salinarius,mosquito,candidate,review,lit_review,1,species,FALSE,Culex salinarius,species,FALSE,4,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex tarsalis,mosquito,probable,review,EFSA; lit_review,2,species,FALSE,Culex tarsalis,species,FALSE,10,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex territans,mosquito,candidate,review,lit_review,1,species,FALSE,Culex territans,species,FALSE,1,Culex territans,VectorMap,BloodMealMap,blood_meal,Unites States,,culex territans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex theileri,mosquito,probable,review,lit_review,2,species,FALSE,Culex theileri,species,FALSE,6,Culex theileri,VectorMap,BloodMealMap,blood_meal,ESP; Iran; South Africa,,culex theileri,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex tritaeniorhynchus,mosquito,probable,review,EFSA; lit_review; lit_review,4,species,FALSE,Culex tritaeniorhynchus,species,FALSE,5,Culex tritaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Japan; Senegal; The Gambia,,culex tritaeniorhynchus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex univittatus,mosquito,probable,review,lit_review,2,species,FALSE,Culex univittatus,species,FALSE,6,Culex univittatus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal; South Africa,,culex univittatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culiseta inornata,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culiseta inornata,species,FALSE,4,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta inornata,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,mansonia africana,mosquito,probable,review,lit_review,2,species,FALSE,Mansonia africana,species,FALSE,10,Mansonia africana,VectorMap,BloodMealMap,blood_meal,Kenya,,mansonia africana,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,mansonia uniformis,mosquito,probable,review,lit_review,3,infraspecific,FALSE,Mansonia uniformis,species,FALSE,12,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Australia; Japan; Kenya,,mansonia uniformis,disease_host_vector_derived,exact_normalized_vector_name,TRUE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,psorophora ferox,mosquito,probable,review,lit_review,1,species,FALSE,Psorophora ferox,species,FALSE,1,Psorophora ferox,VectorMap,BloodMealMap,blood_meal,Brazil,,psorophora ferox,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,rhipicephalus appendiculatus,tick,weak,review,lit_review,1,species,FALSE,Rhipicephalus appendiculatus,species,FALSE,183,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Burundi; Central African Republic; Congo, The Democratic Republic of The; Kenya; Malawi; Mozambique; Rwanda; Sierra Leone; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zambia; Zimbabwe",,rhipicephalus appendiculatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Bubalus bubalis,89462,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; PCR/Sequencing,VIRION,aedes vexans,mosquito,probable,field+lab,EFSA; lit_review,4,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Camelus dromedarius,9838,mammalia,artiodactyla,camelidae,1,Phlebovirus riftense,Antibodies; Isolation/Observation; PCR/Sequencing,VIRION,aedes mcintoshi,mosquito,confirmed,review,lit_review,4,species,FALSE,Aedes mcintoshi,species,FALSE,1,Aedes mcintoshi,VectorMap,BloodMealMap,blood_meal,Kenya,,aedes mcintoshi,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Camelus dromedarius,9838,mammalia,artiodactyla,camelidae,1,Phlebovirus riftense,Antibodies; Isolation/Observation; PCR/Sequencing,VIRION,aedes ochraceus,mosquito,probable,review,lit_review,1,species,FALSE,Aedes ochraceus,species,FALSE,1,Aedes ochraceus,VectorMap,BloodMealMap,blood_meal,Kenya,,aedes ochraceus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Camelus dromedarius,9838,mammalia,artiodactyla,camelidae,1,Phlebovirus riftense,Antibodies; Isolation/Observation; PCR/Sequencing,VIRION,aedes vexans,mosquito,probable,field+lab,EFSA; lit_review,4,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes vexans,mosquito,probable,field+lab,EFSA; lit_review,4,species,FALSE,Aedes vexans,species,FALSE,2,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Japan; Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,amblyomma variegatum,tick,weak,review,lit_review,1,species,FALSE,Amblyomma variegatum,species,FALSE,24,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,"Burkina Faso; Congo, The Democratic Republic of The; Cote D'Ivoire; Guinea-Bissau; Kenya; Malawi; Senegal; Sierra Leone; South Africa; Sudan; Uganda; Zambia",,amblyomma variegatum,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles coustani,mosquito,candidate,review,EFSA; lit_review,5,species,FALSE,Anopheles coustani,species,FALSE,3,Anopheles coustani,MapVEu,MapVEu,blood_meal,Ethiopia; Kenya,,anopheles coustani,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles funestus,mosquito,weak,review,lit_review,1,species,FALSE,Anopheles funestus,species,FALSE,3,Anopheles funestus,MapVEu,MapVEu,blood_meal,Kenya,,anopheles funestus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles gambiae,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles gambiae,species,FALSE,12,Anopheles gambiae,MapVEu,MapVEu,blood_meal,Ghana; Kenya; Madagascar,,anopheles gambiae,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles pharoensis,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles pharoensis,species,FALSE,2,Anopheles pharoensis,MapVEu,MapVEu,blood_meal,Ethiopia,,anopheles pharoensis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,mansonia uniformis,mosquito,probable,review,lit_review,3,infraspecific,FALSE,Mansonia uniformis,species,FALSE,1,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Japan,,mansonia uniformis,disease_host_vector_derived,exact_normalized_vector_name,TRUE
Rift Valley fever,rift valley fever,Capra hircus,9925,mammalia,artiodactyla,bovidae,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,rhipicephalus appendiculatus,tick,weak,review,lit_review,1,species,FALSE,Rhipicephalus appendiculatus,species,FALSE,17,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Burundi; Congo, The Democratic Republic of The; Kenya; Mozambique; Rwanda; South Africa; Sudan; Uganda; Zambia",,rhipicephalus appendiculatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,1,Phlebovirus riftense,Antibodies,VIRION,aedes vexans,mosquito,probable,field+lab,EFSA; lit_review,4,species,FALSE,Aedes vexans,species,FALSE,2,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Japan; Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,1,Phlebovirus riftense,Antibodies,VIRION,amblyomma variegatum,tick,weak,review,lit_review,1,species,FALSE,Amblyomma variegatum,species,FALSE,1,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,amblyomma variegatum,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,1,Phlebovirus riftense,Antibodies,VIRION,culex quinquefasciatus,mosquito,probable,review,EFSA; lit_review,5,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Equus caballus,9796,mammalia,perissodactyla,equidae,1,Phlebovirus riftense,Antibodies,VIRION,amblyomma variegatum,tick,weak,review,lit_review,1,species,FALSE,Amblyomma variegatum,species,FALSE,10,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,Benin; Burkina Faso; Ghana; Guinea-Bissau; Senegal; Sudan; Zambia,,amblyomma variegatum,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Equus caballus,9796,mammalia,perissodactyla,equidae,1,Phlebovirus riftense,Antibodies,VIRION,rhipicephalus appendiculatus,tick,weak,review,lit_review,1,species,FALSE,Rhipicephalus appendiculatus,species,FALSE,5,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Mozambique; South Africa; Zambia",,rhipicephalus appendiculatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes aegypti,mosquito,probable,review,EFSA; lit_review,7,species,FALSE,Aedes aegypti,species,FALSE,41,Aedes aegypti,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Grenada; Thailand; Unites States,,aedes aegypti,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes africanus,mosquito,weak,review,lit_review,1,species,FALSE,Aedes africanus,species,FALSE,2,Aedes africanus,VectorMap,BloodMealMap,blood_meal,Uganda,,aedes africanus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes albopictus,mosquito,probable,review,EFSA; lit_review; lit_review,4,species,FALSE,Aedes albopictus,species,FALSE,24,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Brazil; Japan; Malaysia; Singapore; Thailand; Unites States,,aedes albopictus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes atlanticus,mosquito,candidate,review,lit_review,1,species,FALSE,Aedes atlanticus,species,FALSE,1,Aedes atlanticus,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes atlanticus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes canadensis,mosquito,probable,review,lit_review,1,species,FALSE,Aedes canadensis,species,FALSE,1,Aedes canadensis,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes canadensis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes cantator,mosquito,candidate,review,lit_review,1,species,FALSE,Aedes cantator,species,FALSE,2,Aedes cantator,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes cantator,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes caspius,mosquito,probable,review,EFSA; lit_review,2,species,FALSE,Aedes caspius,species,FALSE,5,Aedes caspius,VectorMap,BloodMealMap,blood_meal,Egypt; Iran; Russia; Serbia,,aedes caspius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes detritus,mosquito,probable,review,EFSA; lit_review,2,species,FALSE,Aedes detritus,species,FALSE,1,Aedes detritus,VectorMap,BloodMealMap,blood_meal,United Kingdom,,aedes detritus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes excrucians,mosquito,probable,review,lit_review,1,species,FALSE,Aedes excrucians,species,FALSE,1,Aedes excrucians,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes excrucians,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes mcintoshi,mosquito,confirmed,review,lit_review,4,species,FALSE,Aedes mcintoshi,species,FALSE,2,Aedes mcintoshi,VectorMap,BloodMealMap,blood_meal,Kenya,,aedes mcintoshi,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes ochraceus,mosquito,probable,review,lit_review,1,species,FALSE,Aedes ochraceus,species,FALSE,2,Aedes ochraceus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal,,aedes ochraceus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes sollicitans,mosquito,probable,review,lit_review,1,species,FALSE,Aedes sollicitans,species,FALSE,3,Aedes sollicitans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes sollicitans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes sudanensis,mosquito,candidate,review,lit_review,1,species,FALSE,Aedes sudanensis,species,FALSE,2,Aedes sudanensis,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal,,aedes sudanensis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes taeniorhynchus,mosquito,candidate,review,lit_review,2,species,FALSE,Aedes taeniorhynchus,species,FALSE,7,Aedes taeniorhynchus,VectorMap,BloodMealMap,blood_meal,Brazil; Ecuador; Puerto Rico; Unites States,,aedes taeniorhynchus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes triseriatus,mosquito,probable,review,lit_review,1,species,FALSE,Aedes triseriatus,species,FALSE,5,Aedes triseriatus,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes triseriatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,aedes vexans,mosquito,probable,field+lab,EFSA; lit_review,4,species,FALSE,Aedes vexans,species,FALSE,18,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Hungary; Russia; Serbia; Switzerland; Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,amblyomma variegatum,tick,weak,review,lit_review,1,species,FALSE,Amblyomma variegatum,species,FALSE,11,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,Burkina Faso; Central African Republic; Cote D'Ivoire; Guinea; Guinea-Bissau; Mali; Senegal; Sudan,,amblyomma variegatum,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles coustani,mosquito,candidate,review,EFSA; lit_review,5,species,FALSE,Anopheles coustani,species,FALSE,235,Anopheles coustani,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ethiopia; Kenya; Madagascar; Uganda,,anopheles coustani,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles funestus,mosquito,weak,review,lit_review,1,species,FALSE,Anopheles funestus,species,FALSE,35,Anopheles funestus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Central African Republic; Kenya; Madagascar; Tanzania; Zambia; Zimbabwe,,anopheles funestus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
Rift Valley fever,rift valley fever,Homo sapiens,9606,,,,1,Phlebovirus riftense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,anopheles gambiae,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles gambiae,species,FALSE,31,Anopheles gambiae,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ghana; Kenya; Senegal; Tanzania; Zambia,,anopheles gambiae,disease_host_vector_derived,exact_normalized_vector_name,FALSE
