disease_name,disease_name_clean,host,host_tax_id,host_class,host_order,host_family,pathogen_count_in_disease_host_network,pathogen_examples,detection_method_examples,main_source_examples,vector_species,vector_group,best_evidence_level,best_evidence_basis,record_sources,supporting_row_count,disease_vector_taxon_rank,disease_vector_review_needed,host_vector_species,vector_taxon_rank,vector_species_needs_review,vector_host_record_count,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,vector_join_key,link_type,vector_join_match_type,taxonomy_caution
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes dorsalis,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes dorsalis,species,FALSE,3,Aedes dorsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes dorsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes excrucians,mosquito,candidate,review,lit_review,1,species,FALSE,Aedes excrucians,species,FALSE,1,Aedes excrucians,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes excrucians,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes geniculatus,mosquito,candidate,review,lit_review,1,species,FALSE,Aedes geniculatus,species,FALSE,1,Aedes geniculatus,VectorMap,BloodMealMap,blood_meal,Switzerland,,aedes geniculatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes japonicus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes japonicus,species,FALSE,2,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Belgium; Japan,,aedes japonicus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes melanimon,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes melanimon,species,FALSE,2,Aedes melanimon,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes melanimon,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes normanensis,mosquito,candidate,field,lit_review,1,species,FALSE,Aedes normanensis,species,FALSE,2,Aedes normanensis,VectorMap,BloodMealMap,blood_meal,Australia,,aedes normanensis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes notoscriptus,mosquito,candidate,review,EFSA; lit_review,2,species,FALSE,Aedes notoscriptus,species,FALSE,3,Aedes notoscriptus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,aedes notoscriptus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes procax,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes procax,species,FALSE,1,Aedes procax,VectorMap,BloodMealMap,blood_meal,Australia,,aedes procax,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes taeniorhynchus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes taeniorhynchus,species,FALSE,1,Aedes taeniorhynchus,VectorMap,BloodMealMap,blood_meal,Ecuador,,aedes taeniorhynchus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes triseriatus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes triseriatus,species,FALSE,1,Aedes triseriatus,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes triseriatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,26,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Hungary; Japan; Russia; Senegal; Serbia; Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes vigilax,mosquito,candidate,review,EFSA; lit_review,2,species,FALSE,Aedes vigilax,species,FALSE,4,Aedes vigilax,VectorMap,BloodMealMap,blood_meal,Australia,,aedes vigilax,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,anopheles amictus,mosquito,weak,field,lit_review,1,species,FALSE,Anopheles amictus,species,FALSE,2,Anopheles amictus,VectorMap,BloodMealMap,blood_meal,Australia,,anopheles amictus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,anopheles atroparvus,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles atroparvus,species,FALSE,3,Anopheles atroparvus,VectorMap,BloodMealMap,blood_meal,ESP; United Kingdom,,anopheles atroparvus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,coquillettidia linealis,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Coquillettidia linealis,species,FALSE,1,Coquillettidia linealis,VectorMap,BloodMealMap,blood_meal,Australia,,coquillettidia linealis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,coquillettidia perturbans,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Coquillettidia perturbans,species,FALSE,3,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,coquillettidia perturbans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,coquillettidia richiardii,mosquito,candidate,review,lit_review,1,species,FALSE,Coquillettidia richiardii,species,FALSE,2,Coquillettidia richiardii,VectorMap,BloodMealMap,blood_meal,Russia; United Kingdom,,coquillettidia richiardii,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex annulirostris,mosquito,confirmed,field+lab,EFSA; lit_review,2,species,FALSE,Culex annulirostris,species,FALSE,28,Culex annulirostris,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,culex annulirostris,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex australicus,mosquito,candidate,field,lit_review,1,species,FALSE,Culex australicus,species,FALSE,1,Culex australicus,VectorMap,BloodMealMap,blood_meal,Australia,,culex australicus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex bitaeniorhynchus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex bitaeniorhynchus,species,FALSE,3,Culex bitaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Japan,,culex bitaeniorhynchus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex gelidus,mosquito,candidate,lab,EFSA; lit_review,2,species,FALSE,Culex gelidus,species,FALSE,3,Culex gelidus,VectorMap,BloodMealMap,blood_meal,India,,culex gelidus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex modestus,mosquito,confirmed,review,EFSA; lit_review,8,species,FALSE,Culex modestus,species,FALSE,1,Culex modestus,VectorMap,BloodMealMap,blood_meal,Russia,,culex modestus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex molestus,mosquito,candidate,review,lit_review,1,species,FALSE,Culex molestus,species,FALSE,1,Culex molestus,VectorMap,BloodMealMap,blood_meal,Australia,,culex molestus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex nigripalpus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex nigripalpus,species,FALSE,2,Culex nigripalpus,VectorMap,BloodMealMap,blood_meal,Guatemala; Trinidad & Tobago,,culex nigripalpus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex perexiguus,mosquito,confirmed,review,lit_review,2,species,FALSE,Culex perexiguus,species,FALSE,3,Culex perexiguus,VectorMap,BloodMealMap,blood_meal,Iran; Israel,,culex perexiguus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,20,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Iran; Japan; Kenya; Serbia; South Africa; Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,17,Culex quinquefasciatus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Brazil; Guatemala; India; Iran; Kenya; Tanzania; Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex restuans,mosquito,probable,efsa_appendix_g,EFSA,1,species,FALSE,Culex restuans,species,FALSE,1,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,culex restuans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex salinarius,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex salinarius,species,FALSE,4,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex sitiens,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,species,FALSE,Culex sitiens,species,FALSE,6,Culex sitiens,VectorMap,BloodMealMap,blood_meal,Australia; Iran,,culex sitiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex stigmatosoma,mosquito,probable,lab,EFSA; lit_review,2,species,FALSE,Culex stigmatosoma,species,FALSE,1,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,culex stigmatosoma,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,10,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex univittatus,mosquito,probable,efsa_appendix_g,EFSA; lit_review,2,species,FALSE,Culex univittatus,species,FALSE,6,Culex univittatus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal; South Africa,,culex univittatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex vansomereni,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex vansomereni,species,FALSE,1,Culex vansomereni,VectorMap,BloodMealMap,blood_meal,Kenya,,culex vansomereni,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culiseta inornata,mosquito,candidate,lab,EFSA; lit_review,2,species,FALSE,Culiseta inornata,species,FALSE,4,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta inornata,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bos taurus,9913,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culiseta melanura,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culiseta melanura,species,FALSE,1,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta melanura,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bubo virginianus,56268,aves,strigiformes,strigidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,1,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bubo virginianus,56268,aves,strigiformes,strigidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,3,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Bubo virginianus,56268,aves,strigiformes,strigidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culiseta melanura,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culiseta melanura,species,FALSE,1,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta melanura,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Buteo jamaicensis,56263,aves,accipitriformes,accipitridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Buteo jamaicensis,56263,aves,accipitriformes,accipitridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex stigmatosoma,mosquito,probable,lab,EFSA; lit_review,2,species,FALSE,Culex stigmatosoma,species,FALSE,1,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,culex stigmatosoma,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Buteo jamaicensis,56263,aves,accipitriformes,accipitridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,3,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Buteo lineatus,223475,aves,accipitriformes,accipitridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex stigmatosoma,mosquito,probable,lab,EFSA; lit_review,2,species,FALSE,Culex stigmatosoma,species,FALSE,1,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,culex stigmatosoma,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Buteo lineatus,223475,aves,accipitriformes,accipitridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,1,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Buteo lineatus,223475,aves,accipitriformes,accipitridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex thriambus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex thriambus,species,FALSE,1,Culex thriambus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex thriambus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Buteo swainsoni,156757,aves,accipitriformes,accipitridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,1,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Butorides virescens,110671,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,aedes taeniorhynchus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes taeniorhynchus,species,FALSE,1,Aedes taeniorhynchus,VectorMap,BloodMealMap,blood_meal,Puerto Rico,,aedes taeniorhynchus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Butorides virescens,110671,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,4,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Butorides virescens,110671,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Butorides virescens,110671,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex restuans,mosquito,probable,efsa_appendix_g,EFSA,1,species,FALSE,Culex restuans,species,FALSE,1,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,culex restuans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Butorides virescens,110671,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex stigmatosoma,mosquito,probable,lab,EFSA; lit_review,2,species,FALSE,Culex stigmatosoma,species,FALSE,1,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,culex stigmatosoma,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Butorides virescens,110671,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,4,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Butorides virescens,110671,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culiseta melanura,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culiseta melanura,species,FALSE,2,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta melanura,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Camelus bactrianus,9837,,,,1,Orthoflavivirus nilense,PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Camelus dromedarius,9838,mammalia,artiodactyla,camelidae,1,Orthoflavivirus nilense,PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis latrans,9614,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Antibodies,VIRION,aedes canadensis,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes canadensis,species,FALSE,1,Aedes canadensis,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes canadensis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis latrans,9614,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Antibodies,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis latrans,9614,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Antibodies,VIRION,coquillettidia perturbans,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Coquillettidia perturbans,species,FALSE,1,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,coquillettidia perturbans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis latrans,9614,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Antibodies,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,2,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis latrans,9614,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Antibodies,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis latrans,9614,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Antibodies,VIRION,culex salinarius,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex salinarius,species,FALSE,1,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis lupus,9612,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Not specified; PCR/Sequencing,VIRION,aedes albopictus,mosquito,confirmed,review,EFSA; lit_review,4,species,FALSE,Aedes albopictus,species,FALSE,9,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Brazil; Japan; Singapore; Unites States,,aedes albopictus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis lupus,9612,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Not specified; PCR/Sequencing,VIRION,aedes caspius,mosquito,candidate,review,lit_review,3,species,FALSE,Aedes caspius,species,FALSE,1,Aedes caspius,VectorMap,BloodMealMap,blood_meal,Russia,,aedes caspius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis lupus,9612,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Not specified; PCR/Sequencing,VIRION,aedes dorsalis,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes dorsalis,species,FALSE,2,Aedes dorsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes dorsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis lupus,9612,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Not specified; PCR/Sequencing,VIRION,aedes japonicus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes japonicus,species,FALSE,1,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Switzerland,,aedes japonicus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Canis lupus,9612,mammalia,carnivora,canidae,1,Orthoflavivirus nilense,Not specified; PCR/Sequencing,VIRION,aedes melanimon,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes melanimon,species,FALSE,1,Aedes melanimon,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes melanimon,disease_host_vector_derived,exact_normalized_vector_name,FALSE
