disease,v_species,v_group,evidence_level,evidence_basis,location,source,notes,record_source,disease_name_clean,disease_name_stem,v_species_clean,v_group_clean,network_disease_name,alias_match_network_disease_name,alias_match_type,stem_match_network_disease_name,stem_match_type,matched_network_disease_name,disease_match_method
Rift Valley fever,Culex (Culex) antennatus,mosquito,candidate,review,,Pepin et al. 2010,significance unclear,lit_review,rift valley fever,rift valley,culex culex antennatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex (Culex) neavei,mosquito,candidate,review,,Pepin et al. 2010,limited support,lit_review,rift valley fever,rift valley,culex culex neavei,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex (Culex) zombaensis,mosquito,candidate,review,,Pepin et al. 2010,limited support,lit_review,rift valley fever,rift valley,culex culex zombaensis,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes (Neomelaniconion) palpalis group,mosquito,weak,review,,Pepin et al. 2010,debated,lit_review,rift valley fever,rift valley,aedes neomelaniconion palpalis group,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Eretmapodites chrysogaster sensu lato,mosquito,weak,review,,Pepin et al. 2010,limited sample,lit_review,rift valley fever,rift valley,eretmapodites chrysogaster sensu lato,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Eretmapodites quinquevittatus,mosquito,weak,review,,Pepin et al. 2010,debated,lit_review,rift valley fever,rift valley,eretmapodites quinquevittatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Ochlerotatus juppi,mosquito,weak,review,,Pepin et al. 2010,no clear role,lit_review,rift valley fever,rift valley,ochlerotatus juppi,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Ochlerotatus caballus,mosquito,weak,review,,Pepin et al. 2010,lab only,lit_review,rift valley fever,rift valley,ochlerotatus caballus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Amblyomma variegatum,tick,weak,review,,Pepin et al. 2010,field isolate,lit_review,rift valley fever,rift valley,amblyomma variegatum,tick,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Rhipicephalus appendiculatus,tick,weak,review,,Pepin et al. 2010,lab susceptibility,lit_review,rift valley fever,rift valley,rhipicephalus appendiculatus,tick,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes mcintoshi,mosquito,probable,review,East Africa,Rolin et al. 2013,transovarial transmission,lit_review,rift valley fever,rift valley,aedes mcintoshi,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex pipiens,mosquito,candidate,review,Egypt,Rolin et al. 2013,lab competence,lit_review,rift valley fever,rift valley,culex pipiens,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes taeniorhynchus,mosquito,candidate,review,North America,Rolin et al. 2013,lab competence,lit_review,rift valley fever,rift valley,aedes taeniorhynchus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Anopheles gambiae arabiensis,mosquito,candidate,field,White Nile state; Khartoum state,Seufi and Galal 2010,PCR only,lit_review,rift valley fever,rift valley,anopheles gambiae arabiensis,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Anopheles coustani,mosquito,candidate,field,White Nile state; Khartoum state,Seufi and Galal 2010,PCR only; table/text inconsistent,lit_review,rift valley fever,rift valley,anopheles coustani,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex pipiens complex,mosquito,candidate,field,White Nile state; Khartoum state,Seufi and Galal 2010,PCR only,lit_review,rift valley fever,rift valley,culex pipiens complex,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex poicilipes,mosquito,candidate,field,White Nile state; Khartoum state,Seufi and Galal 2010,PCR only; table/text inconsistent,lit_review,rift valley fever,rift valley,culex poicilipes,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes aegypti,mosquito,candidate,field,White Nile state,Seufi and Galal 2010,PCR only,lit_review,rift valley fever,rift valley,aedes aegypti,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex antennatus,mosquito,confirmed,review,Madagascar,Tantely et al. 2015,major vector,lit_review,rift valley fever,rift valley,culex antennatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Anopheles coustani,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,anopheles coustani,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Anopheles squamosus,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,anopheles squamosus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex univittatus,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,culex univittatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex pipiens,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,culex pipiens,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex quinquefasciatus,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,culex quinquefasciatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex poicilipes,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,culex poicilipes,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex tritaeniorhynchus,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,culex tritaeniorhynchus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Eretmapodites quinquevittatus,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,eretmapodites quinquevittatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Mansonia uniformis,mosquito,candidate,review,Madagascar,Tantely et al. 2015,candidate vector,lit_review,rift valley fever,rift valley,mansonia uniformis,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes palpalis,mosquito,probable,lab,Central African Republic,Turell et al. 2008,transmitted by bite,lit_review,rift valley fever,rift valley,aedes palpalis,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes mcintoshi,mosquito,probable,lab,Kenya,Turell et al. 2008,transmitted by bite,lit_review,rift valley fever,rift valley,aedes mcintoshi,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes circumluteolus,mosquito,probable,lab,Kenya,Turell et al. 2008,transmitted by bite,lit_review,rift valley fever,rift valley,aedes circumluteolus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex antennatus,mosquito,probable,lab,Kenya,Turell et al. 2008,transmitted by bite,lit_review,rift valley fever,rift valley,culex antennatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex pipiens,mosquito,probable,lab,Egypt,Turell et al. 2008,transmitted by bite,lit_review,rift valley fever,rift valley,culex pipiens,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes aegypti,mosquito,weak,lab,Kenya,Turell et al. 2008,inoculated transmission only,lit_review,rift valley fever,rift valley,aedes aegypti,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes calceatus,mosquito,weak,lab,Kenya,Turell et al. 2008,no bite transmission in this study,lit_review,rift valley fever,rift valley,aedes calceatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Culex quinquefasciatus,mosquito,weak,lab,Kenya,Turell et al. 2008,no bite transmission in this study,lit_review,rift valley fever,rift valley,culex quinquefasciatus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes aegypti,mosquito,probable,review,,Wu et al. 2025,highly competent Aedes vector,lit_review,rift valley fever,rift valley,aedes aegypti,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
Rift Valley fever,Aedes albopictus,mosquito,probable,review,,Wu et al. 2025,highly competent Aedes vector,lit_review,rift valley fever,rift valley,aedes albopictus,mosquito,,Rift Valley fever,disease_name_exact,Rift Valley fever,disease_name_stem,Rift Valley fever,alias_disease_name_exact
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,Asia-Pacific region,Casel et al. 2021,main transmission vector,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis flava,tick,weak,review,SFTS endemic areas,Casel et al. 2021,PCR only,lit_review,sftsv,sftsv,haemaphysalis flava,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Rhipicephalus microplus,tick,weak,review,SFTS endemic areas,Casel et al. 2021,PCR only,lit_review,sftsv,sftsv,rhipicephalus microplus,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Amblyomma testudinarium,tick,weak,review,SFTS endemic areas,Casel et al. 2021,PCR only,lit_review,sftsv,sftsv,amblyomma testudinarium,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Dermacentor nuttalli,tick,weak,review,SFTS endemic areas,Casel et al. 2021,PCR only,lit_review,sftsv,sftsv,dermacentor nuttalli,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Hyalomma asiaticum,tick,weak,review,SFTS endemic areas,Casel et al. 2021,PCR only,lit_review,sftsv,sftsv,hyalomma asiaticum,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes nipponensis,tick,weak,review,SFTS endemic areas,Casel et al. 2021,PCR only,lit_review,sftsv,sftsv,ixodes nipponensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,,Cui et al. 2024,main vector,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes sinensis,tick,confirmed,review,central and southern China,Cui et al. 2024,also vector; human-feeding note,lit_review,sftsv,sftsv,ixodes sinensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis flava,tick,confirmed,review,,Cui et al. 2024,also vector,lit_review,sftsv,sftsv,haemaphysalis flava,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Amblyomma testudinarium,tick,confirmed,review,,Cui et al. 2024,also vector,lit_review,sftsv,sftsv,amblyomma testudinarium,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes nipponensis,tick,confirmed,review,,Cui et al. 2024,also vector,lit_review,sftsv,sftsv,ixodes nipponensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis longicornis,tick,confirmed,field+lab,China,Hu et al. 2020,positive control; established vector,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes sinensis,tick,confirmed,lab,China,Hu et al. 2020,efficient vector; transovarial,lit_review,sftsv,sftsv,ixodes sinensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Dermacentor silvarum,tick,weak,lab,China,Hu et al. 2020,PCR only; animal negative,lit_review,sftsv,sftsv,dermacentor silvarum,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes persulcatus,tick,weak,lab,China,Hu et al. 2020,PCR only; no transmission,lit_review,sftsv,sftsv,ixodes persulcatus,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis longicornis,tick,candidate,review,,Huang et al. 2020,suspected vector,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Amblyomma testudinarium,tick,confirmed,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,primary vector; virus isolated,lit_review,sftsv,sftsv,amblyomma testudinarium,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis flava,tick,probable,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; potential human vector,lit_review,sftsv,sftsv,haemaphysalis flava,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis formosensis,tick,candidate,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; maintenance role,lit_review,sftsv,sftsv,haemaphysalis formosensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis hystricis,tick,probable,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; potential vector,lit_review,sftsv,sftsv,haemaphysalis hystricis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis megaspinosa,tick,candidate,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; maintenance role,lit_review,sftsv,sftsv,haemaphysalis megaspinosa,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,,Sun et al. 2024,primary transmitter; tick vector,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis flava,tick,probable,review,,Sun et al. 2024,background-cited transmitter,lit_review,sftsv,sftsv,haemaphysalis flava,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes sinensis,tick,probable,review,,Sun et al. 2024,background-cited transmitter,lit_review,sftsv,sftsv,ixodes sinensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,Asia,Wang et al. 2021,primary vector,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes sinensis,tick,confirmed,review,,Wang et al. 2021,transovarial/horizontal transmission,lit_review,sftsv,sftsv,ixodes sinensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis flava,tick,weak,review,ROK; Japan,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,haemaphysalis flava,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis concinna,tick,weak,review,China,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,haemaphysalis concinna,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis formosensis,tick,weak,review,Japan,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,haemaphysalis formosensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis hystricis,tick,weak,review,Japan,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,haemaphysalis hystricis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis megaspinosa,tick,weak,review,Japan; ROK,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,haemaphysalis megaspinosa,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes nipponensis,tick,weak,review,ROK,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,ixodes nipponensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Amblyomma testudinarium,tick,weak,review,ROK; Japan,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,amblyomma testudinarium,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Rhipicephalus microplus,tick,weak,review,China,Wang et al. 2021 Table 1,PCR only,lit_review,sftsv,sftsv,rhipicephalus microplus,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,Asia-Pacific region,Xu et al. 2024,primary transmission vector,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis flava,tick,confirmed,review,,Xu et al. 2024,common transmission vector,lit_review,sftsv,sftsv,haemaphysalis flava,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis hystricis,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,haemaphysalis hystricis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis formosensis,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,haemaphysalis formosensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis concinna,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,haemaphysalis concinna,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis japonica,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,haemaphysalis japonica,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes nipponensis,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,ixodes nipponensis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Ixodes persulcatus,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,ixodes persulcatus,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Dermacentor silvarum,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,dermacentor silvarum,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Amblyomma testudinarium,tick,weak,review,,Xu et al. 2024,PCR only,lit_review,sftsv,sftsv,amblyomma testudinarium,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,Asia-Pacific region,Zhang et al. 2022,transmitted by; major role,lit_review,sftsv,sftsv,haemaphysalis longicornis,tick,Severe fever with thrombocytopenia syndrome (SFTS),,,,,Severe fever with thrombocytopenia syndrome (SFTS),manual_map
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,lab,,Belova et al. 2023,main vector; lab competence,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes ricinus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,lab,,Belova et al. 2023,main vector; lab competence,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes persulcatus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Dermacentor reticulatus,tick,candidate,field,Poland,Biernat et al. 2014,PCR only,lit_review,tick borne encephalitis,tick borne encephalitis,dermacentor reticulatus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Dermacentor reticulatus,tick,probable,field+lab,northern Saxony Germany,Chitimia-Dobler et al. 2019,adult pools; repeated isolation; equal role,lit_review,tick borne encephalitis,tick borne encephalitis,dermacentor reticulatus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,field+lab,northern Saxony Germany,Chitimia-Dobler et al. 2019,nymph pools only; common vector in source,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes ricinus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,,Jääskeläinen et al. 2011,principal vector of TBEV-Eur,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes ricinus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes persulcatus,tick,probable,field,"Simo, Finnish Lapland, Finland",Jääskeläinen et al. 2011,field infection and virus isolation,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes persulcatus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,,Kazimírová et al. 2017,principal vector,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes persulcatus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,,Kazimírová et al. 2017,principal vector,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes ricinus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,nontropical Eurasia,Korenberg 2000,principal vector,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes persulcatus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,nontropical Eurasia,Korenberg 2000,principal vector,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes ricinus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,"central, northern, and eastern Europe",Kwasnik et al. 2023,,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes ricinus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,"parts of the Baltic States, Finland, Russia, and Siberia",Kwasnik et al. 2023,,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes persulcatus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
tick-borne encephalitis,Ixodes hexagonus,tick,confirmed,review,Central Europe,Kwasnik et al. 2023,,lit_review,tick borne encephalitis,tick borne encephalitis,ixodes hexagonus,tick,,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,disease_name_exact,Tick-borne encephalitis,alias_disease_name_exact
