disease,v_species,v_group,evidence_level,evidence_basis,location,source,notes,record_source,disease_name_clean,disease_name_stem,v_species_clean,v_group_clean,network_disease_name,alias_match_network_disease_name,alias_match_type,stem_match_network_disease_name,stem_match_type,matched_network_disease_name,disease_match_method
Crimean-Congo haemorrhagic fever,Hyalomma impressum,tick,candidate,review,"Africa, Pakistan",Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma impressum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus sanguineus,tick,candidate,review,Asia,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus sanguineus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus bursa,tick,candidate,review,Southeastern Europe; Middle East,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus bursa,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus annulatus,tick,candidate,review,Middle East; Central parts of Africa,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus annulatus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus turanicus,tick,candidate,review,Southern Europe; Asia,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus turanicus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus rossicus,tick,candidate,review,Caucasia; southern Russia,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus rossicus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus evertsi,tick,candidate,review,Sub-Saharan Africa,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus evertsi,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus decoloratus,tick,candidate,review,Uganda,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus decoloratus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus appendiculatus,tick,candidate,review,Iran,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus appendiculatus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus microplus,tick,candidate,review,Africa; Pakistan,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus microplus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus guilhoni,tick,candidate,review,Senegal,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus guilhoni,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus pulchellus,tick,candidate,review,Kenya,Shahhosseini et al. 2021,limited field finding,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus pulchellus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Haemaphysalis punctata,tick,candidate,review,Some parts of Asia; South-East of Europe,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,haemaphysalis punctata,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Haemaphysalis inermis,tick,candidate,review,Iran,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,haemaphysalis inermis,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Haemaphysalis concinna,tick,candidate,review,Turkey,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,haemaphysalis concinna,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Haemaphysalis sulcata,tick,candidate,review,Iran,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,haemaphysalis sulcata,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Haemaphysalis parva,tick,candidate,review,"Turkey, North Caucasus",Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,haemaphysalis parva,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Dermacentor marginatus,tick,candidate,review,Southern Europe;Middle East; Mediterranean,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,dermacentor marginatus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Dermacentor niveus,tick,candidate,review,Tajikistan,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,dermacentor niveus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Ixodes ricinus,tick,candidate,review,Europe; Mediterranean; Northern Africa,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,ixodes ricinus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Amblyomma variegatum,tick,candidate,review,Sub-Saharan Africa,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,amblyomma variegatum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Ornithodoros lahorensis,tick,candidate,review,Iran,Shahhosseini et al. 2021,,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,ornithodoros lahorensis,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma spp.,tick,confirmed,review,,Spengler et al. 2016,natural vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma spp,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus evertsi evertsi,tick,candidate,review,Mauritania,Spengler et al. 2016,PCR only,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus evertsi evertsi,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus sanguineus,tick,weak,review,Mauritania,Spengler et al. 2016,debated,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus sanguineus,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Rhipicephalus spp.,tick,candidate,review,,Spengler et al. 2016,isolated from ticks,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,rhipicephalus spp,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma aegyptium,tick,candidate,review,Tajikistan,Spengler et al. 2016,detected in tick,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma aegyptium,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma rufipes,tick,candidate,review,,Spengler et al. 2016,experimental transmission,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma rufipes,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma spp.,tick,confirmed,review,Africa/Asia/Southern Europe,de la Fuente et al. 2017,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma spp,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma marginatum,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma marginatum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma anatolicum,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma anatolicum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma asiaticum,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma asiaticum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma dromedarii,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma dromedarii,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma rufipes,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma rufipes,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma truncatum,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma truncatum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma turanicum,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma turanicum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
Crimean-Congo haemorrhagic fever,Hyalomma impeltatum,tick,confirmed,review,,de la Fuente et al. 2024,principal vector,lit_review,crimean congo hemorrhagic fever,crimean congo hemorrhagic,hyalomma impeltatum,tick,,Crimean-Congo hemorrhagic fever,disease_name_exact,Crimean-Congo hemorrhagic fever,disease_name_stem,Crimean-Congo hemorrhagic fever,alias_disease_name_exact
dengue,Aedes hensilli,mosquito,weak,field+lab,"Yap State, Federated States of Micronesia","(Ledermann et al., 2014)",low competence; debated,lit_review,dengue,dengue,aedes hensilli,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,global,"(Kristan et al., 2025)",principal vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,probable,review,global,"(Kristan et al., 2025)",secondary vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,lab,Puerto Rico; Caribbean,"(Poole-Smith et al., 2015)",primary vector; only two species covered,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes mediovittatus,mosquito,probable,lab,Puerto Rico; Caribbean,"(Poole-Smith et al., 2015)",secondary vector candidate; competent in lab; only two species covered,lit_review,dengue,dengue,aedes mediovittatus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,global,"(Delrieu et al., 2023)",,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,confirmed,review,global,"(Delrieu et al., 2023)",,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,United States and territories,"(Barrera, 2025)",principal vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,confirmed,review,United States and territories,"(Barrera, 2025)",secondary vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes polynesiensis,mosquito,confirmed,review,American Samoa,"(Barrera, 2025)",regional vector,lit_review,dengue,dengue,aedes polynesiensis,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes mediovittatus,mosquito,candidate,review,Puerto Rico; US Virgin Islands,"(Barrera, 2025)",not incriminated in outbreaks,lit_review,dengue,dengue,aedes mediovittatus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes furcifer,mosquito,confirmed,review,Senegal,Althouse et al. 2012,main vector in Senegal,lit_review,dengue,dengue,aedes furcifer,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes taylori,mosquito,confirmed,review,Senegal,Althouse et al. 2012,main vector in Senegal,lit_review,dengue,dengue,aedes taylori,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes luteocephalus,mosquito,confirmed,review,Senegal,Althouse et al. 2012,main vector in Senegal,lit_review,dengue,dengue,aedes luteocephalus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes vittatus,mosquito,confirmed,review,Senegal,Althouse et al. 2012,main vector in Senegal,lit_review,dengue,dengue,aedes vittatus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,Senegal,Althouse et al. 2012,main vector in Senegal,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,global,Barrera 2025,principal vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,probable,review,,Barrera 2025,secondary vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes polynesiensis,mosquito,probable,review,South Pacific Islands,Barrera 2025,transmits dengue,lit_review,dengue,dengue,aedes polynesiensis,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes mediovittatus,mosquito,candidate,review,Puerto Rico and US Virgin Islands,Barrera 2025,potential vector,lit_review,dengue,dengue,aedes mediovittatus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,,Delrieu et al. 2023,major vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,confirmed,review,,Delrieu et al. 2023,,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,Cambodia,Doeurk et al. 2024,main vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,confirmed,review,Cambodia,Doeurk et al. 2024,main vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes malayensis,mosquito,candidate,review,Cambodia,Doeurk et al. 2024,potential vector,lit_review,dengue,dengue,aedes malayensis,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes scutellaris,mosquito,candidate,review,Cambodia,Doeurk et al. 2024,potential vector,lit_review,dengue,dengue,aedes scutellaris,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,,Islam et al. 2021,principal vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,confirmed,review,,Islam et al. 2021,principal vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes polynesiensis,mosquito,probable,review,,Islam et al. 2021,secondary vector,lit_review,dengue,dengue,aedes polynesiensis,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes niveus,mosquito,probable,review,,Islam et al. 2021,secondary vector,lit_review,dengue,dengue,aedes niveus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,Americas,Jones et al. 2020,experimentally competent and field infection observed,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,confirmed,review,Americas,Jones et al. 2020,experimentally competent and field infection observed,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Culex quinquefasciatus,mosquito,weak,review,Americas,Jones et al. 2020,field infection only not experimentally competent,lit_review,dengue,dengue,culex quinquefasciatus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,,Kristan et al. 2025,principal vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,probable,review,,Kristan et al. 2025,secondary vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes mediovittatus,mosquito,probable,lab,Puerto Rico,Poole-Smith et al. 2015,secondary vector,lit_review,dengue,dengue,aedes mediovittatus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,lab,Puerto Rico,Poole-Smith et al. 2015,primary vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,global,Rakotonirina et al. 2022,primary vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,confirmed,review,global,Rakotonirina et al. 2022,primary vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes polynesiensis,mosquito,confirmed,review,Pacific region,Rakotonirina et al. 2022,main vector,lit_review,dengue,dengue,aedes polynesiensis,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes scutellaris,mosquito,candidate,review,Pacific region,Rakotonirina et al. 2022,highly suspected,lit_review,dengue,dengue,aedes scutellaris,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes pseudoscutellaris,mosquito,candidate,review,Pacific region,Rakotonirina et al. 2022,highly suspected,lit_review,dengue,dengue,aedes pseudoscutellaris,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes malayensis,mosquito,confirmed,review,,Rakotonirina et al. 2022,vector of DENV and CHIKV,lit_review,dengue,dengue,aedes malayensis,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes aegypti,mosquito,confirmed,review,WHO European region,Schaffner and Mathis 2014,principal vector,lit_review,dengue,dengue,aedes aegypti,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes albopictus,mosquito,probable,review,WHO European region,Schaffner and Mathis 2014,main established vector,lit_review,dengue,dengue,aedes albopictus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes cretinus,mosquito,candidate,review,Greece and Turkey,Schaffner and Mathis 2014,potential vector,lit_review,dengue,dengue,aedes cretinus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes japonicus,mosquito,candidate,review,central Europe,Schaffner and Mathis 2014,potential vector,lit_review,dengue,dengue,aedes japonicus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
dengue,Aedes vittatus,mosquito,weak,review,India; western Mediterranean,Schaffner and Mathis 2014,occasionally mentioned; role likely restricted,lit_review,dengue,dengue,aedes vittatus,mosquito,,Dengue,disease_name_exact,Dengue,disease_name_exact,Dengue,alias_disease_name_exact
oropouche fever,Culicoides paraensis,midge,confirmed,review,,Ayres et al. 2026,principal urban vector,lit_review,oropouche fever,oropouche,culicoides paraensis,midge,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
oropouche fever,Culex quinquefasciatus,mosquito,candidate,review,,Ayres et al. 2026,secondary vector; debated,lit_review,oropouche fever,oropouche,culex quinquefasciatus,mosquito,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
oropouche fever,Coquillettidia venezuelensis,mosquito,candidate,review,,Ayres et al. 2026,sylvatic cycle,lit_review,oropouche fever,oropouche,coquillettidia venezuelensis,mosquito,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
oropouche fever,Aedes serratus,mosquito,candidate,review,,Ayres et al. 2026,sylvatic cycle,lit_review,oropouche fever,oropouche,aedes serratus,mosquito,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
oropouche fever,Culicoides sonorensis,midge,candidate,review,North America,Ayres et al. 2026,lab competence,lit_review,oropouche fever,oropouche,culicoides sonorensis,midge,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
oropouche fever,Culicoides insignis,midge,candidate,review,Peru,Ayres et al. 2026,possible new vector,lit_review,oropouche fever,oropouche,culicoides insignis,midge,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
oropouche fever,Aedes albopictus,mosquito,weak,review,,Ayres et al. 2026,mixed lab evidence,lit_review,oropouche fever,oropouche,aedes albopictus,mosquito,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
oropouche fever,Aedes aegypti,mosquito,weak,review,Brazil,Ayres et al. 2026,vertical transmission/PCR,lit_review,oropouche fever,oropouche,aedes aegypti,mosquito,,Oropouche fever,disease_name_exact,Oropouche fever,disease_name_stem,Oropouche fever,alias_disease_name_exact
