candidate_rows,deep_research_candidate_rows,manual_candidate_rows,role_gap_candidate_rows,source_links,deep_research_source_links,manual_source_links,unique_source_file_rows,candidate_rows_with_any_file_name,candidate_rows_all_local_pdfs_found,candidate_rows_some_local_pdfs_found,candidate_rows_without_local_pdf,candidate_rows_missing_local_pdf
86,53,3,30,70,67,3,55,44,43,1,42,0
