Pathogen,PathogenTaxID,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,HostClass,HostFamily,HostOrder,DetectionMethod,MainSource,PathogenType,analysis_unit_id,master_row,disease_master_name,resolved_pathogen_name,host_query_bucket,host_query_include_default,match_review_flag,shared_species_proxy_flag,match_review_notes,match_method,source_database,source_assoc_id,source_host_flag_id,host_query_pathogen_names,host_query_taxids
eastern equine encephalitis virus,11021,Eastern equine encephalitis,10041,peromyscus leucopus,alsuviricetes,martellivirales,togaviridae,mammalia,cricetidae,rodentia,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,794287,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9054,phasianus colchicus,alsuviricetes,martellivirales,togaviridae,aves,phasianidae,galliformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,794910,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9720,phoca vitulina,alsuviricetes,martellivirales,togaviridae,mammalia,phocidae,carnivora,PCR/Sequencing,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,795096,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9720,phoca vitulina,alsuviricetes,martellivirales,togaviridae,mammalia,phocidae,carnivora,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,795095,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9423,phyllostomus hastatus,alsuviricetes,martellivirales,togaviridae,mammalia,phyllostomidae,chiroptera,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,795589,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,161625,pipilo erythrophthalmus,alsuviricetes,martellivirales,togaviridae,aves,passerellidae,passeriformes,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,796046,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,27658,platyrrhinus helleri,alsuviricetes,martellivirales,togaviridae,mammalia,phyllostomidae,chiroptera,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,796629,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,48891,poecile atricapillus,alsuviricetes,martellivirales,togaviridae,aves,paridae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,796860,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,84782,quiscalus quiscula,alsuviricetes,martellivirales,togaviridae,aves,icteridae,passeriformes,PCR/Sequencing,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,801349,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,84782,quiscalus quiscula,alsuviricetes,martellivirales,togaviridae,aves,icteridae,passeriformes,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,801348,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,249017,rhynchonycteris naso,alsuviricetes,martellivirales,togaviridae,mammalia,emballonuridae,chiroptera,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,806892,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,30640,sciurus carolinensis,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,810051,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,34861,sciurus niger,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,810108,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,56299,scolopax minor,alsuviricetes,martellivirales,togaviridae,aves,scolopacidae,charadriiformes,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,810175,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,182946,seiurus aurocapilla,alsuviricetes,martellivirales,togaviridae,aves,parulidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,810796,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,1212470,setophaga striata,alsuviricetes,martellivirales,togaviridae,aves,parulidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,811005,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,42415,sigmodon hispidus,alsuviricetes,martellivirales,togaviridae,mammalia,cricetidae,rodentia,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,811135,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,50250,sitta carolinensis,alsuviricetes,martellivirales,togaviridae,aves,sittidae,passeriformes,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,811286,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,92683,spheniscus demersus,alsuviricetes,martellivirales,togaviridae,aves,spheniscidae,sphenisciformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,813272,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,54773,spinus tristis,alsuviricetes,martellivirales,togaviridae,aves,fringillidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,813425,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,40210,spizella passerina,alsuviricetes,martellivirales,togaviridae,aves,passerellidae,passeriformes,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,813429,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,142480,sternotherus odoratus,alsuviricetes,martellivirales,togaviridae,,kinosternidae,testudines,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,813798,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,183614,storeria dekayi,alsuviricetes,martellivirales,togaviridae,lepidosauria,colubridae,squamata,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,813820,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,27660,sturnira lilium,alsuviricetes,martellivirales,togaviridae,mammalia,phyllostomidae,chiroptera,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,814272,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9172,sturnus vulgaris,alsuviricetes,martellivirales,togaviridae,aves,sturnidae,passeriformes,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,814356,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9823,sus scrofa,alsuviricetes,martellivirales,togaviridae,mammalia,suidae,artiodactyla,Not specified,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,856949,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9823,sus scrofa,alsuviricetes,martellivirales,togaviridae,mammalia,suidae,artiodactyla,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,856941,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9438,tadarida brasiliensis,alsuviricetes,martellivirales,togaviridae,mammalia,molossidae,chiroptera,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,870431,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,74200,thryothorus ludovicianus,alsuviricetes,martellivirales,togaviridae,aves,certhiidae,passeriformes,PCR/Sequencing,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,871630,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,74200,thryothorus ludovicianus,alsuviricetes,martellivirales,togaviridae,aves,certhiidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,871629,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,183749,tolypeutes matacus,alsuviricetes,martellivirales,togaviridae,mammalia,chlamyphoridae,cingulata,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,871687,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,34903,trachemys scripta,alsuviricetes,martellivirales,togaviridae,,emydidae,testudines,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,871699,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9188,turdus migratorius,alsuviricetes,martellivirales,togaviridae,aves,turdidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,872888,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,83287,tympanuchus phasianellus,alsuviricetes,martellivirales,togaviridae,aves,phasianidae,galliformes,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,873291,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,9643,ursus americanus,alsuviricetes,martellivirales,togaviridae,mammalia,ursidae,carnivora,Antibodies,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,873727,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,34948,vireo griseus,alsuviricetes,martellivirales,togaviridae,aves,vireonidae,passeriformes,PCR/Sequencing,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,874303,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,34948,vireo griseus,alsuviricetes,martellivirales,togaviridae,aves,vireonidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,874302,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,28733,vireo olivaceus,alsuviricetes,martellivirales,togaviridae,aves,vireonidae,passeriformes,PCR/Sequencing,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,874310,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,28733,vireo olivaceus,alsuviricetes,martellivirales,togaviridae,aves,vireonidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,874309,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,47245,zenaida macroura,alsuviricetes,martellivirales,togaviridae,aves,columbidae,columbiformes,PCR/Sequencing,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,875690,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,47245,zenaida macroura,alsuviricetes,martellivirales,togaviridae,aves,columbidae,columbiformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,875689,FALSE,eastern equine encephalitis virus,11021
eastern equine encephalitis virus,11021,Eastern equine encephalitis,44394,zonotrichia albicollis,alsuviricetes,martellivirales,togaviridae,aves,passerellidae,passeriformes,Isolation/Observation,VIRION,virus,master_37,37,EEE,Eastern equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,875738,FALSE,eastern equine encephalitis virus,11021
western equine encephalitis virus,11039,Western equine encephalitis,39638,agelaius phoeniceus,alsuviricetes,martellivirales,togaviridae,aves,icteridae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,16080,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,2502157,ammospermophilus nelsoni,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,17584,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9417,artibeus jamaicensis,alsuviricetes,martellivirales,togaviridae,mammalia,phyllostomidae,chiroptera,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,31027,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,27634,artibeus lituratus,alsuviricetes,martellivirales,togaviridae,mammalia,phyllostomidae,chiroptera,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,31248,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9913,bos taurus,alsuviricetes,martellivirales,togaviridae,mammalia,bovidae,artiodactyla,Not specified,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,52755,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,67771,callipepla californica,alsuviricetes,martellivirales,togaviridae,aves,odontophoridae,galliformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,57591,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,67773,callipepla gambelii,alsuviricetes,martellivirales,togaviridae,aves,odontophoridae,galliformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,57592,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,111974,columbina passerina,alsuviricetes,martellivirales,togaviridae,aves,columbidae,columbiformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,78058,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,45480,cynomys ludovicianus,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,81425,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,8790,dromaius novaehollandiae,alsuviricetes,martellivirales,togaviridae,aves,dromaiidae,casuariiformes,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,83590,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,29078,eptesicus fuscus,alsuviricetes,martellivirales,togaviridae,mammalia,vespertilionidae,chiroptera,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,85951,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9796,equus caballus,alsuviricetes,martellivirales,togaviridae,mammalia,equidae,perissodactyla,Not specified,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,91592,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9796,equus caballus,alsuviricetes,martellivirales,togaviridae,mammalia,equidae,perissodactyla,PCR/Sequencing,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,91657,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9796,equus caballus,alsuviricetes,martellivirales,togaviridae,mammalia,equidae,perissodactyla,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,91555,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9796,equus caballus,alsuviricetes,martellivirales,togaviridae,mammalia,equidae,perissodactyla,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,91556,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,84817,euphagus cyanocephalus,alsuviricetes,martellivirales,togaviridae,aves,icteridae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,92431,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,286003,gopherus berlandieri,alsuviricetes,martellivirales,togaviridae,,testudinidae,testudines,PCR/Sequencing,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,123460,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,286003,gopherus berlandieri,alsuviricetes,martellivirales,togaviridae,,testudinidae,testudines,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,123459,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,30427,haemorhous mexicanus,alsuviricetes,martellivirales,togaviridae,aves,fringillidae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,124240,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,142468,haemorhous purpureus,alsuviricetes,martellivirales,togaviridae,aves,fringillidae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,124242,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,53278,hesperosciurus griseus,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,PCR/Sequencing,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,124827,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,53278,hesperosciurus griseus,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,124824,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,53278,hesperosciurus griseus,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,124825,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9606,homo sapiens,alsuviricetes,martellivirales,togaviridae,mammalia,hominidae,primates,Not specified,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,755493,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9606,homo sapiens,alsuviricetes,martellivirales,togaviridae,mammalia,hominidae,primates,PCR/Sequencing,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,EID2,755510,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,9606,homo sapiens,alsuviricetes,martellivirales,togaviridae,mammalia,hominidae,primates,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,755490,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,105513,icterus galbula,alsuviricetes,martellivirales,togaviridae,aves,icteridae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,756179,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,43179,ictidomys tridecemlineatus,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,756187,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,48086,lepus americanus,alsuviricetes,martellivirales,togaviridae,mammalia,leporidae,lagomorpha,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,758766,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,48087,lepus californicus,alsuviricetes,martellivirales,togaviridae,mammalia,leporidae,lagomorpha,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,758795,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,48087,lepus californicus,alsuviricetes,martellivirales,togaviridae,mammalia,leporidae,lagomorpha,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,758796,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,8404,lithobates pipiens,alsuviricetes,martellivirales,togaviridae,amphibia,ranidae,anura,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,759412,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,30548,mephitis mephitis,alsuviricetes,martellivirales,togaviridae,mammalia,mephitidae,carnivora,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,769118,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,60713,mimus polyglottos,alsuviricetes,martellivirales,togaviridae,aves,mimidae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,770104,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,84834,molothrus ater,alsuviricetes,martellivirales,togaviridae,aves,icteridae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,771264,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,10090,mus musculus,alsuviricetes,martellivirales,togaviridae,mammalia,muridae,rodentia,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,774709,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,10090,mus musculus,alsuviricetes,martellivirales,togaviridae,mammalia,muridae,rodentia,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,774711,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,34862,otospermophilus beecheyi,alsuviricetes,martellivirales,togaviridae,mammalia,sciuridae,rodentia,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,785982,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,48849,passer domesticus,alsuviricetes,martellivirales,togaviridae,aves,passeridae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,793604,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,10042,peromyscus maniculatus,alsuviricetes,martellivirales,togaviridae,mammalia,cricetidae,rodentia,Isolation/Observation,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,HP3,794448,FALSE,western equine encephalitis virus,11039
western equine encephalitis virus,11039,Western equine encephalitis,135448,ploceus cucullatus,alsuviricetes,martellivirales,togaviridae,aves,ploceidae,passeriformes,Antibodies,VIRION,virus,master_38,38,WEE,Western equine encephalitis virus,default_clean,TRUE,FALSE,FALSE,,taxid,Shaw,796745,FALSE,western equine encephalitis virus,11039
