Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i,Host_raw,host_name_cleaning_method,analysis_unit_id,master_row,disease_master_name,resolved_pathogen_name,host_query_bucket,host_query_include_default,match_review_flag,shared_species_proxy_flag,match_review_notes,match_method,source_database,source_assoc_id,source_host_flag_id,host_query_pathogen_names,host_query_taxids,host_count_for_analysis_unit,all_method_host_count_for_analysis_unit,host_count_flag,host_taxonomy_ready,host_taxonomy_flag,is_human_host,is_model_or_lab_host,is_domestic_or_livestock_hint
orthoflavivirus louisense,11080,,Saint Louis encephalitis,182253,Alouatta pigra,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,ATELIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,alouatta pigra,cross_source_taxid_unique,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GMPD2,17154,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,9501,Alouatta,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,atelidae,primates,PCR/Sequencing,TRUE,FALSE,host_taxonomy_flag=unresolved_sp,VIRION,virus,,,alouatta sp.,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,17333,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,FALSE,unresolved_sp,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,2502157,ammospermophilus nelsoni,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,sciuridae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,ammospermophilus nelsoni,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,17580,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,148021,anoura geoffroyi,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,phyllostomidae,chiroptera,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,anoura geoffroyi,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,26657,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9891,antilocapra americana,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,antilocapridae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,antilocapra americana,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,28199,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9417,Artibeus jamaicensis,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,PHYLLOSTOMIDAE,CHIROPTERA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,artibeus jamaicensis,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,31013,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,27634,Artibeus lituratus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,PHYLLOSTOMIDAE,CHIROPTERA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,artibeus lituratus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,31235,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9510,ateles paniscus,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,atelidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,ateles paniscus,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GMPD2,31629,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9510,ateles paniscus,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,atelidae,primates,Isolation/Observation,TRUE,TRUE,,VIRION,virus,,,ateles paniscus,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,31630,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,88114,Baeolophus bicolor,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,PARIDAE,PASSERIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,baeolophus bicolor,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,32112,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9354,Bradypus tridactylus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,BRADYPODIDAE,PILOSA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,bradypus tridactylus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,52867,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9354,Bradypus tridactylus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,BRADYPODIDAE,PILOSA,Isolation/Observation,TRUE,TRUE,,VIRION,virus,,,bradypus tridactylus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,52868,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9355,bradypus variegatus,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,bradypodidae,pilosa,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,bradypus variegatus,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,52874,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,110671,Butorides virescens,flasuviricetes,amarillovirales,flaviviridae,,,aves,ardeidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,butorides virescens,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,EID2,55885,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,110671,Butorides virescens,flasuviricetes,amarillovirales,flaviviridae,,,aves,ardeidae,pelecaniformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,,,butorides virescens,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,55884,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,110671,Butorides virescens,flasuviricetes,amarillovirales,flaviviridae,,,aves,ardeidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,butorides virescens,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,55887,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,57378,Callithrix penicillata,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,CALLITRICHIDAE,PRIMATES,PCR/Sequencing,TRUE,TRUE,model_or_lab_host_flag,VIRION,virus,,,callithrix penicillata,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,57740,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,TRUE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,56212,Calomys musculinus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,calomys musculinus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,EID2,57905,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,56212,Calomys musculinus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,,VIRION,virus,,,calomys musculinus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,57902,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,56212,Calomys musculinus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,CRICETIDAE,RODENTIA,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,calomys musculinus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,57906,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9614,Canis latrans,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,canis latrans,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GMPD2,58800,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9612,Canis lupus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,canis lupus,source_name,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,66528,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,98964,Cardinalis cardinalis,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,CARDINALIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,cardinalis cardinalis,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,73438,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,98964,Cardinalis cardinalis,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,CARDINALIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,cardinalis cardinalis,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,73439,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,40233,Carollia perspicillata,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,PHYLLOSTOMIDAE,CHIROPTERA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,carollia perspicillata,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,73633,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9358,choloepus hoffmanni,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,megalonychidae,pilosa,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,choloepus hoffmanni,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,76293,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,51355,Colaptes auratus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,PICIDAE,PICIFORMES,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,colaptes auratus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,EID2,77399,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,51355,Colaptes auratus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,PICIDAE,PICIFORMES,Isolation/Observation,TRUE,TRUE,,VIRION,virus,,,colaptes auratus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,77398,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,51355,Colaptes auratus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,PICIDAE,PICIFORMES,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,colaptes auratus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,77400,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9014,colinus virginianus,flasuviricetes,amarillovirales,flaviviridae,,,aves,odontophoridae,galliformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,colinus virginianus,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,77445,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,8932,Columba livia,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,COLUMBIDAE,COLUMBIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,columba livia,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,77915,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,237657,conopophaga aurita,flasuviricetes,amarillovirales,flaviviridae,,,aves,conopophagidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,conopophaga aurita,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,EID2,78140,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,237657,conopophaga aurita,flasuviricetes,amarillovirales,flaviviridae,,,aves,conopophagidae,passeriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,,,conopophaga aurita,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,78139,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,237657,conopophaga aurita,flasuviricetes,amarillovirales,flaviviridae,,,aves,conopophagidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,conopophaga aurita,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,78141,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,28727,Cyanocitta cristata,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,cyanocitta cristata,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,80376,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9361,dasypus novemcinctus,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,dasypodidae,cingulata,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,dasypus novemcinctus,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,82518,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,40229,Dermanura phaeotis,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,PHYLLOSTOMIDAE,CHIROPTERA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,dermanura phaeotis,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,82692,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9268,Didelphis marsupialis,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,DIDELPHIDAE,DIDELPHIMORPHIA,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,didelphis marsupialis,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,EID2,83305,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9268,Didelphis marsupialis,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,DIDELPHIDAE,DIDELPHIMORPHIA,Isolation/Observation,TRUE,TRUE,,VIRION,virus,,,didelphis marsupialis,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,83302,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,3052468,,Saint Louis encephalitis,9268,Didelphis marsupialis,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,DIDELPHIDAE,DIDELPHIMORPHIA,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,,,didelphis marsupialis,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,GenBank,83306,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9267,Didelphis virginiana,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,DIDELPHIDAE,DIDELPHIMORPHIA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,didelphis virginiana,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,83325,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,10018,dipodomys heermanni,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,heteromyidae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,dipodomys heermanni,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,83384,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,323374,dipodomys nitratoides,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,heteromyidae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,dipodomys nitratoides,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,83404,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,118200,dryobates pubescens,flasuviricetes,amarillovirales,flaviviridae,,,aves,picidae,piciformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,dryobates pubescens,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,83601,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,111981,dumetella carolinensis,flasuviricetes,amarillovirales,flaviviridae,,,aves,mimidae,passeriformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,dumetella carolinensis,source_name_fallback,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,Shaw,83619,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,29078,Eptesicus fuscus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,,,eptesicus fuscus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,HP3,85932,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,FALSE
orthoflavivirus louisense,11080,,Saint Louis encephalitis,9796,Equus caballus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,EQUIDAE,PERISSODACTYLA,Not specified,FALSE,FALSE,detection_method=Not specified; domestic_or_livestock_hint,VIRION,virus,,,equus caballus,source_taxid_host,master_40,40,St. Louis encephalitis,Saint Louis encephalitis virus,default_clean,TRUE,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,taxid,EID2,89479,FALSE,orthoflavivirus louisense,11080; 3052468,35,107,expected_range,TRUE,species_like,FALSE,FALSE,TRUE
