"analysis_unit_id","readiness_disease_name","disease_name","species_name","tax_id","species_role","sdm_needed_for_disease","host_role_assignment","host_role_confidence","host_role_needs_manual_review","host_role_assignment_status","sdm_available","sdm_species","recommended_next_action","readiness_blocker","range_limiting_layer","roster_vector_rows","vector_sdm_species_available","direct_vector_species_or_taxa","direct_vector_confirmed_rows","direct_vector_probable_rows","direct_vector_candidate_rows","direct_vector_competent_rows","direct_vector_transmission_yes_rows","direct_vector_natural_infection_yes_rows","genbank_distinct_countries_or_territories","who_don_distinct_countries","tax_id_vector","vector_group","vector_taxon_rank","vector_join_key","has_disease_vector_evidence","has_host_vector_evidence","has_competence_evidence","best_evidence_level","best_evidence_basis","vector_record_sources","bites_humans","bites_humans_basis","vector_competence_status","transmission_demonstrated","natural_infection_reported","vector_role_hint","uncertainty_reason","taxonomy_caution","species_name_canonical","species_key","run_status","run_priority","occurrence_method","gbif_occurrence_method","start_year","end_year","min_points","target_status"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Haemaphysalis inermis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","haemaphysalis inermis",TRUE,FALSE,TRUE,"probable","review","lit_review",,"","competent","yes","","","",FALSE,"Haemaphysalis inermis","haemaphysalis inermis","pending",168,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Haemaphysalis punctata",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","haemaphysalis punctata",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"on_host_occurrence","competent","yes","yes","","spelling_or_ocr_issue",FALSE,"Haemaphysalis punctata","haemaphysalis punctata","pending",169,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Ixodes arboricola",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","ixodes arboricola",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","yes","","",FALSE,"Ixodes arboricola","ixodes arboricola","pending",170,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Ixodes gibbosus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","ixodes gibbosus",TRUE,FALSE,TRUE,"weak","review","lit_review",,"","unclear","","","","",FALSE,"Ixodes gibbosus","ixodes gibbosus","pending",171,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Ixodes hexagonus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","ixodes hexagonus",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"on_host_occurrence","competent","yes","yes","","",FALSE,"Ixodes hexagonus","ixodes hexagonus","pending",172,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Ixodes persulcatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","ixodes persulcatus",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","yes","primary_vector","",FALSE,"Ixodes persulcatus","ixodes persulcatus","pending",173,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Ixodes ricinus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","ixodes ricinus",TRUE,TRUE,TRUE,"confirmed","field+lab","lit_review",TRUE,"on_host_occurrence","competent","yes","yes","primary_vector","field_detection_only|strain_dependent",FALSE,"Ixodes ricinus","ixodes ricinus","pending",174,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_23","Tick-borne encephalitis","Tick-borne encephalitis","Ixodes scapularis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",11,0,11,8,1,0,9,10,8,37,0,,"tick","species","ixodes scapularis",TRUE,TRUE,TRUE,"weak","lab","lit_review",TRUE,"on_host_occurrence","unclear","yes","","","",FALSE,"Ixodes scapularis","ixodes scapularis","pending",175,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes albopictus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes albopictus",TRUE,TRUE,TRUE,"confirmed","review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","","",FALSE,"Aedes albopictus","aedes albopictus","pending",176,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes alternans",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes alternans",TRUE,FALSE,TRUE,"candidate","field","lit_review",,"","unclear","","","secondary_vector","",FALSE,"Aedes alternans","aedes alternans","pending",177,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes australis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes australis",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Aedes australis","aedes australis","pending",178,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes canadensis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes canadensis",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Aedes canadensis","aedes canadensis","pending",179,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes cantans",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes cantans",TRUE,TRUE,FALSE,"candidate","review","lit_review",TRUE,"blood_meal","","","","","",FALSE,"Aedes cantans","aedes cantans","pending",180,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes caspius",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes caspius",TRUE,TRUE,TRUE,"candidate","review","lit_review",TRUE,"blood_meal","not_competent","no","","","mixed_or_debated_evidence|no_transmission_demonstrated",FALSE,"Aedes caspius","aedes caspius","pending",181,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes detritus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes detritus",TRUE,TRUE,TRUE,"confirmed","review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","","",FALSE,"Aedes detritus","aedes detritus","pending",182,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes dorsalis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes dorsalis",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Aedes dorsalis","aedes dorsalis","pending",183,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes excrucians",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes excrucians",TRUE,TRUE,FALSE,"candidate","review","lit_review",TRUE,"blood_meal","","","","","",FALSE,"Aedes excrucians","aedes excrucians","pending",184,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes geniculatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes geniculatus",TRUE,TRUE,TRUE,"candidate","review","lit_review",FALSE,"","competent","yes","","","",FALSE,"Aedes geniculatus","aedes geniculatus","pending",185,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes japonicus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes japonicus",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Aedes japonicus","aedes japonicus","pending",186,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes japonicus japonicus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","infraspecific","aedes japonicus japonicus",TRUE,FALSE,TRUE,"weak","review","lit_review",,"","not_competent","no","","","no_infection_detected",FALSE,"Aedes japonicus japonicus","aedes japonicus japonicus","pending",187,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes kochi",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes kochi",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Aedes kochi","aedes kochi","pending",188,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes melanimon",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes melanimon",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",FALSE,"","","","","","",FALSE,"Aedes melanimon","aedes melanimon","pending",189,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes normanensis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes normanensis",TRUE,TRUE,TRUE,"candidate","field","lit_review",FALSE,"","unclear","","","secondary_vector","",FALSE,"Aedes normanensis","aedes normanensis","pending",190,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes notoscriptus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes notoscriptus",TRUE,TRUE,TRUE,"candidate","review","EFSA; lit_review",TRUE,"blood_meal","unclear","","","bridge_vector|candidate_vector","",FALSE,"Aedes notoscriptus","aedes notoscriptus","pending",191,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes procax",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes procax",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",FALSE,"","","","","","",FALSE,"Aedes procax","aedes procax","pending",192,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes rusticus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes rusticus",TRUE,FALSE,TRUE,"probable","lab","lit_review",,"","competent","yes","","candidate_vector","",FALSE,"Aedes rusticus","aedes rusticus","pending",193,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes sierrensis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes sierrensis",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Aedes sierrensis","aedes sierrensis","pending",194,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes spp",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","genus_only","aedes spp",TRUE,FALSE,TRUE,"candidate","review","lit_review",,"","unclear","","","","",FALSE,"Aedes spp","aedes spp","pending",195,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes taeniorhynchus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes taeniorhynchus",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Aedes taeniorhynchus","aedes taeniorhynchus","pending",196,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes tremulus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes tremulus",TRUE,FALSE,FALSE,"candidate","field","lit_review",,"","","","","","",FALSE,"Aedes tremulus","aedes tremulus","pending",197,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes triseriatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes triseriatus",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Aedes triseriatus","aedes triseriatus","pending",198,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes vexans",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes vexans",TRUE,TRUE,TRUE,"candidate","review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","secondary_vector","",FALSE,"Aedes vexans","aedes vexans","pending",199,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Aedes vigilax",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","aedes vigilax",TRUE,TRUE,TRUE,"candidate","review","EFSA; lit_review",TRUE,"blood_meal","unclear","","","bridge_vector|candidate_vector","",FALSE,"Aedes vigilax","aedes vigilax","pending",200,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Anopheles amictus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","anopheles amictus",TRUE,TRUE,TRUE,"weak","field","lit_review",TRUE,"blood_meal","unclear","","","","",FALSE,"Anopheles amictus","anopheles amictus","pending",201,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Anopheles atroparvus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","anopheles atroparvus",TRUE,TRUE,FALSE,"candidate","review","lit_review",TRUE,"blood_meal","","","","","",FALSE,"Anopheles atroparvus","anopheles atroparvus","pending",202,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Anopheles maculipennis s s",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","infraspecific","anopheles maculipennis s s",TRUE,FALSE,FALSE,"candidate","review","lit_review",,"","","","","","",FALSE,"Anopheles maculipennis s s","anopheles maculipennis s s","pending",203,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Anopheles plumbeus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","anopheles plumbeus",TRUE,TRUE,TRUE,"candidate","review","lit_review",TRUE,"blood_meal","mixed","mixed","","","limited_or_indirect_support|no_transmission_demonstrated",FALSE,"Anopheles plumbeus","anopheles plumbeus","pending",204,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Coquillettidia linealis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","coquillettidia linealis",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Coquillettidia linealis","coquillettidia linealis","pending",205,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Coquillettidia perturbans",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","coquillettidia perturbans",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Coquillettidia perturbans","coquillettidia perturbans","pending",206,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Coquillettidia richiardii",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","coquillettidia richiardii",TRUE,TRUE,FALSE,"candidate","review","lit_review",TRUE,"blood_meal","","","","","",FALSE,"Coquillettidia richiardii","coquillettidia richiardii","pending",207,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex annulirostris",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex annulirostris",TRUE,TRUE,TRUE,"confirmed","field+lab","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","primary_vector","",FALSE,"Culex annulirostris","culex annulirostris","pending",208,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex australicus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex australicus",TRUE,TRUE,TRUE,"candidate","field","lit_review",FALSE,"","unclear","","","candidate_vector","",FALSE,"Culex australicus","culex australicus","pending",209,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex bitaeniorhynchus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex bitaeniorhynchus",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Culex bitaeniorhynchus","culex bitaeniorhynchus","pending",210,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex erythrothorax",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex erythrothorax",TRUE,TRUE,TRUE,"probable","lab","EFSA; lit_review",FALSE,"","competent","yes","","bridge_vector","",FALSE,"Culex erythrothorax","culex erythrothorax","pending",211,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex gelidus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex gelidus",TRUE,TRUE,TRUE,"candidate","lab","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","","",FALSE,"Culex gelidus","culex gelidus","pending",212,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex incidens",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex incidens",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Culex incidens","culex incidens","pending",213,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex modestus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex modestus",TRUE,TRUE,TRUE,"confirmed","review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","primary_vector","field_detection_only",FALSE,"Culex modestus","culex modestus","pending",214,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex molestus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex molestus",TRUE,TRUE,FALSE,"candidate","review","lit_review",TRUE,"blood_meal","","","","","",FALSE,"Culex molestus","culex molestus","pending",215,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex neavei group",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","group","culex neavei group",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Culex neavei group","culex neavei group","pending",216,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex nigripalpus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex nigripalpus",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Culex nigripalpus","culex nigripalpus","pending",217,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex perexiguus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex perexiguus",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"blood_meal","competent","yes","","primary_vector","field_detection_only",FALSE,"Culex perexiguus","culex perexiguus","pending",218,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pervigilans",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex pervigilans",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Culex pervigilans","culex pervigilans","pending",219,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex pipiens",TRUE,TRUE,TRUE,"confirmed","review","EFSA; lit_review",TRUE,"blood_meal","mixed","mixed","","primary_vector","field_detection_only|population_dependent",FALSE,"Culex pipiens","culex pipiens","pending",220,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens biotype molestus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","infraspecific","culex pipiens biotype molestus",TRUE,FALSE,TRUE,"probable","review","EFSA; lit_review",,"","mixed","mixed","","","mixed_or_debated_evidence|strain_dependent|temperature_dependent",FALSE,"Culex pipiens biotype molestus","culex pipiens biotype molestus","pending",221,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens biotype molestus x culex quinquefasciatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","hybrid","culex pipiens biotype molestus x culex quinquefasciatus",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Culex pipiens biotype molestus x culex quinquefasciatus","culex pipiens biotype molestus x culex quinquefasciatus","pending",222,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens biotype pipiens",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","infraspecific","culex pipiens biotype pipiens",TRUE,FALSE,TRUE,"probable","review","EFSA; lit_review",,"","competent","yes","","","strain_dependent",FALSE,"Culex pipiens biotype pipiens","culex pipiens biotype pipiens","pending",223,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens biotype pipiens x biotype molestus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","hybrid","culex pipiens biotype pipiens x biotype molestus",TRUE,FALSE,TRUE,"candidate","efsa_appendix_g","EFSA",,"","mixed","mixed","","","mixed_or_debated_evidence|temperature_dependent",FALSE,"Culex pipiens biotype pipiens x biotype molestus","culex pipiens biotype pipiens x biotype molestus","pending",224,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens biotype pipiens x culex quinquefasciatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","hybrid","culex pipiens biotype pipiens x culex quinquefasciatus",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Culex pipiens biotype pipiens x culex quinquefasciatus","culex pipiens biotype pipiens x culex quinquefasciatus","pending",225,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
