"analysis_unit_id","readiness_disease_name","disease_name","species_name","tax_id","species_role","sdm_needed_for_disease","host_role_assignment","host_role_confidence","host_role_needs_manual_review","host_role_assignment_status","sdm_available","sdm_species","recommended_next_action","readiness_blocker","range_limiting_layer","roster_vector_rows","vector_sdm_species_available","direct_vector_species_or_taxa","direct_vector_confirmed_rows","direct_vector_probable_rows","direct_vector_candidate_rows","direct_vector_competent_rows","direct_vector_transmission_yes_rows","direct_vector_natural_infection_yes_rows","genbank_distinct_countries_or_territories","who_don_distinct_countries","tax_id_vector","vector_group","vector_taxon_rank","vector_join_key","has_disease_vector_evidence","has_host_vector_evidence","has_competence_evidence","best_evidence_level","best_evidence_basis","vector_record_sources","bites_humans","bites_humans_basis","vector_competence_status","transmission_demonstrated","natural_infection_reported","vector_role_hint","uncertainty_reason","taxonomy_caution","species_name_canonical","species_key","run_status","run_priority","occurrence_method","gbif_occurrence_method","start_year","end_year","min_points","target_status"
"master_6","West Nile fever","West Nile fever","Culex pipiens pipiens",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","infraspecific","culex pipiens pipiens",TRUE,FALSE,TRUE,"probable","lab","lit_review",,"","mixed","mixed","","","mixed_or_debated_evidence|temperature_dependent",FALSE,"Culex pipiens pipiens","culex pipiens pipiens","pending",226,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens quinquefasciatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","infraspecific","culex pipiens quinquefasciatus",TRUE,FALSE,TRUE,"candidate","lab","lit_review",,"","mixed","mixed","","","population_dependent",FALSE,"Culex pipiens quinquefasciatus","culex pipiens quinquefasciatus","pending",227,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens restuans",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","infraspecific","culex pipiens restuans",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",FALSE,"Culex pipiens restuans","culex pipiens restuans","pending",228,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex pipiens s l",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","sensu_lato","culex pipiens s l",TRUE,FALSE,TRUE,"confirmed","review","EFSA; lit_review",,"","mixed","mixed","yes","bridge_vector|primary_vector","strain_dependent",FALSE,"Culex pipiens s l","culex pipiens s l","pending",229,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex quinquefasciatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex quinquefasciatus",TRUE,TRUE,TRUE,"probable","field+lab","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","candidate_vector|enzootic_vector|primary_vector","",FALSE,"Culex quinquefasciatus","culex quinquefasciatus","pending",230,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex restuans",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex restuans",TRUE,TRUE,FALSE,"probable","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Culex restuans","culex restuans","pending",231,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex salinarius",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex salinarius",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Culex salinarius","culex salinarius","pending",232,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex sitiens",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex sitiens",TRUE,TRUE,TRUE,"candidate","efsa_appendix_g","EFSA; lit_review",TRUE,"blood_meal","unclear","yes","","candidate_vector","low_competence_or_efficiency",FALSE,"Culex sitiens","culex sitiens","pending",233,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex spp",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","genus_only","culex spp",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","","primary_vector","",FALSE,"Culex spp","culex spp","pending",234,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex squamosus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex squamosus",TRUE,FALSE,TRUE,"candidate","field","lit_review",,"","unclear","","","candidate_vector","",FALSE,"Culex squamosus","culex squamosus","pending",235,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex stigmatosoma",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex stigmatosoma",TRUE,TRUE,TRUE,"probable","lab","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","","",FALSE,"Culex stigmatosoma","culex stigmatosoma","pending",236,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex tarsalis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex tarsalis",TRUE,TRUE,TRUE,"confirmed","review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","primary_vector","",FALSE,"Culex tarsalis","culex tarsalis","pending",237,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex thriambus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex thriambus",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",FALSE,"","","","","","",FALSE,"Culex thriambus","culex thriambus","pending",238,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex torrentium",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex torrentium",TRUE,FALSE,TRUE,"probable","review","EFSA; lit_review",,"","competent","yes","","","no_transmission_demonstrated|strain_dependent",FALSE,"Culex torrentium","culex torrentium","pending",239,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex univittatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex univittatus",TRUE,TRUE,FALSE,"probable","efsa_appendix_g","EFSA; lit_review",TRUE,"blood_meal","","","","","",FALSE,"Culex univittatus","culex univittatus","pending",240,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culex vansomereni",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culex vansomereni",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Culex vansomereni","culex vansomereni","pending",241,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culiseta inornata",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culiseta inornata",TRUE,TRUE,TRUE,"candidate","lab","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","secondary_vector","",FALSE,"Culiseta inornata","culiseta inornata","pending",242,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Culiseta melanura",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","culiseta melanura",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",FALSE,"","","","","","",FALSE,"Culiseta melanura","culiseta melanura","pending",243,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Ochlerotatus caspius",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","ochlerotatus caspius",TRUE,FALSE,TRUE,"weak","field","lit_review",,"","unclear","","","","field_detection_only",FALSE,"Ochlerotatus caspius","ochlerotatus caspius","pending",244,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Ochlerotatus dorsalis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","ochlerotatus dorsalis",TRUE,FALSE,TRUE,"candidate","lab","lit_review",,"","competent","yes","","","low_competence_or_efficiency",FALSE,"Ochlerotatus dorsalis","ochlerotatus dorsalis","pending",245,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Ochlerotatus melanimon",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","ochlerotatus melanimon",TRUE,FALSE,TRUE,"candidate","lab","lit_review",,"","competent","yes","","","low_competence_or_efficiency",FALSE,"Ochlerotatus melanimon","ochlerotatus melanimon","pending",246,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Ochlerotatus sierrensis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","ochlerotatus sierrensis",TRUE,FALSE,TRUE,"weak","lab","lit_review",,"","competent","yes","","","low_competence_or_efficiency",FALSE,"Ochlerotatus sierrensis","ochlerotatus sierrensis","pending",247,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Verrallina carmenti",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","verrallina carmenti",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Verrallina carmenti","verrallina carmenti","pending",248,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Verrallina funerea",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","verrallina funerea",TRUE,TRUE,FALSE,"candidate","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","","",FALSE,"Verrallina funerea","verrallina funerea","pending",249,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_6","West Nile fever","West Nile fever","Verrallina lineato",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",75,0,75,9,10,52,20,21,1,73,4,,"mosquito","species","verrallina lineato",TRUE,FALSE,FALSE,"candidate","efsa_appendix_g","EFSA",,"","","","","","",TRUE,"Verrallina lineato","verrallina lineato","pending",250,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes aegypti",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes aegypti",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"blood_meal","mixed","mixed","no","primary_vector|urban_vector","mixed_or_debated_evidence|population_dependent|strain_dependent",FALSE,"Aedes aegypti","aedes aegypti","pending",251,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes africanus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes africanus",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"blood_meal","competent","yes","","primary_vector|sylvatic_vector","",FALSE,"Aedes africanus","aedes africanus","pending",252,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes albopictus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes albopictus",TRUE,TRUE,TRUE,"confirmed","lab","lit_review",TRUE,"blood_meal","mixed","mixed","no","bridge_vector","",FALSE,"Aedes albopictus","aedes albopictus","pending",253,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes bromeliae",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes bromeliae",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","","bridge_vector|semidomestic_vector","",FALSE,"Aedes bromeliae","aedes bromeliae","pending",254,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes centropunctatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes centropunctatus",TRUE,FALSE,TRUE,"candidate","review","lit_review",,"","unclear","","yes","","field_detection_only",FALSE,"Aedes centropunctatus","aedes centropunctatus","pending",255,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes dalzieli",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes dalzieli",TRUE,FALSE,TRUE,"candidate","review","lit_review",,"","unclear","","yes","","field_detection_only",FALSE,"Aedes dalzieli","aedes dalzieli","pending",256,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes furcifer",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes furcifer",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","yes","bridge_vector|primary_vector|semidomestic_vector|sylvatic_vector","field_detection_only",FALSE,"Aedes furcifer","aedes furcifer","pending",257,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes furcifer taylori",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","infraspecific","aedes furcifer taylori",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","","primary_vector|sylvatic_vector","",FALSE,"Aedes furcifer taylori","aedes furcifer taylori","pending",258,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes keniensis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes keniensis",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","","bridge_vector","",FALSE,"Aedes keniensis","aedes keniensis","pending",259,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes luteocephalus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes luteocephalus",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","","primary_vector|semidomestic_vector|sylvatic_vector","",FALSE,"Aedes luteocephalus","aedes luteocephalus","pending",260,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes mcintoshi",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes mcintoshi",TRUE,TRUE,TRUE,"candidate","review","lit_review",TRUE,"blood_meal","unclear","","yes","","field_detection_only",FALSE,"Aedes mcintoshi","aedes mcintoshi","pending",261,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes metallicus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes metallicus",TRUE,FALSE,TRUE,"confirmed","review","lit_review",FALSE,"","competent","yes","","primary_vector|sylvatic_vector","",FALSE,"Aedes metallicus","aedes metallicus","pending",262,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes opok",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes opok",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","","primary_vector|sylvatic_vector","",FALSE,"Aedes opok","aedes opok","pending",263,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes scapularis",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes scapularis",TRUE,TRUE,TRUE,"candidate","field","lit_review",TRUE,"blood_meal","unclear","","yes","secondary_vector","",FALSE,"Aedes scapularis","aedes scapularis","pending",264,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes simpsoni",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes simpsoni",TRUE,FALSE,TRUE,"confirmed","review","lit_review",,"","competent","yes","","sylvatic_vector","",FALSE,"Aedes simpsoni","aedes simpsoni","pending",265,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes simpsoni complex",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","complex","aedes simpsoni complex",TRUE,FALSE,TRUE,"candidate","review","lit_review",,"","unclear","","","","",FALSE,"Aedes simpsoni complex","aedes simpsoni complex","pending",266,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes taeniorhynchus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes taeniorhynchus",TRUE,TRUE,TRUE,"candidate","field","lit_review",TRUE,"blood_meal","unclear","","yes","secondary_vector","",FALSE,"Aedes taeniorhynchus","aedes taeniorhynchus","pending",267,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes taylori",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes taylori",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"blood_meal","competent","yes","","primary_vector|sylvatic_vector","",FALSE,"Aedes taylori","aedes taylori","pending",268,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Aedes vittatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","aedes vittatus",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"blood_meal","competent","yes","","bridge_vector|primary_vector|sylvatic_vector","",FALSE,"Aedes vittatus","aedes vittatus","pending",269,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Anopheles funestus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","anopheles funestus",TRUE,TRUE,TRUE,"candidate","review","lit_review",TRUE,"blood_meal","unclear","","yes","","field_detection_only",FALSE,"Anopheles funestus","anopheles funestus","pending",270,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Haemagogus capricorni",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","haemagogus capricorni",TRUE,FALSE,TRUE,"probable","review","lit_review",,"","competent","yes","","sylvatic_vector","",FALSE,"Haemagogus capricorni","haemagogus capricorni","pending",271,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Haemagogus equines",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","haemagogus equines",TRUE,FALSE,TRUE,"probable","review","lit_review",,"","competent","yes","","sylvatic_vector","",FALSE,"Haemagogus equines","haemagogus equines","pending",272,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Haemagogus janthinomys",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","haemagogus janthinomys",TRUE,TRUE,TRUE,"confirmed","field","lit_review",TRUE,"blood_meal","competent","yes","yes","primary_vector|sylvatic_vector","",FALSE,"Haemagogus janthinomys","haemagogus janthinomys","pending",273,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Haemagogus leucocelaenus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","haemagogus leucocelaenus",TRUE,TRUE,TRUE,"confirmed","field","lit_review",TRUE,"blood_meal","competent","yes","yes","primary_vector|sylvatic_vector","",FALSE,"Haemagogus leucocelaenus","haemagogus leucocelaenus","pending",274,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Haemagogus mesodentatus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","haemagogus mesodentatus",TRUE,FALSE,TRUE,"probable","review","lit_review",,"","competent","yes","","sylvatic_vector","",FALSE,"Haemagogus mesodentatus","haemagogus mesodentatus","pending",275,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Haemagogus spegazzinii",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","haemagogus spegazzinii",TRUE,FALSE,TRUE,"probable","review","lit_review",,"","competent","yes","","sylvatic_vector","",FALSE,"Haemagogus spegazzinii","haemagogus spegazzinii","pending",276,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Sabethes albipivus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","sabethes albipivus",TRUE,FALSE,FALSE,"confirmed","review","lit_review",,"","","","","","",FALSE,"Sabethes albipivus","sabethes albipivus","pending",277,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Sabethes chloropterus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","sabethes chloropterus",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"blood_meal","competent","yes","yes","secondary_vector|sylvatic_vector","",FALSE,"Sabethes chloropterus","sabethes chloropterus","pending",278,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Sabethes cyaneus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","sabethes cyaneus",TRUE,FALSE,FALSE,"probable","review","lit_review",,"","","","","","",FALSE,"Sabethes cyaneus","sabethes cyaneus","pending",279,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_5","Yellow fever","Yellow fever","Sabethes soperi",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","host_and_vector",30,0,30,18,7,7,20,20,10,42,34,,"mosquito","species","sabethes soperi",TRUE,FALSE,FALSE,"probable","review","lit_review",,"","","","","","",FALSE,"Sabethes soperi","sabethes soperi","pending",280,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_3","Zika virus disease","Zika virus disease","Aedes aegypti",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",56,0,56,7,7,27,4,7,11,78,14,,"mosquito","species","aedes aegypti",TRUE,TRUE,TRUE,"confirmed","review","lit_review",TRUE,"blood_meal","mixed","mixed","yes","primary_vector|urban_vector","temperature_dependent",FALSE,"Aedes aegypti","aedes aegypti","pending",281,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
"master_3","Zika virus disease","Zika virus disease","Aedes africanus",,"vector","yes","","",,"",FALSE,"","find_or_build_vector_sdm","missing_required_vector_sdm","vector",56,0,56,7,7,27,4,7,11,78,14,,"mosquito","species","aedes africanus",TRUE,TRUE,TRUE,"probable","review","lit_review",TRUE,"blood_meal","unclear","","yes","","field_detection_only",FALSE,"Aedes africanus","aedes africanus","pending",282,"combined","gbif-download",1970,2026,20,"needs_vector_sdm"
