Host,Virus,PHEIC risk,Pathogens,Disease_name,previous_name,msl39_viral_name,in_gibb_etal,in_empres_i,Virion_VirusName,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,VirusTaxID,VirusGenus,VirusFamily,VirusOrder,VirusClass,DetectionMethod,HostFlagID,high_quality_detection,downstream_default_include,downstream_review_reason
panthera leo,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,83386,panthera,felidae,carnivora,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus sinicus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,89399,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus pusillus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,159858,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus monoceros,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,169756,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hipposideros armiger,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,186990,hipposideros,hipposideridae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hipposideros armiger,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,186991,hipposideros,hipposideridae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
aselliscus stoliczkanus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,188568,aselliscus,hipposideridae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hipposideros pratti,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,188569,hipposideros,hipposideridae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus pearsonii,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,188571,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus rex,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,188572,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus cornutus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,196296,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus macrotis,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,196889,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lasiurus borealis,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,258930,lasiurus,vespertilionidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
prionailurus bengalensis,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,300877,prionailurus,felidae,carnivora,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hipposideros pomona,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,334201,hipposideros,hipposideridae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
submyotodon latirostris,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,385037,submyotodon,vespertilionidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
panthera tigris,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,419130,panthera,felidae,carnivora,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
panthera pardus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,421001,panthera,felidae,carnivora,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus stheno,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,430491,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
neogale vison,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,452646,neogale,mustelidae,carnivora,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus thomasi,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,476589,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
kerivoula furva,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,2015597,kerivoula,vespertilionidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus sp.,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,3075052,rhinolophus,rhinolophidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
mops plicatus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,betacoronavirus pandemicum,3370289,mops,molossidae,chiroptera,mammalia,3418604,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rousettus leschenaultii,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9408,rousettus,pteropodidae,chiroptera,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
chlorocebus aethiops,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9534,chlorocebus,cercopithecidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
homo sapiens,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
homo sapiens,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
homo sapiens,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
homo sapiens,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vulpes vulpes,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9627,vulpes,canidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
paguma larvata,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9675,paguma,viverridae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
paguma larvata,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9675,paguma,viverridae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
paguma larvata,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9675,paguma,viverridae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
felis catus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9685,felis,felidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sus scrofa,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9823,sus,suidae,artiodactyla,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
mus musculus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,10090,mus,muridae,rodentia,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
nyctereutes procyonoides,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,34880,nyctereutes,canidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
nyctereutes procyonoides,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,34880,nyctereutes,canidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rhinolophus affinis,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,59477,rhinolophus,rhinolophidae,chiroptera,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rhinolophus affinis,severe acute respiratory syndrome-related coronavirus,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,59477,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus ferrumequinum,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,59479,rhinolophus,rhinolophidae,chiroptera,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rhinolophus ferrumequinum,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,59479,rhinolophus,rhinolophidae,chiroptera,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus ferrumequinum,severe acute respiratory syndrome-related coronavirus,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,59479,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rattus losea,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,69075,rattus,muridae,rodentia,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus sinicus,betacoronavirus pandemicum,High,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,89399,rhinolophus,rhinolophidae,chiroptera,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
