vector_modelling_feature_id,disease_name,species_role,species_name,tax_id,vector_group,vector_taxon_rank,vector_join_key,best_evidence_level,best_evidence_basis,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,bites_humans,bites_humans_known,bites_humans_true,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,taxonomy_ok,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,vector_evidence_missingness_reason,feature_rule_version
plague|thrassis arizonensis|NA,Plague,vector,thrassis arizonensis,,flea,species,thrassis arizonensis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|thrassis bacchi|NA,Plague,vector,thrassis bacchi,,flea,species,thrassis bacchi,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,competent,yes,,,FALSE,FALSE,FALSE,FALSE,FALSE,excluded,vector_v0_1,taxonomy_caution; tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|thrassis fotus|NA,Plague,vector,thrassis fotus,,flea,species,thrassis fotus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|thrassis francisi|NA,Plague,vector,thrassis francisi,,flea,species,thrassis francisi,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|thrassis pandorae|NA,Plague,vector,thrassis pandorae,,flea,species,thrassis pandorae,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|xenopsylla astia|NA,Plague,vector,xenopsylla astia,,flea,species,xenopsylla astia,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|xenopsylla brasiliensis|NA,Plague,vector,xenopsylla brasiliensis,,flea,species,xenopsylla brasiliensis,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
plague|xenopsylla cheopis|NA,Plague,vector,xenopsylla cheopis,,flea,species,xenopsylla cheopis,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
rift valley fever|aedes aedimorphus dentatus|NA,Rift Valley fever,vector,aedes aedimorphus dentatus,,mosquito,infraspecific,aedes aedimorphus dentatus,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
rift valley fever|aedes aedimorphus vexans arabiensis|NA,Rift Valley fever,vector,aedes aedimorphus vexans arabiensis,,mosquito,infraspecific,aedes aedimorphus vexans arabiensis,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,maintenance_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown,vector_tier_rules_v0_1
rift valley fever|aedes aegypti|NA,Rift Valley fever,vector,aedes aegypti,,mosquito,species,aedes aegypti,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,candidate_vector|primary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
rift valley fever|aedes africanus|NA,Rift Valley fever,vector,aedes africanus,,mosquito,species,aedes africanus,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|aedes albopictus|NA,Rift Valley fever,vector,aedes albopictus,,mosquito,species,aedes albopictus,probable,lab; review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes atlanticus|NA,Rift Valley fever,vector,aedes atlanticus,,mosquito,species,aedes atlanticus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes calceatus|NA,Rift Valley fever,vector,aedes calceatus,,mosquito,species,aedes calceatus,weak,lab,TRUE,FALSE,TRUE,,FALSE,FALSE,not_competent,no,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes canadensis|NA,Rift Valley fever,vector,aedes canadensis,,mosquito,species,aedes canadensis,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes cantator|NA,Rift Valley fever,vector,aedes cantator,,mosquito,species,aedes cantator,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes caspius|NA,Rift Valley fever,vector,aedes caspius,,mosquito,species,aedes caspius,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes circumluteolus|NA,Rift Valley fever,vector,aedes circumluteolus,,mosquito,species,aedes circumluteolus,confirmed; probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,yes,maintenance_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown,vector_tier_rules_v0_1
rift valley fever|aedes detritus|NA,Rift Valley fever,vector,aedes detritus,,mosquito,species,aedes detritus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes durbanensis|NA,Rift Valley fever,vector,aedes durbanensis,,mosquito,species,aedes durbanensis,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|aedes excrucians|NA,Rift Valley fever,vector,aedes excrucians,,mosquito,species,aedes excrucians,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes japonicus japonicus|NA,Rift Valley fever,vector,aedes japonicus japonicus,,mosquito,infraspecific,aedes japonicus japonicus,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes mcintoshi|NA,Rift Valley fever,vector,aedes mcintoshi,,mosquito,species,aedes mcintoshi,confirmed; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,maintenance_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
rift valley fever|aedes melanimon|NA,Rift Valley fever,vector,aedes melanimon,,mosquito,species,aedes melanimon,candidate,efsa_appendix_g,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes ochraceus|NA,Rift Valley fever,vector,aedes ochraceus,,mosquito,species,aedes ochraceus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|aedes palpalis|NA,Rift Valley fever,vector,aedes palpalis,,mosquito,species,aedes palpalis,probable,lab,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes palpalis group|NA,Rift Valley fever,vector,aedes palpalis group,,mosquito,group,aedes palpalis group,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
rift valley fever|aedes pembaensis|NA,Rift Valley fever,vector,aedes pembaensis,,mosquito,species,aedes pembaensis,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|aedes sollicitans|NA,Rift Valley fever,vector,aedes sollicitans,,mosquito,species,aedes sollicitans,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes spp|NA,Rift Valley fever,vector,aedes spp,,mosquito,genus_only,aedes spp,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|aedes sudanensis|NA,Rift Valley fever,vector,aedes sudanensis,,mosquito,species,aedes sudanensis,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|aedes taeniorhynchus|NA,Rift Valley fever,vector,aedes taeniorhynchus,,mosquito,species,aedes taeniorhynchus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
rift valley fever|aedes triseriatus|NA,Rift Valley fever,vector,aedes triseriatus,,mosquito,species,aedes triseriatus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes vexans|NA,Rift Valley fever,vector,aedes vexans,,mosquito,species,aedes vexans,probable,field+lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|aedes vexans meigen|NA,Rift Valley fever,vector,aedes vexans meigen,,mosquito,infraspecific,aedes vexans meigen,probable,field+lab,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|amblyomma variegatum|NA,Rift Valley fever,vector,amblyomma variegatum,,tick,species,amblyomma variegatum,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles bradleyi crucians|NA,Rift Valley fever,vector,anopheles bradleyi crucians,,mosquito,infraspecific,anopheles bradleyi crucians,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles coustani|NA,Rift Valley fever,vector,anopheles coustani,,mosquito,species,anopheles coustani,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles funestus|NA,Rift Valley fever,vector,anopheles funestus,,mosquito,species,anopheles funestus,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles gambiae|NA,Rift Valley fever,vector,anopheles gambiae,,mosquito,species,anopheles gambiae,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles gambiae arabiensis|NA,Rift Valley fever,vector,anopheles gambiae arabiensis,,mosquito,infraspecific,anopheles gambiae arabiensis,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles gambiae sensu lato|NA,Rift Valley fever,vector,anopheles gambiae sensu lato,,mosquito,sensu_lato,anopheles gambiae sensu lato,candidate,field,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles pharoensis|NA,Rift Valley fever,vector,anopheles pharoensis,,mosquito,species,anopheles pharoensis,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles rufipes|NA,Rift Valley fever,vector,anopheles rufipes,,mosquito,species,anopheles rufipes,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles spp|NA,Rift Valley fever,vector,anopheles spp,,mosquito,genus_only,anopheles spp,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles squamosus|NA,Rift Valley fever,vector,anopheles squamosus,,mosquito,species,anopheles squamosus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|anopheles ziemanni|NA,Rift Valley fever,vector,anopheles ziemanni,,mosquito,species,anopheles ziemanni,candidate,field,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|coquillettidia perturbans|NA,Rift Valley fever,vector,coquillettidia perturbans,,mosquito,species,coquillettidia perturbans,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex annulioris|NA,Rift Valley fever,vector,culex annulioris,,mosquito,species,culex annulioris,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|culex antennatus|NA,Rift Valley fever,vector,culex antennatus,,mosquito,species,culex antennatus,candidate; confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
rift valley fever|culex bitaeniorhynchus|NA,Rift Valley fever,vector,culex bitaeniorhynchus,,mosquito,species,culex bitaeniorhynchus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|culex erraticus|NA,Rift Valley fever,vector,culex erraticus,,mosquito,species,culex erraticus,candidate,efsa_appendix_g,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex erythrothorax|NA,Rift Valley fever,vector,culex erythrothorax,,mosquito,species,culex erythrothorax,candidate,efsa_appendix_g,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex neavei|NA,Rift Valley fever,vector,culex neavei,,mosquito,species,culex neavei,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|culex nigripalpus|NA,Rift Valley fever,vector,culex nigripalpus,,mosquito,species,culex nigripalpus,candidate,efsa_appendix_g,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,not_competent,no,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex pipiens|NA,Rift Valley fever,vector,culex pipiens,,mosquito,species,culex pipiens,confirmed; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,candidate_vector|primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
rift valley fever|culex pipiens biotype molestus|NA,Rift Valley fever,vector,culex pipiens biotype molestus,,mosquito,infraspecific,culex pipiens biotype molestus,candidate,efsa_appendix_g,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,broad,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex pipiens biotype pipiens|NA,Rift Valley fever,vector,culex pipiens biotype pipiens,,mosquito,infraspecific,culex pipiens biotype pipiens,candidate,efsa_appendix_g,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,broad,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex pipiens biotype pipiens x biotype molestus|NA,Rift Valley fever,vector,culex pipiens biotype pipiens x biotype molestus,,mosquito,hybrid,culex pipiens biotype pipiens x biotype molestus,candidate,efsa_appendix_g,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,broad,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex pipiens complex|NA,Rift Valley fever,vector,culex pipiens complex,,mosquito,complex,culex pipiens complex,candidate,field,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|culex pipiens form molestus|NA,Rift Valley fever,vector,culex pipiens form molestus,,mosquito,infraspecific,culex pipiens form molestus,weak,lab,TRUE,FALSE,TRUE,,FALSE,FALSE,not_competent,no,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex pipiens hybrid form|NA,Rift Valley fever,vector,culex pipiens hybrid form,,mosquito,infraspecific,culex pipiens hybrid form,probable,lab,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex pipiens s l|NA,Rift Valley fever,vector,culex pipiens s l,,mosquito,sensu_lato,culex pipiens s l,candidate,efsa_appendix_g,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,broad,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex poicilipes|NA,Rift Valley fever,vector,culex poicilipes,,mosquito,species,culex poicilipes,confirmed; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,candidate_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
rift valley fever|culex poicilipes theobald|NA,Rift Valley fever,vector,culex poicilipes theobald,,mosquito,infraspecific,culex poicilipes theobald,confirmed,field+lab,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex quinquefasciatus|NA,Rift Valley fever,vector,culex quinquefasciatus,,mosquito,species,culex quinquefasciatus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,not_competent,no,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
rift valley fever|culex quinquefasciatus say|NA,Rift Valley fever,vector,culex quinquefasciatus say,,mosquito,infraspecific,culex quinquefasciatus say,candidate,lab,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex salinarius|NA,Rift Valley fever,vector,culex salinarius,,mosquito,species,culex salinarius,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex spp|NA,Rift Valley fever,vector,culex spp,,mosquito,genus_only,culex spp,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|culex tarsalis|NA,Rift Valley fever,vector,culex tarsalis,,mosquito,species,culex tarsalis,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex territans|NA,Rift Valley fever,vector,culex territans,,mosquito,species,culex territans,candidate,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|culex theileri|NA,Rift Valley fever,vector,culex theileri,,mosquito,species,culex theileri,candidate; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
rift valley fever|culex tritaeniorhynchus|NA,Rift Valley fever,vector,culex tritaeniorhynchus,,mosquito,species,culex tritaeniorhynchus,candidate; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,candidate_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
