disease_name,species_name,tax_id,species_role,disease_has_vector_rows,in_current_role_review_scope,in_gibb_etal,in_empres_i,priority_prototype_status,source_pathogens,host_class,host_order,host_family,host_detection_method,host_role_assignment,host_role_confidence,host_role_needs_manual_review,host_role_assignment_status,vector_group,vector_taxon_rank,vector_join_key,vector_role_assignment,vector_role_confidence,vector_role_needs_manual_review,vector_role_assignment_status,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,best_evidence_level,best_evidence_basis,vector_record_sources,bites_humans,bites_humans_basis,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,uncertainty_reason,taxonomy_caution
Influenza (H5N1 avian influenza),Enicognathus leptorhynchus,345190,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,psittaciformes,psittacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Equus,46122,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Equus asinus,9793,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,perissodactyla,equidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Equus caballus,9796,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,perissodactyla,equidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Equus ferus,1114792,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,perissodactyla,equidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Equus przewalskii,9798,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Eupodotis senegalensis,89385,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,otidiformes,otididae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Falco cherrug,345164,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,falconiformes,falconidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Falco naumanni,148594,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,falconiformes,falconidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Falco peregrinus,8954,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,falconiformes,falconidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Falco rusticolus,120794,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,falconiformes,falconidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Falco sparverius,56350,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,falconiformes,falconidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Falco tinnunculus,100819,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,falconiformes,falconidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Felis catus,9685,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,carnivora,felidae,Isolation/Observation; PCR/Sequencing,susceptible_host_only,medium,TRUE,draft_source_backed,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Francolinus pintadeanus,472989,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,galliformes,phasianidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fratercula arctica,28701,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,alcidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fratercula corniculata,28702,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,alcidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fregata magnificens,37042,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,suliformes,fregatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fringilla montifringilla,36255,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,fringillidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fulica americana,81903,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,rallidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fulica armillata,555254,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,rallidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fulica atra,9121,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,rallidae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fulica rufifrons,555257,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,rallidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Fulmarus glacialis,30455,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,procellariiformes,procellariidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gallicrex cinerea,261967,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,rallidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gallinago gallinago,107377,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,scolopacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gallinula chloropus,9123,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,rallidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gallus gallus,9031,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,galliformes,phasianidae,Isolation/Observation; Not specified; PCR/Sequencing,amplifying_host,medium,TRUE,draft_needs_review,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Garrulax canorus,238855,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,leiotrichidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gavia immer,37039,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gaviiformes,gaviidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Geopelia placida,471127,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,columbiformes,columbidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Geothlypis tolmiei,142474,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,parulidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Globicephala melas,9731,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,artiodactyla,delphinidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gracula religiosa,116992,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,sturnidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Grus japonensis,30415,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,gruidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Grus monacha,40818,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,gruidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Grus nigricollis,40817,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,gruiformes,gruidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gymnogyps californianus,33616,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,cathartiformes,cathartidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Gyps fulvus,36247,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,accipitriformes,accipitridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Haematopus ater,185689,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,haematopodidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Haematopus moquini,2587770,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,haematopodidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Haematopus palliatus,279960,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,haematopodidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Haliaeetus albicilla,8969,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,accipitriformes,accipitridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Haliaeetus leucocephalus,52644,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,accipitriformes,accipitridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Haliaeetus pelagicus,52647,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,accipitriformes,accipitridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Halichoerus grypus,9711,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,carnivora,phocidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Heteronetta atricapilla,555264,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Himantopus himantopus,225398,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,recurvirostridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Himantopus himantopus,507595,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,recurvirostridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Himantopus mexicanus,227231,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Hirundo rustica,43150,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,hirundinidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Histrionicus histrionicus,68165,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Homo sapiens,9606,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,Isolation/Observation; Not specified; PCR/Sequencing,incidental_host,high,FALSE,draft_source_backed,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Hydroprogne caspia,425641,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Ichthyaetus ichthyaetus,126702,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Ichthyaetus melanocephalus,1288290,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Icteria virens,135437,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,icteridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Ixobrychus eurhythmus,670346,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,pelecaniformes,ardeidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Junco hyemalis,40217,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,passerellidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Lagenorhynchus acutus,3371109,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Lanius schach,276763,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,laniidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larosterna inca,297811,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus argentatus,35669,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus armenicus,119635,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus belcheri,328041,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus cachinnans,119609,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus californicus,126681,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus canus,28681,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus crassirostris,179808,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus delawarensis,126683,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus dominicanus,37036,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus fuscus,8915,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus glaucescens,119606,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus glaucoides,118194,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus glaucoides thayeri,126718,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus hyperboreus,119637,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus marinus,8912,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus michahellis,119627,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus occidentalis,126713,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus schistisagus,119607,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus smithsonianus,243888,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Larus vegae,119608,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Leiothrix argentauris,201335,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,leiotrichidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Leiothrix lutea,36275,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),aves,passeriformes,leiotrichidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Leopardus geoffroyi,46844,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Leptailurus serval,61405,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Leptoptilos crumenifer,3150064,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
Influenza (H5N1 avian influenza),Leucocarbo bougainvilliorum,146616,host,FALSE,TRUE,TRUE,TRUE,both,Alphainfluenzavirus influenzae (H5N1),,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
