role_modelling_feature_id,disease_name,species_role,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_direct_detection_supported,host_role_assignment,host_role_confidence,host_role_assignment_status,host_role_needs_manual_review,modelling_role_proxy,modelling_role_proxy_basis,modelling_role_proxy_confidence,modelling_role_proxy_rule_id,modelling_role_proxy_needs_review,host_role_bucket,host_role_evidence_basis,host_role_weight,role_proxy_applied,group_proxy_applied,profile_group_proxy,feature_rule_version,taxonomy_ok,host_detection_tier,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,host_evidence_missingness_reason
influenza h7n9 avian influenza|larus marinus|8912,Influenza (H7N9 avian influenza),host,Larus marinus,8912,aves,charadriiformes,laridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|larus michahellis|119627,Influenza (H7N9 avian influenza),host,Larus michahellis,119627,aves,charadriiformes,laridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|larus occidentalis|126713,Influenza (H7N9 avian influenza),host,Larus occidentalis,126713,aves,charadriiformes,laridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|larus schistisagus|119607,Influenza (H7N9 avian influenza),host,Larus schistisagus,119607,aves,charadriiformes,laridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|larus smithsonianus|243888,Influenza (H7N9 avian influenza),host,Larus smithsonianus,243888,aves,charadriiformes,laridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|larus vegae|119608,Influenza (H7N9 avian influenza),host,Larus vegae,119608,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leiothrix argentauris|201335,Influenza (H7N9 avian influenza),host,Leiothrix argentauris,201335,aves,passeriformes,leiotrichidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leiothrix lutea|36275,Influenza (H7N9 avian influenza),host,Leiothrix lutea,36275,aves,passeriformes,leiotrichidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leopardus geoffroyi|46844,Influenza (H7N9 avian influenza),host,Leopardus geoffroyi,46844,mammalia,carnivora,felidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leptailurus serval|61405,Influenza (H7N9 avian influenza),host,Leptailurus serval,61405,mammalia,carnivora,felidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leptoptilos crumenifer|3150064,Influenza (H7N9 avian influenza),host,Leptoptilos crumenifer,3150064,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leucocarbo bougainvilliorum|146616,Influenza (H7N9 avian influenza),host,Leucocarbo bougainvilliorum,146616,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leucocarbo georgianus|732180,Influenza (H7N9 avian influenza),host,Leucocarbo georgianus,732180,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leucophaeus atricilla|126679,Influenza (H7N9 avian influenza),host,Leucophaeus atricilla,126679,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leucophaeus modestus|1471025,Influenza (H7N9 avian influenza),host,Leucophaeus modestus,1471025,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leucophaeus pipixcan|690715,Influenza (H7N9 avian influenza),host,Leucophaeus pipixcan,690715,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|leucophaeus scoresbii|328019,Influenza (H7N9 avian influenza),host,Leucophaeus scoresbii,328019,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|limnodromus griseus|279949,Influenza (H7N9 avian influenza),host,Limnodromus griseus,279949,aves,charadriiformes,scolopacidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|limosa limosa|161680,Influenza (H7N9 avian influenza),host,Limosa limosa,161680,aves,charadriiformes,scolopacidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|linaria flavirostris|90717,Influenza (H7N9 avian influenza),host,Linaria flavirostris,90717,aves,passeriformes,fringillidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lonchura atricapilla|1036803,Influenza (H7N9 avian influenza),host,Lonchura atricapilla,1036803,aves,passeriformes,estrildidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lonchura punctulata|414892,Influenza (H7N9 avian influenza),host,Lonchura punctulata,414892,aves,passeriformes,estrildidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lonchura striata|40157,Influenza (H7N9 avian influenza),host,Lonchura striata,40157,aves,passeriformes,estrildidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lontra felina|76718,Influenza (H7N9 avian influenza),host,Lontra felina,76718,mammalia,carnivora,mustelidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lontra provocax|366500,Influenza (H7N9 avian influenza),host,Lontra provocax,366500,mammalia,carnivora,mustelidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lophodytes cucullatus|279951,Influenza (H7N9 avian influenza),host,Lophodytes cucullatus,279951,aves,anseriformes,anatidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lophura ignita|9044,Influenza (H7N9 avian influenza),host,Lophura ignita,9044,aves,galliformes,phasianidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,galliform_avian_host_group_proxy,avian_influenza_group_rule_galliform_birds,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lophura leucomelanos|140445,Influenza (H7N9 avian influenza),host,Lophura leucomelanos,140445,aves,galliformes,phasianidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,galliform_avian_host_group_proxy,avian_influenza_group_rule_galliform_birds,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lophura nycthemera|9046,Influenza (H7N9 avian influenza),host,Lophura nycthemera,9046,aves,galliformes,phasianidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,galliform_avian_host_group_proxy,avian_influenza_group_rule_galliform_birds,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|lynx rufus|61384,Influenza (H7N9 avian influenza),host,Lynx rufus,61384,mammalia,carnivora,felidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|macaca|9549,Influenza (H7N9 avian influenza),host,Macaca,9549,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|macaca fascicularis|9541,Influenza (H7N9 avian influenza),host,Macaca fascicularis,9541,mammalia,primates,cercopithecidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|macaca mulatta|9544,Influenza (H7N9 avian influenza),host,Macaca mulatta,9544,mammalia,primates,cercopithecidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|macaca nemestrina|9545,Influenza (H7N9 avian influenza),host,Macaca nemestrina,9545,mammalia,primates,cercopithecidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|macaca sylvanus|9546,Influenza (H7N9 avian influenza),host,Macaca sylvanus,9546,mammalia,primates,cercopithecidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|malacorhynchus membranaceus|45646,Influenza (H7N9 avian influenza),host,Malacorhynchus membranaceus,45646,aves,anseriformes,anatidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h7n9 avian influenza|mareca americana|75832,Influenza (H7N9 avian influenza),host,Mareca americana,75832,aves,anseriformes,anatidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
