Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i,modelling_scope_status,modelling_scope_reason,Host_raw,host_name_cleaning_method,source_database,source_assoc_id,source_host_flag_id,host_taxonomy_ready,host_taxonomy_flag,is_human_host,is_model_or_lab_host,is_domestic_or_livestock_hint,host_network_source,source_table,possible_cross_source_duplicate_flag,analysis_unit_id,master_row,disease_master_name,resolved_pathogen_name,host_query_bucket,match_review_flag,shared_species_proxy_flag,match_review_notes,host_count_for_analysis_unit,host_count_flag
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,2929754,Myodes rufocanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,FALSE,FALSE,include,Included in current default modelling scope after transmission-rule review.,Myodes rufocanus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,3371160,Stenocranius gregalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,FALSE,FALSE,include,Included in current default modelling scope after transmission-rule review.,Stenocranius gregalis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8406,Pelophylax ridibundus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,amphibia,ranidae,anura,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Pelophylax ridibundus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8406,Pelophylax ridibundus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,amphibia,ranidae,anura,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Pelophylax ridibundus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8496,Alligator mississippiensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,reptilia,alligatoridae,crocodylia,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Alligator mississippiensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8839,Anas platyrhynchos,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Anas platyrhynchos,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,TRUE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8843,Anser anser,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Anser anser,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8843,Anser anser,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Anser anser,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8853,Branta canadensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Branta canadensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8853,Branta canadensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Branta canadensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8909,Vanellus spinosus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,charadriidae,charadriiformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Vanellus spinosus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8928,Ciconia ciconia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,ciconiidae,ciconiiformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Ciconia ciconia,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8932,Columba livia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,columbidae,columbiformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Columba livia,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8932,Columba livia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,columbidae,columbiformes,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Columba livia,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8932,Columba livia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,columbidae,columbiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Columba livia,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8953,Falco columbarius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,falconidae,falconiformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Falco columbarius,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8953,Falco columbarius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,falconidae,falconiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Falco columbarius,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8957,Astur gentilis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,,,,,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Astur gentilis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8957,Astur gentilis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Astur gentilis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8959,Aegypius monachus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,accipitridae,accipitriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Aegypius monachus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8962,Aquila chrysaetos,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,accipitridae,accipitriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Aquila chrysaetos,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8962,Aquila chrysaetos,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,accipitridae,accipitriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Aquila chrysaetos,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,8969,Haliaeetus albicilla,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,accipitridae,accipitriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Haliaeetus albicilla,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9000,Bonasa umbellus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Bonasa umbellus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9000,Bonasa umbellus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Bonasa umbellus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9002,Centrocercus urophasianus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Centrocercus urophasianus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9031,Gallus gallus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Gallus gallus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,TRUE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9031,Gallus gallus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Gallus gallus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,TRUE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9031,Gallus gallus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Gallus gallus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,TRUE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9040,Lophophorus impejanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Lophophorus impejanus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9054,Phasianus colchicus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Phasianus colchicus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9103,Meleagris gallopavo,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Meleagris gallopavo,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,TRUE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9121,Fulica atra,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,rallidae,gruiformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Fulica atra,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9172,Sturnus vulgaris,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,sturnidae,passeriformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Sturnus vulgaris,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9187,Turdus merula,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Turdus merula,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9187,Turdus merula,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Turdus merula,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9188,Turdus migratorius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Turdus migratorius,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9188,Turdus migratorius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Turdus migratorius,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9188,Turdus migratorius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Turdus migratorius,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9209,Phalacrocorax carbo,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phalacrocoracidae,suliformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Phalacrocorax carbo,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9209,Phalacrocorax carbo,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phalacrocoracidae,suliformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Phalacrocorax carbo,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9217,Phoenicopterus ruber,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phoenicopteridae,phoenicopteriformes,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Phoenicopterus ruber,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9267,Didelphis virginiana,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,didelphidae,didelphimorphia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Didelphis virginiana,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9402,Pteropus alecto,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,pteropodidae,chiroptera,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Pteropus alecto,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9407,Rousettus aegyptiacus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,pteropodidae,chiroptera,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Rousettus aegyptiacus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9408,Rousettus leschenaultii,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,pteropodidae,chiroptera,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Rousettus leschenaultii,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9408,Rousettus leschenaultii,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,pteropodidae,chiroptera,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Rousettus leschenaultii,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9408,Rousettus leschenaultii,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,pteropodidae,chiroptera,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Rousettus leschenaultii,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9438,Tadarida brasiliensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,molossidae,chiroptera,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Tadarida brasiliensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9447,lemur catta,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,,,,,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,lemur catta,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9453,lepilemur mustelinus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,,,,,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,lepilemur mustelinus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9472,perodicticus potto,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,,,,,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,perodicticus potto,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9531,Cercocebus atys,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Cercocebus atys,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9538,Erythrocebus patas,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Erythrocebus patas,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9542,Macaca fuscata,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Macaca fuscata,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9544,Macaca mulatta,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Macaca mulatta,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9545,Macaca nemestrina,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Macaca nemestrina,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9546,Macaca sylvanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,Isolation/Observation,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Macaca sylvanus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9552,macaca sinica,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,,,,,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,macaca sinica,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,TRUE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Orthoflavivirus nilense,11082,High,West Nile fever,9598,Pan troglodytes,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,hominidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Pan troglodytes,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
