Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i,modelling_scope_status,modelling_scope_reason,Host_raw,host_name_cleaning_method,source_database,source_assoc_id,source_host_flag_id,host_taxonomy_ready,host_taxonomy_flag,is_human_host,is_model_or_lab_host,is_domestic_or_livestock_hint,host_network_source,source_table,possible_cross_source_duplicate_flag,analysis_unit_id,master_row,disease_master_name,resolved_pathogen_name,host_query_bucket,match_review_flag,shared_species_proxy_flag,match_review_notes,host_count_for_analysis_unit,host_count_flag
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),81903,Fulica americana,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,rallidae,gruiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Fulica americana,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),84782,Quiscalus quiscula,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,icteridae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Quiscalus quiscula,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),85066,Corvus brachyrhynchos,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,corvidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Corvus brachyrhynchos,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),89385,Eupodotis senegalensis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,otididae,otidiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Eupodotis senegalensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),90717,Linaria flavirostris,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Linaria flavirostris,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),91951,Catharus ustulatus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,turdidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Catharus ustulatus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),92683,Spheniscus demersus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,spheniscidae,sphenisciformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Spheniscus demersus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),93382,Zenaida asiatica,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,columbidae,columbiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Zenaida asiatica,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),93934,Coturnix japonica,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,phasianidae,galliformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Coturnix japonica,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),100819,Falco tinnunculus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,falconidae,falconiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Falco tinnunculus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),100826,Scolopax rusticola,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,scolopacidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Scolopax rusticola,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),100828,Tachybaptus ruficollis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,podicipedidae,podicipediformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Tachybaptus ruficollis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),100858,Threskiornis aethiopicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,threskiornithidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Threskiornis aethiopicus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),100859,Vanellus vanellus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,charadriidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Vanellus vanellus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),101849,lobodon carcinophaga,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,lobodon carcinophaga,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),107021,Anser canagicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Anser canagicus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),107022,Bucephala clangula,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Bucephala clangula,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),107026,Mergellus albellus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Mergellus albellus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),107377,Gallinago gallinago,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,scolopacidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Gallinago gallinago,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),108405,Sterna hirundo,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Sterna hirundo,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),110620,Ardea alba,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,ardeidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Ardea alba,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),110668,Bubulcus ibis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,ardeidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Bubulcus ibis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),110671,Butorides virescens,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Butorides virescens,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),110681,Egretta thula,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,ardeidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Egretta thula,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),110915,Aythya valisineria,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Aythya valisineria,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),110926,Cygnus columbianus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Cygnus columbianus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),111810,Asio otus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,strigidae,strigiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Asio otus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),111821,Strix aluco,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,strigidae,strigiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Strix aluco,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),115229,Buteo lagopus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,accipitridae,accipitriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Buteo lagopus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),115700,Spilopelia chinensis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,columbidae,columbiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Spilopelia chinensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),116992,Gracula religiosa,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,sturnidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Gracula religiosa,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),117000,Phoenicopterus chilensis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,phoenicopteridae,phoenicopteriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Phoenicopterus chilensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),118194,Larus glaucoides,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus glaucoides,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119606,Larus glaucescens,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus glaucescens,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119607,Larus schistisagus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus schistisagus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119608,Larus vegae,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus vegae,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119609,Larus cachinnans,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus cachinnans,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119627,Larus michahellis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus michahellis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119635,Larus armenicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus armenicus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119637,Larus hyperboreus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus hyperboreus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),119967,larus mongolicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,larus mongolicus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),120794,Falco rusticolus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,falconidae,falconiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Falco rusticolus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),125294,Emberiza spodocephala,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,emberizidae,passeriformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Emberiza spodocephala,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126679,Leucophaeus atricilla,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Leucophaeus atricilla,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126681,Larus californicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus californicus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126683,Larus delawarensis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus delawarensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126702,Ichthyaetus ichthyaetus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Ichthyaetus ichthyaetus,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126713,Larus occidentalis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus occidentalis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126718,Larus glaucoides thayeri,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Larus glaucoides thayeri,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126723,Thalasseus sandvicensis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Thalasseus sandvicensis,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126797,Athene noctua,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,strigidae,strigiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Athene noctua,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),126836,Strix nebulosa,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,strigidae,strigiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Strix nebulosa,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),127560,anourosorex squamipes,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,,,,,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,anourosorex squamipes,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),128050,Xema sabini,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Xema sabini,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
Alphainfluenzavirus influenzae (H5N1),2955291,High,Influenza (H5N1 avian influenza),130825,Ochotona curzoniae,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,ochotonidae,lagomorpha,PCR/Sequencing,TRUE,TRUE,,VIRION,virus,TRUE,TRUE,include,Included in current default modelling scope after transmission-rule review.,Ochotona curzoniae,existing_who_network_host,VIRION,,,TRUE,species_like,FALSE,FALSE,FALSE,who,combined_who_network.csv,FALSE,,,,,,,,,,
