fff,name,good.,countries,countries.comment,X,no.countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,sporadic.endemic,X._cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year.1,first.date,R0,R0_ref,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low.1,CFR.high.1,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference.1,page,name2,spillover_rate2,final_weighting,AUC_cutoff,AUC,AUC_cutoffmax,AUCmax,AUC_cutoffmin,AUCmin,AUC_cutoff_real,AUC_real
118,tamiami,0,US,0,"",2,arenavirus,arenavirus,None reported,sigmodon hispidus,mammalia,"","","","",HOST->HUMAN,0,0,0.001,SPORADIC,,,"","",,,0,"",0,0,0,0,0,0,100,0,0,0,0,0,Werthiem,"",ref: https://books.google.co.uk/books?id=beDMNjWgBdsC&pg=PA55&lpg=PA55&dq=Tacaribe+Artibeus&source=bl&ots=t-phWWA9MH&sig=amsag46GmLtqCeMX34v_wqetVT4&hl=en&sa=X&ved=0ahUKEwj41qmjhZjMAhWGBywKHTI7DegQ6AEISDAJ#v=onepage&q&f=falseWerthiem,213, tamiami,0.25,0.9,0.1771448672,0.760111833626667,0.19931594,0.7782876,0.1346922,0.7477958,,
