fff,name,good.,countries,countries.comment,X,no.countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,sporadic.endemic,X._cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year.1,first.date,R0,R0_ref,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low.1,CFR.high.1,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference.1,page,name2,spillover_rate2,final_weighting,AUC_cutoff,AUC,AUC_cutoffmax,AUCmax,AUC_cutoffmin,AUCmin,AUC_cutoff_real,AUC_real
217,bunyamwera,1,"SN,GN,CI,NG,CM,CF,UG,KE,MG,ZA",0,"",29,orthobunyavirus,orthobunyavirus,Viral hemorrhagic fever,"thamnomys,rattus,mus,aethomys,thallomys,arvicanthis,dasymys,hybomys,lemniscomys,mylomys,oenomys,pelomys,praomys,hylomyscus,mastomys,zelotomys,leggadina,acomys,colomys,cricetomys,lophuromys,malacomys,saccostomus,uranomys,ochrotomys",mammalia,"","",stegomyia aegypti,"",HOST->VECTOR->HUMAN,0,0,100,ENDEMIC,100,1000,"","",1000,,0,"",10,10,14,14,0,0,100,5,300,300,30,14,Werthiem,"Gonzalez JP, Georges AJ (1988) Bunyaviral fevers: Bunyamwera, Ilesha, Germiston, Bwamba and Tataguine. In: Monath T, editor The Arboviruses: Epidemiology and Ecology. Boca Raton, FL: CRC press.pp. 87û98. (1oth most common - 100 cases of similar in US so guessing at 1000)",widespread - mild; http://www.sciencedirect.com/science/article/pii/S0042682201912012,46, bunyamwera,0.75,0.4,0.312451224550265,0.735743064701156,0.408241903314871,0.802873333333333,0.24793401,0.71476,,
