fff,name,good.,countries,countries.comment,X,no.countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,sporadic.endemic,X._cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year.1,first.date,R0,R0_ref,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low.1,CFR.high.1,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference.1,page,name2,spillover_rate2,final_weighting,AUC_cutoff,AUC,AUC_cutoffmax,AUCmax,AUC_cutoffmin,AUCmin,AUC_cutoff_real,AUC_real
161,paragonimus miyazakii,1,JP,0,"",2,parasite,paragonimus,Paragonimiasis,human,human,"eriocheir japonicus,eriocheir sinensis,cambaroides similis,potamon dehaani",crustacean,"aroapyrgus,semisulcospira,thiara","",HUMAN->VECTOR->HUMAN,2,2,100,"",,,"","",,,,"",,,,,,,,,,,,,"","",http://www.ncbi.nlm.nih.gov/pubmed/25743009; https://www.waterpathogens.org/book/paragonimus,156, paragonimus miyazakii,0.75,0.55,0.5307883444,0.996105807114667,0.472097787265302,1,0.5077078,0.994563466666667,,
