fff,name,good.,countries,countries.comment,X,no.countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,sporadic.endemic,X._cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year.1,first.date,R0,R0_ref,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low.1,CFR.high.1,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference.1,page,name2,spillover_rate2,final_weighting,AUC_cutoff,AUC,AUC_cutoffmax,AUCmax,AUC_cutoffmin,AUCmin,AUC_cutoff_real,AUC_real
51,brugia malayi,1,"VN,TH,PH,ID,BN,MY",0,"",17,parasite,brugia,Filariasis,human,human,"","","aedes,anopheles,mansonia,culex ","",HUMAN->VECTOR->HUMAN,0,0,6e+06,ENDEMIC,100,6e+06,0.012379108,"",6e+06,,0,"",90,180,30,30,0,0,0,70,3000,10000,30,14,Werthiem,"",Werthiem,44, brugia malayi,1,0.85,0.623418959733333,0.305222509462963,0.61018616188811,0.353447,0.48296918,0.260578,,
