fff,name,good.,countries,countries.comment,X,no.countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,sporadic.endemic,X._cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year.1,first.date,R0,R0_ref,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low.1,CFR.high.1,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference.1,page,name2,spillover_rate2,final_weighting,AUC_cutoff,AUC,AUC_cutoffmax,AUCmax,AUC_cutoffmin,AUCmin,AUC_cutoff_real,AUC_real
224,rocio,1,BR,0,"",2,flavivirus,flavivirus,XXX,"ducks,chickens,accipiter,aegypius,agelaius,anas,aquila,athene,bonasa,branta,bubo,bubulcus,buteo,butorides,carpodacus,colaptes,corvus,cyanocitta,falco,garrulus,mimus,molothrus,passer,phalacrocorax,pica,parus,quiscalus,turdus,zenaida,turdus,anser,branta,cereopsis,coscoroba,cygnus,amazonetta,anas,lophonetta,nettapus,speculanas,bonasa,falcipennis,centrocercus,dendragapus,lagopus,tetrao",aves,"","","psorophora ferox,ochlerotatus scapularis","",HOST->VECTOR->HUMAN,10,10,0.001,SPORADIC,,,"","",,,,"",,,,,,,,,,,,,"","","epidemic disease,enviromental change; ref:  Carl J. Mitchell. 2001. ""Rocio encephalitis"" in: Encyclopedia of Arthropod-transmitted Infections of Man and Domesticated Animals,M. W. Service,ed. Wallingford,UK and New York,NY,USA: CABI Publishing. Pp. 434-437.",193, rocio,0.25,0.85,0.541105893609626,0.606413314073084,0.61945219,0.70464,0.50822407,0.483058,,
