fff,name,good.,countries,countries.comment,X,no.countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,sporadic.endemic,X._cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year.1,first.date,R0,R0_ref,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low.1,CFR.high.1,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference.1,page,name2,spillover_rate2,final_weighting,AUC_cutoff,AUC,AUC_cutoffmax,AUCmax,AUC_cutoffmin,AUCmin,AUC_cutoff_real,AUC_real
34,dengue,1,"AG,DZ,AO,AS,BH,BB,BM,BS,BD,BZ,BO,MM,BJ,SB,BR,BN,KH,LK,CG,CD,BI,BT,KY,CM,TD,KM,CO,CR,CF,CU,CV,CK,DJ,DM,DO,EC,EG,GQ,ER,SV,ET,GF,FJ,FM,PF,GM,GA,GH,GD,GU,GT,GN,GY,HT,HN,IN,IR,IL,CI,IQ,JM,JO,KE,KI,KW,LA,LR,LY,MG,MQ,MS,ML,MA,MU,MR,OM,MV,MX,MY,MZ,MW,NC,NU,NE,AW,AI,HK,MP,MO,PS,YT,CC,IO,CX,UM,VU,NG,NP,NR,SR,NI,PY,PE,PK,PA,PG,GW,QA,RE,PH,PR,RW,SA,KN,SC,BW,SN,SL,SG,SO,LC,SD,TT,TH,TK,TO,TG,ST,TV,TZ,UG,BF,VC,VE,VG,VN,VI,NA,WF,WS,YE,ZM,ZW,ID,GP,AN,AE,TL,PW,MH,SH,TC,EH,MF,BL,TW,CN",0,"",467,flavivirus,flavivirus,Dengue,human,human,"","","stegomyia aegypti,stegomyia albopicta,stegomyia niveus,anopheles balabacensis,anopheles balabacensis ","",HUMAN->VECTOR->HUMAN,20,20,3.9e+08,ENDEMIC,100,3.9e+08,0.099313819,"",3.9e+08,,0, (96/390 are acute),3,14,7,7,20,20,100,0,0,0,0,14,Werthiem,"",Werthiem,62, dengue,1,0.65,0.207938021727575,0.698863788602806,0.37990762,0.787939,0.216678147081926,0.6789188,0.0986698628,0.656087854
