fff,name,good.,countries,countries.comment,X,no.countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,sporadic.endemic,X._cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year.1,first.date,R0,R0_ref,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low.1,CFR.high.1,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference.1,page,name2,spillover_rate2,final_weighting,AUC_cutoff,AUC,AUC_cutoffmax,AUCmax,AUC_cutoffmin,AUCmin,AUC_cutoff_real,AUC_real
88,borrelia burgdorferi,1,"US,CA",0,"",8,bacteria,borrelia,Lyme disease,"peromyscus leucopus,tamias striatus,blarina brevicauda,sorex cinereus,sciurus carolinensis,sciurus griseus",mammalia,"","","ixodes pacificus,ixodes persculatus,ixodes pacificus ,ixodes persulcaus,ixodes ricinus,ixodes scapularis","",HOST->VECTOR->HUMAN,9.5e-05,9.5e-05,30000,ENDEMIC,100,938721.162,0.001,"",938721.162,,0,"",3,32,0,0,0,0,0,60,30,720,15,0,Werthiem,"","ref: http://cid.oxfordjournals.org/content/52/3/364.full; Salkeld DJ,Leonhard S,Girard YA,et al. Identifying the Reservoir Hosts of the Lyme Disease Spirochete Borrelia burgdorferi in California: The Role of the Western Gray Squirrel (Sciurus griseus). The American jourl of tropical medicine and hygiene. 2008;79(4):535-540.",36, borrelia burgdorferi,0.75,0.4,0.277191442898032,0.66003590428543,0.41127588,0.741,0.19739833,0.62804726,0.0435866636,0.590581986593042
