analysis_unit_id,readiness_disease_name,analysis_unit_label,modelling_scope_status,recommended_next_action,pathogen_species_name,pathogen_taxid,source_pathogen,source_msl39_viral_name,matched_pathogen_names,matched_taxids,match_review_flag,shared_species_proxy_flag,match_review_notes,pathogen_species_name_source,pathogen_taxid_source,review_decision,override_query_pathogen_label,override_pathogen_taxid,override_reason,query_pathogen_label,query_pathogen_source,target_id,row_manifest_status,row_manifest_status_reason,qa_flags,genbank_distinct_countries_or_territories,who_don_distinct_countries,current_target_id,current_manifest_query_used,current_manifest_query_strategy
master_31,Japanese encephalitis,Japanese encephalitis,include,curate_direct_vector_evidence,Orthoflavivirus japonicum,11072; 3048158,NA,NA,orthoflavivirus japonicum,11072; 3048158,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthoflavivirus japonicum,pathogen_species_name,Orthoflavivirus_japonicum,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,22,1,NA,NA,NA
master_82,Kyasanur Forest disease,Kyasanur Forest disease,include,curate_direct_vector_evidence,Orthoflavivirus kyasanurense,3048170; 33743,NA,NA,orthoflavivirus kyasanurense,3048170; 33743,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthoflavivirus kyasanurense,pathogen_species_name,Orthoflavivirus_kyasanurense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,duplicate_species_group; already_has_genbank_country_evidence,4,0,NA,NA,NA
master_40,St. Louis encephalitis,St. Louis encephalitis,include,curate_direct_vector_evidence,Orthoflavivirus louisense,11080; 3052468,NA,NA,orthoflavivirus louisense,11080; 3052468,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthoflavivirus louisense,pathogen_species_name,Orthoflavivirus_louisense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,12,0,NA,NA,NA
master_91,Murray Valley encephalitis,Murray Valley encephalitis,include,curate_direct_vector_evidence,Orthoflavivirus murrayense,11079; 3048215,NA,NA,orthoflavivirus murrayense,11079; 3048215,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthoflavivirus murrayense,pathogen_species_name,Orthoflavivirus_murrayense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,3,0,NA,NA,NA
master_6,West Nile fever,West Nile virus,include,find_or_build_vector_sdm,Orthoflavivirus nilense,11082; 3048448,Orthoflavivirus nilense,Orthoflavivirus nilense,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:msl39_viral_name; virion_taxid:Pathogens,NA,NA,NA,NA,Orthoflavivirus nilense,pathogen_species_name,Orthoflavivirus_nilense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,73,4,NA,NA,NA
master_83,Omsk HF,Omsk HF,include,curate_direct_vector_evidence,Orthoflavivirus omskense,12542; 3048233,NA,NA,orthoflavivirus omskense,12542; 3048233,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthoflavivirus omskense,pathogen_species_name,Orthoflavivirus_omskense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,1,0,NA,NA,NA
master_36,Powassan,Powassan,include,curate_direct_vector_evidence,Orthoflavivirus powassanense,11083; 3048287,NA,NA,orthoflavivirus powassanense,11083; 3048287,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthoflavivirus powassanense,pathogen_species_name,Orthoflavivirus_powassanense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,3,0,NA,NA,NA
master_3,Zika virus disease,Zika virus,include,find_or_build_vector_sdm,Orthoflavivirus zikaense,3048459; 64320,Orthoflavivirus zikaense,Orthoflavivirus zikaense,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:msl39_viral_name; virion_taxid:Pathogens,NA,NA,NA,NA,Orthoflavivirus zikaense,pathogen_species_name,Orthoflavivirus_zikaense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,78,14,NA,NA,NA
master_66,Andes,Andes,include,find_or_build_host_sdm,Orthohantavirus andesense,1980456,NA,NA,orthohantavirus andesense,1980456,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthohantavirus andesense,pathogen_species_name,Orthohantavirus_andesense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,8,0,NA,NA,NA
master_69,Bayou,Bayou,include,find_or_build_host_sdm,Orthohantavirus bayoui,3052470,NA,NA,orthohantavirus bayoui,3052470,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthohantavirus bayoui,pathogen_species_name,Orthohantavirus_bayoui,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,2,0,NA,NA,NA
who_8,Hemorrhagic fever with renal syndrome (Hantaan virus),Hantaan orthohantavirus,include,ready_for_model_spec_review,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,Orthohantavirus hantanense,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName,NA,NA,NA,NA,Orthohantavirus hantanense,pathogen_species_name,Orthohantavirus_hantanense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,5,0,NA,NA,NA
master_67,Prospect Hill,Prospect Hill,review_before_modelling,review_or_defer_scope,Orthohantavirus prospectense,3052492,NA,NA,orthohantavirus prospectense,3052492,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthohantavirus prospectense,pathogen_species_name,Orthohantavirus_prospectense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,non_include_scope; already_has_genbank_country_evidence,1,0,NA,NA,NA
master_19,Hantavirus pulmonary syndrome,Sinnombre virus,include,curate_role_evidence,Orthohantavirus sinnombreense,3052499; 44755,Orthohantavirus sinnombreense,Orthohantavirus sinnombreense,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName,NA,NA,NA,NA,Orthohantavirus sinnombreense,pathogen_species_name,Orthohantavirus_sinnombreense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,duplicate_species_group; already_has_genbank_country_evidence,2,1,NA,NA,NA
master_65,Sin Nombre,Sin Nombre,include,find_or_build_host_sdm,Orthohantavirus sinnombreense,3052499; 44755,NA,NA,orthohantavirus sinnombreense,3052499; 44755,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Orthohantavirus sinnombreense,pathogen_species_name,Orthohantavirus_sinnombreense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,duplicate_species_group; already_has_genbank_country_evidence,2,0,NA,NA,NA
master_10,Marburg virus disease,Marburg virus,include,ready_for_model_spec_review,Orthomarburgvirus marburgense,3052505,Orthomarburgvirus marburgense,Orthomarburgvirus marburgense,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName,NA,NA,NA,NA,Orthomarburgvirus marburgense,pathogen_species_name,Orthomarburgvirus_marburgense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,16,17,NA,NA,NA
master_7,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,include,find_or_build_vector_sdm,Orthonairovirus haemorrhagiae,3052518,Orthonairovirus haemorrhagiae,NA,NA,NA,FALSE,FALSE,NA,source_pathogen,virion_taxid:matched_virus_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName,NA,NA,NA,NA,Orthonairovirus haemorrhagiae,pathogen_species_name,Orthonairovirus_haemorrhagiae,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,53,3,NA,NA,NA
master_15,Mpox (Monkeypox),Monkeypox virus,review_before_modelling,review_or_defer_scope,Orthopoxvirus monkeypox,10244; 3431483,Orthopoxvirus monkeypox,Orthopoxvirus monkeypox,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:msl39_viral_name; virion_taxid:Pathogens,NA,NA,NA,NA,Orthopoxvirus monkeypox,pathogen_species_name,Orthopoxvirus_monkeypox,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,non_include_scope; already_has_genbank_country_evidence,59,3,NA,NA,NA
who_30,Reovirus infection (usually mild),Mammalian orthoreovirus,defer_broad_or_aggregate_unit,review_or_defer_scope,Orthoreovirus mammalis,351073,Orthoreovirus mammalis,Orthoreovirus mammalis,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,manual_genbank_readiness_override,override,Orthoreovirus mammalis,351073,fill_missing_mammalian_orthoreovirus_taxid,Orthoreovirus mammalis,manual_genbank_readiness_override,Orthoreovirus_mammalis,ready_for_future_retrieval,manual GenBank query override applied,non_include_scope; manual_genbank_override; already_has_genbank_country_evidence,25,0,NA,NA,NA
master_98,Menangle,Menangle,review_before_modelling,review_or_defer_scope,Pararubulavirus menangleense,3052599,NA,NA,pararubulavirus menangleense,3052599,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Pararubulavirus menangleense,pathogen_species_name,Pararubulavirus_menangleense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,non_include_scope; already_has_genbank_country_evidence,1,0,NA,NA,NA
master_28,Hepatitis E,Hepatitis E virus,include,curate_role_evidence,Paslahepevirus balayani,1678143,Paslahepevirus balayani genotype 3,Paslahepevirus balayani,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Virion_VirusName,NA,NA,NA,NA,Paslahepevirus balayani,pathogen_species_name,Paslahepevirus_balayani,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,62,4,NA,NA,NA
master_8,Rift Valley fever,Rift Valley Fever virus,include,find_or_build_vector_sdm,Phlebovirus riftense,3052676,Phlebovirus riftense,Phlebovirus riftense,NA,NA,FALSE,FALSE,NA,source_msl39_viral_name,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName,NA,NA,NA,NA,Phlebovirus riftense,pathogen_species_name,Phlebovirus_riftense,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,33,10,NA,NA,NA
master_42,Zoonotic malaria (P. knowlesi),Zoonotic malaria (P. knowlesi),include,curate_direct_vector_evidence,Plasmodium knowlesi,5850,NA,NA,plasmodium knowlesi,5850,FALSE,FALSE,NA,matched_pathogen_names,matched_taxids:clover,NA,NA,NA,NA,Plasmodium knowlesi,pathogen_species_name,Plasmodium_knowlesi,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,16,0,NA,NA,NA
master_87,Rickettsia conorii indica,Rickettsia conorii indica,review_before_modelling,review_or_defer_scope,Rickettsia conorii,317865,NA,NA,rickettsia conorii,781,TRUE,FALSE,CLOVER local match is at parent species level.,matched_pathogen_names,manual_genbank_readiness_override,override,Rickettsia conorii subsp. indica,317865,use_indica_subspecies_not_parent_species,Rickettsia conorii subsp. indica,manual_genbank_readiness_override,Rickettsia_conorii_subsp_indica,ready_for_future_retrieval,manual GenBank query override applied,non_include_scope; match_review_flag; manual_genbank_override; already_has_genbank_country_evidence,3,0,NA,NA,NA
master_34,Brazilian spotted fever,Brazilian spotted fever,review_before_modelling,review_or_defer_scope,Rickettsia rickettsii,783,NA,NA,rickettsia rickettsii,783,FALSE,FALSE,NA,matched_pathogen_names,matched_taxids:clover,NA,NA,NA,NA,Rickettsia rickettsii,pathogen_species_name,Rickettsia_rickettsii,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,non_include_scope; already_has_genbank_country_evidence,11,0,NA,NA,NA
master_50,Murine typhus,Murine typhus,include,curate_direct_vector_evidence,Rickettsia typhi,785,NA,NA,rickettsia typhi,785,FALSE,FALSE,NA,matched_pathogen_names,matched_taxids:clover,NA,NA,NA,NA,Rickettsia typhi,pathogen_species_name,Rickettsia_typhi,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,21,0,NA,NA,NA
master_92,Rocio,Rocio,review_before_modelling,review_or_defer_scope,Orthoflavivirus ilheusense,64315,NA,NA,orthoflavivirus ilheusense,3052466; 59563,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,matched_pathogen_names,manual_genbank_readiness_override,override,Rocio virus,64315,use_rocio_specific_taxon_not_ilheus_species_proxy,Rocio virus,manual_genbank_readiness_override,Rocio_virus,ready_for_future_retrieval,manual GenBank query override applied,non_include_scope; shared_species_proxy; match_review_flag; manual_genbank_override; already_has_genbank_country_evidence,1,0,NA,NA,NA
who_27,Non-typhoidal salmonellosis,Salmonella enterica non typhoidal serovars,defer_broad_or_aggregate_unit,review_or_defer_scope,Salmonella enterica non typhoidal serovars,28901,Salmonella enterica non typhoidal serovars,NA,NA,NA,FALSE,FALSE,NA,source_pathogen,clover_taxid:Pathogens,NA,NA,NA,NA,Salmonella enterica non typhoidal serovars,pathogen_species_name,Salmonella_enterica_non_typhoidal_serovars,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,non_include_scope,0,0,NA,NA,NA
master_32,Chagas (acute),Chagas (acute),include,curate_direct_vector_evidence,Trypanosoma cruzi,5693,NA,NA,trypanosoma cruzi,5693,FALSE,FALSE,NA,matched_pathogen_names,matched_taxids:clover,NA,NA,NA,NA,Trypanosoma cruzi,pathogen_species_name,Trypanosoma_cruzi,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,NA,0,0,NA,NA,NA
master_38,WEE,WEE,include,curate_direct_vector_evidence,Western equine encephalitis virus,11039,NA,NA,western equine encephalitis virus,11039,FALSE,FALSE,NA,matched_pathogen_names,matched_taxids:virion,NA,NA,NA,NA,Western equine encephalitis virus,pathogen_species_name,Western_equine_encephalitis_virus,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,10,0,NA,NA,NA
master_17,Plague,Yersinia pestis,include,ready_for_model_spec_review,Yersinia pestis,632,Yersinia pestis,NA,NA,NA,FALSE,FALSE,NA,source_pathogen,clover_taxid:Clover_PathogenName; clover_taxid:Pathogens,NA,NA,NA,NA,Yersinia pestis,pathogen_species_name,Yersinia_pestis,ready_for_future_retrieval,species-level GenBank query ready; modelling_scope_status retained as QA only,already_has_genbank_country_evidence,36,10,NA,NA,NA
master_89,Apeu,Apeu,review_before_modelling,review_or_defer_scope,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,unresolved,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness; pathogen_taxid missing,missing_species_name; non_include_scope; taxid_missing,0,0,NA,NA,NA
master_68,Lee/Seoul variants,Lee/Seoul variants,review_before_modelling,review_or_defer_scope,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,unresolved,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness; pathogen_taxid missing,missing_species_name; non_include_scope; taxid_missing,0,0,NA,NA,NA
master_61,Leishmaniasis,Leishmaniasis,review_before_modelling,review_or_defer_scope,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,unresolved,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness; pathogen_taxid missing,missing_species_name; non_include_scope; taxid_missing,0,2,NA,NA,NA
master_14,Middle East Respiratory Syndrome (MERS),MERS-CoV,defer_broad_or_aggregate_unit,review_or_defer_scope,NA,1335626; 3433633,Subgenus Merbecovirus,subgenus Merbecovirus,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness; coronavirus scope deferred,missing_species_name; non_include_scope; coronavirus_scope_deferred,0,22,NA,NA,NA
master_22,Severe Acute Respiratory Syndrome (SARS); COVID-19,SARS-like bat sarbecoviruses,defer_broad_or_aggregate_unit,review_or_defer_scope,NA,694009; 3418604,Subgenus Sarbecovirus,subgenus Sarbecovirus,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness; coronavirus scope deferred,missing_species_name; non_include_scope; coronavirus_scope_deferred,0,0,NA,NA,NA
master_59,Theileriosis,Theileriosis,review_before_modelling,review_or_defer_scope,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,unresolved,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness; pathogen_taxid missing,missing_species_name; non_include_scope; taxid_missing,0,0,NA,NA,NA
master_58,Trypanosomosis (tsetse),Trypanosomosis (tsetse),review_before_modelling,review_or_defer_scope,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,unresolved,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness; pathogen_taxid missing,missing_species_name; non_include_scope; taxid_missing,0,0,NA,NA,NA
master_57,Vesicular stomatitis,VSIV,defer_broad_or_aggregate_unit,review_or_defer_scope,NA,11276,Genus Vesiculovirus,Genus Vesiculovirus,NA,NA,FALSE,FALSE,NA,unresolved_or_aggregate,virion_taxid:msl39_viral_name; virion_taxid:previous_name,NA,NA,NA,NA,NA,NA,NA,defer_no_species_name,pathogen_species_name missing in slim readiness,missing_species_name; non_include_scope,0,0,NA,NA,NA
