candidate_query,total_row_count,source_fields,example_raw_labels,example_reason_flags,taxize_status,taxize_note,matched_name,canonical_form,current_name_string,resolved_name,score,data_source_title,classification_path,resolved_matches_who,resolved_who_host,candidate_query_key,resolved_name_key
Cuniculus paca,11,host_scientific_name,Cuniculus paca_Linnaeus 1766,needs_binomialization,matched,,"Cuniculus paca (Linnaeus, 1766)",Cuniculus paca,Cuniculus paca,Cuniculus paca,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cuniculus paca,cuniculus paca
Naja melanoleuca,11,host_scientific_name; verbatim_host_name,"Naja melanoleuca | Naja melanoleuca HALLOWELL, 1857",needs_binomialization; verbatim_binomial_candidate,matched,,"Naja melanoleuca Hallowell, 1857",Naja melanoleuca,Naja melanoleuca,Naja melanoleuca,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,naja melanoleuca,naja melanoleuca
Philantomba maxwellii,11,host_scientific_name,Philantomba maxwellii_C. H. Smith 1827,needs_binomialization,matched,,"Philantomba maxwellii (C. H. Smith, 1827)",Philantomba maxwellii,Philantomba maxwellii,Philantomba maxwellii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,philantomba maxwellii,philantomba maxwellii
Psaltriparus minimus,11,host_scientific_name; verbatim_host_name,Psaltriparus minimus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Psaltriparus minimus (J. K. Townsend, 1837)",Psaltriparus minimus,Psaltriparus minimus,Psaltriparus minimus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,psaltriparus minimus,psaltriparus minimus
Thos adustus,11,verbatim_host_name,Thos adustus,verbatim_binomial_candidate,matched,,Thos adustus,Thos adustus,,Thos adustus,9.41038597559656,EOL,N/A; Exact,FALSE,,thos adustus,thos adustus
Atherurus africanus,10,host_scientific_name; verbatim_host_name,Atherurus africanus | Atherurus africanus_Gray 1842,needs_binomialization; verbatim_binomial_candidate,matched,,"Atherurus africanus Gray, 1842",Atherurus africanus,Atherurus africanus,Atherurus africanus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,atherurus africanus,atherurus africanus
Chamaea fasciata,10,host_scientific_name,Chamaea fasciata,needs_manual_synonym_map,matched,,"Chamaea fasciata (Gambel, 1845)",Chamaea fasciata,Chamaea fasciata,Chamaea fasciata,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,chamaea fasciata,chamaea fasciata
Citellus tridecemlineatus,10,verbatim_host_name,Citellus tridecemlineatus,verbatim_binomial_candidate,matched,,Citellus tridecemlineatus,Citellus tridecemlineatus,,Citellus tridecemlineatus,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus tridecemlineatus,citellus tridecemlineatus
Crocidura mariquensis,10,host_scientific_name; verbatim_host_name,Crocidura mariquensis | Crocidura mariquensis_A. Smith 1844,needs_binomialization; verbatim_binomial_candidate,matched,,"Crocidura mariquensis (A. Smith, 1844)",Crocidura mariquensis,Crocidura mariquensis,Crocidura mariquensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,crocidura mariquensis,crocidura mariquensis
Domestic rabbit,10,verbatim_host_name,Domestic rabbit,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,domestic rabbit,
Francolinus bicalcaratus,10,verbatim_host_name,Francolinus bicalcaratus,verbatim_binomial_candidate,matched,,"Francolinus bicalcaratus (Linnaeus, 1766)",Francolinus bicalcaratus,Pternistis bicalcaratus,Pternistis bicalcaratus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,francolinus bicalcaratus,pternistis bicalcaratus
Hylochoerus meinertzhageni,10,host_scientific_name; verbatim_host_name,Hylochoerus meinertzhageni | Hylochoerus meinertzhageni rimator_Thomas 1906 | Hylochoerus meinertzhageni_Thomas 1904,needs_binomialization; verbatim_binomial_candidate,matched,,"Hylochoerus meinertzhageni Thomas, 1904",Hylochoerus meinertzhageni,Hylochoerus meinertzhageni,Hylochoerus meinertzhageni,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,hylochoerus meinertzhageni,hylochoerus meinertzhageni
Melanerpes formicivorus,10,host_scientific_name,Melanerpes formicivorus,needs_manual_synonym_map,matched,,"Melanerpes formicivorus (Swainson, 1827)",Melanerpes formicivorus,Melanerpes formicivorus,Melanerpes formicivorus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,melanerpes formicivorus,melanerpes formicivorus
Meriones shawi,10,host_scientific_name; verbatim_host_name,Meriones shawi | Meriones shawi_Duvernoy 1842,needs_binomialization; verbatim_binomial_candidate,matched,,"Meriones (Pallasiomys) shawi (Duvernoy, 1842)",Meriones shawi,Meriones shawi,Meriones shawi,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,meriones shawi,meriones shawi
Monodelphis americana,10,host_scientific_name; verbatim_host_name,Monodelphis americana | Monodelphis americana_Müller 1776,needs_binomialization; verbatim_binomial_candidate,matched,,"Monodelphis (Microdelphys) americana (P. L. S. Müller, 1776)",Monodelphis americana,Monodelphis americana,Monodelphis americana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,monodelphis americana,monodelphis americana
Mustela arizonensis,10,verbatim_host_name,Mustela arizonensis,verbatim_binomial_candidate,matched,,Mustela arizonensis,Mustela arizonensis,,Mustela arizonensis,9.41038597559656,EOL,N/A; Exact,FALSE,,mustela arizonensis,mustela arizonensis
Ovis canadensis;,10,host_scientific_name,Ovis canadensis; Odocoileus hemionus,needs_binomialization,matched,,"Ovis Linnaeus, 1758",Ovis,Ovis,Ovis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,ovis canadensis,ovis
Oxymycterus hispidus,10,host_scientific_name; verbatim_host_name,Oxymycterus hispidus | Oxymycterus hispidus_Pictet 1843,needs_binomialization; verbatim_binomial_candidate,matched,,"Oxymycterus hispidus Pictet, 1843",Oxymycterus hispidus,Oxymycterus hispidus,Oxymycterus hispidus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,oxymycterus hispidus,oxymycterus hispidus
Philantomba maxwelli,10,verbatim_host_name,Philantomba maxwelli,verbatim_binomial_candidate,matched,,Philantomba maxwelli,Philantomba maxwelli,,Philantomba maxwelli,9.41038597559656,EOL,N/A; Exact,FALSE,,philantomba maxwelli,philantomba maxwelli
Pternistis bicalcaratus,10,host_scientific_name,Pternistis bicalcaratus,needs_manual_synonym_map,matched,,"Pternistis bicalcaratus (Linnaeus, 1766)",Pternistis bicalcaratus,Pternistis bicalcaratus,Pternistis bicalcaratus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,pternistis bicalcaratus,pternistis bicalcaratus
Spermophilus tereticaudus,10,host_scientific_name,Spermophilus tereticaudus_Baird 1858,needs_binomialization,matched,,"Spermophilus tereticaudus Baird, 1858",Spermophilus tereticaudus,Xerospermophilus tereticaudus,Xerospermophilus tereticaudus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,spermophilus tereticaudus,xerospermophilus tereticaudus
Spermophilus townsendii,10,host_scientific_name,Spermophilus townsendii townsendii_Bachman 1839 | Spermophilus townsendii_Bachman 1839,needs_binomialization,matched,,"Spermophilus townsendii Bachman, 1839",Spermophilus townsendii,Urocitellus townsendii,Urocitellus townsendii,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,spermophilus townsendii,urocitellus townsendii
Sylvilagus nuttallii,10,host_scientific_name; verbatim_host_name,Sylvilagus nuttallii | Sylvilagus nuttallii_Bachman 1837,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Sylvilagus nuttallii (Bachman, 1837)",Sylvilagus nuttallii,Sylvilagus nuttallii,Sylvilagus nuttallii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sylvilagus nuttallii,sylvilagus nuttallii
Tamias quadrivittatus,10,host_scientific_name,Tamias quadrivittatus | Tamias quadrivittatus_Say 1823,needs_binomialization; needs_manual_synonym_map,matched,,"Tamias (Neotamias) quadrivittatus (Say, 1823)",Tamias quadrivittatus,Tamias quadrivittatus,Tamias quadrivittatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tamias quadrivittatus,tamias quadrivittatus
Trinomys dimidiatus,10,host_scientific_name; verbatim_host_name,Trinomys dimidiatus | Trinomys dimidiatus_Günther 1876,needs_binomialization; verbatim_binomial_candidate,matched,,"Trinomys dimidiatus (Günther, 1877)",Trinomys dimidiatus,Trinomys dimidiatus,Trinomys dimidiatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,trinomys dimidiatus,trinomys dimidiatus
Callipepla californica,9,host_scientific_name; verbatim_host_name,Callipepla californica,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Callipepla californica (Shaw, 1798)",Callipepla californica,Callipepla californica,Callipepla californica,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,callipepla californica,callipepla californica
Chaetura pelagica,9,host_scientific_name,Chaetura pelagica,needs_manual_synonym_map,matched,,"Chaetura pelagica (Linnaeus, 1758)",Chaetura pelagica,Chaetura pelagica,Chaetura pelagica,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,chaetura pelagica,chaetura pelagica
Citellus douglasii,9,verbatim_host_name,Citellus douglasii,verbatim_binomial_candidate,matched,,Citellus douglasii,Citellus douglasii,,Citellus douglasii,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus douglasii,citellus douglasii
Citellus lateralis,9,verbatim_host_name,Citellus lateralis,verbatim_binomial_candidate,matched,,Citellus lateralis,Citellus lateralis,,Citellus lateralis,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus lateralis,citellus lateralis
Citellus tereticaudus,9,verbatim_host_name,Citellus tereticaudus,verbatim_binomial_candidate,matched,,Citellus tereticaudus,Citellus tereticaudus,,Citellus tereticaudus,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus tereticaudus,citellus tereticaudus
Crinifer piscator,9,host_scientific_name,Crinifer piscator,needs_manual_synonym_map,matched,,"Crinifer piscator (Boddaert, 1783)",Crinifer piscator,Crinifer piscator,Crinifer piscator,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,crinifer piscator,crinifer piscator
Dendrohyrax arboreus,9,host_scientific_name; verbatim_host_name,Dendrohyrax arboreus | Dendrohyrax arboreus_A. Smith 1827,needs_binomialization; verbatim_binomial_candidate,matched,,"Dendrohyrax arboreus (A. Smith, 1827)",Dendrohyrax arboreus,Dendrohyrax arboreus,Dendrohyrax arboreus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,dendrohyrax arboreus,dendrohyrax arboreus
Genetta subiginosa,9,verbatim_host_name,Genetta subiginosa,verbatim_binomial_candidate,matched,,Genetta rubiginosa,Genetta rubiginosa,,Genetta rubiginosa,9.38711625712716,EOL,N/A; Fuzzy,FALSE,,genetta subiginosa,genetta rubiginosa
Herpestes sanguineus,9,verbatim_host_name,Herpestes sanguineus,verbatim_binomial_candidate,matched,,"Herpestes sanguineus Rüppell, 1835",Herpestes sanguineus,Galerella sanguinea,Galerella sanguinea,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,herpestes sanguineus,galerella sanguinea
Ictonyx striatus,9,host_scientific_name; verbatim_host_name,Ictonyx striatus | Ictonyx striatus_Perry 1810,needs_binomialization; verbatim_binomial_candidate,matched,,"Ictonyx striatus (Perry, 1810)",Ictonyx striatus,Ictonyx striatus,Ictonyx striatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,ictonyx striatus,ictonyx striatus
Lycaon pictus,9,host_scientific_name; verbatim_host_name,Lycaon pictus | Lycaon pictus_Temminck 1820,needs_binomialization; verbatim_binomial_candidate,matched,,"Lycaon pictus (Temminck, 1820)",Lycaon pictus,Lycaon pictus,Lycaon pictus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lycaon pictus,lycaon pictus
Myiarchus cinerascens,9,host_scientific_name,Myiarchus cinerascens,needs_manual_synonym_map,matched,,"Myiarchus cinerascens (Lawrence, 1851)",Myiarchus cinerascens,Myiarchus cinerascens,Myiarchus cinerascens,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,myiarchus cinerascens,myiarchus cinerascens
Nyctanassa violacea,9,host_scientific_name,Nyctanassa violacea,needs_manual_synonym_map,matched,,"Nyctanassa violacea (Linnaeus, 1758)",Nyctanassa violacea,Nyctanassa violacea,Nyctanassa violacea,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,nyctanassa violacea,nyctanassa violacea
Okapia johnstoni,9,host_scientific_name; verbatim_host_name,Okapia johnstoni | Okapia johnstoni_P. L. Sclater 1901,needs_binomialization; verbatim_binomial_candidate,matched,,"Okapia johnstoni (P. L. Sclater, 1901)",Okapia johnstoni,Okapia johnstoni,Okapia johnstoni,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,okapia johnstoni,okapia johnstoni
Sciurus aestuans,9,host_scientific_name,Sciurus aestuans_Linnaeus 1766,needs_binomialization,matched,,"Sciurus (Guerlinguetus) aestuans Linnaeus, 1766",Sciurus aestuans,Sciurus aestuans,Sciurus aestuans,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sciurus aestuans,sciurus aestuans
Spermophilus mollis,9,host_scientific_name,Spermophilus mollis artemesiae_Merriam 1913 | Spermophilus mollis mollis_Kennicott 1863 | Spermophilus mollis_Kennicott 1863,needs_binomialization,matched,,"Spermophilus mollis Kennicott, 1863",Spermophilus mollis,Urocitellus mollis,Urocitellus mollis,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,spermophilus mollis,urocitellus mollis
Vermivora cyanoptera,9,host_scientific_name,Vermivora cyanoptera,needs_manual_synonym_map,matched,,"Vermivora cyanoptera Olson & Reveal, 2009",Vermivora cyanoptera,Vermivora cyanoptera,Vermivora cyanoptera,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,vermivora cyanoptera,vermivora cyanoptera
Artemisiospiza belli,8,host_scientific_name,Artemisiospiza belli,needs_manual_synonym_map,matched,,"Artemisiospiza belli (Cassin, 1850)",Artemisiospiza belli,Artemisiospiza belli,Artemisiospiza belli,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,artemisiospiza belli,artemisiospiza belli
Aspidoscelis tigris,8,host_scientific_name,Aspidoscelis tigris,needs_manual_synonym_map,matched,,"Aspidoscelis tigris (Baird & Girard, 1852)",Aspidoscelis tigris,Aspidoscelis tigris,Aspidoscelis tigris,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,aspidoscelis tigris,aspidoscelis tigris
Broadheaded skink,8,verbatim_host_name,Broadheaded skink,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,broadheaded skink,
Calomys callosus,8,host_scientific_name; verbatim_host_name,Calomys callosus | Calomys callosus_Rengger 1830,needs_binomialization; verbatim_binomial_candidate,matched,,"Calomys callosus (Rengger, 1830)",Calomys callosus,Calomys callosus,Calomys callosus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,calomys callosus,calomys callosus
Carduelis psaltria,8,host_scientific_name; verbatim_host_name,Carduelis psaltria,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Carduelis psaltria (Say, 1822)",Carduelis psaltria,Spinus psaltria,Spinus psaltria,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,carduelis psaltria,spinus psaltria
Cephalophus zebra,8,host_scientific_name; verbatim_host_name,Cephalophus zebra | Cephalophus zebra_Gray 1838,needs_binomialization; verbatim_binomial_candidate,matched,,"Cephalophus zebra Gray, 1838",Cephalophus zebra,Cephalophus zebra,Cephalophus zebra,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cephalophus zebra,cephalophus zebra
Citellus townsendi,8,verbatim_host_name,Citellus townsendi,verbatim_binomial_candidate,matched,,Citellus townsendi,Citellus townsendi,,Citellus townsendi,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus townsendi,citellus townsendi
Cricetulus migratorius,8,host_scientific_name,Cricetulus migratorius Pallas 1773,needs_binomialization,matched,,"Cricetulus migratorius (Pallas, 1773)",Cricetulus migratorius,Cricetulus migratorius,Cricetulus migratorius,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cricetulus migratorius,cricetulus migratorius
Crocidura lasiura,8,host_scientific_name; verbatim_host_name,Crocidura lasiura,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Crocidura lasiura Dobson, 1890",Crocidura lasiura,Crocidura lasiura,Crocidura lasiura,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,crocidura lasiura,crocidura lasiura
Dendroica nigrescens,8,host_scientific_name,Dendroica nigrescens,needs_manual_synonym_map,matched,,"Dendroica nigrescens (J. K. Townsend, 1837)",Dendroica nigrescens,Setophaga nigrescens,Setophaga nigrescens,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,dendroica nigrescens,setophaga nigrescens
Dendroica pensylcanica,8,host_scientific_name; verbatim_host_name,Dendroica pensylcanica,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Dendroica pensylvanica (Linnaeus, 1766)",Dendroica pensylvanica,Setophaga pensylvanica,Setophaga pensylvanica,9.3886077185008,Catalogue of Life,Synonym; synonym; Fuzzy,FALSE,,dendroica pensylcanica,setophaga pensylvanica
Dendroica petechia,8,host_scientific_name; verbatim_host_name,Dendroica petechia,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Dendroica petechia (Linnaeus, 1766)",Dendroica petechia,Setophaga petechia,Setophaga petechia,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,dendroica petechia,setophaga petechia
Dumetella carolensis,8,host_scientific_name,Dumetella carolensis,needs_manual_synonym_map,matched,,"Dumetella C. T. Wood, 1837",Dumetella,Dumetella,Dumetella,8.63917094139975,Catalogue of Life,Accepted; PartialExact,FALSE,,dumetella carolensis,dumetella
Empidonax flaviventris,8,host_scientific_name,Empidonax flaviventris,needs_manual_synonym_map,matched,,"Empidonax flaviventris (W. M. Baird & S. F. Baird, 1843)",Empidonax flaviventris,Empidonax flaviventris,Empidonax flaviventris,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,empidonax flaviventris,empidonax flaviventris
Galea spixii,8,host_scientific_name,Galea spixii spixii_Wagler 1831,needs_binomialization,matched,,"Galea spixii (Wagler, 1831)",Galea spixii,Galea spixii,Galea spixii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,galea spixii,galea spixii
Gerbillurus paeba,8,host_scientific_name; verbatim_host_name,Gerbillurus paeba | Gerbillurus paeba_A. Smith 1836,needs_binomialization; verbatim_binomial_candidate,matched,,"Gerbillurus (Progerbillurus) paeba (A. Smith, 1836)",Gerbillurus paeba,Gerbillurus paeba,Gerbillurus paeba,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,gerbillurus paeba,gerbillurus paeba
Gopher turtle,8,verbatim_host_name,Gopher turtle,verbatim_binomial_candidate,matched,,Gopher,Gopher,,Gopher,8.6285907718268,EOL,N/A; PartialExact,FALSE,,gopher turtle,gopher
