matched_who_host,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_species_analysis,vector_species_needs_review,vector_name_taxonomy_examples,interaction_type_examples,source_dataset_examples,country_examples,associated_pathogen_examples,associated_parasite_examples,record_count
Canis mesomelas,68725,,,,Haemaphysalis spinulosa,FALSE,Haemaphysalis spinulosa,on_host_occurrence,TickMap,Sudan,,,1
Canis mesomelas,68725,,,,Rhipicephalus simus,FALSE,Rhipicephalus simus,on_host_occurrence,TickMap,Ethiopia,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Japan; Unites States,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma astrion,FALSE,Amblyomma astrion,on_host_occurrence,TickMap,Angola,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma gemma,FALSE,Amblyomma gemma,on_host_occurrence,TickMap,Kenya,,,4
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma hebraeum,FALSE,Amblyomma hebraeum,on_host_occurrence,TickMap,Kenya; South Africa,,,4
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma lepidum,FALSE,Amblyomma lepidum,on_host_occurrence,TickMap,Kenya; Sudan,,,4
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,United States of America,,,8
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma marmoreum,FALSE,Amblyomma marmoreum,on_host_occurrence,TickMap,South Africa,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma nuttalli,FALSE,Amblyomma nuttalli,on_host_occurrence,TickMap,"Tanzania, United Republic of",,,3
Capra hircus,9925,mammalia,artiodactyla,bovidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,"Burkina Faso; Congo, The Democratic Republic of The; Cote D'Ivoire; Guinea-Bissau; Kenya; Malawi; Senegal; Sierra Leone; South Africa; Sudan; Uganda; Zambia",,,24
Capra hircus,9925,mammalia,artiodactyla,bovidae,Anopheles lesteri,FALSE,Anopheles lesteri,blood_meal,BloodMealMap,Japan,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Anopheles sinensis,FALSE,Anopheles sinensis,blood_meal,BloodMealMap,Japan,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Armigeres subalbatus,FALSE,Armigeres subalbatus,blood_meal,BloodMealMap,Japan,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ctenocephalides canis,FALSE,Ctenocephalides canis,on_host_occurrence,FleaMap,India,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Culex mimeticus,FALSE,Culex mimeticus,blood_meal,BloodMealMap,Japan,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Dermacentor nuttalli,FALSE,Dermacentor nuttalli,on_host_occurrence,TickMap,Mongolia,,,32
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis aciculifer,FALSE,Haemaphysalis aciculifer,on_host_occurrence,TickMap,Kenya; South Africa; Zimbabwe,,,8
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis hoodi,FALSE,Haemaphysalis hoodi,on_host_occurrence,TickMap,Cote D'Ivoire,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Rwanda; Sierra Leone; South Africa; Zambia",,,6
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis longicornis,FALSE,Haemaphysalis longicornis,on_host_occurrence,TickMap,United States of America,,,16
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis parmata,FALSE,Haemaphysalis parmata,on_host_occurrence,TickMap,Cameroon; Cote D'Ivoire,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis parva,FALSE,Haemaphysalis parva,on_host_occurrence,TickMap,Libyan Arab Jamahiriya,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis silacea,FALSE,Haemaphysalis silacea,on_host_occurrence,TickMap,South Africa,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Haemaphysalis sulcata,FALSE,Haemaphysalis sulcata,on_host_occurrence,TickMap,Morocco,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma anatolicum,FALSE,Hyalomma anatolicum,on_host_occurrence,TickMap,Sudan,,,8
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma dromedarii,FALSE,Hyalomma dromedarii,on_host_occurrence,TickMap,Djibouti; Sudan,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma excavatum,FALSE,Hyalomma excavatum,on_host_occurrence,TickMap,Djibouti; Libyan Arab Jamahiriya,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma impeltatum,FALSE,Hyalomma impeltatum,on_host_occurrence,TickMap,Mauritania; Morocco; Senegal,,,4
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma impressum,FALSE,Hyalomma impressum,on_host_occurrence,TickMap,South Africa,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma marginatum,FALSE,Hyalomma marginatum,on_host_occurrence,TickMap,Kenya; Morocco,,,3
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma rufipes,FALSE,Hyalomma rufipes,on_host_occurrence,TickMap,South Africa; Sudan; Zambia,,,3
Capra hircus,9925,mammalia,artiodactyla,bovidae,Hyalomma truncatum,FALSE,Hyalomma truncatum,on_host_occurrence,TickMap,"Botswana; Congo, The Democratic Republic of The; Djibouti; Kenya; Nigeria; Senegal; South Africa; Sudan; Zambia",,Kupe virus,20
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ixodes cumulatimpunctatus,FALSE,Ixodes cumulatimpunctatus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ixodes lewisi,FALSE,Ixodes lewisi,on_host_occurrence,TickMap,Kenya,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ixodes muniensis,FALSE,Ixodes muniensis,on_host_occurrence,TickMap,Cote D'Ivoire; Rwanda,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ixodes pilosus,FALSE,Ixodes pilosus,on_host_occurrence,TickMap,South Africa,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ixodes rasus,FALSE,Ixodes rasus,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ixodes rubicundus,FALSE,Ixodes rubicundus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; South Africa",,,3
Capra hircus,9925,mammalia,artiodactyla,bovidae,Mansonia uniformis,FALSE,Mansonia uniformis,blood_meal,BloodMealMap,Japan,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Ornithodoros moubata,FALSE,Ornithodoros moubata,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicentor bicornis,FALSE,Rhipicentor bicornis,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus appendiculatus,FALSE,Rhipicephalus appendiculatus,on_host_occurrence,TickMap,"Burundi; Congo, The Democratic Republic of The; Kenya; Mozambique; Rwanda; South Africa; Sudan; Uganda; Zambia",,,17
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus bequaerti,FALSE,Rhipicephalus bequaerti,on_host_occurrence,TickMap,Rwanda; Sudan,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus bursa,FALSE,Rhipicephalus bursa,on_host_occurrence,TickMap,Morocco,,,3
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus capensis,FALSE,Rhipicephalus capensis,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus compositus,FALSE,Rhipicephalus compositus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Zambia",,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus decoloratus,FALSE,Rhipicephalus decoloratus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Cote D'Ivoire; Senegal; South Africa; Zambia",,,5
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus evertsi,FALSE,Rhipicephalus evertsi; Rhipicephalus evertsi evertsi,on_host_occurrence,TickMap,"Djibouti; Mali; Senegal; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zambia",,,31
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus geigyi,FALSE,Rhipicephalus geigyi,on_host_occurrence,TickMap,Senegal; Sierra Leone,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus glabroscutatum,FALSE,Rhipicephalus glabroscutatum,on_host_occurrence,TickMap,South Africa,,,16
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus guilhoni,FALSE,Rhipicephalus guilhoni,on_host_occurrence,TickMap,Senegal,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus kochi,FALSE,Rhipicephalus kochi,on_host_occurrence,TickMap,"Tanzania, United Republic of; Zimbabwe",,,9
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus longicoxatus,FALSE,Rhipicephalus longicoxatus,on_host_occurrence,TickMap,Djibouti,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus longus,FALSE,Rhipicephalus longus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus lunulatus,FALSE,Rhipicephalus lunulatus,on_host_occurrence,TickMap,Senegal; Sierra Leone,,,4
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus microplus,FALSE,Rhipicephalus microplus,on_host_occurrence,TickMap,Mozambique,,,2
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus muehlensi,FALSE,Rhipicephalus muehlensi,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus muhsamae,FALSE,Rhipicephalus muhsamae,on_host_occurrence,TickMap,Senegal,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus nitens,FALSE,Rhipicephalus nitens,on_host_occurrence,TickMap,South Africa,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus oculatus,FALSE,Rhipicephalus oculatus,on_host_occurrence,TickMap,South Africa,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus pravus,FALSE,Rhipicephalus pravus,on_host_occurrence,TickMap,Djibouti; Sudan,,,3
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus pulchellus,FALSE,Rhipicephalus pulchellus,on_host_occurrence,TickMap,"Djibouti; Kenya; Tanzania, United Republic of",,DHOV,9
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,"Burkina Faso; Chad; Congo, The Democratic Republic of The; Djibouti; Libyan Arab Jamahiriya; Mali; Morocco; Sierra Leone; Sudan; Tanzania, United Republic of; Zambia",,,25
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus senegalensis,FALSE,Rhipicephalus senegalensis,on_host_occurrence,TickMap,"Central African Republic; Congo, The Democratic Republic of The; Guinea-Bissau",,,5
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus simus,FALSE,Rhipicephalus simus,on_host_occurrence,TickMap,"Botswana; Congo, The Democratic Republic of The; South Africa; Sudan; Zambia",,,7
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus sulcatus,FALSE,Rhipicephalus sulcatus,on_host_occurrence,TickMap,Botswana; Senegal; Zambia,,,3
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus supertritus,FALSE,Rhipicephalus supertritus,on_host_occurrence,TickMap,Rwanda,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus tricuspis,FALSE,Rhipicephalus tricuspis,on_host_occurrence,TickMap,Zambia,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus turanicus,FALSE,Rhipicephalus turanicus,on_host_occurrence,TickMap,Morocco,,,1
Capra hircus,9925,mammalia,artiodactyla,bovidae,Rhipicephalus ziemanni,FALSE,Rhipicephalus ziemanni,on_host_occurrence,TickMap,Rwanda; Sierra Leone,,,3
Capreolus capreolus,9858,mammalia,artiodactyla,cervidae,Aedes sticticus,FALSE,Aedes sticticus,blood_meal,BloodMealMap,Hungary,,,1
Capreolus capreolus,9858,mammalia,artiodactyla,cervidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Hungary,,,1
Capreolus capreolus,9858,mammalia,artiodactyla,cervidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Iran,,,1
Capreolus capreolus,9858,mammalia,artiodactyla,cervidae,Culiseta annulata,FALSE,Culiseta annulata,blood_meal,BloodMealMap,Switzerland,,,1
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Aedes sticticus,FALSE,Aedes sticticus,blood_meal,BloodMealMap,Unites States,,,1
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Unites States,,,2
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,,16
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,United States of America,,,16
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,2
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culex pilosus,FALSE,Culex pilosus,blood_meal,BloodMealMap,Unites States,,,1
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,3
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,3
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,3
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culex salinarius,FALSE,Culex salinarius,blood_meal,BloodMealMap,Unites States,,,1
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culex territans,FALSE,Culex territans,blood_meal,BloodMealMap,Unites States,,,1
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,4
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,,8
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Haemaphylsalis leporispalustris,FALSE,Haemaphylsalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,8
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States; United States of America,,B. burgdorferi sensu stricto; A. phagocytophilum,32
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Ixodes affinis,FALSE,Ixodes affinis,on_host_occurrence,TickMap,United States of America,,,8
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,,18
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,B. burgdorferi sensu stricto; A. phagocytophilum; Borrelia burgdorferi,43
Cardinalis cardinalis,98964,aves,passeriformes,cardinalidae,Polygenis gwyni,FALSE,Polygenis gwyni,on_host_occurrence,FleaMap,United States,,,1
Carollia perspicillata,40233,mammalia,chiroptera,phyllostomidae,Ornithodoros azteci,FALSE,Ornithodoros azteci,on_host_occurrence,TickMap,Panama,,,2
Carollia perspicillata,40233,mammalia,chiroptera,phyllostomidae,Ornithodoros brodyi,FALSE,Ornithodoros brodyi,on_host_occurrence,TickMap,Panama,,,2
Cathartes aura,43455,aves,cathartiformes,cathartidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,2
Cathartes aura,43455,aves,cathartiformes,cathartidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Cathartes aura,43455,aves,cathartiformes,cathartidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Catharus fuscescens,159581,aves,passeriformes,turdidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Catharus fuscescens,159581,aves,passeriformes,turdidae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Catharus fuscescens,159581,aves,passeriformes,turdidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,2
Catharus fuscescens,159581,aves,passeriformes,turdidae,Culiseta morsitans,FALSE,Culiseta morsitans,blood_meal,BloodMealMap,Unites States,,,1
Catharus fuscescens,159581,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,5
Catharus fuscescens,159581,aves,passeriformes,turdidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,Borellia burgdorferi,21
Catharus guttatus,9185,aves,passeriformes,turdidae,Aedes trivittatus,FALSE,Aedes trivittatus,blood_meal,BloodMealMap,Unites States,,,1
Catharus guttatus,9185,aves,passeriformes,turdidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Catharus guttatus,9185,aves,passeriformes,turdidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,1
Catharus guttatus,9185,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,10
Catharus guttatus,9185,aves,passeriformes,turdidae,Ixodes brunneus,FALSE,Ixodes brunneus,on_host_occurrence,TickMap,United States of America,,Rickettsia mendelii,24
Catharus guttatus,9185,aves,passeriformes,turdidae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,,15
Catharus guttatus,9185,aves,passeriformes,turdidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,Borellia burgdorferi,8
Catharus ustulatus,91951,aves,passeriformes,turdidae,Amblyomma nodosum,FALSE,Amblyomma nodosum,on_host_occurrence,TickMap,United States of America,,,8
Catharus ustulatus,91951,aves,passeriformes,turdidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,4
Catharus ustulatus,91951,aves,passeriformes,turdidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Catharus ustulatus,91951,aves,passeriformes,turdidae,Haemaphylsalis leporispalustris,FALSE,Haemaphylsalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,8
Catharus ustulatus,91951,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,B. burgdorferi sensu stricto; A. phagocytophilum,36
Catharus ustulatus,91951,aves,passeriformes,turdidae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States; United States of America,,B. burgdorferi sensu stricto; A. phagocytophilum,14
Catharus ustulatus,91951,aves,passeriformes,turdidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,,26
Catharus ustulatus,91951,aves,passeriformes,turdidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,B. burgdorferi; B. burgdorferi sensu stricto; A. phagocytophilum; Borellia burgdorferi,29
Cephalophus callipygus,129223,,,,Haemaphysalis parmata,FALSE,Haemaphysalis parmata,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Japan; Unites States,,,2
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Amblyomma hebraeum,FALSE,Amblyomma hebraeum,on_host_occurrence,TickMap,South Africa; Zimbabwe,,,2
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Amblyomma rhinocerotis,FALSE,Amblyomma rhinocerotis,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; South Africa",,,2
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Armigeres subalbatus,FALSE,Armigeres subalbatus,blood_meal,BloodMealMap,Japan,,,1
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Culex mimeticus,FALSE,Culex mimeticus,blood_meal,BloodMealMap,Japan,,,1
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Culex vishnui,FALSE,Culex vishnui,blood_meal,BloodMealMap,Japan,,,1
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Dermacentor rhinocerinus,FALSE,Dermacentor rhinocerinus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Zimbabwe",,,21
Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Rhipicephalus maculatus,FALSE,Rhipicephalus maculatus,on_host_occurrence,TickMap,South Africa,,,1
Cercopithecus ascanius,36223,mammalia,primates,cercopithecidae,Ixodes rasus,FALSE,Ixodes rasus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Cerdocyon thous,9620,mammalia,carnivora,canidae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,Venezuela,,,36
Cervus elaphus,9860,mammalia,artiodactyla,cervidae,Culex theileri,FALSE,Culex theileri,blood_meal,BloodMealMap,ESP,,,1
Cervus elaphus,9860,mammalia,artiodactyla,cervidae,Dermacentor albipictus,FALSE,Dermacentor albipictus,on_host_occurrence,TickMap,United States of America,,,8
Chenonetta jubata,45644,aves,anseriformes,anatidae,Culex annulirostris,FALSE,Culex annulirostris,blood_meal,BloodMealMap,Australia,,,1
Chenonetta jubata,45644,aves,anseriformes,anatidae,Culex sitiens,FALSE,Culex sitiens,blood_meal,BloodMealMap,Australia,,,1
Chloris chloris,37601,aves,passeriformes,fringillidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,ESP,,,1
Chloris chloris,37601,aves,passeriformes,fringillidae,Hyalomma marginatum,FALSE,Hyalomma marginatum,on_host_occurrence,TickMap,Morocco,,,1
Chloris chloris,37601,aves,passeriformes,fringillidae,Ixodes frontalis,FALSE,Ixodes frontalis,on_host_occurrence,TickMap,Morocco,,,1
Chlorocebus aethiops,9534,mammalia,primates,cercopithecidae,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Chlorocebus aethiops,9534,mammalia,primates,cercopithecidae,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,Sudan,,,1
Chlorocebus sabaeus,60711,mammalia,primates,cercopithecidae,Aedes taylori,FALSE,Aedes taylori,blood_meal,BloodMealMap,Senegal,,,1
Circus aeruginosus,8964,aves,accipitriformes,accipitridae,Culex modestus,FALSE,Culex modestus,blood_meal,BloodMealMap,Czechia,,,1
Circus aeruginosus,8964,aves,accipitriformes,accipitridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia,,,1
Circus aeruginosus,8964,aves,accipitriformes,accipitridae,Hyalomma marginatum,FALSE,Hyalomma marginatum,on_host_occurrence,TickMap,Morocco,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Amblyomma nuttalli,FALSE,Amblyomma nuttalli,on_host_occurrence,TickMap,Central African Republic,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Haemaphysalis aciculifer,FALSE,Haemaphysalis aciculifer,on_host_occurrence,TickMap,Ethiopia; Kenya,,,3
Civettictis civetta,94186,mammalia,carnivora,viverridae,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,"Burkina Faso; Central African Republic; Congo, The Democratic Republic of The; Cote D'Ivoire; Sudan",,,11
Civettictis civetta,94186,mammalia,carnivora,viverridae,Haemaphysalis moreli,FALSE,Haemaphysalis moreli,on_host_occurrence,TickMap,"Burkina Faso; Cameroon; Congo, The Democratic Republic of The; Cote D'Ivoire; Kenya; Senegal; Tanzania, United Republic of",,,12
Civettictis civetta,94186,mammalia,carnivora,viverridae,Haemaphysalis paraleachi,FALSE,Haemaphysalis paraleachi,on_host_occurrence,TickMap,"Cameroon; Central African Republic; Congo, The Democratic Republic of The; Cote D'Ivoire; Ethiopia; Kenya; Liberia; Sudan; Zambia",,,16
Civettictis civetta,94186,mammalia,carnivora,viverridae,Haemaphysalis parmata,FALSE,Haemaphysalis parmata,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Haemaphysalis rugosa,FALSE,Haemaphysalis rugosa,on_host_occurrence,TickMap,Senegal,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Haemaphysalis spinulosa,FALSE,Haemaphysalis spinulosa,on_host_occurrence,TickMap,"Angola; Congo, The Democratic Republic of The; Cote D'Ivoire; Mozambique; Sudan",,,6
Civettictis civetta,94186,mammalia,carnivora,viverridae,Ixodes aulacodi,FALSE,Ixodes aulacodi,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Ixodes cavipalpus,FALSE,Ixodes cavipalpus,on_host_occurrence,TickMap,Angola; Sudan,,,2
Civettictis civetta,94186,mammalia,carnivora,viverridae,Ixodes cumulatimpunctatus,FALSE,Ixodes cumulatimpunctatus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Cote D'Ivoire",,,2
Civettictis civetta,94186,mammalia,carnivora,viverridae,Ixodes moreli,FALSE,Ixodes moreli,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Ixodes muniensis,FALSE,Ixodes muniensis,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Ixodes oldi,FALSE,Ixodes oldi,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
