matched_who_host,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_species_analysis,vector_species_needs_review,vector_name_taxonomy_examples,interaction_type_examples,source_dataset_examples,country_examples,associated_pathogen_examples,associated_parasite_examples,record_count
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes notoscriptus,FALSE,Aedes notoscriptus,blood_meal,BloodMealMap,Australia,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes ochraceus,FALSE,Aedes ochraceus,blood_meal,BloodMealMap,Kenya; Senegal,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes procax,FALSE,Aedes procax,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes quasiunivittatus,FALSE,Aedes quasiunivittatus,blood_meal,BloodMealMap,Kenya,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes riversi,FALSE,Aedes riversi,blood_meal,BloodMealMap,Japan,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes scapularis,FALSE,Aedes scapularis,blood_meal,BloodMealMap,Brazil,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes serratus,FALSE,Aedes serratus,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes sollicitans,FALSE,Aedes sollicitans,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes sticticus,FALSE,Aedes sticticus,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes sudanensis,FALSE,Aedes sudanensis,blood_meal,BloodMealMap,Kenya; Senegal,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes taeniorhynchus,FALSE,Aedes taeniorhynchus,blood_meal,BloodMealMap,Ecuador,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes taylori,FALSE,Aedes taylori,blood_meal,BloodMealMap,Kenya,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes thibaulti,FALSE,Aedes thibaulti,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes tortilis,FALSE,Aedes tortilis,blood_meal,BloodMealMap,Puerto Rico,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes tricholabis,FALSE,Aedes tricholabis,blood_meal,BloodMealMap,Kenya,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes triseriatus,FALSE,Aedes triseriatus,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes trivittatus,FALSE,Aedes trivittatus,blood_meal,BloodMealMap,Unites States,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Hungary; Japan; Russia; Senegal; Serbia; Unites States,,,26
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes vigilax,FALSE,Aedes vigilax,blood_meal,BloodMealMap,Australia,,,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Aedes vittiger,FALSE,Aedes vittiger,blood_meal,BloodMealMap,Australia,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,,148
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma astrion,FALSE,Amblyomma astrion,on_host_occurrence,TickMap,"Angola; Congo, The Democratic Republic of The",,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma cajennense,FALSE,Amblyomma cajennense,on_host_occurrence,TickMap,United States of America,,Rickettsia,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma cohaerens,FALSE,Amblyomma cohaerens,on_host_occurrence,TickMap,"Burundi; Congo, The Democratic Republic of The; Rwanda",,,7
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma eburneum,FALSE,Amblyomma eburneum,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma gemma,FALSE,Amblyomma gemma,on_host_occurrence,TickMap,"Kenya; Tanzania, United Republic of",,"DHOV, Kupe virus; NRIV",16
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma hebraeum,FALSE,Amblyomma hebraeum,on_host_occurrence,TickMap,"Kenya; Mozambique; South Africa; Tanzania, United Republic of",,DUGV,17
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma lepidum,FALSE,Amblyomma lepidum,on_host_occurrence,TickMap,"Central African Republic; Egypt; Kenya; South Africa; Sudan; Tanzania, United Republic of; Zambia",,,53
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,Peru; United States of America,,Rickettsia,44
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma nuttalli,FALSE,Amblyomma nuttalli,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Tanzania, United Republic of",,,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma paulopunctatum,FALSE,Amblyomma paulopunctatum,on_host_occurrence,TickMap,Cameroon,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma pomposum,FALSE,Amblyomma pomposum,on_host_occurrence,TickMap,"Angola; Congo, The Democratic Republic of The; Sudan",,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma splendidum,FALSE,Amblyomma splendidum,on_host_occurrence,TickMap,"Angola; Central African Republic; Congo; Congo, The Democratic Republic of The; Sierra Leone",,,14
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma testudinarium,FALSE,Amblyomma testudinarium,on_host_occurrence,TickMap,LAO PEOPLE'S DEMOCRATIC REPUBLIC,,,5
Bos taurus,9913,mammalia,artiodactyla,bovidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,"Benin; Botswana; Burkina Faso; Burundi; Cameroon; Congo, The Democratic Republic of The; Cote D'Ivoire; Gambia; Ghana; Guinea; Guinea-Bissau; Kenya; Malawi; Mali; Nigeria; Rwanda; Senegal; Sierra Leone; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zambia",,Kupe virus,531
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles albimanus,FALSE,Anopheles albimanus,blood_meal,BloodMealMap,Belize,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles albitarsis,FALSE,Anopheles albitarsis,blood_meal,BloodMealMap,Brazil,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles amictus,FALSE,Anopheles amictus,blood_meal,BloodMealMap,Australia,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles annularis,FALSE,Anopheles annularis,blood_meal,BloodMealMap,India,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles annulipes,FALSE,Anopheles annulipes,blood_meal,BloodMealMap,Australia,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles aquasalis,FALSE,Anopheles aquasalis,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles arabiensis,FALSE,Anopheles arabiensis,blood_meal,BloodMealMap,Ethiopia; Kenya; Madagascar,,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles atroparvus,FALSE,Anopheles atroparvus,blood_meal,BloodMealMap,ESP; United Kingdom,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles bancroftii,FALSE,Anopheles bancroftii,blood_meal,BloodMealMap,Australia,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles claviger,FALSE,Anopheles claviger,blood_meal,BloodMealMap,United Kingdom,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles coustani,FALSE,Anopheles coustani,blood_meal,BloodMealMap,Kenya; Madagascar; Tanzania,,,7
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles cruzii,FALSE,Anopheles cruzii,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles culicifacies,FALSE,Anopheles culicifacies,blood_meal,BloodMealMap,India,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles darlingi,FALSE,Anopheles darlingi,blood_meal,BloodMealMap,Belize,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles domicola,FALSE,Anopheles domicola,blood_meal,BloodMealMap,Senegal,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles dthali,FALSE,Anopheles dthali,blood_meal,BloodMealMap,Iran,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles evansae,FALSE,Anopheles evansae,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles farauti,FALSE,Anopheles farauti,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles flavicosta,FALSE,Anopheles flavicosta,blood_meal,BloodMealMap,Madagascar,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles fluviatilis,FALSE,Anopheles fluviatilis,blood_meal,BloodMealMap,India,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles franciscanus,FALSE,Anopheles franciscanus,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles freeborni,FALSE,Anopheles freeborni,blood_meal,BloodMealMap,Unites States,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles funestus,FALSE,Anopheles funestus,blood_meal,BloodMealMap,Ethiopia; Kenya; Madagascar; Senegal; Tanzania,,,9
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles gambiae,FALSE,Anopheles gambiae,blood_meal,BloodMealMap,Kenya; Madagascar; Senegal; Tanzania,,,8
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles garnhami,FALSE,Anopheles garnhami,blood_meal,BloodMealMap,Ethiopia,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles hyrcanus,FALSE,Anopheles hyrcanus,blood_meal,BloodMealMap,Iran,,,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles implexus,FALSE,Anopheles implexus,blood_meal,BloodMealMap,Uganda,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles lesteri,FALSE,Anopheles lesteri,blood_meal,BloodMealMap,Japan,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles longipalpis,FALSE,Anopheles longipalpis,blood_meal,BloodMealMap,Zambia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles maculipalpis,FALSE,Anopheles maculipalpis,blood_meal,BloodMealMap,Madagascar,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles maculipennis,FALSE,Anopheles maculipennis,blood_meal,BloodMealMap,Iran; Serbia; United Kingdom,,,5
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles marshalli,FALSE,Anopheles marshalli,blood_meal,BloodMealMap,Ethiopia,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles marshallii,FALSE,Anopheles marshallii,blood_meal,BloodMealMap,Tanzania,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles mascarensis,FALSE,Anopheles mascarensis,blood_meal,BloodMealMap,Madagascar,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles meraukensis,FALSE,Anopheles meraukensis,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles messeae,FALSE,Anopheles messeae,blood_meal,BloodMealMap,Russia; United Kingdom,,,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles minimus,FALSE,Anopheles minimus,blood_meal,BloodMealMap,Japan,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles novaguinensis,FALSE,Anopheles novaguinensis,blood_meal,BloodMealMap,Australia,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles pharoensis,FALSE,Anopheles pharoensis,blood_meal,BloodMealMap,Senegal; Tanzania,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles pretoriensis,FALSE,Anopheles pretoriensis,blood_meal,BloodMealMap,Madagascar,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles punctimacula,FALSE,Anopheles punctimacula,blood_meal,BloodMealMap,Belize; Panama,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles punctipennis,FALSE,Anopheles punctipennis,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles rivulorum,FALSE,Anopheles rivulorum,blood_meal,BloodMealMap,Tanzania,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles rufipes,FALSE,Anopheles rufipes,blood_meal,BloodMealMap,Madagascar; Senegal,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles sinensis,FALSE,Anopheles sinensis,blood_meal,BloodMealMap,Japan,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles squamosus,FALSE,Anopheles squamosus,blood_meal,BloodMealMap,Madagascar; Tanzania,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles stephensi,FALSE,Anopheles stephensi,blood_meal,BloodMealMap,Iran,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles superpictus,FALSE,Anopheles superpictus,blood_meal,BloodMealMap,Iran,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles tenebrosus,FALSE,Anopheles tenebrosus,blood_meal,BloodMealMap,Ethiopia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles varuna,FALSE,Anopheles varuna,blood_meal,BloodMealMap,India,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles vestitipennis,FALSE,Anopheles vestitipennis,blood_meal,BloodMealMap,Belize,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Anopheles wellcomei,FALSE,Anopheles wellcomei,blood_meal,BloodMealMap,Tanzania,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Argas walkerae,FALSE,Argas walkerae,on_host_occurrence,TickMap,Ghana,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Armigeres subalbatus,FALSE,Armigeres subalbatus,blood_meal,BloodMealMap,Japan,,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Chagasia fajardi,FALSE,Chagasia fajardi,blood_meal,BloodMealMap,Brazil,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Coquillettidia fuscopennata,FALSE,Coquillettidia fuscopennata,blood_meal,BloodMealMap,Uganda,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Coquillettidia linealis,FALSE,Coquillettidia linealis,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Coquillettidia pseudoconopas,FALSE,Coquillettidia pseudoconopas,blood_meal,BloodMealMap,Uganda,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Coquillettidia richiardii,FALSE,Coquillettidia richiardii,blood_meal,BloodMealMap,Russia; United Kingdom,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Coquillettidia venezuelensis,FALSE,Coquillettidia venezuelensis,blood_meal,BloodMealMap,Brazil; Panama,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Coquillettidia xanthogaster,FALSE,Coquillettidia xanthogaster,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,Cuba; Puerto Rico,,,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex annulioris,FALSE,Culex annulioris,blood_meal,BloodMealMap,Uganda,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex annulirostris,FALSE,Culex annulirostris,blood_meal,BloodMealMap,Australia,,,22
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex antennatus,FALSE,Culex antennatus,blood_meal,BloodMealMap,Kenya; Senegal; Tanzania,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex australicus,FALSE,Culex australicus,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex bidens,FALSE,Culex bidens,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex bitaeniorhynchus,FALSE,Culex bitaeniorhynchus,blood_meal,BloodMealMap,India; Japan,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex chidesteri,FALSE,Culex chidesteri,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex coronator,FALSE,Culex coronator,blood_meal,BloodMealMap,Guatemala; Panama,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex cylindricus,FALSE,Culex cylindricus,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex fuscocephala,FALSE,Culex fuscocephala,blood_meal,BloodMealMap,India; Japan,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex gelidus,FALSE,Culex gelidus,blood_meal,BloodMealMap,India,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex infula,FALSE,Culex infula,blood_meal,BloodMealMap,India,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex invidiosus,FALSE,Culex invidiosus,blood_meal,BloodMealMap,The Gambia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex lygrus,FALSE,Culex lygrus,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex mimeticus,FALSE,Culex mimeticus,blood_meal,BloodMealMap,Iran; Japan,,,8
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex modestus,FALSE,Culex modestus,blood_meal,BloodMealMap,Russia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex molestus,FALSE,Culex molestus,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex neavei,FALSE,Culex neavei,blood_meal,BloodMealMap,Kenya,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex nigripalpus,FALSE,Culex nigripalpus,blood_meal,BloodMealMap,Guatemala; Trinidad & Tobago,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex orbostiensis,FALSE,Culex orbostiensis,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex perexiguus,FALSE,Culex perexiguus,blood_meal,BloodMealMap,Iran; Israel,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Iran; Japan; Kenya; Serbia; South Africa; Unites States,,,20
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex poicilipes,FALSE,Culex poicilipes,blood_meal,BloodMealMap,Senegal,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex pseudovishnui,FALSE,Culex pseudovishnui,blood_meal,BloodMealMap,India; Japan,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex pullus,FALSE,Culex pullus,blood_meal,BloodMealMap,Australia,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Australia; Brazil; Guatemala; India; Iran; Kenya; Tanzania; Unites States,,,14
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex salinarius,FALSE,Culex salinarius,blood_meal,BloodMealMap,Unites States,,,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex saltanensis,FALSE,Culex saltanensis,blood_meal,BloodMealMap,Brazil,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex sitiens,FALSE,Culex sitiens,blood_meal,BloodMealMap,Australia; Iran,,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex taeniopus,FALSE,Culex taeniopus,blood_meal,BloodMealMap,Guatemala; Puerto Rico,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,10
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex territans,FALSE,Culex territans,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex thalassius,FALSE,Culex thalassius,blood_meal,BloodMealMap,Senegal; The Gambia,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex theileri,FALSE,Culex theileri,blood_meal,BloodMealMap,ESP; Iran; South Africa,,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex tritaeniorhynchus,FALSE,Culex tritaeniorhynchus,blood_meal,BloodMealMap,India; Japan; Senegal; The Gambia,,,5
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex univittatus,FALSE,Culex univittatus,blood_meal,BloodMealMap,Kenya; Senegal; South Africa,,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex vansomereni,FALSE,Culex vansomereni,blood_meal,BloodMealMap,Kenya,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex vishnui,FALSE,Culex vishnui,blood_meal,BloodMealMap,India; Japan; Singapore,,,6
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culex whitmorei,FALSE,Culex whitmorei,blood_meal,BloodMealMap,India,,,2
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culiseta annulata,FALSE,Culiseta annulata,blood_meal,BloodMealMap,Russia; United Kingdom,,,3
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culiseta inornata,FALSE,Culiseta inornata,blood_meal,BloodMealMap,Unites States,,,4
Bos taurus,9913,mammalia,artiodactyla,bovidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Deinocerites pseudes,FALSE,Deinocerites pseudes,blood_meal,BloodMealMap,Nicaragua,,,1
Bos taurus,9913,mammalia,artiodactyla,bovidae,Dermacentor albipictus,FALSE,Dermacentor albipictus,on_host_occurrence,TickMap,United States of America,,,10
Bos taurus,9913,mammalia,artiodactyla,bovidae,Dermacentor marginatus,FALSE,Dermacentor marginatus,on_host_occurrence,TickMap,Algeria; Georgia,,,27
Bos taurus,9913,mammalia,artiodactyla,bovidae,Dermacentor nuttalli,FALSE,Dermacentor nuttalli,on_host_occurrence,TickMap,Mongolia,,,20
Bos taurus,9913,mammalia,artiodactyla,bovidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,,31
Bos taurus,9913,mammalia,artiodactyla,bovidae,Haemagogus janthinomys,FALSE,Haemagogus janthinomys,blood_meal,BloodMealMap,Brazil,,,10
Bos taurus,9913,mammalia,artiodactyla,bovidae,Haemagogus leucocelaenus,FALSE,Haemagogus leucocelaenus,blood_meal,BloodMealMap,Brazil,,,2
