source_dataset,analysis_unit_id,readiness_disease_name,disease_name,species_role,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_detection_tier,host_direct_detection_supported,host_role_assignment,host_role_confidence,host_role_assignment_status,host_role_needs_manual_review,modelling_role_proxy,modelling_role_proxy_basis,modelling_role_proxy_confidence,modelling_role_proxy_rule_id,modelling_role_proxy_needs_review,host_role_bucket,host_role_evidence_basis,host_role_weight,role_proxy_applied,group_proxy_applied,vector_group,vector_taxon_rank,vector_join_key,best_evidence_level,best_evidence_basis,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,bites_humans,bites_humans_known,bites_humans_true,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,taxonomy_ok,sdm_needed_for_disease,sdm_available,sdm_species,model_quality_raw,model_quality_tier,model_quality_weight,retained_models,min_boyce,max_boyce,min_test_auc,max_test_auc,min_max_tss,max_max_tss,profile_broad,profile_supported,profile_strong,profile_strict,profile_group_proxy,biological_evidence_tier,no_spatial_layer,missingness_reason,tier_rule_id
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Aythya ferina,219593,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Aythya fuligula,219594,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Aythya marila,189534,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Aythya nyroca,197939,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Aythya valisineria,110915,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Balaenoptera acutorostrata,9767,mammalia,artiodactyla,balaenopteridae,Antibodies; Isolation/Observation,isolation_or_observation,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,TRUE,Balaenoptera acutorostrata,,available_unscored,0.5,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,FALSE,host_role_presence_only; host_role_review_needed,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bombycilla cedrorum,161648,aves,passeriformes,bombycillidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bonasa umbellus,9000,aves,galliformes,phasianidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,galliform_avian_host_group_proxy,avian_influenza_group_rule_galliform_birds,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bos grunniens,30521,,,,Antibodies; PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,TRUE,Bos grunniens,,available_unscored,0.5,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,FALSE,host_role_presence_only; host_role_review_needed,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bos taurus,9913,mammalia,artiodactyla,bovidae,Antibodies; PCR/Sequencing,pcr_or_sequencing,TRUE,susceptible_host_only,medium,draft_needs_review,TRUE,susceptible_host_only,reviewed_role_assignment_needs_review,medium,reviewed_role_needs_review_v0_1,TRUE,susceptible_or_spillover_host,exact_reviewed_needs_review,0.75,TRUE,FALSE,,,,,,,,,,,,,,,,TRUE,yes,TRUE,Bos taurus,,available_unscored,0.5,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,supported,FALSE,host_role_review_needed,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Branta bernicla,184712,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Branta canadensis,8853,aves,anseriformes,anatidae,Isolation/Observation; PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Branta hutchinsii,371860,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Branta leucopsis,184711,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bubalus bubalis,89462,mammalia,artiodactyla,bovidae,Antibodies,serology,FALSE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,TRUE,Bubalus bubalis,,available_unscored,0.5,,,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,broad,FALSE,host_role_presence_only; host_role_review_needed,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bubo bubo,30461,aves,strigiformes,strigidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bubo scandiacus,371907,aves,strigiformes,strigidae,Isolation/Observation; PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bubo virginianus,56268,aves,strigiformes,strigidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bubulcus ibis,110668,aves,pelecaniformes,ardeidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bucephala albeola,279934,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Bucephala clangula,107022,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Burhinus grallarius,585466,aves,charadriiformes,burhinidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Butastur indicus,335207,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo buteo,30397,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo jamaicensis,56263,aves,accipitriformes,accipitridae,Isolation/Observation; PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo japonicus,224669,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo lagopus,115229,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo lineatus,223475,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo platypterus,218281,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo regalis,223441,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo rufofuscus,223437,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteo swainsoni,156757,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Buteogallus urubitinga,223497,aves,accipitriformes,accipitridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Butorides striata,433628,aves,pelecaniformes,ardeidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Butorides virescens,110671,,,,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Caiman latirostris,190476,reptilia,crocodylia,alligatoridae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Cairina moschata,8855,aves,anseriformes,anatidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Calidris acuminata,192723,aves,charadriiformes,scolopacidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Calidris alba,279936,aves,charadriiformes,scolopacidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Calidris alpina,8919,aves,charadriiformes,scolopacidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
repo_pilot,master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),host,Calidris canutus,227173,aves,charadriiformes,scolopacidae,PCR/Sequencing,pcr_or_sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,supported,TRUE,host_role_presence_only; host_role_review_needed; no_sdm,host_v0_1
