source_dataset,analysis_unit_id,readiness_disease_name,disease_name,species_role,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_detection_tier,host_direct_detection_supported,host_role_assignment,host_role_confidence,host_role_assignment_status,host_role_needs_manual_review,modelling_role_proxy,modelling_role_proxy_basis,modelling_role_proxy_confidence,modelling_role_proxy_rule_id,modelling_role_proxy_needs_review,host_role_bucket,host_role_evidence_basis,host_role_weight,role_proxy_applied,group_proxy_applied,vector_group,vector_taxon_rank,vector_join_key,best_evidence_level,best_evidence_basis,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,bites_humans,bites_humans_known,bites_humans_true,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,taxonomy_ok,sdm_needed_for_disease,sdm_available,sdm_species,model_quality_raw,model_quality_tier,model_quality_weight,retained_models,min_boyce,max_boyce,min_test_auc,max_test_auc,min_max_tss,max_max_tss,profile_broad,profile_supported,profile_strong,profile_strict,profile_group_proxy,biological_evidence_tier,no_spatial_layer,missingness_reason,tier_rule_id
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes aegypti,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes aegypti,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Aedes aegypti,production_candidate,usable_sdm,1,10,0.989089089837844,0.998631863186319,0.6206,0.6459,0.396384088889467,0.51029561934898,TRUE,TRUE,TRUE,TRUE,,strict,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes africanus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes africanus,probable,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,TRUE,Aedes africanus,diagnostic_not_recommended_without_review,diagnostic,0.25,22,-0.475635429482446,0.35672836324292,0.7892,0.9225,0.71394358046125606,0.891378227623656,TRUE,TRUE,FALSE,FALSE,,supported,FALSE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes albopictus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes albopictus,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Aedes albopictus,production_candidate,usable_sdm,1,10,0.991791179117912,0.99973597359736,0.6885,0.7024,0.639152062866598,0.690237958909483,TRUE,TRUE,TRUE,TRUE,,strict,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes fulgens,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes fulgens,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes furcifer,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes furcifer,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,sylvatic_vector,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; bites_humans_unknown; natural_infection_unknown; no_sdm,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes furcifer taylori,,,,,,,,,,,,,,,,,,,,,,mosquito,infraspecific,aedes furcifer taylori,probable,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes hensilli,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes hensilli,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,no,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; no_sdm,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes luteocephalus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes luteocephalus,probable,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes notoscriptus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes notoscriptus,candidate,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Aedes notoscriptus,production_candidate,usable_sdm,1,10,0.947878787878788,0.997551755175518,0.8236,0.8292,0.716422677739496,0.740373418437669,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes procax,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes procax,probable,lab,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,competent,yes,,,TRUE,yes,TRUE,Aedes procax,production_candidate,usable_sdm,1,10,0.727924314420367,0.863935095557916,0.7156,0.7738,0.453593020060456,0.569181093707062,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes togoi,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes togoi,candidate,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,yes,TRUE,Aedes togoi,production_candidate,usable_sdm,1,5,0.599615084949338,0.673510662481289,0.8233,0.9236,0.75381455399061,0.903022300469484,TRUE,FALSE,FALSE,FALSE,,broad,FALSE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes triseriatus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes triseriatus,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,TRUE,Aedes triseriatus,production_candidate,usable_sdm,1,10,0.91014701470147,0.989114911491149,0.6959,0.7256,0.352298790177477,0.440889814540587,TRUE,TRUE,FALSE,FALSE,,supported,FALSE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes vexans,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes vexans,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,TRUE,Aedes vexans,production_candidate,usable_sdm,1,10,0.964979953338016,0.998895825130321,0.6451,0.6562,0.479593516899865,0.538154466480466,TRUE,TRUE,FALSE,FALSE,,supported,FALSE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes vigilax,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes vigilax,probable,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Aedes vigilax,production_candidate,usable_sdm,1,10,0.941893014984783,0.973165316531653,0.9533,0.9552,0.876634969213393,0.889353420531691,TRUE,TRUE,TRUE,TRUE,,strict,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Aedes vittatus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes vittatus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Aedes vittatus,production_candidate,usable_sdm,1,10,0.563702721355478,0.873230096797807,0.6396,0.7957,0.350526136557126,0.481777626426017,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Coquillettidia linealis,,,,,,,,,,,,,,,,,,,,,,mosquito,species,coquillettidia linealis,probable,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Coquillettidia linealis,production_candidate,usable_sdm,1,8,0.532971574489212,0.777278986211896,0.9497,0.9545,0.82118263945922,0.835039063322594,TRUE,TRUE,TRUE,TRUE,,strict,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Culex annulirostris,,,,,,,,,,,,,,,,,,,,,,mosquito,species,culex annulirostris,weak,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Culex annulirostris,production_candidate,usable_sdm,1,10,0.881734310263617,0.956963696369637,0.9339,0.9469,0.788806572964989,0.823808534699624,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Culex sitiens,,,,,,,,,,,,,,,,,,,,,,mosquito,species,culex sitiens,weak,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Culex sitiens,production_candidate,usable_sdm,1,10,0.546830967992541,0.954056267799877,0.9009,0.9201,0.695780350927044,0.751857640122185,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Eretmapodites chrysogaster,,,,,,,,,,,,,,,,,,,,,,mosquito,species,eretmapodites chrysogaster,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,yes,TRUE,Eretmapodites chrysogaster,diagnostic_not_recommended_without_review,diagnostic,0.25,21,-0.35147631677096,0.523943326100275,0.8569,0.9387,0.631780005418586,0.754375507992414,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Opifex fuscus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,opifex fuscus,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,yes,TRUE,Opifex fuscus,diagnostic_not_recommended_without_review,diagnostic,0.25,13,0.138034584915174,0.29541556303729,0.673,0.7412,0.415678879310345,0.530441810344828,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
chikungunya_delivery,master_4,Chikungunya fever,Chikungunya fever,vector,Verrallina funerea,,,,,,,,,,,,,,,,,,,,,,mosquito,species,verrallina funerea,candidate,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,TRUE,Verrallina funerea,production_candidate,available_unscored,0.5,1,0.540410994223576,0.540410994223576,0.9934,0.9934,0.978776219436515,0.978776219436515,TRUE,TRUE,TRUE,FALSE,,strong,FALSE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes aegypti,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes aegypti,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,TRUE,,strict,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes africanus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes africanus,probable,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes albopictus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes albopictus,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,TRUE,,strict,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes fulgens,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes fulgens,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes furcifer,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes furcifer,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,sylvatic_vector,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; bites_humans_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes furcifer taylori,,,,,,,,,,,,,,,,,,,,,,mosquito,infraspecific,aedes furcifer taylori,probable,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes hensilli,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes hensilli,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,no,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes luteocephalus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes luteocephalus,probable,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes notoscriptus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes notoscriptus,candidate,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes procax,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes procax,probable,lab,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes togoi,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes togoi,candidate,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,FALSE,FALSE,FALSE,,broad,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes triseriatus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes triseriatus,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes vexans,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes vexans,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes vigilax,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes vigilax,probable,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,TRUE,,strict,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,aedes vittatus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,aedes vittatus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,coquillettidia linealis,,,,,,,,,,,,,,,,,,,,,,mosquito,species,coquillettidia linealis,probable,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,TRUE,,strict,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,culex annulirostris,,,,,,,,,,,,,,,,,,,,,,mosquito,species,culex annulirostris,weak,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,culex sitiens,,,,,,,,,,,,,,,,,,,,,,mosquito,species,culex sitiens,weak,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,eretmapodites chrysogaster,,,,,,,,,,,,,,,,,,,,,,mosquito,species,eretmapodites chrysogaster,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,opifex fuscus,,,,,,,,,,,,,,,,,,,,,,mosquito,species,opifex fuscus,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_4,Chikungunya fever,Chikungunya fever,vector,verrallina funerea,,,,,,,,,,,,,,,,,,,,,,mosquito,species,verrallina funerea,candidate,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,FALSE,,strong,TRUE,tax_id_missing; vector_role_hint_blank; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,amblyomma lepidum,,,,,,,,,,,,,,,,,,,,,,tick,species,amblyomma lepidum,candidate,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,unclear,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,amblyomma variegatum,,,,,,,,,,,,,,,,,,,,,,tick,species,amblyomma variegatum,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,TRUE,,strict,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,dermacentor marginatus,,,,,,,,,,,,,,,,,,,,,,tick,species,dermacentor marginatus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,candidate_vector,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,dermacentor niveus,,,,,,,,,,,,,,,,,,,,,,tick,species,dermacentor niveus,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,dermacentor nuttalli,,,,,,,,,,,,,,,,,,,,,,tick,species,dermacentor nuttalli,candidate,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,unclear,,,candidate_vector,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,haemaphysalis concinna,,,,,,,,,,,,,,,,,,,,,,tick,species,haemaphysalis concinna,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,haemaphysalis inermis,,,,,,,,,,,,,,,,,,,,,,tick,species,haemaphysalis inermis,candidate,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,FALSE,FALSE,FALSE,,broad,TRUE,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,haemaphysalis parva,,,,,,,,,,,,,,,,,,,,,,tick,species,haemaphysalis parva,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,haemaphysalis punctata,,,,,,,,,,,,,,,,,,,,,,tick,species,haemaphysalis punctata,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,candidate_vector,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,haemaphysalis sulcata,,,,,,,,,,,,,,,,,,,,,,tick,species,haemaphysalis sulcata,candidate,review,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,FALSE,FALSE,,supported,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
repo_pilot,master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,vector,hyalomma aegyptium,,,,,,,,,,,,,,,,,,,,,,tick,species,hyalomma aegyptium,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,,,,TRUE,yes,FALSE,,,no_sdm,0,,,,,,,,TRUE,TRUE,TRUE,TRUE,,strict,TRUE,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown; no_sdm,vector_v0_1
