analysis_unit_id,master_row,disease_master_name,resolved_disease_name,resolved_pathogen_name,resolved_pathogen_rank,preferred_match_source,host_query_include_default,host_query_bucket,host_query_source,host_query_pathogen_names,host_query_taxids,match_method,match_review_flag,shared_species_proxy_flag,match_review_notes,source_database,source_assoc_id,source_detection_method,source_host_flag_id,source_pathogen_name,source_pathogen_taxid,source_pathogen_type,source_pathogen_family,source_pathogen_order,source_pathogen_class,source_host_name,source_host_taxid,source_host_genus,source_host_family,source_host_order,source_host_class
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,EID2,676759,Not specified,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,homo sapiens,9606,homo,hominidae,primates,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,GenBank,676754,PCR/Sequencing,FALSE,orthoflavivirus ilheusense,3052466,virus,flaviviridae,amarillovirales,flasuviricetes,homo sapiens,9606,homo,hominidae,primates,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,HP3,771190,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,molossus molossus,27622,molossus,molossidae,chiroptera,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,HP3,771246,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,molossus rufus,124751,molossus,molossidae,chiroptera,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,771265,Isolation/Observation,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,molothrus bonariensis,84836,molothrus,icteridae,passeriformes,aves
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,774029,Isolation/Observation,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,mus musculus,10090,mus,muridae,rodentia,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,778010,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,nasua nasua,9651,nasua,procyonidae,carnivora,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,HP3,778026,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,natalus tumidirostris,59487,natalus,natalidae,chiroptera,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,HP3,795610,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,phyllostomus hastatus,9423,phyllostomus,phyllostomidae,chiroptera,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,HP3,796635,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,platyrrhinus helleri,27658,platyrrhinus,phyllostomidae,chiroptera,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,798680,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,psarocolius wagleri,186230,psarocolius,icteridae,passeriformes,aves
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,HP3,799267,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,pteronotus davyi,94956,pteronotus,mormoopidae,chiroptera,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,HP3,799309,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,pteronotus parnellii,59476,pteronotus,mormoopidae,chiroptera,mammalia
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,801389,Isolation/Observation,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,ramphastos sulfuratus,322582,ramphastos,ramphastidae,piciformes,aves
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,801396,Isolation/Observation,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,ramphocelus passerinii,36725,ramphocelus,thraupidae,passeriformes,aves
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,811050,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,sicalis flaveola,163868,sicalis,thraupidae,passeriformes,aves
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,813448,Isolation/Observation,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,sporophila caerulescens,256689,sporophila,thraupidae,passeriformes,aves
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,873299,Antibodies,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,tyrannus melancholicus,121427,tyrannus,tyrannidae,passeriformes,aves
master_92,92,Rocio,Rocio virus encephalitis,Rocio virus,species,virion,FALSE,shared_species_proxy_review,virion,orthoflavivirus ilheusense,3052466; 59563,taxid,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,Shaw,875743,Isolation/Observation,FALSE,orthoflavivirus ilheusense,59563,virus,flaviviridae,amarillovirales,flasuviricetes,zonotrichia capensis,44391,zonotrichia,passerellidae,passeriformes,aves
