master_list_source,master_row,disease_master_name,pathogen_family_master,in_master_who,in_master_gibb,in_master_empres_i,in_master_atlas,master_gbif_checked,master_guild,master_livestock_amplified,master_tier,master_key_host_vector,master_notes,name_resolution_status,combined_row_type,existing_lookup_name,match_field,row_type,family,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,source_disease_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,priority_prototype_status,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit,analysis_unit_label,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes
disease_master_list_v2,60,Tularemia,Francisella,FALSE,FALSE,TRUE,TRUE,FALSE,E,FALSE,1/2,Ticks; lagomorphs/rodents,,needs_pathogen_name_resolution,master_list_review_unit,,,,Francisella,,,,,Tularemia,,,,,,,,,,,,disease_level_review,Tularemia,Tularemia,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,
disease_master_list_v2,61,Leishmaniasis,Leishmania,FALSE,FALSE,TRUE,TRUE,FALSE,E,FALSE,1/2,Sand flies (Phlebotomus/Lutzomyia),,needs_pathogen_name_resolution,master_list_review_unit,,,,Leishmania,,,,,Leishmaniasis,,,,,,,,,,,,disease_level_review,Leishmaniasis,Leishmaniasis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,
disease_master_list_v2,62,Q fever,Coxiella,FALSE,FALSE,TRUE,FALSE,FALSE,E,TRUE,1/2,Ticks; wildlife reservoir,Livestock amplify environmental contamination,needs_pathogen_name_resolution,master_list_review_unit,,,,Coxiella,,,,,Q fever,,,,,,,,,,,,disease_level_review,Q fever,Q fever,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Livestock amplify environmental contamination
disease_master_list_v2,65,Sin Nombre,Hantaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,A,FALSE,1/2,Peromyscus maniculatus,23 Atlas points,needs_pathogen_name_resolution,master_list_review_unit,,,,Hantaviridae,,,,,Sin Nombre,,,,,,,,,,,,disease_level_review,Sin Nombre,Sin Nombre,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,23 Atlas points
disease_master_list_v2,46,Scrub typhus,Orientia,FALSE,FALSE,FALSE,FALSE,FALSE,E,FALSE,1?,Leptotrombidium mites (chiggers),VectorMap data. ~1M cases/yr. Unique vector type,needs_pathogen_name_resolution,master_list_review_unit,,,,Orientia,,,,,Scrub typhus,,,,,,,,,,,,disease_level_review,Scrub typhus,Scrub typhus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,VectorMap data. ~1M cases/yr. Unique vector type
disease_master_list_v2,23,Tick-borne encephalitis,Flaviviridae,TRUE,FALSE,FALSE,FALSE,TRUE,E,FALSE,2,Ixodes ticks,ECDC surveillance data,matched_existing_unit_by_manual_alias,existing_who_analysis_unit,Tick-borne encephalitis,source_disease_name,source_row,Flaviviridae,High,Orthoflavivirus encephalitidis,Tick-borne encephalitis virus,Orthoflavivirus encephalitidis,Tick-borne encephalitis,FALSE,TRUE,FALSE,FALSE,prototype,none,prototype,prototype,none,none,none,specific_unit,Orthoflavivirus encephalitidis,Tick-borne encephalitis virus,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,ECDC surveillance data
disease_master_list_v2,24,SFTS (Bandavirus),Phenuiviridae,TRUE,FALSE,FALSE,FALSE,TRUE,E,FALSE,2,Haemaphysalis longicornis,Published case series China/Japan/Korea,matched_existing_unit_by_manual_alias,existing_who_analysis_unit,Severe fever with thrombocytopenia syndrome (SFTS),source_disease_name,source_row,Phenuiviridae,High,Bandavirus dabieense,SFTS virus,Bandavirus dabieense,Severe fever with thrombocytopenia syndrome (SFTS),TRUE,TRUE,FALSE,FALSE,both,none,none,none,none,both,both,specific_unit,Bandavirus dabieense,SFTS virus,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,Published case series China/Japan/Korea
disease_master_list_v2,45,O'nyong-nyong,Togaviridae,FALSE,FALSE,FALSE,FALSE,FALSE,E,FALSE,2,Anopheles funestus/gambiae,Only alphavirus using malaria vectors. Pezzi et al. 2019,needs_pathogen_name_resolution,master_list_review_unit,,,,Togaviridae,,,,,O'nyong-nyong,,,,,,,,,,,,disease_level_review,O'nyong-nyong,O'nyong-nyong,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Only alphavirus using malaria vectors. Pezzi et al. 2019
disease_master_list_v2,47,Ross River virus,Togaviridae,FALSE,FALSE,FALSE,FALSE,FALSE,E,FALSE,2,Aedes/Culex; macropod reservoir,Australian. ~5000 cases/yr,needs_pathogen_name_resolution,master_list_review_unit,,,,Togaviridae,,,,,Ross River virus,,,,,,,,,,,,disease_level_review,Ross River virus,Ross River virus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian. ~5000 cases/yr
disease_master_list_v2,48,Barmah Forest virus,Togaviridae,FALSE,FALSE,FALSE,FALSE,FALSE,E,FALSE,2,Aedes/Culex,Australian companion to Ross River,needs_pathogen_name_resolution,master_list_review_unit,,,,Togaviridae,,,,,Barmah Forest virus,,,,,,,,,,,,disease_level_review,Barmah Forest virus,Barmah Forest virus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian companion to Ross River
disease_master_list_v2,49,Bartonellosis,Bartonella,FALSE,FALSE,FALSE,FALSE,FALSE,E,FALSE,2,Lutzomyia sand flies,Peru/Ecuador/Colombia,needs_pathogen_name_resolution,master_list_review_unit,,,,Bartonella,,,,,Bartonellosis,,,,,,,,,,,,disease_level_review,Bartonellosis,Bartonellosis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Peru/Ecuador/Colombia
disease_master_list_v2,50,Murine typhus,Rickettsia,FALSE,FALSE,FALSE,FALSE,FALSE,A,FALSE,2,Xenopsylla cheopis (rat flea); Rattus,Flea-vectored. Cosmopolitan Rattus host,needs_pathogen_name_resolution,master_list_review_unit,,,,Rickettsia,,,,,Murine typhus,,,,,,,,,,,,disease_level_review,Murine typhus,Murine typhus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Flea-vectored. Cosmopolitan Rattus host
disease_master_list_v2,59,Theileriosis,Theileria,FALSE,FALSE,FALSE,FALSE,FALSE,E,TRUE,2,Rhipicephalus/Hyalomma ticks,Not in EMPRES-i. Check other sources,needs_pathogen_name_resolution,master_list_review_unit,,,,Theileria,,,,,Theileriosis,,,,,,,,,,,,disease_level_review,Theileriosis,Theileriosis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Not in EMPRES-i. Check other sources
disease_master_list_v2,66,Andes,Hantaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,A,FALSE,2,Oligoryzomys longicaudatus,13 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Hantaviridae,,,,,Andes,,,,,,,,,,,,disease_level_review,Andes,Andes,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,13 points
disease_master_list_v2,67,Prospect Hill,Hantaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,A,FALSE,2,Microtus pennsylvanicus,6 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Hantaviridae,,,,,Prospect Hill,,,,,,,,,,,,disease_level_review,Prospect Hill,Prospect Hill,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,6 points
disease_master_list_v2,68,Lee/Seoul variants,Hantaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,A,FALSE,2,Rattus/Apodemus,9 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Hantaviridae,,,,,Lee/Seoul variants,,,,,,,,,,,,disease_level_review,Lee/Seoul variants,Lee/Seoul variants,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 points
disease_master_list_v2,72,Machupo,Arenaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,A,FALSE,2,Calomys callosus,4 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Arenaviridae,,,,,Machupo,,,,,,,,,,,,disease_level_review,Machupo,Machupo,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,4 points
disease_master_list_v2,81,Alkhurma,Flaviviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Ornithodoros/Hyalomma ticks,8 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Flaviviridae,,,,,Alkhurma,,,,,,,,,,,,disease_level_review,Alkhurma,Alkhurma,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,8 points
disease_master_list_v2,84,Colorado tick fever,Reoviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Dermacentor andersoni,14 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Reoviridae,,,,,Colorado tick fever,,,,,,,,,,,,disease_level_review,Colorado tick fever,Colorado tick fever,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,14 points
disease_master_list_v2,85,Babesia microti,Babesia,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Ixodes ticks,9 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Babesia,,,,,Babesia microti,,,,,,,,,,,,disease_level_review,Babesia microti,Babesia microti,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 points
disease_master_list_v2,86,Ehrlichia chaffeensis,Ehrlichia,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Amblyomma americanum,13 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Ehrlichia,,,,,Ehrlichia chaffeensis,,,,,,,,,,,,disease_level_review,Ehrlichia chaffeensis,Ehrlichia chaffeensis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,13 points
disease_master_list_v2,87,Rickettsia conorii indica,Rickettsia,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Rhipicephalus ticks,19 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Rickettsia,,,,,Rickettsia conorii indica,,,,,,,,,,,,disease_level_review,Rickettsia conorii indica,Rickettsia conorii indica,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,19 points
disease_master_list_v2,89,Apeu,Peribunyaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Culex mosquitoes,12 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Peribunyaviridae,,,,,Apeu,,,,,,,,,,,,disease_level_review,Apeu,Apeu,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,12 points
disease_master_list_v2,90,Barmah Forest,Togaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Culex/Aedes,5 points. Australia,needs_pathogen_name_resolution,master_list_review_unit,,,,Togaviridae,,,,,Barmah Forest,,,,,,,,,,,,disease_level_review,Barmah Forest,Barmah Forest,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,5 points. Australia
disease_master_list_v2,91,Murray Valley encephalitis,Flaviviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Culex annulirostris; waterbirds,5 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Flaviviridae,,,,,Murray Valley encephalitis,,,,,,,,,,,,disease_level_review,Murray Valley encephalitis,Murray Valley encephalitis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,5 points
disease_master_list_v2,95,Baylisascaris procyonis,Nematoda,FALSE,FALSE,FALSE,TRUE,FALSE,B,FALSE,2,Procyon lotor (raccoon),11 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Nematoda,,,,,Baylisascaris procyonis,,,,,,,,,,,,disease_level_review,Baylisascaris procyonis,Baylisascaris procyonis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,11 points
disease_master_list_v2,96,Leishmania aethiopica,Leishmania,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Phlebotomus; rock hyrax,10 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Leishmania,,,,,Leishmania aethiopica,,,,,,,,,,,,disease_level_review,Leishmania aethiopica,Leishmania aethiopica,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,10 points
disease_master_list_v2,97,Borrelia hermsii,Borrelia,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,2,Ornithodoros ticks; rodents,8 points. Relapsing fever,needs_pathogen_name_resolution,master_list_review_unit,,,,Borrelia,,,,,Borrelia hermsii,,,,,,,,,,,,disease_level_review,Borrelia hermsii,Borrelia hermsii,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,8 points. Relapsing fever
disease_master_list_v2,58,Trypanosomosis (tsetse),Trypanosoma,FALSE,FALSE,TRUE,FALSE,FALSE,E,TRUE,2/3,Glossina (tsetse),9 EMPRES-i records. Livestock key host,needs_pathogen_name_resolution,master_list_review_unit,,,,Trypanosoma,,,,,Trypanosomosis (tsetse),,,,,,,,,,,,disease_level_review,Trypanosomosis (tsetse),Trypanosomosis (tsetse),disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 EMPRES-i records. Livestock key host
disease_master_list_v2,13,Hendra,Paramyxoviridae,TRUE,TRUE,TRUE,FALSE,FALSE,B,TRUE,3,Pteropus bats,Horse amplification. n=11,needs_pathogen_name_resolution,master_list_review_unit,Hendra virus disease,,,Paramyxoviridae,,,,,Hendra,,,,,,,,,,,,disease_level_review,Hendra,Hendra,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Horse amplification. n=11
disease_master_list_v2,22,Sarbecoviruses (SARS-like),Coronaviridae,TRUE,FALSE,FALSE,FALSE,TRUE,B,FALSE,3,Rhinolophus bats,GenBank bat detections,matched_existing_unit_by_manual_alias,existing_who_analysis_unit,Subgenus Sarbecovirus,source_pathogen,split_candidate,Coronaviridae,High,Subgenus Sarbecovirus,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,TRUE,FALSE,FALSE,both,none,both,none,both,priority,none,broad_subgenus,SARS-like bat sarbecoviruses,SARS-like bat sarbecoviruses,species_group,keep,host_link_and_zoonotic_potential_group,host_linked_non_vector,zoonotic_potential,yes,no,unknown,RaTG13; RmYN02; WIV1; SHC014; Rs3367; RsSHC014; Rs4028; BtKY72; PDF-2370,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.
disease_master_list_v2,26,Borna disease,Bornaviridae,TRUE,FALSE,FALSE,FALSE,FALSE,B,FALSE,3,Bicolored white-toothed shrew,Extremely rare,matched_existing_unit_by_manual_alias,existing_who_analysis_unit,Borna disease (encephalitis),source_disease_name,source_row,Bornaviridae,Low,Orthobornavirus bornaense,Mammalian Bornavirus 1 (BoDV-1),Orthobornavirus bornaense,Borna disease (encephalitis),FALSE,TRUE,FALSE,FALSE,prototype,none,none,prototype,none,none,none,specific_unit,Orthobornavirus bornaense,Mammalian Bornavirus 1 (BoDV-1),species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Extremely rare
disease_master_list_v2,27,Lujo HF,Arenaviridae,TRUE,FALSE,FALSE,FALSE,FALSE,A,FALSE,3,Unknown rodent,Single outbreak 2008,matched_existing_unit_by_manual_alias,existing_who_analysis_unit,Lujo hemorrhagic fever,source_disease_name,source_row,Arenaviridae,High,Mammarenavirus lujoense,Lujo virus,Mammarenavirus lujoense,Lujo hemorrhagic fever,FALSE,TRUE,FALSE,FALSE,prototype,prototype,none,none,none,none,none,specific_unit,Mammarenavirus lujoense,Lujo virus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Single outbreak 2008
disease_master_list_v2,28,Hepatitis E (zoonotic),Hepeviridae,TRUE,FALSE,FALSE,FALSE,FALSE,A,TRUE,3,"Wild boar, deer",Low priority. Pig amplification,matched_existing_unit_by_manual_alias,existing_who_analysis_unit,Hepatitis E,source_disease_name,source_row,Hepeviridae,Low,Paslahepevirus balayani genotype 3,Hepatitis E virus,Paslahepevirus balayani,Hepatitis E,FALSE,TRUE,FALSE,FALSE,prototype,prototype,prototype,prototype,prototype,prototype,prototype,specific_unit,Paslahepevirus balayani genotype 3,Hepatitis E virus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Low priority. Pig amplification
disease_master_list_v2,69,Bayou,Hantaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,A,FALSE,3,Oryzomys palustris,3 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Hantaviridae,,,,,Bayou,,,,,,,,,,,,disease_level_review,Bayou,Bayou,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,3 points
disease_master_list_v2,73,Guanarito,Arenaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,A,FALSE,3,Zygodontomys brevicauda,2 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Arenaviridae,,,,,Guanarito,,,,,,,,,,,,disease_level_review,Guanarito,Guanarito,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,2 points
disease_master_list_v2,76,Irkut,Lyssaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,B,FALSE,3,Murina leucogaster (bat),5 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Lyssaviridae,,,,,Irkut,,,,,,,,,,,,disease_level_review,Irkut,Irkut,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,5 points
disease_master_list_v2,77,Bokeloh bat lyssavirus,Lyssaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,B,FALSE,3,Myotis nattereri,2 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Lyssaviridae,,,,,Bokeloh bat lyssavirus,,,,,,,,,,,,disease_level_review,Bokeloh bat lyssavirus,Bokeloh bat lyssavirus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,2 points
disease_master_list_v2,78,Duvenhage,Lyssaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,B,FALSE,3,Insectivorous bats,1 point,needs_pathogen_name_resolution,master_list_review_unit,,,,Lyssaviridae,,,,,Duvenhage,,,,,,,,,,,,disease_level_review,Duvenhage,Duvenhage,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point
disease_master_list_v2,79,Australian bat lyssavirus,Lyssaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,B,FALSE,3,Pteropus/Saccolaimus,1 point,needs_pathogen_name_resolution,master_list_review_unit,,,,Lyssaviridae,,,,,Australian bat lyssavirus,,,,,,,,,,,,disease_level_review,Australian bat lyssavirus,Australian bat lyssavirus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point
disease_master_list_v2,82,Kyasanur Forest disease,Flaviviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,3,Haemaphysalis ticks,3 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Flaviviridae,,,,,Kyasanur Forest disease,,,,,,,,,,,,disease_level_review,Kyasanur Forest disease,Kyasanur Forest disease,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,3 points
disease_master_list_v2,83,Omsk HF,Flaviviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,3,Dermacentor ticks; muskrat,4 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Flaviviridae,,,,,Omsk HF,,,,,,,,,,,,disease_level_review,Omsk HF,Omsk HF,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,4 points
disease_master_list_v2,92,Rocio,Flaviviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,3,Psorophora/Aedes,4 points,needs_pathogen_name_resolution,master_list_review_unit,,,,Flaviviridae,,,,,Rocio,,,,,,,,,,,,disease_level_review,Rocio,Rocio,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,4 points
disease_master_list_v2,93,Everglades,Togaviridae,FALSE,FALSE,FALSE,TRUE,FALSE,E,FALSE,3,Culex; rodents,1 point,needs_pathogen_name_resolution,master_list_review_unit,,,,Togaviridae,,,,,Everglades,,,,,,,,,,,,disease_level_review,Everglades,Everglades,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point
disease_master_list_v2,98,Menangle,Paramyxoviridae,FALSE,FALSE,FALSE,TRUE,FALSE,B,FALSE,3,Pteropus bats,1 point,needs_pathogen_name_resolution,master_list_review_unit,,,,Paramyxoviridae,,,,,Menangle,,,,,,,,,,,,disease_level_review,Menangle,Menangle,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point
