analysis_unit_id,readiness_disease_name,disease_name,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_role_assignment,host_role_confidence,host_role_needs_manual_review,host_role_assignment_status,source_pathogens,in_current_role_review_scope,in_gibb_etal,in_empres_i,taxonomy_caution
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Meles leucurus,702266,mammalia,carnivora,mustelidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Melospiza melodia,44397,aves,passeriformes,passerellidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Melursus ursinus,9636,mammalia,carnivora,ursidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mephitis mephitis,30548,mammalia,carnivora,mephitidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mergellus albellus,107026,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mergus merganser,8880,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Merops apiaster,265611,aves,coraciiformes,meropidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Microcarbo coronatus,1523041,aves,suliformes,phalacrocoracidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Microcarbo niger,1517963,aves,suliformes,phalacrocoracidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Milvago chimango,357707,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Milvus migrans,52810,aves,accipitriformes,accipitridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mirounga angustirostris,9716,mammalia,carnivora,phocidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mirounga leonina,9715,mammalia,carnivora,phocidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Montifringilla henrici,2557930,aves,passeriformes,passeridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Morus bassanus,37578,aves,suliformes,sulidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Motacilla alba,45807,aves,passeriformes,motacillidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mus musculus,10090,mammalia,rodentia,muridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mustela,30549,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mustela erminea,36723,mammalia,carnivora,mustelidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mustela lutreola,9666,mammalia,carnivora,mustelidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mustela nigripes,77151,mammalia,carnivora,mustelidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mustela putorius,9668,mammalia,carnivora,mustelidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Mustela putorius,9669,mammalia,carnivora,mustelidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Myiopsitta monachus,176066,aves,psittaciformes,psittacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Myrmecophaga tridactyla,71006,mammalia,pilosa,myrmecophagidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nannopterum auritum,56069,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nannopterum brasilianum,37046,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nasua nasua,9651,mammalia,carnivora,procyonidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Necrosyrtes monachus,30399,aves,accipitriformes,accipitridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Neofelis nebulosa,61452,mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Neogale vison,452646,mammalia,carnivora,mustelidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Netta peposaca,541013,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Netta rufina,30387,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nisaetus cirrhatus,252795,aves,accipitriformes,accipitridae,Isolation/Observation,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nisaetus nipalensis,214438,aves,accipitriformes,accipitridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Numenius arquata,31919,aves,charadriiformes,scolopacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Numenius phaeopus,161676,aves,charadriiformes,scolopacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Numida meleagris,8996,aves,galliformes,numididae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Numididae,8997,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nyctalus noctula,51300,mammalia,chiroptera,vespertilionidae,Isolation/Observation,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nyctereutes procyonoides,34880,mammalia,carnivora,canidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Nycticorax nycticorax,8901,aves,pelecaniformes,ardeidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Ochotona curzoniae,130825,mammalia,lagomorpha,ochotonidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Oenanthe isabellina,358819,aves,passeriformes,muscicapidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Ondatra zibethicus,10060,mammalia,rodentia,cricetidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Onychoprion fuscatus,425648,aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Ortalis vetula,8984,aves,galliformes,cracidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Otaria byronia,161932,mammalia,carnivora,otariidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Otis tarda,73107,aves,otidiformes,otididae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Oxyura jamaicensis,8884,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Paguma larvata,9675,mammalia,carnivora,viverridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Paleosuchus trigonatus,38658,reptilia,crocodylia,alligatoridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pandion haliaetus,56262,aves,accipitriformes,pandionidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Panthera leo,9689,mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Panthera pardus,9691,mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Panthera tigris,74535,mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Panthera tigris,9694,mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Papio cynocephalus,9556,mammalia,primates,cercopithecidae,Antibodies,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Parabuteo unicinctus,223492,aves,accipitriformes,accipitridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Parkesia noveboracensis,182947,aves,passeriformes,parulidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Parus major,9157,aves,passeriformes,paridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Passer domesticus,48849,aves,passeriformes,passeridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Passer montanus,9160,aves,passeriformes,passeridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Passerella iliaca,44389,aves,passeriformes,passerellidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pavo cristatus,9049,aves,galliformes,phasianidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pavo muticus,9050,aves,galliformes,phasianidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pekania pennanti,76720,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pelecanus crispus,36300,aves,pelecaniformes,pelecanidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pelecanus erythrorhynchos,33618,aves,pelecaniformes,pelecanidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pelecanus occidentalis,37043,aves,pelecaniformes,pelecanidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pelecanus thagus,1108811,aves,pelecaniformes,pelecanidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phalacrocorax capensis,146614,aves,suliformes,phalacrocoracidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phalacrocorax carbo,9209,aves,suliformes,phalacrocoracidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phalaropus lobatus,240204,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phasianus colchicus,9054,aves,galliformes,phasianidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phoca vitulina,9720,mammalia,carnivora,phocidae,Antibodies; Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phocoena spinipinnis,27614,mammalia,artiodactyla,phocoenidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phoenicopterus chilensis,117000,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phoenicopterus roseus,435638,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Phoenicopterus ruber,9217,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pica hudsonia,158052,aves,passeriformes,corvidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pica pica,34924,aves,passeriformes,corvidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pionus menstruus,13214,aves,psittaciformes,psittacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pipistrellus kuhlii,59472,mammalia,chiroptera,vespertilionidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Piranga ludoviciana,63520,aves,passeriformes,cardinalidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Plectropterus gambensis,658924,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Plegadis chihi,302533,aves,pelecaniformes,threskiornithidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Plegadis falcinellus,52788,aves,pelecaniformes,threskiornithidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pluvialis dominica,240205,aves,charadriiformes,charadriidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pluvialis fulva,371922,aves,charadriiformes,charadriidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pluvialis squatarola,171273,aves,charadriiformes,charadriidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Podargus strigoides,8905,aves,caprimulgiformes,podargidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Podiceps auritus,37050,aves,podicipediformes,podicipedidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Podiceps cristatus,345573,aves,podicipediformes,podicipedidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Podiceps grisegena,80367,aves,podicipediformes,podicipedidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Podiceps major,555330,aves,podicipediformes,podicipedidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Polysticta stelleri,234623,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Procellaria aequinoctialis,53665,aves,procellariiformes,procellariidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Procyon lotor,9654,mammalia,carnivora,procyonidae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pteropus alecto,9402,mammalia,chiroptera,pteropodidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Puma concolor,9696,mammalia,carnivora,felidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Pusa caspica,693431,mammalia,carnivora,phocidae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,Alphainfluenzavirus influenzae (H5N1),TRUE,TRUE,TRUE,FALSE
