analysis_unit_id,readiness_disease_name,disease_name,species_name,tax_id,species_role,sdm_needed_for_disease,host_role_assignment,host_role_confidence,host_role_needs_manual_review,host_role_assignment_status,vector_role_assignment,vector_role_confidence,vector_role_needs_manual_review,vector_role_assignment_status,sdm_available,sdm_species
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sterna hirundo,108405,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sterna paradisaea,279953,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sterna vittata,297828,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sternula albifrons,507597,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Streptopelia decaocto,177147,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Strix aluco,111821,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Strix nebulosa,126836,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Strix nebulosa
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Strix uralensis,36305,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Strix uralensis
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Struthio camelus,8801,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Struthio camelus
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sturnira lilium,27660,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sturnus vulgaris,9172,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sula leucogaster,57661,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sula variegata,57663,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Suncus murinus,9378,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Suncus murinus
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Suricata suricatta,37032,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Suricata suricatta
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sus scrofa,415978,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Sus scrofa
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sus scrofa,9823,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Sus scrofa
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Sus scrofa,9825,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Sus scrofa
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Syrrhaptes paradoxus,302527,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tachybaptus ruficollis,100828,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tadorna ferruginea,45639,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tadorna tadorna,75865,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tadorna tadornoides,45638,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Taphozous perforatus,1381355,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Thalasseus elegans,297817,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Thalasseus maximus,555356,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Thalasseus sandvicensis,126723,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Threskiornis aethiopicus,100858,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Thryomanes bewickii,241536,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tringa glareola,171269,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tringa semipalmata,507600,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tringa totanus,171271,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Turdus merula,9187,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Turdus migratorius,9188,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Turdus pilaris,357736,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tursiops truncatus,9739,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tyto alba,56313,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Tyto furcata,507989,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Uria aalge,13746,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Uria lomvia,28711,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Urocissa erythroryncha,56796,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Ursus americanus,9643,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ursus americanus
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Ursus arctos,9644,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ursus arctos
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Ursus maritimus,29073,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ursus maritimus
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Vanellus chilensis,50404,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Vanellus spinosus,8909,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Vanellus vanellus,100859,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Vicugna pacos,30538,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Vulpes vulpes,9627,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Vulpes vulpes
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Xema sabini,128050,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Zalophus californianus,9704,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Zalophus californianus
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Zenaida asiatica,93382,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Zoothera dauma,36288,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Zoothera dauma
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Zosterops japonicus,36299,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),actitis hypoleucos,320702,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),anarhynchus collaris,50395,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),anarhynchus nivosus,985688,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),anourosorex squamipes,127560,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),anous stolidus,297802,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),aptenodytes patagonicus,9234,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),callorhinus ursinus,34884,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),chloris sinica,1897774,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),crocidura lasiura,167043,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),crocidura shantungensis,183721,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),cynopterus sphinx,9400,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),cystophora cristata,39293,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),delphinapterus leucas,9749,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),furnarius rufus,81886,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),grus americana,9117,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),larus brachyrhynchus,666865,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),larus mongolicus,119967,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),larus sp.,3435965,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),lobodon carcinophaga,101849,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),lyroderma lyra,3371112,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),macaca arctoides,9540,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),macronectes giganteus,37057,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),milvus milvus,43518,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),odobenus rosmarus,9707,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),phoca groenlandica,39089,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),phocoenoides dalli,9744,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),pipistrellus ceylonicus,1081694,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),pusa hispida,9718,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),pusa sibirica,9719,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),spilopelia senegalensis,135635,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),stercorarius antarcticus,555350,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),stercorarius chilensis,54052,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),theristicus caudatus,399597,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),ursus sp.,9641,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Allactaga sibirica,234626,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Allactaga sibirica
master_17,Plague,Plague,Apodemus chevrieri,129246,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Canis lupus,9612,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Canis lupus
master_17,Plague,Plague,Cerradomys subflavus,37022,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Cynomys ludovicianus,45480,host,yes,amplifying_host,medium,TRUE,draft_source_backed,,,,,TRUE,Cynomys ludovicianus
master_17,Plague,Plague,Eothenomys miletus,259054,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Felis catus,9685,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Felis catus
master_17,Plague,Plague,Homo sapiens,9606,host,yes,incidental_host,high,FALSE,draft_source_backed,,,,,FALSE,
master_17,Plague,Plague,Lasiopodomys brandtii,407171,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Lasiopodomys brandtii
master_17,Plague,Plague,Lynx canadensis,61383,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Lynx canadensis
master_17,Plague,Plague,Marmota baibacina,93157,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Marmota baibacina
master_17,Plague,Plague,Marmota caudata,71802,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Marmota caudata
master_17,Plague,Plague,Marmota himalayana,93163,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Marmota himalayana
master_17,Plague,Plague,Marmota sibirica,93166,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Marmota sibirica
master_17,Plague,Plague,Meles meles,9662,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Meles meles
master_17,Plague,Plague,Meriones meridianus,261754,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Meriones unguiculatus,10047,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Meriones unguiculatus
master_17,Plague,Plague,Microtus arvalis,47230,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Microtus arvalis
master_17,Plague,Plague,Mus musculus,10090,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Mus musculus
master_17,Plague,Plague,Mustela eversmanii,77149,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Mustela eversmanii
master_17,Plague,Plague,Mustela nigripes,77151,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Mustela nigripes
master_17,Plague,Plague,Necromys lasiurus,30635,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Neodon fuscus,771787,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Ochotona dauurica,130827,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ochotona dauurica
master_17,Plague,Plague,Ochotona pallasi,130839,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Odocoileus hemionus,9872,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Odocoileus hemionus
master_17,Plague,Plague,Onychomys leucogaster,38668,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Onychomys leucogaster
master_17,Plague,Plague,Ovis aries,9940,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ovis aries
master_17,Plague,Plague,Procyon lotor,9654,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Procyon lotor
master_17,Plague,Plague,Pseudois nayaur,59542,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Pseudois nayaur
master_17,Plague,Plague,Puma concolor,9696,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Puma concolor
master_17,Plague,Plague,Rattus norvegicus,10116,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rattus norvegicus
master_17,Plague,Plague,Rattus rattus,10117,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rattus rattus
master_17,Plague,Plague,Rattus tanezumi,35732,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rattus tanezumi
master_17,Plague,Plague,Rhombomys opimus,186474,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rhombomys opimus
master_17,Plague,Plague,Spermophilus alashanicus,99830,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Spermophilus alashanicus
master_17,Plague,Plague,Spermophilus dauricus,99837,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,Urocitellus parryii,9999,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Urocitellus parryii
master_17,Plague,Plague,Urocyon cinereoargenteus,55040,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Urocyon cinereoargenteus
master_17,Plague,Plague,Ursus americanus,9643,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ursus americanus
master_17,Plague,Plague,Vulpes vulpes,9627,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Vulpes vulpes
master_17,Plague,Plague,bassariscus astutus,55047,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,canis latrans,9614,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Canis latrans
master_17,Plague,Plague,lynx rufus,61384,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Lynx rufus
master_17,Plague,Plague,martes americana,9660,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Martes americana
master_17,Plague,Plague,mephitis mephitis,30548,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Mephitis mephitis
master_17,Plague,Plague,mustela frenata,55048,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,neotoma fuscipes,105199,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,peromyscus maniculatus,10042,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Peromyscus maniculatus
master_17,Plague,Plague,spilogale putorius,30552,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,taxidea taxus,30554,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_17,Plague,Plague,vulpes velox,9631,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Vulpes velox
master_17,Plague,Plague,aetheca wagneri,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,citellophilus tesquorum,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,citellophilus tesquorum altaicus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,ctenocephalides felis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,echidnophaga gallinaceus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,epitedia eumolpi,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,epitedia wenmanni,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,hoplopsyllus anomalus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,hystrichopsylla linsdalei,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,malaraeus telchinum,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,megabothris abantis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,neopsylla setosa,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,nosopsyllus fasciatus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,opisodasys nesiotis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,orchopeas sexdentatus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,oropsylla bruneri,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,oropsylla hirsuta,,vector,optional,,,,,candidate_vector,medium,TRUE,draft_source_backed,FALSE,
master_17,Plague,Plague,oropsylla idahoensis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,oropsylla labis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,oropsylla montana,,vector,optional,,,,,primary_vector,high,TRUE,draft_source_backed,FALSE,
master_17,Plague,Plague,oropsylla rupestris,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,oropsylla tuberculata,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,oropsylla tuberculata cynomuris,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,paradoxopsyllus curvispinus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,paradoxopsyllus custodis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,paradoxopsyllus dashidorzhii,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,paradoxopsyllus hesperius kalabukhovi,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,paradoxopsyllus repandus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,paradoxopsyllus scorodumovi,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,paradoxopsyllus teretifrons,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,pleochaetis exilis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,polygenis bohlsi bohlsi,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,polygenis bohlsi jordani,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,polygenis gwyni,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,polygenis tripus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,pulex irritans,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,rhadinopsylla daurica,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,rhadinopsylla rothschildi,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,thrassis acamantis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,thrassis arizonensis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,thrassis bacchi,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,thrassis fotus,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,thrassis francisi,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,thrassis pandorae,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,xenopsylla astia,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,xenopsylla brasiliensis,,vector,optional,,,,,,,,,FALSE,
master_17,Plague,Plague,xenopsylla cheopis,,vector,optional,,,,,primary_vector,high,FALSE,draft_source_backed,FALSE,
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Homo sapiens,9606,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Mus musculus,10090,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Mus musculus
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Neotoma lepida,56216,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Neotoma lepida
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Peromyscus attwateri,97206,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Peromyscus beatae,99538,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Peromyscus boylii,56316,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Peromyscus boylii
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Peromyscus californicus,42520,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Peromyscus californicus
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Peromyscus eremicus,42410,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Peromyscus eremicus
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Peromyscus leucopus,10041,host,yes,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Peromyscus leucopus
