blood_meal_assay_id,sample_id,study_id,vector_species_raw,vector_species_assay_raw,vector_species_sample_raw,host_organism_raw,review_reason
2016-indian-icemr|Anopheles_culicifacies_BCE_0095.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0095,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0095.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0095,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0096.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0096,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0096.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0096,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0097.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0097,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0097.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0097,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0099.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0099,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0099.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0099,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0156.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0156,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0156.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0156,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0157.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0157,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0157.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0157,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0158.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0158,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0158.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0158,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0240.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0240,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0240.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0240,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0241.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0241,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0241.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0241,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0242.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0242,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0242.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0242,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0244.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0244,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0244.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0244,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0287.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0287,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0287.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0287,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0288.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0288,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0288.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0288,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0289.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0289,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0289.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0289,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0291.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0291,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0291.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0291,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0424.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0424,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0424.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0424,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0425.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0425,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0425.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0425,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0426.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0426,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0426.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0426,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0190.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0190,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0190.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0190,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0191.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0191,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0191.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0191,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0192.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0192,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0192.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0192,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0072.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0072,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0072.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0072,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0073.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0073,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0073.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0073,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0075.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0075,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0075.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0075,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_AD_0047.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_AD_0047,2016-indian-icemr,Anopheles culicifacies AD subgroup | culicifacies species complex,Anopheles culicifacies AD subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_AD_0047.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_AD_0047,2016-indian-icemr,Anopheles culicifacies AD subgroup | culicifacies species complex,Anopheles culicifacies AD subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0118.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0118,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0118.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0118,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0119.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0119,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0119.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0119,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
