disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa,vector_species_rule_cleaned,taxonomy_cleanup_method,vector_species_original,vector_species_taxonomy_cleaned,vector_taxon_rank,review_needed,review_note
Rift Valley fever,rift valley fever,Aedes aegypti,aedes aegypti,mosquito,mosquito,probable,review,EFSA; lit_review,2,7,Kenya; Northern and Eastern Africa; not specified; Rwanda; United States; White Nile state,EFSA Appendix G; Golnar et al. 2014 Table 1; Mgongoma et al. 2026; Nsengimana et al. 2025; Seufi and Galal 2010; Turell et al. 2008; Wu et al. 2025,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; highly competent Aedes vector; inoculated transmission only; low measured vector competence; PCR only; potential vector; unlikely major vector,TRUE,TRUE,aedes aegypti,no_change,Aedes aegypti,aedes aegypti,species,FALSE,
Rift Valley fever,rift valley fever,Aedes africanus,aedes africanus,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE,aedes africanus,no_change,Aedes africanus,aedes africanus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes albopictus,aedes albopictus,mosquito,mosquito,probable,review,EFSA; lit_review,2,3,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1; Wu et al. 2025,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; highly competent Aedes vector; lower measured vector competence,TRUE,TRUE,aedes albopictus,no_change,Aedes albopictus,aedes albopictus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes atlanticus,aedes atlanticus,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,lower measured vector competence,TRUE,FALSE,aedes atlanticus,no_change,Aedes atlanticus,aedes atlanticus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes calceatus,aedes calceatus,mosquito,mosquito,weak,lab,lit_review,1,1,Kenya,Turell et al. 2008,no bite transmission in this study,TRUE,FALSE,aedes calceatus,no_change,Aedes calceatus,aedes calceatus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes canadensis,aedes canadensis,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE,aedes canadensis,no_change,Aedes canadensis,aedes canadensis,species,FALSE,
Rift Valley fever,rift valley fever,Aedes cantator,aedes cantator,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,low measured vector competence,TRUE,FALSE,aedes cantator,no_change,Aedes cantator,aedes cantator,species,FALSE,
Rift Valley fever,rift valley fever,Aedes caspius,aedes caspius,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,Mediterranean Basin; not specified,Drouin et al. 2022; EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; most competent among five,TRUE,TRUE,aedes caspius,no_change,Aedes caspius,aedes caspius,species,FALSE,
Rift Valley fever,rift valley fever,Aedes circumluteolus,aedes circumluteolus,mosquito,mosquito,probable,review,lit_review,1,2,Africa; Kenya,Mgongoma et al. 2026; Turell et al. 2008,review cites isolation; transmitted by bite,TRUE,FALSE,aedes circumluteolus,no_change,Aedes circumluteolus,aedes circumluteolus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes detritus,aedes detritus,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,Mediterranean Basin; not specified,Drouin et al. 2022; EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; sensu lato pooled; high IR and moderate transmission,TRUE,TRUE,aedes detritus,no_change,Aedes detritus,aedes detritus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes durbanensis,aedes durbanensis,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,not specified; Southern Africa,EFSA Appendix G; Mgongoma et al. 2026,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection,TRUE,TRUE,aedes durbanensis,no_change,Aedes durbanensis,aedes durbanensis,species,FALSE,
Rift Valley fever,rift valley fever,Aedes excrucians,aedes excrucians,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,high measured vector competence,TRUE,FALSE,aedes excrucians,no_change,Aedes excrucians,aedes excrucians,species,FALSE,
Rift Valley fever,rift valley fever,Aedes japonicus japonicus,aedes japonicus japonicus,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,highest measured vector competence,TRUE,FALSE,aedes japonicus japonicus,no_change,Aedes japonicus japonicus,aedes japonicus japonicus,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Aedes mcintoshi,aedes mcintoshi,mosquito,mosquito,probable,review,lit_review,1,3,Africa; East Africa; Kenya,Mgongoma et al. 2026; Rolin et al. 2013; Turell et al. 2008,review cites isolation; transmitted by bite; transovarial transmission,TRUE,FALSE,aedes mcintoshi,no_change,Aedes mcintoshi,aedes mcintoshi,species,FALSE,
Rift Valley fever,rift valley fever,Aedes melanimon,aedes melanimon,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,aedes melanimon,no_change,Aedes melanimon,aedes melanimon,species,FALSE,
Rift Valley fever,rift valley fever,Aedes ochraceus,aedes ochraceus,mosquito,mosquito,probable,review,lit_review,1,1,Africa,Mgongoma et al. 2026,review cites isolation and field detection,TRUE,FALSE,aedes ochraceus,no_change,Aedes ochraceus,aedes ochraceus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes palpalis,aedes palpalis,mosquito,mosquito,probable,lab,lit_review,1,1,Central African Republic,Turell et al. 2008,transmitted by bite,TRUE,FALSE,aedes palpalis,no_change,Aedes palpalis,aedes palpalis,species,FALSE,
Rift Valley fever,rift valley fever,Aedes pembaensis,aedes pembaensis,mosquito,mosquito,probable,review,lit_review,1,1,Africa,Mgongoma et al. 2026,review cites isolation,TRUE,FALSE,aedes pembaensis,no_change,Aedes pembaensis,aedes pembaensis,species,FALSE,
Rift Valley fever,rift valley fever,Aedes sollicitans,aedes sollicitans,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE,aedes sollicitans,no_change,Aedes sollicitans,aedes sollicitans,species,FALSE,
Rift Valley fever,rift valley fever,Aedes spp.,aedes spp,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern and Southern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE,aedes spp,no_change,Aedes spp.,aedes spp,genus_only,FALSE,
Rift Valley fever,rift valley fever,Aedes sudanensis,aedes sudanensis,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE,aedes sudanensis,no_change,Aedes sudanensis,aedes sudanensis,species,FALSE,
Rift Valley fever,rift valley fever,Aedes taeniorhynchus,aedes taeniorhynchus,mosquito,mosquito,candidate,review,lit_review,1,2,North America; United States,Golnar et al. 2014 Table 1; Rolin et al. 2013,lab competence; lower measured vector competence,TRUE,FALSE,aedes taeniorhynchus,no_change,Aedes taeniorhynchus,aedes taeniorhynchus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes triseriatus,aedes triseriatus,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE,aedes triseriatus,no_change,Aedes triseriatus,aedes triseriatus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes vexans,aedes vexans,mosquito,mosquito,probable,field+lab,EFSA; lit_review,2,4,Begues municipality; Catalonia; Spain; Mediterranean Basin; not specified; United States,Birnberg et al. 2019; Drouin et al. 2022; EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field-captured population; lower measured vector competence; moderately competent,TRUE,TRUE,aedes vexans,no_change,Aedes vexans,aedes vexans,species,FALSE,
Rift Valley fever,rift valley fever,Aedes vexans (Meigen),aedes vexans meigen,mosquito,mosquito,probable,field+lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,natural infection plus lab competence,TRUE,FALSE,aedes vexans meigen,no_change,Aedes vexans (Meigen),aedes vexans meigen,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Anopheles bradleyi-crucians,anopheles bradleyi crucians,mosquito,mosquito,weak,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,near-zero measured vector competence,TRUE,FALSE,anopheles bradleyi crucians,no_change,Anopheles bradleyi-crucians,anopheles bradleyi crucians,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Anopheles coustani,anopheles coustani,mosquito,mosquito,candidate,review,EFSA; lit_review,2,5,Madagascar; Northern and Eastern Africa; not specified; Rwanda; White Nile state; Khartoum state,EFSA Appendix G; Mgongoma et al. 2026; Nsengimana et al. 2025; Seufi and Galal 2010; Tantely et al. 2015,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; PCR only; table/text inconsistent; potential vector,TRUE,TRUE,anopheles coustani,no_change,Anopheles coustani,anopheles coustani,species,FALSE,
Rift Valley fever,rift valley fever,Anopheles funestus,anopheles funestus,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE,anopheles funestus,no_change,Anopheles funestus,anopheles funestus,species,FALSE,
Rift Valley fever,rift valley fever,Anopheles gambiae,anopheles gambiae,mosquito,mosquito,candidate,review,lit_review,1,1,Western and Southern Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE,anopheles gambiae,no_change,Anopheles gambiae,anopheles gambiae,species,FALSE,
Rift Valley fever,rift valley fever,Anopheles gambiae arabiensis,anopheles gambiae arabiensis,mosquito,mosquito,candidate,review,lit_review,1,2,Northern Africa; White Nile state; Khartoum state,Mgongoma et al. 2026; Seufi and Galal 2010,field detection; PCR only,TRUE,FALSE,anopheles gambiae arabiensis,no_change,Anopheles gambiae arabiensis,anopheles gambiae arabiensis,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Anopheles gambiae sensu lato,anopheles gambiae sensu lato,mosquito,mosquito,candidate,field,lit_review,1,1,Rwanda (Kirehe district),Nsengimana et al. 2025,RT-PCR positive only,TRUE,FALSE,anopheles gambiae sensu lato,no_change,Anopheles gambiae sensu lato,anopheles gambiae sensu lato,sensu_lato,FALSE,
Rift Valley fever,rift valley fever,Anopheles pharoensis,anopheles pharoensis,mosquito,mosquito,candidate,review,lit_review,1,1,Western Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE,anopheles pharoensis,no_change,Anopheles pharoensis,anopheles pharoensis,species,FALSE,
Rift Valley fever,rift valley fever,Anopheles rufipes,anopheles rufipes,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE,anopheles rufipes,no_change,Anopheles rufipes,anopheles rufipes,species,FALSE,
Rift Valley fever,rift valley fever,Anopheles spp.,anopheles spp,mosquito,mosquito,candidate,review,lit_review,1,1,Southern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE,anopheles spp,no_change,Anopheles spp.,anopheles spp,genus_only,FALSE,
Rift Valley fever,rift valley fever,Anopheles squamosus,anopheles squamosus,mosquito,mosquito,probable,review,lit_review,1,3,Africa; Madagascar; Rwanda,Mgongoma et al. 2026; Nsengimana et al. 2025; Tantely et al. 2015,candidate vector; potential vector; review cites isolation,TRUE,FALSE,anopheles squamosus,no_change,Anopheles squamosus,anopheles squamosus,species,FALSE,
Rift Valley fever,rift valley fever,Anopheles ziemanni,anopheles ziemanni,mosquito,mosquito,candidate,field,lit_review,1,1,Rwanda (Ngoma district),Nsengimana et al. 2025,RT-PCR positive only,TRUE,FALSE,anopheles ziemanni,no_change,Anopheles ziemanni,anopheles ziemanni,species,FALSE,
Rift Valley fever,rift valley fever,Coquillettidia perturbans,coquillettidia perturbans,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,highest measured vector competence,TRUE,FALSE,coquillettidia perturbans,no_change,Coquillettidia perturbans,coquillettidia perturbans,species,FALSE,
Rift Valley fever,rift valley fever,Culex (Culex) antennatus,culex culex antennatus,mosquito,mosquito,candidate,review,lit_review,1,1,,Pepin et al. 2010,significance unclear,TRUE,FALSE,culex antennatus,rule_repeated_genus,Culex (Culex) antennatus,culex antennatus,species,FALSE,
Rift Valley fever,rift valley fever,Culex (Culex) neavei,culex culex neavei,mosquito,mosquito,candidate,review,lit_review,1,1,,Pepin et al. 2010,limited support,TRUE,FALSE,culex neavei,rule_repeated_genus,Culex (Culex) neavei,culex neavei,species,FALSE,
Rift Valley fever,rift valley fever,Culex (Culex) pipiens,culex culex pipiens,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,1977 Egypt vector,TRUE,FALSE,culex pipiens,rule_repeated_genus,Culex (Culex) pipiens,culex pipiens,species,FALSE,
Rift Valley fever,rift valley fever,Culex (Culex) poicilipes,culex culex poicilipes,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,West Africa outbreak vector,TRUE,FALSE,culex poicilipes,rule_repeated_genus,Culex (Culex) poicilipes,culex poicilipes,species,FALSE,
Rift Valley fever,rift valley fever,Culex (Culex) theileri,culex culex theileri,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,epidemic vector,TRUE,FALSE,culex theileri,rule_repeated_genus,Culex (Culex) theileri,culex theileri,species,FALSE,
Rift Valley fever,rift valley fever,Culex (Culex) tritaeniorhynchus,culex culex tritaeniorhynchus,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,Saudi Arabia outbreak,TRUE,FALSE,culex tritaeniorhynchus,rule_repeated_genus,Culex (Culex) tritaeniorhynchus,culex tritaeniorhynchus,species,FALSE,
Rift Valley fever,rift valley fever,Culex (Culex) zombaensis,culex culex zombaensis,mosquito,mosquito,candidate,review,lit_review,1,1,,Pepin et al. 2010,limited support,TRUE,FALSE,culex zombaensis,rule_repeated_genus,Culex (Culex) zombaensis,culex zombaensis,species,FALSE,
Rift Valley fever,rift valley fever,Culex annulioris,culex annulioris,mosquito,mosquito,weak,review,lit_review,1,1,Rwanda,Nsengimana et al. 2025,potential vector,TRUE,FALSE,culex annulioris,no_change,Culex annulioris,culex annulioris,species,FALSE,
Rift Valley fever,rift valley fever,Culex antennatus,culex antennatus,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,4,Kenya; Madagascar; Northern Africa; not specified,EFSA Appendix G; Mgongoma et al. 2026; Tantely et al. 2015; Turell et al. 2008,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; major vector; transmitted by bite,TRUE,TRUE,culex antennatus,no_change,Culex antennatus,culex antennatus,species,FALSE,
Rift Valley fever,rift valley fever,Culex bitaeniorhynchus,culex bitaeniorhynchus,mosquito,mosquito,probable,review,lit_review,1,1,Africa,Mgongoma et al. 2026,review cites isolation,TRUE,FALSE,culex bitaeniorhynchus,no_change,Culex bitaeniorhynchus,culex bitaeniorhynchus,species,FALSE,
Rift Valley fever,rift valley fever,Culex erraticus,culex erraticus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; very low measured vector competence,TRUE,TRUE,culex erraticus,no_change,Culex erraticus,culex erraticus,species,FALSE,
Rift Valley fever,rift valley fever,Culex erythrothorax,culex erythrothorax,mosquito,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; very low measured vector competence,TRUE,TRUE,culex erythrothorax,no_change,Culex erythrothorax,culex erythrothorax,species,FALSE,
Rift Valley fever,rift valley fever,Culex neavei,culex neavei,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern Africa,Mgongoma et al. 2026,field detection,TRUE,FALSE,culex neavei,no_change,Culex neavei,culex neavei,species,FALSE,
Rift Valley fever,rift valley fever,Culex nigripalpus,culex nigripalpus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; near-zero measured vector competence,TRUE,TRUE,culex nigripalpus,no_change,Culex nigripalpus,culex nigripalpus,species,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens,culex pipiens,mosquito,mosquito,probable,review,EFSA; lit_review,2,7,Egypt; Madagascar; Mediterranean Basin; Northern and Southern Africa; not specified; United States,Drouin et al. 2022; EFSA Appendix G; Golnar et al. 2014 Table 1; Mgongoma et al. 2026; Rolin et al. 2013; Tantely et al. 2015; Turell et al. 2008,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection; high transmission with midgut barriers; lab competence; lower measured vector competence; transmitted by bite,TRUE,TRUE,culex pipiens,no_change,Culex pipiens,culex pipiens,species,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens biotype molestus,culex pipiens biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens biotype molestus,no_change,Culex pipiens biotype molestus,culex pipiens biotype molestus,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens biotype pipiens,no_change,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens biotype pipiens x biotype molestus,no_change,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,hybrid,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens complex,culex pipiens complex,mosquito,mosquito,candidate,field,lit_review,1,1,White Nile state; Khartoum state,Seufi and Galal 2010,PCR only,TRUE,FALSE,culex pipiens complex,no_change,Culex pipiens complex,culex pipiens complex,complex,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens form molestus,culex pipiens form molestus,mosquito,mosquito,weak,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infection only; no dissemination,TRUE,FALSE,culex pipiens form molestus,no_change,Culex pipiens form molestus,culex pipiens form molestus,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens hybrid form,culex pipiens hybrid form,mosquito,mosquito,probable,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infectious saliva,TRUE,FALSE,culex pipiens hybrid form,no_change,Culex pipiens hybrid form,culex pipiens hybrid form,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Culex pipiens s.l.,culex pipiens s l,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex pipiens s l,no_change,Culex pipiens s.l.,culex pipiens s l,sensu_lato,FALSE,
Rift Valley fever,rift valley fever,Culex poicilipes,culex poicilipes,mosquito,mosquito,probable,review,EFSA; lit_review,2,5,Africa; Madagascar; not specified; Rwanda; White Nile state; Khartoum state,EFSA Appendix G; Mgongoma et al. 2026; Nsengimana et al. 2025; Seufi and Galal 2010; Tantely et al. 2015,author-designated candidate; candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; PCR only; table/text inconsistent; review cites isolation and field detection,TRUE,TRUE,culex poicilipes,no_change,Culex poicilipes,culex poicilipes,species,FALSE,
Rift Valley fever,rift valley fever,Culex poicilipes (Theobald),culex poicilipes theobald,mosquito,mosquito,confirmed,field+lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,main vector in West Africa,TRUE,FALSE,culex poicilipes theobald,no_change,Culex poicilipes (Theobald),culex poicilipes theobald,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,probable,review,EFSA; lit_review,2,5,Africa; Kenya; Madagascar; not specified; Rwanda (Rwamagana and Kayonza districts),EFSA Appendix G; Mgongoma et al. 2026; Nsengimana et al. 2025; Tantely et al. 2015; Turell et al. 2008,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; no bite transmission in this study; review cites isolation and field detection; RT-PCR positive plus isolation,TRUE,TRUE,culex quinquefasciatus,no_change,Culex quinquefasciatus,culex quinquefasciatus,species,FALSE,
Rift Valley fever,rift valley fever,Culex quinquefasciatus Say,culex quinquefasciatus say,mosquito,mosquito,candidate,lab,lit_review,1,1,Senegal,Ndiaye et al. 2016,lab competence only,TRUE,FALSE,culex quinquefasciatus say,no_change,Culex quinquefasciatus Say,culex quinquefasciatus say,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Culex salinarius,culex salinarius,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,lower measured vector competence,TRUE,FALSE,culex salinarius,no_change,Culex salinarius,culex salinarius,species,FALSE,
Rift Valley fever,rift valley fever,Culex spp.,culex spp,mosquito,mosquito,candidate,review,lit_review,1,1,Eastern Africa,Mgongoma et al. 2026,genus-level field detection,TRUE,FALSE,culex spp,no_change,Culex spp.,culex spp,genus_only,FALSE,
Rift Valley fever,rift valley fever,Culex tarsalis,culex tarsalis,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,not specified; United States,EFSA Appendix G; Golnar et al. 2014 Table 1,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; high measured vector competence,TRUE,TRUE,culex tarsalis,no_change,Culex tarsalis,culex tarsalis,species,FALSE,
Rift Valley fever,rift valley fever,Culex territans,culex territans,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,lower measured vector competence,TRUE,FALSE,culex territans,no_change,Culex territans,culex territans,species,FALSE,
Rift Valley fever,rift valley fever,Culex theileri,culex theileri,mosquito,mosquito,candidate,review,lit_review,1,1,Mediterranean Basin,Drouin et al. 2022,few data; only infection-rate summary,TRUE,FALSE,culex theileri,no_change,Culex theileri,culex theileri,species,FALSE,
Rift Valley fever,rift valley fever,Culex tritaeniorhynchus,culex tritaeniorhynchus,mosquito,mosquito,candidate,review,EFSA; lit_review,2,3,Eastern Africa; Madagascar; not specified,EFSA Appendix G; Mgongoma et al. 2026; Tantely et al. 2015,candidate vector; efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease; field detection,TRUE,TRUE,culex tritaeniorhynchus,no_change,Culex tritaeniorhynchus,culex tritaeniorhynchus,species,FALSE,
Rift Valley fever,rift valley fever,Culex univittatus,culex univittatus,mosquito,mosquito,probable,review,lit_review,1,2,Africa; Madagascar,Mgongoma et al. 2026; Tantely et al. 2015,candidate vector; review cites isolation,TRUE,FALSE,culex univittatus,no_change,Culex univittatus,culex univittatus,species,FALSE,
Rift Valley fever,rift valley fever,Culex zombaensis,culex zombaensis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culex zombaensis,no_change,Culex zombaensis,culex zombaensis,species,FALSE,
Rift Valley fever,rift valley fever,Culiseta inornata,culiseta inornata,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE,culiseta inornata,no_change,Culiseta inornata,culiseta inornata,species,FALSE,
Rift Valley fever,rift valley fever,Eretmapodites chrysogaster sensu lato,eretmapodites chrysogaster sensu lato,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,limited sample,TRUE,FALSE,eretmapodites chrysogaster sensu lato,no_change,Eretmapodites chrysogaster sensu lato,eretmapodites chrysogaster sensu lato,sensu_lato,FALSE,
Rift Valley fever,rift valley fever,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,mosquito,mosquito,candidate,review,lit_review,1,2,Madagascar,Pepin et al. 2010; Tantely et al. 2015,candidate vector; debated,TRUE,FALSE,eretmapodites quinquevittatus,no_change,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,species,FALSE,
Rift Valley fever,rift valley fever,Mansonia africana,mansonia africana,mosquito,mosquito,probable,review,lit_review,1,2,Africa; Rwanda,Mgongoma et al. 2026; Nsengimana et al. 2025,author-designated candidate; review cites isolation,TRUE,FALSE,mansonia africana,no_change,Mansonia africana,mansonia africana,species,FALSE,
Rift Valley fever,rift valley fever,Mansonia dyari,mansonia dyari,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,low measured vector competence,TRUE,FALSE,mansonia dyari,no_change,Mansonia dyari,mansonia dyari,species,FALSE,
Rift Valley fever,rift valley fever,Mansonia uniformis,mansonia uniformis,mosquito,mosquito,probable,review,lit_review,1,3,Africa; Madagascar; Rwanda,Mgongoma et al. 2026; Nsengimana et al. 2025; Tantely et al. 2015,author-designated candidate; candidate vector; review cites isolation,TRUE,FALSE,mansonia uniformis,no_change,Mansonia uniformis,mansonia uniformis,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Ochlerotatus caballus,ochlerotatus caballus,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,lab only,TRUE,FALSE,ochlerotatus caballus,no_change,Ochlerotatus caballus,ochlerotatus caballus,species,FALSE,
Rift Valley fever,rift valley fever,Ochlerotatus juppi,ochlerotatus juppi,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,no clear role,TRUE,FALSE,ochlerotatus juppi,no_change,Ochlerotatus juppi,ochlerotatus juppi,species,FALSE,
Rift Valley fever,rift valley fever,Psorophora ferox,psorophora ferox,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE,psorophora ferox,no_change,Psorophora ferox,psorophora ferox,species,FALSE,
Rift Valley fever,rift valley fever,Stegomyia albopicta,stegomyia albopicta,mosquito,mosquito,probable,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infectious saliva,TRUE,FALSE,stegomyia albopicta,manual_map,Stegomyia albopicta,aedes albopictus,species,FALSE,Old genus usage normalized to the Aedes spelling used elsewhere in the table.
Rift Valley fever,rift valley fever,Amblyomma variegatum,amblyomma variegatum,tick,tick,weak,review,lit_review,1,1,,Pepin et al. 2010,field isolate,TRUE,FALSE,amblyomma variegatum,no_change,Amblyomma variegatum,amblyomma variegatum,species,FALSE,
Rift Valley fever,rift valley fever,Rhipicephalus appendiculatus,rhipicephalus appendiculatus,tick,tick,weak,review,lit_review,1,1,,Pepin et al. 2010,lab susceptibility,TRUE,FALSE,rhipicephalus appendiculatus,no_change,Rhipicephalus appendiculatus,rhipicephalus appendiculatus,species,FALSE,
