disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa,vector_species_rule_cleaned,taxonomy_cleanup_method,vector_species_original,vector_species_taxonomy_cleaned,vector_taxon_rank,review_needed,review_note
Crimean-Congo hemorrhagic fever,crimean congo hemorrhagic fever,Rhipicephalus sanguineus,rhipicephalus sanguineus,tick,tick,candidate,review,lit_review,1,5,Arab world; Asia; Mauritania,Celina et al. 2025; EFSA 2010; Perveen and Khan 2022; Shahhosseini et al. 2021; Spengler et al. 2016,associated with CCHFV; debated; potential vector,TRUE,FALSE,rhipicephalus sanguineus,no_change,Rhipicephalus sanguineus,rhipicephalus sanguineus,species,FALSE,
Crimean-Congo hemorrhagic fever,crimean congo hemorrhagic fever,Rhipicephalus spp.,rhipicephalus spp,tick,tick,candidate,review,lit_review,1,1,,Spengler et al. 2016,isolated from ticks,TRUE,FALSE,rhipicephalus spp,no_change,Rhipicephalus spp.,rhipicephalus spp,genus_only,FALSE,
Crimean-Congo hemorrhagic fever,crimean congo hemorrhagic fever,Rhipicephalus turanicus,rhipicephalus turanicus,tick,tick,candidate,review,lit_review,1,4,Arab world; Southern Europe; Asia,Celina et al. 2025; EFSA 2010; Perveen and Khan 2022; Shahhosseini et al. 2021,associated with CCHFV; potential vector,TRUE,FALSE,rhipicephalus turanicus,no_change,Rhipicephalus turanicus,rhipicephalus turanicus,species,FALSE,
Dengue,dengue,Aedes aegypti,aedes aegypti,mosquito,mosquito,confirmed,review,lit_review,1,14,Americas; Cambodia; global; Puerto Rico; Puerto Rico; Caribbean; Senegal; United States and territories; WHO European region,"(Barrera, 2025); (Delrieu et al., 2023); (Kristan et al., 2025); (Poole-Smith et al., 2015); Althouse et al. 2012; Barrera 2025; Delrieu et al. 2023; Doeurk et al. 2024; Islam et al. 2021; Jones et al. 2020; Kristan et al. 2025; Poole-Smith et al. 2015; Rakotonirina et al. 2022; Schaffner and Mathis 2014",experimentally competent and field infection observed; main vector; main vector in Senegal; major vector; primary vector; primary vector; only two species covered; principal vector,TRUE,FALSE,aedes aegypti,no_change,Aedes aegypti,aedes aegypti,species,FALSE,
Dengue,dengue,Aedes albopictus,aedes albopictus,mosquito,mosquito,confirmed,review,lit_review,1,11,Americas; Cambodia; global; United States and territories; WHO European region,"(Barrera, 2025); (Delrieu et al., 2023); (Kristan et al., 2025); Barrera 2025; Delrieu et al. 2023; Doeurk et al. 2024; Islam et al. 2021; Jones et al. 2020; Kristan et al. 2025; Rakotonirina et al. 2022; Schaffner and Mathis 2014",experimentally competent and field infection observed; main established vector; main vector; primary vector; principal vector; secondary vector,TRUE,FALSE,aedes albopictus,no_change,Aedes albopictus,aedes albopictus,species,FALSE,
Dengue,dengue,Aedes cretinus,aedes cretinus,mosquito,mosquito,candidate,review,lit_review,1,1,Greece and Turkey,Schaffner and Mathis 2014,potential vector,TRUE,FALSE,aedes cretinus,no_change,Aedes cretinus,aedes cretinus,species,FALSE,
Dengue,dengue,Aedes furcifer,aedes furcifer,mosquito,mosquito,confirmed,review,lit_review,1,1,Senegal,Althouse et al. 2012,main vector in Senegal,TRUE,FALSE,aedes furcifer,no_change,Aedes furcifer,aedes furcifer,species,FALSE,
Dengue,dengue,Aedes hensilli,aedes hensilli,mosquito,mosquito,weak,field+lab,lit_review,1,1,"Yap State, Federated States of Micronesia","(Ledermann et al., 2014)",low competence; debated,TRUE,FALSE,aedes hensilli,no_change,Aedes hensilli,aedes hensilli,species,FALSE,
Dengue,dengue,Aedes japonicus,aedes japonicus,mosquito,mosquito,candidate,review,lit_review,1,1,central Europe,Schaffner and Mathis 2014,potential vector,TRUE,FALSE,aedes japonicus,no_change,Aedes japonicus,aedes japonicus,species,FALSE,
Dengue,dengue,Aedes luteocephalus,aedes luteocephalus,mosquito,mosquito,confirmed,review,lit_review,1,1,Senegal,Althouse et al. 2012,main vector in Senegal,TRUE,FALSE,aedes luteocephalus,no_change,Aedes luteocephalus,aedes luteocephalus,species,FALSE,
Dengue,dengue,Aedes malayensis,aedes malayensis,mosquito,mosquito,confirmed,review,lit_review,1,2,Cambodia,Doeurk et al. 2024; Rakotonirina et al. 2022,potential vector; vector of DENV and CHIKV,TRUE,FALSE,aedes malayensis,no_change,Aedes malayensis,aedes malayensis,species,FALSE,
Dengue,dengue,Aedes mediovittatus,aedes mediovittatus,mosquito,mosquito,probable,lab,lit_review,1,4,Puerto Rico; Puerto Rico and US Virgin Islands; Puerto Rico; Caribbean; Puerto Rico; US Virgin Islands,"(Barrera, 2025); (Poole-Smith et al., 2015); Barrera 2025; Poole-Smith et al. 2015",not incriminated in outbreaks; potential vector; secondary vector; secondary vector candidate; competent in lab; only two species covered,TRUE,FALSE,aedes mediovittatus,no_change,Aedes mediovittatus,aedes mediovittatus,species,FALSE,
Dengue,dengue,Aedes niveus,aedes niveus,mosquito,mosquito,probable,review,lit_review,1,1,,Islam et al. 2021,secondary vector,TRUE,FALSE,aedes niveus,no_change,Aedes niveus,aedes niveus,species,FALSE,
Dengue,dengue,Aedes polynesiensis,aedes polynesiensis,mosquito,mosquito,confirmed,review,lit_review,1,4,American Samoa; Pacific region; South Pacific Islands,"(Barrera, 2025); Barrera 2025; Islam et al. 2021; Rakotonirina et al. 2022",main vector; regional vector; secondary vector; transmits dengue,TRUE,FALSE,aedes polynesiensis,no_change,Aedes polynesiensis,aedes polynesiensis,species,FALSE,
Dengue,dengue,Aedes pseudoscutellaris,aedes pseudoscutellaris,mosquito,mosquito,candidate,review,lit_review,1,1,Pacific region,Rakotonirina et al. 2022,highly suspected,TRUE,FALSE,aedes pseudoscutellaris,no_change,Aedes pseudoscutellaris,aedes pseudoscutellaris,species,FALSE,
Dengue,dengue,Aedes scutellaris,aedes scutellaris,mosquito,mosquito,candidate,review,lit_review,1,2,Cambodia; Pacific region,Doeurk et al. 2024; Rakotonirina et al. 2022,highly suspected; potential vector,TRUE,FALSE,aedes scutellaris,no_change,Aedes scutellaris,aedes scutellaris,species,FALSE,
Dengue,dengue,Aedes taylori,aedes taylori,mosquito,mosquito,confirmed,review,lit_review,1,1,Senegal,Althouse et al. 2012,main vector in Senegal,TRUE,FALSE,aedes taylori,no_change,Aedes taylori,aedes taylori,species,FALSE,
Dengue,dengue,Aedes vittatus,aedes vittatus,mosquito,mosquito,confirmed,review,lit_review,1,2,India; western Mediterranean; Senegal,Althouse et al. 2012; Schaffner and Mathis 2014,main vector in Senegal; occasionally mentioned; role likely restricted,TRUE,FALSE,aedes vittatus,no_change,Aedes vittatus,aedes vittatus,species,FALSE,
Dengue,dengue,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,weak,review,lit_review,1,1,Americas,Jones et al. 2020,field infection only not experimentally competent,TRUE,FALSE,culex quinquefasciatus,no_change,Culex quinquefasciatus,culex quinquefasciatus,species,FALSE,
Oropouche fever,oropouche fever,Culicoides,culicoides,midge,midge,candidate,review,lit_review,1,1,,Sakkas et al. 2018,genus-level sylvatic vector,TRUE,FALSE,culicoides,no_change,Culicoides,culicoides,genus_only,FALSE,
Oropouche fever,oropouche fever,Culicoides insignis,culicoides insignis,midge,midge,candidate,review,lit_review,1,1,Peru,Ayres et al. 2026,possible new vector,TRUE,FALSE,culicoides insignis,no_change,Culicoides insignis,culicoides insignis,species,FALSE,
Oropouche fever,oropouche fever,Culicoides paraensis,culicoides paraensis,midge,midge,confirmed,review,lit_review,1,7,Brazil,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018; Sciancalepore et al. 2022,main vector; primary urban vector; primary vector; principal urban vector; principal vector,TRUE,FALSE,culicoides paraensis,no_change,Culicoides paraensis,culicoides paraensis,species,FALSE,
Oropouche fever,oropouche fever,Culicoides sonorensis,culicoides sonorensis,midge,midge,probable,review,lit_review,1,2,North America,Ayres et al. 2026; Gallichotte et al. 2025,high competence; lab competence,TRUE,FALSE,culicoides sonorensis,no_change,Culicoides sonorensis,culicoides sonorensis,species,FALSE,
Oropouche fever,oropouche fever,Aedes (Ochlerotatus) serratus,aedes ochlerotatus serratus,mosquito,mosquito,probable,review,lit_review,1,2,Brazil,Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,secondary vector; sylvatic cycle; sylvatic cycle,TRUE,FALSE,aedes serratus,rule_drop_subgenus_token,Aedes (Ochlerotatus) serratus,aedes serratus,species,FALSE,
Oropouche fever,oropouche fever,Aedes aegypti,aedes aegypti,mosquito,mosquito,candidate,field,lit_review,1,4,Brazil; Cuba,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Sciancalepore et al. 2022,limited competence; listed mosquito vector; PCR only; Cuban outbreak; vertical transmission/PCR,TRUE,FALSE,aedes aegypti,no_change,Aedes aegypti,aedes aegypti,species,FALSE,
Oropouche fever,oropouche fever,Aedes albopictus,aedes albopictus,mosquito,mosquito,candidate,review,lit_review,1,3,Italy,Ayres et al. 2026; Gallichotte et al. 2025; Mancuso et al. 2025,limited competence; mixed lab evidence; no competence detected,TRUE,FALSE,aedes albopictus,no_change,Aedes albopictus,aedes albopictus,species,FALSE,
Oropouche fever,oropouche fever,Aedes scapularis,aedes scapularis,mosquito,mosquito,weak,review,lit_review,1,1,,Gallichotte et al. 2025,parenteral inoculation only,TRUE,FALSE,aedes scapularis,no_change,Aedes scapularis,aedes scapularis,species,FALSE,
Oropouche fever,oropouche fever,Aedes serratus,aedes serratus,mosquito,mosquito,candidate,review,lit_review,1,3,Brazil,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025,potential sylvatic vector; potential vector; sylvatic cycle,TRUE,FALSE,aedes serratus,no_change,Aedes serratus,aedes serratus,species,FALSE,
Oropouche fever,oropouche fever,Coquillettidia venezuelensis,coquillettidia venezuelensis,mosquito,mosquito,probable,review,lit_review,1,5,Trinidad; Trinidad and Tobago,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018,potential sylvatic vector; potential vector; secondary vector; sylvatic cycle; sylvatic cycle,TRUE,FALSE,coquillettidia venezuelensis,no_change,Coquillettidia venezuelensis,coquillettidia venezuelensis,species,FALSE,
Oropouche fever,oropouche fever,Culex pipiens,culex pipiens,mosquito,mosquito,weak,lab,lit_review,1,1,Italy,Mancuso et al. 2025,no competence detected,TRUE,FALSE,culex pipiens,no_change,Culex pipiens,culex pipiens,species,FALSE,
Oropouche fever,oropouche fever,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,probable,review,lit_review,1,7,Brazil; Cuba,Ayres et al. 2026; Gallichotte et al. 2025; González et al. 2025; Romero-Alvarez and Escobar 2018; Sakkas et al. 2018; Sciancalepore et al. 2022,candidate competent vector; considerable urban vector; less important vector; PCR only; Cuban outbreak; poor vector; low competence; secondary vector; debated,TRUE,FALSE,culex quinquefasciatus,no_change,Culex quinquefasciatus,culex quinquefasciatus,species,FALSE,
Oropouche fever,oropouche fever,Culex tarsalis,culex tarsalis,mosquito,mosquito,candidate,review,lit_review,1,1,,Gallichotte et al. 2025,limited transmission,TRUE,FALSE,culex tarsalis,no_change,Culex tarsalis,culex tarsalis,species,FALSE,
Oropouche fever,oropouche fever,Limatus durhamii,limatus durhamii,mosquito,mosquito,weak,review,lit_review,1,1,Brazil,Ayres et al. 2026,PCR only,TRUE,FALSE,limatus durhamii,no_change,Limatus durhamii,limatus durhamii,species,FALSE,
Oropouche fever,oropouche fever,Ochlerotatus serratus,ochlerotatus serratus,mosquito,mosquito,candidate,review,lit_review,1,1,Brazil,Sciancalepore et al. 2022,listed mosquito vector,TRUE,FALSE,ochlerotatus serratus,no_change,Ochlerotatus serratus,ochlerotatus serratus,species,FALSE,
Oropouche fever,oropouche fever,Psorophora ferox,psorophora ferox,mosquito,mosquito,weak,review,lit_review,1,1,,Gallichotte et al. 2025,parenteral inoculation only,TRUE,FALSE,psorophora ferox,no_change,Psorophora ferox,psorophora ferox,species,FALSE,
Plague,plague,Aetheca wagneri,aetheca wagneri,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,aetheca wagneri,no_change,Aetheca wagneri,aetheca wagneri,species,FALSE,
Plague,plague,Citellophilus tesquorum,citellophilus tesquorum,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,blocking and transmission studies,TRUE,FALSE,citellophilus tesquorum,no_change,Citellophilus tesquorum,citellophilus tesquorum,species,FALSE,
Plague,plague,Citellophilus tesquorum altaicus,citellophilus tesquorum altaicus,flea,flea,confirmed,review,lit_review,1,2,southern Siberia,Ben Ari et al. 2011; Gage and Kosoy 2005,important vector; winter maintenance in hibernating rodents,TRUE,FALSE,citellophilus tesquorum altaicus,no_change,Citellophilus tesquorum altaicus,citellophilus tesquorum altaicus,infraspecific,FALSE,
Plague,plague,Ctenocephalides felis,ctenocephalides felis,flea,flea,confirmed,review,lit_review,1,2,North America; Northeast Brazil; Serra dos Orgaos (RJ),Eisen et al. 2009 Table 1; Reis et al. 2021,experimentally confirmed; naturally infected,TRUE,FALSE,ctenocephalides felis,no_change,Ctenocephalides felis,ctenocephalides felis,species,FALSE,
Plague,plague,Echidnophaga gallinaceus,echidnophaga gallinaceus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,echidnophaga gallinaceus,no_change,Echidnophaga gallinaceus,echidnophaga gallinaceus,species,FALSE,
Plague,plague,Epitedia eumolpi,epitedia eumolpi,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,epitedia eumolpi,no_change,Epitedia eumolpi,epitedia eumolpi,species,FALSE,
Plague,plague,Epitedia wenmanni,epitedia wenmanni,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,epitedia wenmanni,no_change,Epitedia wenmanni,epitedia wenmanni,species,FALSE,
Plague,plague,Hoplopsyllus anomalus,hoplopsyllus anomalus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,hoplopsyllus anomalus,no_change,Hoplopsyllus anomalus,hoplopsyllus anomalus,species,FALSE,
Plague,plague,Hystrichopsylla linsdalei,hystrichopsylla linsdalei,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; important in enzootic transmission,TRUE,FALSE,hystrichopsylla linsdalei,no_change,Hystrichopsylla linsdalei,hystrichopsylla linsdalei,species,FALSE,
Plague,plague,Malaraeus telchinum,malaraeus telchinum,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; mechanical transmission,TRUE,FALSE,malaraeus telchinum,no_change,Malaraeus telchinum,malaraeus telchinum,species,FALSE,
Plague,plague,Megabothris abantis,megabothris abantis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,megabothris abantis,no_change,Megabothris abantis,megabothris abantis,species,FALSE,
Plague,plague,Neopsylla setosa,neopsylla setosa,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,blocking study,TRUE,FALSE,neopsylla setosa,no_change,Neopsylla setosa,neopsylla setosa,species,FALSE,
Plague,plague,Nosopsyllus fasciatus,nosopsyllus fasciatus,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; northern rat flea,TRUE,FALSE,nosopsyllus fasciatus,no_change,Nosopsyllus fasciatus,nosopsyllus fasciatus,species,FALSE,
Plague,plague,Opisodasys nesiotis,opisodasys nesiotis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,OCR spelling uncertain,TRUE,FALSE,opisodasys nesiotis,no_change,Opisodasys nesiotis,opisodasys nesiotis,species,FALSE,
Plague,plague,Orchopeas sexdentatus,orchopeas sexdentatus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,orchopeas sexdentatus,no_change,Orchopeas sexdentatus,orchopeas sexdentatus,species,FALSE,
Plague,plague,Oropsylla bruneri,oropsylla bruneri,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla bruneri,no_change,Oropsylla bruneri,oropsylla bruneri,species,FALSE,
Plague,plague,Oropsylla hirsuta,oropsylla hirsuta,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla hirsuta,no_change,Oropsylla hirsuta,oropsylla hirsuta,species,FALSE,
Plague,plague,Oropsylla idahoensis,oropsylla idahoensis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla idahoensis,no_change,Oropsylla idahoensis,oropsylla idahoensis,species,FALSE,
Plague,plague,Oropsylla labis,oropsylla labis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla labis,no_change,Oropsylla labis,oropsylla labis,species,FALSE,
Plague,plague,Oropsylla montana,oropsylla montana,flea,flea,confirmed,review,lit_review,1,2,North America,Eisen et al. 2009 Table 1; Gage and Kosoy 2005,experimentally confirmed; less efficient vector,TRUE,FALSE,oropsylla montana,no_change,Oropsylla montana,oropsylla montana,species,FALSE,
Plague,plague,Oropsylla rupestris,oropsylla rupestris,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla rupestris,no_change,Oropsylla rupestris,oropsylla rupestris,species,FALSE,
Plague,plague,Oropsylla tuberculata,oropsylla tuberculata,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla tuberculata,no_change,Oropsylla tuberculata,oropsylla tuberculata,species,FALSE,
Plague,plague,Oropsylla tuberculata cynomuris,oropsylla tuberculata cynomuris,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,oropsylla tuberculata cynomuris,no_change,Oropsylla tuberculata cynomuris,oropsylla tuberculata cynomuris,infraspecific,FALSE,
Plague,plague,Paradoxopsyllus curvispinus,paradoxopsyllus curvispinus,flea,flea,weak,review,lit_review,1,1,Japan; Southeast Asia,Medvedev et al. 2022,historical claim; debated,TRUE,FALSE,paradoxopsyllus curvispinus,no_change,Paradoxopsyllus curvispinus,paradoxopsyllus curvispinus,species,FALSE,
Plague,plague,Paradoxopsyllus custodis,paradoxopsyllus custodis,flea,flea,candidate,review,lit_review,1,1,"Yunnan, China",Medvedev et al. 2022,limited epizootic mention,TRUE,FALSE,paradoxopsyllus custodis,no_change,Paradoxopsyllus custodis,paradoxopsyllus custodis,species,FALSE,
Plague,plague,Paradoxopsyllus dashidorzhii,paradoxopsyllus dashidorzhii,flea,flea,confirmed,review,lit_review,1,1,Mongolia; Russia,Medvedev et al. 2022,main vector,TRUE,FALSE,paradoxopsyllus dashidorzhii,no_change,Paradoxopsyllus dashidorzhii,paradoxopsyllus dashidorzhii,species,FALSE,
Plague,plague,Paradoxopsyllus hesperius kalabukhovi,paradoxopsyllus hesperius kalabukhovi,flea,flea,confirmed,review,lit_review,1,1,China; Mongolia; Russia,Medvedev et al. 2022,accessory vector,TRUE,FALSE,paradoxopsyllus hesperius kalabukhovi,no_change,Paradoxopsyllus hesperius kalabukhovi,paradoxopsyllus hesperius kalabukhovi,infraspecific,FALSE,
Plague,plague,Paradoxopsyllus repandus,paradoxopsyllus repandus,flea,flea,confirmed,review,lit_review,1,1,Kazakhstan; Turkmenistan,Medvedev et al. 2022,accessory or occasional vector,TRUE,FALSE,paradoxopsyllus repandus,no_change,Paradoxopsyllus repandus,paradoxopsyllus repandus,species,FALSE,
Plague,plague,Paradoxopsyllus scorodumovi,paradoxopsyllus scorodumovi,flea,flea,confirmed,review,lit_review,1,1,Mongolia; Russia,Medvedev et al. 2022,main vector; occasional in Tuva,TRUE,FALSE,paradoxopsyllus scorodumovi,no_change,Paradoxopsyllus scorodumovi,paradoxopsyllus scorodumovi,species,FALSE,
Plague,plague,Paradoxopsyllus teretifrons,paradoxopsyllus teretifrons,flea,flea,confirmed,review,lit_review,1,1,Kazakhstan; Turkmenistan,Medvedev et al. 2022,plague vector,TRUE,FALSE,paradoxopsyllus teretifrons,no_change,Paradoxopsyllus teretifrons,paradoxopsyllus teretifrons,species,FALSE,
Plague,plague,Pleochaetis exilis,pleochaetis exilis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,pleochaetis exilis,no_change,Pleochaetis exilis,pleochaetis exilis,species,FALSE,
Plague,plague,Polygenis bohlsi bohlsi,polygenis bohlsi bohlsi,flea,flea,candidate,review,lit_review,1,1,Northeast Brazil,Reis et al. 2021,naturally infected,TRUE,FALSE,polygenis bohlsi bohlsi,no_change,Polygenis bohlsi bohlsi,polygenis bohlsi bohlsi,infraspecific,FALSE,
Plague,plague,Polygenis bohlsi jordani,polygenis bohlsi jordani,flea,flea,confirmed,review,lit_review,1,1,Northeast Brazil,Reis et al. 2021,most effective vector,TRUE,FALSE,polygenis bohlsi jordani,no_change,Polygenis bohlsi jordani,polygenis bohlsi jordani,infraspecific,FALSE,
Plague,plague,Polygenis gwyni,polygenis gwyni,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,polygenis gwyni,no_change,Polygenis gwyni,polygenis gwyni,species,FALSE,
Plague,plague,Polygenis tripus,polygenis tripus,flea,flea,confirmed,review,lit_review,1,1,Northeast Brazil,Reis et al. 2021,efficient vector; naturally infected,TRUE,FALSE,polygenis tripus,no_change,Polygenis tripus,polygenis tripus,species,FALSE,
Plague,plague,Pulex irritans,pulex irritans,flea,flea,confirmed,review,lit_review,1,3,North America; Northeast Brazil; Serra dos Orgaos (RJ),Eisen et al. 2009 Table 1; Gage and Kosoy 2005; Reis et al. 2021,"experimentally confirmed; mechanical vector, poor biological vector; naturally infected",TRUE,FALSE,pulex irritans,no_change,Pulex irritans,pulex irritans,species,FALSE,
Plague,plague,Rhadinopsylla daurica,rhadinopsylla daurica,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,block-free transmission,TRUE,FALSE,rhadinopsylla daurica,no_change,Rhadinopsylla daurica,rhadinopsylla daurica,species,FALSE,
Plague,plague,Rhadinopsylla rothschildi,rhadinopsylla rothschildi,flea,flea,probable,review,lit_review,1,1,,Gage and Kosoy 2005,block-free transmission,TRUE,FALSE,rhadinopsylla rothschildi,no_change,Rhadinopsylla rothschildi,rhadinopsylla rothschildi,species,FALSE,
Plague,plague,Thrassis acamantis,thrassis acamantis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,thrassis acamantis,no_change,Thrassis acamantis,thrassis acamantis,species,FALSE,
Plague,plague,Thrassis arizonensis,thrassis arizonensis,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,thrassis arizonensis,no_change,Thrassis arizonensis,thrassis arizonensis,species,FALSE,
Plague,plague,Thrassis bacchi,thrassis bacchi,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,thrassis bacchi,no_change,Thrassis bacchi,thrassis bacchi,species,FALSE,
Plague,plague,Thrassis fotus,thrassis fotus,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,thrassis fotus,no_change,Thrassis fotus,thrassis fotus,species,FALSE,
Plague,plague,Thrassis francisi,thrassis francisi,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,thrassis francisi,no_change,Thrassis francisi,thrassis francisi,species,FALSE,
Plague,plague,Thrassis pandorae,thrassis pandorae,flea,flea,confirmed,review,lit_review,1,1,North America,Eisen et al. 2009 Table 1,experimentally confirmed,TRUE,FALSE,thrassis pandorae,no_change,Thrassis pandorae,thrassis pandorae,species,FALSE,
Plague,plague,Xenopsylla astia,xenopsylla astia,flea,flea,probable,review,lit_review,1,1,southern Asia,Gage and Kosoy 2005,relatively inefficient transmitter,TRUE,FALSE,xenopsylla astia,no_change,Xenopsylla astia,xenopsylla astia,species,FALSE,
Plague,plague,Xenopsylla brasiliensis,xenopsylla brasiliensis,flea,flea,candidate,review,lit_review,1,1,,Gage and Kosoy 2005,possible exception among common rat fleas,TRUE,FALSE,xenopsylla brasiliensis,no_change,Xenopsylla brasiliensis,xenopsylla brasiliensis,species,FALSE,
Plague,plague,Xenopsylla cheopis,xenopsylla cheopis,flea,flea,confirmed,review,lit_review,1,5,North America; Northeast Brazil; Serra dos Orgaos (RJ),Ben Ari et al. 2011; Eisen et al. 2009 Table 1; Gage and Kosoy 2005; Krasnov et al. 2006; Reis et al. 2021,classic plague vector; naturally infected; example species; low transmission efficiency; experimentally confirmed; likely main vector in human foci; principal vector,TRUE,FALSE,xenopsylla cheopis,no_change,Xenopsylla cheopis,xenopsylla cheopis,species,FALSE,
Rift Valley fever,rift valley fever,Aedes (Aedimorphus) dentatus,aedes aedimorphus dentatus,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,epidemiological importance,TRUE,FALSE,aedes aedimorphus dentatus,no_change,Aedes (Aedimorphus) dentatus,aedes aedimorphus dentatus,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Aedes (Aedimorphus) vexans arabiensis,aedes aedimorphus vexans arabiensis,mosquito,mosquito,probable,review,lit_review,1,1,,Pepin et al. 2010,likely maintenance vector,TRUE,FALSE,aedes aedimorphus vexans arabiensis,no_change,Aedes (Aedimorphus) vexans arabiensis,aedes aedimorphus vexans arabiensis,infraspecific,FALSE,
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) circumluteolus,aedes neomelaniconion circumluteolus,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,maintenance vector,TRUE,FALSE,aedes circumluteolus,rule_drop_subgenus_token,Aedes (Neomelaniconion) circumluteolus,aedes circumluteolus,species,FALSE,
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) mcintoshi,aedes neomelaniconion mcintoshi,mosquito,mosquito,confirmed,review,lit_review,1,1,,Pepin et al. 2010,maintenance vector,TRUE,FALSE,aedes mcintoshi,rule_drop_subgenus_token,Aedes (Neomelaniconion) mcintoshi,aedes mcintoshi,species,FALSE,
Rift Valley fever,rift valley fever,Aedes (Neomelaniconion) palpalis group,aedes neomelaniconion palpalis group,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,debated,TRUE,FALSE,aedes palpalis group,rule_drop_subgenus_token,Aedes (Neomelaniconion) palpalis group,aedes palpalis group,group,FALSE,
